sal_7_lc2vs0_iate,region
-14966.329336529683,43.0
-22973.602023819152,47.0
-31733.93188014781,61.0
-23784.020122548165,56.0
-29944.32396814643,71.0
-20681.80668888066,68.0
-23681.351490448036,15.0
-28546.654518830932,15.0
-20567.674996668597,12.0
-29338.501468503535,38.0
-37211.55080423473,52.0
-35369.195541491725,49.0
-34309.532825619885,38.0
-27423.338946637326,83.0
-18961.885957543196,53.0
-39463.14024115179,62.0
-20679.679856243343,42.0
-36166.90878704943,77.0
-22080.32337065613,7.0
-39338.87674069799,60.0
-29044.748833477326,83.0
-19700.84510706944,82.0
-24795.94758937326,24.0
-34194.25163903,22.0
-28948.97805112872,23.0
-33628.75533818538,43.0
-33294.852698752,42.0
-20025.783157884176,4.0
-17856.080709183225,85.0
-38585.88319015798,15.0
-22370.934548846297,7.0
-32039.2368437174,47.0
-24069.211810925477,3.0
-29842.934248331112,58.0
-22161.382840033668,69.0
-33219.19196148271,51.0
-27760.28955646064,19.0
-31177.093761748212,40.0
-27350.894723285004,63.0
-28034.107661718932,30.0
-20359.972304553197,79.0
-34541.64112295194,67.0
-26754.036650084316,77.0
-30874.663846205203,67.0
-34585.75660814258,52.0
-26927.58953247995,43.0
-36652.213425502196,64.0
-18285.372275478203,18.0
-17442.544103720596,45.0
-30463.191571068164,51.0
-16657.90181681644,26.0
-32040.6074986109,14.0
-21197.90645089332,27.0
-32588.122773595063,55.0
-26578.006107730056,17.0
-23218.005625506295,17.0
-39704.433482925,75.0
-21271.170734353345,60.0
-25465.912919121565,62.0
-28596.26025118721,22.0
-22665.931379249843,47.0
-21066.55732084836,16.0
-35013.121792810496,38.0
-20064.88736712063,5.0
-20857.614476816023,80.0
-33108.926922255145,21.0
-20517.031086452855,33.0
-19197.080460761736,51.0
-20729.7660609866,17.0
-23107.12160189483,77.0
-19453.21552995719,78.0
-38084.04054120039,33.0
-29529.329986213503,9.0
-22484.351455840544,42.0
-30675.55461081333,35.0
-33363.28145670936,64.0
-25448.749172298063,62.0
-22894.35949529268,67.0
-22553.38728101235,33.0
-37491.15928986398,79.0
-36149.867270031405,83.0
-34209.304842846796,61.0
-19436.212252643218,31.0
-32619.86597012952,66.0
-21750.97084995175,36.0
-25916.046887157143,28.0
-17426.60891168377,54.0
-40688.684498072354,39.0
-18648.703599400906,70.0
-25881.03599099156,26.0
-27806.112891375404,74.0
-24455.246137663096,2.0
-33500.4284907447,50.0
-16460.58965374005,19.0
-32954.136652416535,49.0
-33500.045306037784,54.0
-24841.555114345305,74.0
-21723.17705283657,23.0
