sal_9_lc2vs0_iate,olf_x0
7870.874531802361,56.0
12888.31944530725,85.0
533.8423601638247,51.0
-1375.4042867302223,54.0
2326.3934122477795,38.0
2189.1032991588672,28.0
6308.470549369706,83.0
7422.200161121675,52.0
2768.0959296571223,12.0
5783.8232725536645,39.0
-6503.029360579615,14.0
5259.368196432813,71.0
4258.426784341282,41.0
7442.142983665517,51.0
11407.064320834663,62.0
-1510.5974733271523,17.0
4786.14573972855,67.0
268.30291500480166,1.0
2812.513305606575,16.0
-14299.216998691398,31.0
3938.7411709633507,54.0
9903.44204291061,40.0
-468.4642055409872,6.0
1014.4725232456653,56.0
3490.897808633712,44.0
-990.3984104745596,47.0
-3846.847991681563,26.0
485.3361923592811,59.0
10165.330203671287,63.0
-2799.1980315123214,15.0
11917.406228366232,59.0
618.9191795214319,38.0
10810.338397599466,32.0
4113.437234271604,57.0
7502.008570958751,27.0
-520.5007288973543,33.0
8497.136296901012,57.0
3131.4967945946546,21.0
-3894.2167515392657,42.0
10345.932455492191,18.0
8109.94983462007,68.0
690.9116503369569,30.0
11306.908387927857,41.0
10928.188097720822,30.0
-7337.3799809622815,37.0
3026.654833039015,26.0
-3217.6829752884587,2.0
4691.455642526189,75.0
9828.21458093688,33.0
4783.484859219515,40.0
10922.347453858445,75.0
5038.277976958489,37.0
5364.634809299793,34.0
3858.4404426667506,71.0
-1887.9457014265129,12.0
7727.857015203586,75.0
-7451.419736903625,49.0
3144.751606235801,33.0
8544.08065323127,57.0
1473.3046484063984,71.0
286.29846981384026,54.0
4298.421442218057,35.0
1449.7054672341178,9.0
2458.0215681235823,24.0
5939.140853150055,14.0
8188.651597377383,81.0
-1372.7021021247883,47.0
7066.150737845894,31.0
8803.63143310327,38.0
10679.729853334135,44.0
1758.6255096828081,23.0
-3623.536330502402,26.0
9521.298228434054,63.0
-2659.213659020679,41.0
1967.8643507951167,69.0
9877.034288757308,55.0
6898.648807185147,29.0
-1569.7050754635648,7.0
-2376.735042950808,3.0
-8544.735303795649,9.0
7165.6263531346785,62.0
-317.21542523743256,38.0
6737.147800886679,54.0
9612.428422419647,69.0
12191.632820418617,5.0
11340.004034195721,54.0
5728.328925326718,49.0
-2174.6386915408552,28.0
1283.1444527377867,29.0
10608.865448603176,33.0
-3799.0736535541346,35.0
553.4506746018251,57.0
2023.901218245027,25.0
7551.769632087734,47.0
4051.4179886735483,64.0
-2934.424393040462,14.0
3214.2508965920197,66.0
3946.2919389520507,24.0
6056.635818602757,63.0
7770.722457303993,57.0
6478.699316412975,20.0
-1379.1351788689124,57.0
2294.4328499923276,48.0
12358.531680560793,54.0
4655.941009856789,59.0
-3891.095425748962,71.0
3932.3828403189636,58.0
9717.157341584574,65.0
-3240.620112561051,38.0
-5082.297162713987,14.0
8486.16743703295,47.0
2151.2009497591944,38.0
-2353.5049108673584,14.0
-2481.7316409909918,28.0
2082.5367536881686,18.0
5706.905711578855,69.0
6264.60368171377,57.0
8824.797762984275,75.0
10014.12434696534,41.0
130.7984595216717,82.0
9860.92061460393,34.0
5442.470261874625,27.0
-9264.433819091653,15.0
-6418.564596752042,34.0
-1091.1936663597508,57.0
8092.033773759564,58.0
-4632.540000564519,45.0
12669.287244286414,28.0
9442.381009430737,75.0
11692.161652937908,43.0
6803.723014819606,67.0
-4646.3824868039055,23.0
6456.761345825918,47.0
6995.265395697818,75.0
10364.520531165175,76.0
-898.1301999556158,47.0
8079.990285306178,43.0
-2340.7204107935295,58.0
-15648.144848932327,36.0
3987.8692227922265,42.0
4294.076758677501,11.0
2426.45816728686,15.0
-2929.9063879332525,26.0
5221.627952668915,5.0
13961.206748710156,30.0
9350.949854775063,23.0
-6207.302938360535,21.0
847.3047072608897,11.0
3071.5896839545544,23.0
11497.734136285257,43.0
-359.86192852488057,48.0
4381.6341810043905,54.0
9667.430174861616,2.0
-14163.136502259995,35.0
6925.729693848232,29.0
2912.9462186780456,45.0
8799.49309072417,21.0
1687.1970148551327,26.0
1579.5260985456862,12.0
10821.926117212988,83.0
-3650.864360540786,65.0
9742.557374548427,62.0
5598.796543119881,72.0
1782.7942411083181,14.0
11611.267291880478,20.0
-2816.382865802292,63.0
12658.261863533058,33.0
-1895.8481207377718,7.0
8085.79388467519,64.0
9388.362409272686,82.0
902.1921831642204,50.0
6152.728202026662,22.0
-1667.2923622197368,65.0
2664.3563911065153,46.0
7379.675199325185,15.0
10033.087680342447,53.0
-734.0312922779672,34.0
4988.045221822715,40.0
-2578.8027878017983,57.0
-88.54371670886894,6.0
4248.150829846614,63.0
4217.4441900113425,46.0
8286.280026774271,75.0
4254.03489024628,70.0
10286.130656572557,64.0
2800.526312900225,23.0
2107.706541563814,43.0
4695.561298385856,76.0
405.31906071623484,9.0
1081.7667769744103,27.0
3219.048556260408,56.0
8844.012827097515,17.0
-1814.6156092333654,42.0
-4349.950143424323,15.0
8600.428360279442,62.0
-4348.452473436277,62.0
1094.5334087371875,21.0
8779.405775839532,58.0
646.5969166610527,24.0
8586.48828095243,49.0
-591.3895231410488,60.0
-4710.763342676901,57.0
445.97040118072346,13.0
4910.516672193606,38.0
2358.6535861024086,32.0
1437.7680200496993,31.0
2938.0790915162033,46.0
-8395.42558829852,22.0
2075.0040578246626,42.0
447.8537311745897,11.0
-3228.10935406902,4.0
4427.383271852273,32.0
-7114.979890831337,22.0
7061.143144535831,27.0
1837.025012795198,44.0
912.6396636893437,22.0
1228.0278277566842,34.0
6267.617815736813,4.0
2736.739644792202,69.0
-5951.172459112926,60.0
8013.004725660968,23.0
4358.499729113306,20.0
5107.276689878872,16.0
-1709.91859457987,5.0
13562.532573477352,17.0
-3626.4364851539804,14.0
2598.1548161940045,35.0
-3849.8413448959573,22.0
7453.781889706179,71.0
7564.455888839402,52.0
5791.688411646293,32.0
6422.079073618835,46.0
-1855.2433382563038,59.0
8854.821233659899,42.0
6627.012596508385,56.0
1647.8078231043278,23.0
3004.627197632879,72.0
6767.102917607672,43.0
599.3993622044272,11.0
-2948.788990907171,14.0
-10610.134833129052,44.0
-12486.235606336471,33.0
825.4345819751421,58.0
4593.216866175602,40.0
7486.159727045606,35.0
7768.15059486403,39.0
-3743.6302885721007,43.0
-3255.5564362951436,71.0
-101.576803156614,19.0
-11125.815826590193,54.0
6640.454592255233,74.0
10341.259449452053,37.0
5254.6731130865055,79.0
3021.024045288131,33.0
-6622.319763715014,19.0
107.9577669402197,54.0
-5492.275165096437,53.0
3883.5587262395256,21.0
-17132.95817254939,58.0
-385.88773943750505,45.0
-8708.68287159834,26.0
-9587.643172010658,21.0
-1015.6166305906584,12.0
6622.65426213088,37.0
-7039.103446531207,38.0
1977.13664839407,67.0
3206.5567947331588,28.0
6234.464792634398,54.0
2278.2618811639622,41.0
-4026.706499265395,39.0
-9354.102639877885,45.0
6290.125140542137,21.0
3769.802361055005,31.0
7306.104691650574,24.0
1009.7633973574066,28.0
4064.1456193617455,45.0
4208.64567745402,28.0
166.5913755936681,56.0
5547.241532457251,29.0
5687.537444276869,84.0
12950.826165410694,60.0
2388.7904644238474,20.0
10457.592080076436,42.0
-2278.919831186781,10.0
3425.8591219335894,52.0
2155.783852498874,36.0
-1050.2012872945024,11.0
-4137.53023152539,28.0
5132.981157804387,39.0
5011.833629560185,49.0
4713.166198328322,59.0
6633.33383618529,43.0
-6140.454725876486,39.0
6179.887043983199,16.0
-3136.243753914065,19.0
4203.178224778611,30.0
2486.3580113204252,46.0
-168.76873663659472,45.0
10277.8911561125,62.0
9627.137941586092,60.0
1843.0526964100554,6.0
8674.499347313238,78.0
-4291.134208485231,26.0
-1238.029732093448,39.0
12402.830455325166,85.0
3018.57986356874,60.0
-3401.817610309489,54.0
1762.0342296534554,67.0
9760.203950260553,54.0
1234.9742420686553,26.0
8061.920553598784,64.0
11426.364749803164,16.0
-335.34992335410425,28.0
7033.492805924079,26.0
1646.6492415625949,48.0
-257.02165328480623,30.0
7286.837308302045,15.0
4671.046364566131,43.0
5524.095966959542,12.0
3849.658501719271,50.0
6581.3281194814035,40.0
5660.280355349745,45.0
-2233.3944070050848,53.0
5796.934012230024,9.0
4552.2807498577495,51.0
2163.515396257905,8.0
757.7751206028806,80.0
1370.9311252489679,58.0
4153.700651510756,33.0
1725.411344048288,39.0
6863.218321142772,47.0
8627.352708122322,51.0
2597.931366029754,7.0
-5703.033390866659,24.0
7131.892140800191,67.0
7584.245618730811,29.0
-2094.3701939378507,27.0
8161.852114336906,40.0
6052.314958352934,23.0
6644.30204821147,41.0
365.14567465214986,5.0
5474.487923245162,11.0
-10197.858831467975,53.0
5001.931065135403,29.0
7648.794127154765,17.0
7697.560333101914,24.0
3738.226035889659,3.0
7438.680295060855,53.0
-2166.985631533952,38.0
7973.671032119375,22.0
2638.2851422709277,62.0
8012.620696209714,55.0
7862.376184380142,27.0
7923.886195532081,47.0
-5133.170626862674,6.0
7616.134157714951,22.0
-1694.4300711423239,42.0
-2539.756301217126,57.0
5789.306105155324,25.0
10304.076840908467,26.0
7293.839570699639,60.0
-981.8655237410348,43.0
-1837.4045308119441,44.0
4435.131187108322,50.0
5399.157004214531,26.0
9322.10902383857,39.0
-5378.428120092788,50.0
1510.3248460738723,41.0
-7134.543017663168,45.0
7557.746982546943,61.0
1073.8257809821616,51.0
4383.621261960077,59.0
1776.063110741462,37.0
880.5784028497657,17.0
7708.8465856034745,38.0
-714.6611115074325,15.0
-4720.225955216658,44.0
-1223.8412688219823,41.0
5162.4871166762,35.0
11768.651548513684,26.0
8482.326871732203,17.0
7840.472332725632,56.0
5110.969870191337,27.0
8838.449301911194,53.0
379.6873938893764,13.0
3621.308467682235,48.0
9075.495236440027,28.0
7893.690640923687,40.0
1829.7752807416323,3.0
6139.319915369183,36.0
-15180.413717905183,16.0
3609.0018734331034,53.0
-3154.6815725524357,18.0
-5994.727250478087,59.0
2844.6925047670443,21.0
4600.048661079143,31.0
3256.1980690204255,10.0
198.16285866176258,7.0
-4226.213555725401,7.0
7596.570348662116,59.0
4242.909964817163,38.0
8840.790176743421,17.0
8010.725185158979,52.0
-612.2265656447203,19.0
7324.426997175932,53.0
4764.4725153923155,38.0
6739.580235152256,66.0
8779.211184579966,69.0
12534.87826347582,61.0
11732.441604941872,58.0
1791.6434456494717,14.0
-4930.588928986512,12.0
-4904.461721309304,18.0
5973.855663042642,84.0
5937.335360127501,32.0
9023.402312419139,58.0
5303.653756920917,42.0
5923.800122758806,23.0
11576.2231022007,62.0
