sal_8_lc2vs0_iate,age
-5247.61237191162,34.0
-5936.081268004897,44.0
-18919.441037239645,42.0
-14707.782499432617,47.0
-16469.15064708127,46.0
-12774.949402169917,48.0
-12053.51819014192,37.0
-14026.353314398892,44.0
-13983.383125352026,45.0
-13134.478561131986,35.0
-29884.652334278322,34.0
-17681.150924771908,46.0
-16609.6116737232,49.0
-11969.49722271879,49.0
-5950.023047619556,47.0
-21467.992990178907,46.0
-11945.720340139294,38.0
-23984.303139984087,41.0
-14270.983694386445,48.0
-31714.984435430924,30.0
-16666.270956639855,35.0
-9190.945167600374,42.0
-16119.659878602992,40.0
-17563.439508625903,38.0
-12709.421738549398,46.0
-17881.349442808172,45.0
-21270.396143409,34.0
-10635.591001845489,34.0
-6349.551233765739,40.0
-25672.877520447033,37.0
-6822.170593997486,47.0
-15317.612865724008,33.0
-7312.44221386747,41.0
-16567.308543593586,48.0
-10771.937303749975,40.0
-23206.795175427615,46.0
-11427.513352134136,45.0
-16042.078033573871,41.0
-17658.06812471561,37.0
-11169.2081233098,49.0
-11499.894941943663,50.0
-13532.379106039434,38.0
-10474.096448959794,44.0
-7399.015417263921,43.0
-21831.30318425617,48.0
-12068.484378545407,36.0
-16817.388918640914,37.0
-8416.273475017142,41.0
-9300.107912582045,45.0
-12865.209168249243,36.0
-7081.880304338444,46.0
-15828.94892623536,50.0
-10728.199476209445,48.0
-13929.317983234097,40.0
-13986.61467723364,33.0
-8806.614629841293,31.0
-31091.26887296683,34.0
-12631.794461756976,39.0
-10562.048830745494,45.0
-19426.966405927375,36.0
-13447.30051696412,38.0
-12487.276177898975,33.0
-16920.067990057403,50.0
-12532.962823379246,45.0
-9913.747962433376,47.0
-13732.531740885568,45.0
-13666.649579562234,33.0
-8937.991690188243,31.0
-11118.370337633278,47.0
-9831.196112755113,43.0
-10573.756448907981,34.0
-28880.51804557306,35.0
-10686.25073508826,41.0
-13103.616710817836,40.0
-17959.01024925051,42.0
-10071.496266680999,42.0
-13782.46557292678,49.0
-16474.894839209068,46.0
-15764.240231078948,37.0
-28745.982583084147,31.0
-17947.466423922444,48.0
-21472.93628477188,32.0
-6541.960065761237,31.0
-11658.795107039548,41.0
-7148.046106287589,49.0
-10323.714508672372,49.0
-9269.578573458639,36.0
-29115.644692828868,44.0
-9615.11726571023,33.0
-8861.114745064175,32.0
-17716.60192563,30.0
-16340.10306184767,47.0
-14684.070456690177,48.0
-7644.129012913625,45.0
-17645.626288756564,35.0
-21284.617047466774,32.0
-13330.575371410054,32.0
-12540.192397054574,46.0
-9402.807187600747,40.0
-9795.936310623623,31.0
-15211.710614927828,36.0
-18920.787376180397,34.0
-14363.490183207621,50.0
-3632.2607362219514,41.0
-11975.5970092164,36.0
-20815.780510225693,35.0
-14272.336117167273,45.0
-10667.303216113622,40.0
-14295.430723840464,30.0
-30380.561068380193,47.0
-7401.089893542667,48.0
-16763.298111027994,46.0
-16441.26604018639,31.0
-18094.53069026472,40.0
-16122.99698257296,48.0
-8268.885028056282,31.0
-10978.461832212246,36.0
-9573.332851260826,39.0
-9182.378284501126,43.0
-16127.620849373467,36.0
-9191.211403168272,43.0
-14354.187389724199,36.0
-31812.54720474514,32.0
-19965.426218763736,30.0
-13745.607386248455,35.0
-9055.757976269148,34.0
-29427.236427341744,44.0
-8861.75391695425,49.0
-11431.90073405658,48.0
-6804.923687760395,46.0
-10640.602832549695,37.0
-19197.80689807979,37.0
-13239.5388726667,49.0
-7698.705860482627,34.0
-8403.83715808361,43.0
-16925.87742997753,35.0
-15443.853765018848,45.0
-26489.770039860963,42.0
-32439.39309977882,47.0
-9836.64184116644,43.0
-17787.756900753466,47.0
-17199.62035261083,42.0
-28787.398711471516,37.0
-13611.636933011727,35.0
-8788.609005349892,38.0
-11707.752520868713,39.0
-28420.892329321316,34.0
-9017.434527057594,31.0
-12893.257218505933,45.0
-7726.069504399047,46.0
-21685.039040158696,42.0
-7890.740356703595,41.0
-7962.82577193678,30.0
-27077.96469273285,49.0
