sal_7_lc2vs0_iate,olf_x0
-14966.329336529683,56.0
-22973.602023819152,85.0
-31733.93188014781,51.0
-23784.020122548165,54.0
-29944.32396814643,38.0
-20681.80668888066,28.0
-23681.351490448036,83.0
-28546.654518830932,52.0
-20567.674996668597,12.0
-29338.501468503535,39.0
-37211.55080423473,14.0
-35369.195541491725,71.0
-34309.532825619885,41.0
-27423.338946637326,51.0
-18961.885957543196,62.0
-39463.14024115179,17.0
-20679.679856243343,67.0
-36166.90878704943,1.0
-22080.32337065613,16.0
-39338.87674069799,31.0
-29044.748833477326,54.0
-19700.84510706944,40.0
-24795.94758937326,6.0
-34194.25163903,56.0
-28948.97805112872,44.0
-33628.75533818538,47.0
-33294.852698752,26.0
-20025.783157884176,59.0
-17856.080709183225,63.0
-38585.88319015798,15.0
-22370.934548846297,59.0
-32039.2368437174,38.0
-24069.211810925477,32.0
-29842.934248331112,57.0
-22161.382840033668,27.0
-33219.19196148271,33.0
-27760.28955646064,57.0
-31177.093761748212,21.0
-27350.894723285004,42.0
-28034.107661718932,18.0
-20359.972304553197,68.0
-34541.64112295194,30.0
-26754.036650084316,41.0
-30874.663846205203,30.0
-34585.75660814258,37.0
-26927.58953247995,26.0
-36652.213425502196,2.0
-18285.372275478203,75.0
-17442.544103720596,33.0
-30463.191571068164,40.0
-16657.90181681644,75.0
-32040.6074986109,37.0
-21197.90645089332,34.0
-32588.122773595063,71.0
-26578.006107730056,12.0
-23218.005625506295,75.0
-39704.433482925,49.0
-21271.170734353345,33.0
-25465.912919121565,57.0
-28596.26025118721,71.0
-22665.931379249843,54.0
-21066.55732084836,35.0
-35013.121792810496,9.0
-20064.88736712063,24.0
-20857.614476816023,14.0
-33108.926922255145,81.0
-20517.031086452855,47.0
-19197.080460761736,31.0
-20729.7660609866,38.0
-23107.12160189483,44.0
-19453.21552995719,23.0
-38084.04054120039,26.0
-29529.329986213503,63.0
-22484.351455840544,41.0
-30675.55461081333,69.0
-33363.28145670936,55.0
-25448.749172298063,29.0
-22894.35949529268,7.0
-22553.38728101235,3.0
-37491.15928986398,9.0
-36149.867270031405,62.0
-34209.304842846796,38.0
-19436.212252643218,54.0
-32619.86597012952,69.0
-21750.97084995175,5.0
-25916.046887157143,54.0
-17426.60891168377,49.0
-40688.684498072354,28.0
-18648.703599400906,29.0
-25881.03599099156,33.0
-27806.112891375404,35.0
-24455.246137663096,57.0
-33500.4284907447,25.0
-16460.58965374005,47.0
-32954.136652416535,64.0
-33500.045306037784,14.0
-24841.555114345305,66.0
-21723.17705283657,24.0
-19175.07905338329,63.0
-23429.35912283482,57.0
-32975.936669674076,20.0
-35549.58043522652,57.0
-27275.276467468335,48.0
-16713.97226740796,54.0
-21442.54551592349,59.0
-35493.14957629332,71.0
-28361.471609547003,58.0
-27977.76197152158,65.0
-22310.867776206764,38.0
-41703.021956636316,14.0
-18115.556212351963,47.0
-30520.841696688767,38.0
-22383.30489932528,14.0
-27391.038716012386,28.0
-30482.184444501094,18.0
-16140.944506896283,69.0
-24948.25791868456,57.0
-22170.734026822098,75.0
-24077.454657327566,41.0
-35865.34185290223,82.0
-29533.165375587152,34.0
-32106.904963597204,27.0
-40909.76090863926,15.0
-27685.895276604446,34.0
-23729.4557662354,57.0
-23408.018002277036,58.0
-40090.45493256462,45.0
-22923.627666203443,28.0
-30238.988034120244,75.0
-23214.08718343938,43.0
-20489.144207420122,67.0
-29595.85554923718,23.0
-34370.52345497784,47.0
-18714.107478368234,75.0
-20530.438727294222,76.0
-25291.195962350273,47.0
-32740.912321432403,43.0
-37066.47654072732,58.0
-44567.8969345635,36.0
-18244.624484849424,42.0
-29991.896742142584,11.0
-20591.640044699838,15.0
-38885.27217075933,26.0
-24391.6873963069,5.0
-29050.044092376233,30.0
-27389.279705702298,23.0
-38279.43432731289,21.0
-16973.613515319856,11.0
-25230.462323912758,23.0
-17530.980417495946,43.0
-34167.0660636239,48.0
-16334.838565505765,54.0
-18837.1337218309,2.0
-40116.30681955657,35.0
-15598.965284308353,29.0
-24033.74170325663,45.0
-23473.727984680623,21.0
-30610.176604277578,26.0
-21040.861329422532,12.0
-22128.023700334743,83.0
-38094.18123398469,65.0
-31359.66012065794,62.0
-16062.319616247729,72.0
-33346.167313692495,14.0
-24345.79314254358,20.0
-36546.22577570549,63.0
-23489.561316862848,33.0
-34146.69431385973,7.0
-28027.23536893401,64.0
-28387.90810188125,82.0
-30684.367610828733,50.0
-23672.386630141278,22.0
-37790.0012301261,65.0
-35955.089558193125,46.0
-19818.894868938405,15.0
-21708.130395705604,53.0
-23657.493000771174,34.0
-30543.46394771427,40.0
-22027.350877081444,57.0
-34491.71800575495,6.0
-15977.254627848164,63.0
-26320.37182235696,46.0
-25758.480335442582,75.0
-17049.729777952667,70.0
-17197.949674858442,64.0
-32433.418269739577,23.0
-30123.16606438526,43.0
-18377.977678973097,76.0
-36408.464273278245,9.0
-35138.081173569444,27.0
-34227.562858182355,56.0
-33918.138071682784,17.0
-32775.055709836364,42.0
-25051.71961719871,15.0
-23304.815759382454,62.0
-39404.44282792874,62.0
-22146.53933430703,21.0
-23183.31493016401,58.0
-29617.39671786852,24.0
-17096.97843066672,49.0
-23235.066145616423,60.0
-33141.430498449845,57.0
-22556.92128365537,13.0
-16322.550066771451,38.0
-21963.315217973937,32.0
-28790.523851664588,31.0
-21963.729193889165,46.0
-26094.915729027547,22.0
-25293.419623874175,42.0
-21506.78740651257,11.0
-29781.669050599114,4.0
-25262.80063509631,32.0
-39743.64801121347,22.0
-27212.47592479506,27.0
-31674.276623735586,44.0
-35205.116235506954,22.0
-34397.76876360676,34.0
-31220.76316882113,4.0
-33027.15997923037,69.0
-34945.86802995137,60.0
-19049.10719081107,23.0
-32117.350889936635,20.0
-19170.92622978521,16.0
-21912.70523440684,5.0
-27374.22816647769,17.0
-27200.462110929973,14.0
-18544.909525667128,35.0
-32189.163145898376,22.0
-22852.096577941003,71.0
-18586.87030423103,52.0
-21853.413883297297,32.0
-26627.664764552654,46.0
-31251.308222061547,59.0
-31707.909991192242,42.0
-16111.16207917891,56.0
-35098.933224852975,23.0
-28672.802309139544,72.0
-23907.205164017494,43.0
-34174.71085250409,11.0
-27478.168880064797,14.0
-37087.208792923106,44.0
-40119.717426913536,33.0
-36310.6802324155,58.0
-22688.83606429539,40.0
-29385.63746481293,35.0
-24219.93453420772,39.0
-32460.519085166234,43.0
-33719.992470388956,71.0
-18601.688751474445,19.0
-43210.30053668612,54.0
-17418.518548837383,74.0
-28312.91474340868,37.0
-20520.934576178606,79.0
-34497.30473056112,33.0
-32789.97645578809,19.0
-33027.232555069655,54.0
-37312.986059461095,53.0
-19092.58172848977,21.0
-41855.05878547112,58.0
-33080.814736741326,45.0
-41288.3358313195,26.0
-38585.9631231281,21.0
-34891.82015516868,12.0
-30761.58394581513,37.0
-35673.780965748214,38.0
-34314.1600338887,67.0
-29010.546645038004,28.0
-19538.752094545373,54.0
-16518.55647387504,41.0
-30366.202618470412,39.0
-39845.92515439755,45.0
-20429.758555593566,21.0
-22337.52235834931,31.0
-33193.199432078305,24.0
-19944.49690637345,28.0
-22415.35349382604,45.0
-28429.440151478826,28.0
-20420.393076669512,56.0
-35361.00834401361,29.0
-22985.301212907332,84.0
-24755.05611721064,60.0
-22938.448214792494,20.0
-20821.7828589516,42.0
-20922.429027485225,10.0
-29600.988427159173,52.0
-32725.912776140103,36.0
-35854.99006848158,11.0
-24849.592267440526,28.0
-23014.682616106496,39.0
-24736.45398943279,49.0
-33377.99003725634,59.0
-21056.858248332155,43.0
-37217.67345443621,39.0
-23364.425410032352,16.0
-25517.117066900544,19.0
-26748.39414199869,30.0
-19241.087531425026,46.0
-32238.22271276477,45.0
-14308.750972699832,62.0
-28302.341954084513,60.0
-18201.52135580851,6.0
-25185.059339686737,78.0
-29843.096461820576,26.0
-38916.09488771549,39.0
-23824.77876696828,85.0
-23573.75677544472,60.0
-23674.75770540879,54.0
-33185.00722268616,67.0
-25406.92874492565,54.0
-29764.54654320642,26.0
-22264.169813524626,64.0
-15733.526644033147,16.0
-35755.53790813802,28.0
-25129.599122249896,26.0
-20766.179807690987,48.0
-36142.045333201146,30.0
-29912.544905878844,15.0
-18474.64126786749,43.0
-34706.346732933314,12.0
-20636.12709860918,50.0
-32174.55370758875,40.0
-16807.090467617756,45.0
-34334.591792438,53.0
-16460.039348402384,9.0
-26259.49815138069,51.0
-28388.48061238396,8.0
-23125.162550012992,80.0
-18912.00889953045,58.0
-25264.737460633172,33.0
-21016.427534975235,39.0
-13587.053561526754,47.0
-23780.65813542845,51.0
-33253.51166626959,7.0
-32377.251823537696,24.0
-27813.26740709714,67.0
-22468.175202161055,29.0
-21669.97981333943,27.0
-18570.484570661793,40.0
-17716.547959865813,23.0
-31060.443721531577,41.0
-26666.959856248657,5.0
-18594.048260465745,11.0
-36450.07891979673,53.0
-35582.96692004384,29.0
-32234.01422443743,17.0
-29579.237811696454,24.0
-25875.163250614398,3.0
-30206.238384943077,53.0
-26672.88500778748,38.0
-22487.144786505436,22.0
-36086.93675149597,62.0
-17851.492007493256,55.0
-16674.662953389627,27.0
-31831.77268402717,47.0
-24315.727819737127,6.0
-26122.59563367352,22.0
-21972.357411644476,42.0
-25827.541898636966,57.0
-19341.74586744696,25.0
-27998.502097761815,26.0
-23945.446870388318,60.0
-38918.447515421794,43.0
-28725.780503152408,44.0
-35231.08039788735,50.0
-18714.799160641534,26.0
-23589.19945586585,39.0
-26846.719244336102,50.0
-33929.633604563176,41.0
-37960.17700684813,45.0
-24689.189943565998,61.0
-22472.7176115165,51.0
-18517.447831585814,59.0
-33520.58326123476,37.0
-39806.77538724188,17.0
-22353.53843757757,38.0
-22158.690831010572,15.0
-29584.55218182592,44.0
-39063.83909785835,41.0
-35439.68523245733,35.0
-27351.032780067326,26.0
-19615.46718254123,17.0
-27358.507494983518,56.0
-20030.89461749265,27.0
-16034.10788945816,53.0
-27060.15362053965,13.0
-33636.39332063638,48.0
-31464.215367253506,28.0
-25805.54711436808,40.0
-35688.332816031354,3.0
-16449.67144017542,36.0
-41340.26750641409,16.0
-37534.51643878337,53.0
-39061.10615306524,18.0
-31768.81431176426,59.0
-26384.865831551255,21.0
-17245.590032262997,31.0
-23342.276221499393,10.0
-22541.980452396838,7.0
-29964.324328467785,7.0
-19174.80758001285,59.0
-34085.300865824465,38.0
-26796.220817668072,17.0
-17715.594993607134,52.0
-35349.46993473236,19.0
-32019.298625633695,53.0
-21470.309482101293,38.0
-22255.922618132925,66.0
-14258.950498515176,69.0
-24601.465160109852,61.0
-19543.815455706837,58.0
-31229.826296532272,14.0
-37037.55373737779,12.0
-33056.687430735146,18.0
-23810.69105444682,84.0
-16020.143353267187,32.0
-25994.31309535484,58.0
-30979.548024857802,42.0
-29858.10142763806,23.0
-23864.724120963936,62.0
-34977.2265946245,55.0
-28127.243409800325,24.0
-38458.81022024299,1.0
-26086.00522036598,11.0
-16933.584153788153,73.0
-21751.214534720173,79.0
-23416.041687985737,50.0
-38705.74350990009,50.0
-19880.649920465283,21.0
-18211.26667699797,60.0
-26719.36203617422,58.0
-21732.25218532958,49.0
-30265.947897368133,49.0
-19654.746675973834,30.0
-25771.97401823208,46.0
-24856.036177272596,2.0
-22203.83991967448,38.0
-33223.43329182685,44.0
-31673.44740708755,35.0
-29174.98979323158,56.0
-21750.21923886985,60.0
-32915.01797131067,48.0
-30323.451453397312,40.0
-30634.29744845094,49.0
-16995.45209718398,58.0
-33537.671494688526,73.0
-21700.22146265833,57.0
-34585.32285194192,25.0
-29456.324896088823,31.0
-44531.933782456195,24.0
-28552.44157993971,23.0
-24631.857615258778,18.0
-22845.86385117903,75.0
-17817.345678988102,30.0
-22030.04614154851,50.0
-18497.25344272124,58.0
-21089.69875515514,38.0
-22312.233183692828,26.0
-21841.459621736496,30.0
-39508.85244289324,16.0
-23083.82863542852,34.0
-21742.54158326307,13.0
-27863.074502130774,42.0
-17221.046999353177,50.0
-34607.320984860846,70.0
-28841.331082482535,34.0
-25637.480618148165,67.0
