sal_5_lc1vs0_iate,olf_x0
-2481.9990918268495,56.0
-1430.2026846162762,85.0
-4489.066068861717,51.0
-11449.086047238936,54.0
-2621.9158112681944,38.0
-9307.768394496368,28.0
-3663.882554510728,83.0
-2922.2717433481994,52.0
-8681.341162061635,12.0
-6274.984713808693,39.0
-23050.036448475887,14.0
-4468.773777198032,71.0
-1791.544694904027,41.0
-4944.384089321699,51.0
-985.7288185997254,62.0
-332.9000730049629,17.0
-3128.5858267013637,67.0
-20174.249270295943,1.0
-9694.514652801749,16.0
-15482.65631253578,31.0
-16864.316977723323,54.0
-3854.6605514252133,40.0
-15512.063404353617,6.0
-737.5592811277274,56.0
-3907.2066466053657,44.0
-3121.7491029205485,47.0
-15304.32706086959,26.0
-13543.905380875236,59.0
-2648.5947456058148,63.0
-17866.57769455155,15.0
-2403.451674007315,59.0
-6434.73448281351,38.0
-8296.69576024561,32.0
-5509.827570719333,57.0
-4641.313601073668,27.0
-11752.237241047436,33.0
-4379.075625140769,57.0
-3376.3762733938984,21.0
-18070.252683228307,42.0
-3868.6695721607903,18.0
-2411.7559709667385,68.0
-2800.2412569148146,30.0
-4610.403673240824,41.0
-3839.2066885664553,30.0
-13850.616232426319,37.0
-3205.912961450713,26.0
-13405.433064226892,2.0
-1393.8747596588864,75.0
-3827.2478162996267,33.0
-3340.8646766977945,40.0
-3220.8614755280187,75.0
-18159.677478107253,37.0
-11768.15836671055,34.0
-601.8838962788832,71.0
-19723.8513584647,12.0
-5725.515170755169,75.0
-20073.777211113367,49.0
-4066.4327409611055,33.0
-3625.4468209149654,57.0
-1856.2438022488477,71.0
-12507.116191895593,54.0
-5499.508275093274,35.0
-2988.3278667493832,9.0
-2417.048462230993,24.0
-13423.154585586632,14.0
-4529.740101638286,81.0
-12385.393034090346,47.0
-7667.121295823748,31.0
-4271.361729465954,38.0
-4112.1976155222665,44.0
-15459.894259582992,23.0
-15491.075196322374,26.0
-2381.7882978653433,63.0
-11096.739581289625,41.0
-1727.2109991136676,69.0
-2921.828590101006,55.0
-3254.8992132057465,29.0
-10556.837650846033,7.0
-10455.722659357674,3.0
-20661.927004180106,9.0
-1423.1313431016351,62.0
-3351.387528416253,38.0
-5120.885342422156,54.0
-5935.030731679892,69.0
-4976.0319035312405,5.0
-3968.682633044399,54.0
-3634.456463656472,49.0
-9066.127307525749,28.0
-15018.688640553491,29.0
-8111.284690909317,33.0
-17642.50484838362,35.0
-10839.494059506758,57.0
-1867.112092734591,25.0
-3010.58230744502,47.0
-6071.455601997541,64.0
-21320.914805274697,14.0
-1710.138748034251,66.0
-12414.134823481707,24.0
-3599.0447080056374,63.0
-5926.637928848386,57.0
-5718.414619240622,20.0
-2509.7359093447667,57.0
-13663.1771612767,48.0
-4033.978686479327,54.0
-5100.974057773645,59.0
-2192.726906782671,71.0
-15263.631141748427,58.0
-3386.1423112113425,65.0
-12195.480706996037,38.0
-14172.420734003885,14.0
-14439.967598591506,47.0
-9048.159561008595,38.0
-13926.822995011875,14.0
-13700.278418759126,28.0
-12333.05242406501,18.0
-3675.057545060019,69.0
-5367.654395430776,57.0
138.4776854907468,75.0
-4687.764581692623,41.0
-1270.997471406965,82.0
-6269.418312184018,34.0
-4233.027892930539,27.0
-22212.101919735465,15.0
-13084.67588178134,34.0
-17165.329435814063,57.0
-2912.170621465182,58.0
-13504.384406074629,45.0
-3268.6385958975497,28.0
-3091.9152833653443,75.0
-3990.25896334791,43.0
-4787.805977663429,67.0
-13083.954220749194,23.0
-1282.4598854414908,47.0
-2866.3517518214044,75.0
-3235.3814262391174,76.0
-2167.875516107175,47.0
-5316.7737462200985,43.0
-19438.058438510867,58.0
-4579.149770817781,36.0
-9358.890585744632,42.0
-5203.818795432897,11.0
-3787.595076680779,15.0
-18966.873058341105,26.0
-4401.41584603144,5.0
-4131.751212488023,30.0
-4634.892212804394,23.0
-25827.080229285075,21.0
-16014.769338234188,11.0
-14562.973671890468,23.0
-3461.479854856258,43.0
-16302.53504056557,48.0
-9524.583472066335,54.0
-7341.373915371651,2.0
-7954.488198774543,35.0
-9140.948460039317,29.0
-2648.63698183188,45.0
-3812.09534316147,21.0
-3109.927187189409,26.0
-11121.07401745646,12.0
-2995.358495047498,83.0
1170.1312156810236,65.0
-3029.91906506361,62.0
-2758.081931164009,72.0
-18156.34535903604,14.0
-4643.473547032025,20.0
-1223.8552101226778,63.0
-5688.846360649893,33.0
-23838.634134453827,7.0
-3865.639866280335,64.0
-5035.879839467418,82.0
-2856.2286010098796,50.0
-5936.4591529422805,22.0
1549.8746490409649,65.0
-5037.703809441773,46.0
-2457.791259170148,15.0
-3744.4134273431137,53.0
-11780.249925911903,34.0
-5208.740962084879,40.0
-8283.285950736947,57.0
-9420.056949572649,6.0
-1351.4954124650162,63.0
-12359.355770980193,46.0
-1921.5972709595062,75.0
-3396.3153520985184,70.0
-2523.1013173419956,64.0
-19680.119143043317,23.0
-3662.9788562026733,43.0
-1813.8284066994177,76.0
-1929.4502405485655,9.0
-18473.376925254204,27.0
-10235.55657615969,56.0
-4467.038205499357,17.0
-10216.100215415927,42.0
-10398.435339800724,15.0
-1977.3450391388687,62.0
-371.8095684415348,62.0
-11178.479565200749,21.0
-4848.809083663544,58.0
-1455.7608402893638,24.0
-3504.6534266163035,49.0
-10608.856670115681,60.0
-14842.137517069898,57.0
-19043.144660105587,13.0
-3940.0068283597766,38.0
-11089.839073897609,32.0
-16045.222243166478,31.0
-8872.668920638253,46.0
-8764.232361529641,22.0
-744.5201364443092,42.0
-15853.751076890274,11.0
-13269.777642340361,4.0
-12175.955955306577,32.0
-20438.03779952736,22.0
-4208.2072426075065,27.0
-2088.049357156826,44.0
-3072.7941787421114,22.0
-3007.1361696807653,34.0
-4247.789874483329,4.0
394.90865578222656,69.0
-6220.286097535742,60.0
-2533.4913310290403,23.0
-4629.908943759723,20.0
-3580.119740847034,16.0
-15179.331531589365,5.0
-5250.554192597281,17.0
-19824.48843790569,14.0
-13961.771413975295,35.0
-15679.964204096266,22.0
-2473.6644484802437,71.0
-2549.048403292869,52.0
-4808.15456737716,32.0
-6112.866546040383,46.0
-2054.054733363866,59.0
-4116.815076209841,42.0
-4667.85781356056,56.0
-687.7678721856246,23.0
-1572.4739265848293,72.0
-2229.9449051810197,43.0
-17912.271224062046,11.0
-10959.5875081798,14.0
-13438.2518203146,44.0
-5765.292613450059,33.0
-1882.0292594248676,58.0
-1394.986552865009,40.0
-2766.4287728552717,35.0
-8227.80630448794,39.0
-15937.822211161463,43.0
-607.8791752062425,71.0
-15400.345359607194,19.0
-3285.0358730861008,54.0
-4761.178615956944,74.0
-6325.923551056334,37.0
-206.7304207981033,79.0
363.5642377079348,33.0
-11260.855429756597,19.0
-8150.214017385893,54.0
-17867.236586939463,53.0
-3513.256866762913,21.0
-9989.511869159283,58.0
-13382.944965331519,45.0
-21389.724762206322,26.0
-11758.275605579605,21.0
-19100.263322655494,12.0
-6242.6927389339435,37.0
-10874.925238689524,38.0
-4129.833897468074,67.0
-2596.7614304278704,28.0
-1086.7598052277945,54.0
-2887.4026447166516,41.0
-6424.322779887734,39.0
-7835.831431785344,45.0
-2423.0265647891483,21.0
-2090.327217969132,31.0
-1650.8826955134682,24.0
-11588.97676852504,28.0
-14319.735197210257,45.0
-1184.8228576933543,28.0
-10630.152127146837,56.0
-3438.786554015467,29.0
-4041.42137671212,84.0
-6687.02383169196,60.0
-14454.607006213711,20.0
-4734.885674987724,42.0
-17955.702257149896,10.0
-3712.3005452574143,52.0
-3253.506274047708,36.0
-13063.243422531772,11.0
-10105.650529150811,28.0
-2646.1694418109146,39.0
-945.998726484695,49.0
-3216.597459158531,59.0
