sal_4_lc2vs0_iate,region
-28535.17223188512,43.0
-40917.13740829805,47.0
-44591.066538154744,61.0
-37923.12325229703,56.0
-51122.46640613159,71.0
-31548.459746523833,68.0
-35663.34597895253,15.0
-41972.841910345756,15.0
-31427.02869072528,12.0
-47156.29780902894,38.0
-54747.63659342422,52.0
-55038.99336016357,49.0
-54676.77358550341,38.0
-41367.01032443427,83.0
-34213.711539315605,53.0
-61488.22727605836,62.0
-29835.026178948345,42.0
-52789.09592102513,77.0
-34254.52893452231,7.0
-57814.8754599909,60.0
-54910.79622200838,83.0
-31963.198333931934,82.0
-37411.57875055263,24.0
-57925.49012985357,22.0
-54445.00756092029,23.0
-56474.11990844553,43.0
-49035.35483489944,42.0
-30829.68078277779,4.0
-29248.39098124716,85.0
-56089.87328850374,15.0
-40173.4286178182,7.0
-56430.909560445056,47.0
-40281.273832859704,3.0
-47538.301047931134,58.0
-37994.677269861175,69.0
-44579.27798464421,51.0
-47370.97961319997,19.0
-49756.54464235258,40.0
-40560.257978838854,63.0
-46776.61427297699,30.0
-35096.53042632254,79.0
-58279.07053511053,67.0
-41475.553856966886,77.0
-51821.78268053015,67.0
-63527.46621359194,52.0
-47050.90368055856,43.0
-62965.798903149,64.0
-35743.08555459799,18.0
-27933.039364145487,45.0
-55568.480484376945,51.0
-29626.25440066765,26.0
-61826.126812041504,14.0
-36678.13369771808,27.0
-51612.365846686036,55.0
-41050.47917236136,17.0
-38133.064537065315,17.0
-58446.575793066884,75.0
-36131.054846936604,60.0
-41079.624503326355,62.0
-46824.461613743304,22.0
-35125.53409752616,47.0
-30016.07042521295,16.0
-60934.601831358275,38.0
-32243.323666887605,5.0
-36876.48912131248,80.0
-51599.339548852164,21.0
-29916.0921989967,33.0
-31970.34772429963,51.0
-32521.265106282655,17.0
-38920.67581527283,77.0
-33593.0367967478,78.0
-57369.13056636481,33.0
-51254.08875562181,9.0
-33874.16264491021,42.0
-54466.702262307095,35.0
-54601.56889291966,64.0
-40427.252974417665,62.0
-33988.67115430745,67.0
-32363.92825775477,33.0
-53189.278347801366,79.0
-57505.9649915076,83.0
-55961.07438819202,61.0
-36353.19063530809,31.0
-55594.107470133655,66.0
-38160.66499509002,36.0
-39092.374468980226,28.0
-28534.603771417736,54.0
-60926.40695925029,39.0
-30738.42412338712,70.0
-48997.06673777303,26.0
-40713.32395594462,74.0
-37210.78627016464,2.0
-52433.29962782524,50.0
-29320.038910881693,19.0
-51791.5460728734,49.0
-50230.975775071565,54.0
-42693.88824078468,74.0
-38615.83513788745,23.0
-30022.800948624666,76.0
-42956.62765621567,58.0
-52069.059938040875,68.0
-56333.08041192281,19.0
-50973.19001020843,65.0
-34403.00363538356,47.0
-30147.25633697874,39.0
-55105.99917987408,25.0
-44740.037605299905,61.0
-44405.796231023225,50.0
-34495.09343315278,47.0
-60510.80691041208,78.0
-37244.6329700426,36.0
-50608.64811265613,71.0
-31278.50302803552,55.0
-42846.37852117947,30.0
-49900.26956038434,35.0
-30605.389100503497,54.0
-42267.64861220922,17.0
-38293.84723407638,48.0
-39567.00256931692,69.0
-59132.953086621885,65.0
-47652.3024538969,23.0
-52737.90910842185,19.0
-54539.74860025869,38.0
-39592.86305086875,5.0
-36679.843968371424,45.0
-41479.18819514195,7.0
-62363.97154500743,17.0
-38963.503058854134,64.0
-51307.314779445325,19.0
-41741.937320104815,11.0
-32127.691526890416,20.0
-42862.79872587646,53.0
-53523.43898259451,1.0
-33155.63837534923,41.0
-31502.316635537383,27.0
-43116.268793757656,70.0
-51894.69658671366,52.0
-54066.25659779493,66.0
-66169.62615278058,9.0
-30571.587325682936,36.0
-50221.059110296585,84.0
-28886.299628872915,74.0
-60593.527525074605,42.0
-40460.13686175663,45.0
-52726.84573317277,26.0
-50187.986304867234,32.0
-59895.47052639881,34.0
-31738.523201671156,56.0
-41094.45103142685,8.0
-32118.25124426702,63.0
-59085.26770958086,9.0
-30956.04418235428,34.0
-34100.03941729772,54.0
-64887.58002938191,1.0
-30960.380689244383,43.0
-38485.33502545622,61.0
-39573.032669027736,66.0
-45288.03513481606,1.0
-32232.355950032194,70.0
-36328.99415484973,17.0
-60482.99602936612,5.0
-51486.07576989959,22.0
-30331.52966882947,28.0
-54369.75193280236,24.0
-40118.62707780929,9.0
-57523.83718289361,4.0
-41848.92973092002,8.0
-59711.87582219261,54.0
-49893.99182852618,72.0
-42797.16262538865,38.0
-52060.893881953576,68.0
-33710.85623278428,50.0
-59816.85404447254,81.0
-53757.32936499022,68.0
-41816.05622310469,18.0
-35816.87992944504,25.0
-39266.79251192017,37.0
-49297.21476884415,48.0
-33641.50217870867,30.0
-55827.31762543899,50.0
-28605.831991951687,30.0
-40710.180563701055,78.0
-41110.2597004748,44.0
-30012.819068776967,52.0
-30276.391073048435,5.0
-61483.686583960836,47.0
-42760.02570570512,76.0
-31309.14173601236,68.0
-59549.15731334065,30.0
-60118.35862073146,15.0
-58876.76906393777,58.0
-53988.98561552647,74.0
-47223.128177076724,27.0
-36485.41602627235,62.0
-40646.42647417623,27.0
-59990.14643566707,2.0
-33869.78497207764,5.0
-35627.261242961875,40.0
-50811.54223499363,26.0
-29070.073781446234,18.0
-35622.94630124509,20.0
-58950.81596646357,34.0
-38086.13955222813,27.0
-28425.532809097655,56.0
-34706.59910768832,59.0
-44869.062670988205,60.0
-37210.386381923934,47.0
-36587.99859285549,4.0
-41361.313590694255,73.0
-34288.630532931005,4.0
-45679.3559161305,5.0
-41851.02808862491,14.0
-59658.88013916985,42.0
-45152.72716114298,41.0
-52063.3899929525,13.0
-51331.60963144906,74.0
-55181.45432125153,10.0
-52864.651671179265,76.0
-56091.993109613584,12.0
-51835.59054714458,44.0
-28235.960698799245,60.0
-50987.21153247397,17.0
-34975.403521074484,54.0
-32478.12386220656,23.0
-49798.300409143194,19.0
-42710.22468257176,9.0
-31294.40648494302,29.0
-46434.48020741414,52.0
-40413.84751722927,14.0
-36942.14067456237,65.0
-41363.2227326766,41.0
-42536.79634076993,61.0
-50409.60418314176,21.0
-45183.105572911736,39.0
-29132.814913842572,46.0
-57990.8356464785,80.0
-51624.709939225184,6.0
-39937.58946447844,3.0
-53232.498875165635,1.0
-39261.42256739462,13.0
-63150.16858501912,66.0
-55834.077908552936,40.0
-57874.15158136292,40.0
-37214.22383429842,41.0
-43517.02713668889,9.0
-41698.53357755949,23.0
-50335.13241280692,51.0
-55071.67319994114,17.0
-31585.73884020841,39.0
-66421.01963403425,45.0
-29634.11538641225,81.0
-44568.68537159427,33.0
-37055.35915852231,35.0
-59756.36272764155,51.0
-49473.346040696895,53.0
-59766.21276749651,59.0
-55948.31425099386,11.0
-30002.97379113662,25.0
-61911.70429718904,25.0
-50933.406898028436,49.0
-57946.632170094366,62.0
-57509.82221693675,58.0
-52507.563013300765,17.0
-49035.54197742554,21.0
-55723.4553019367,25.0
-53300.26926503271,75.0
-45096.297017909696,8.0
-33708.98897800076,6.0
-28688.511832080207,29.0
-40887.94732272587,69.0
-60919.67033478833,18.0
-37089.70601456078,83.0
-39754.83840451921,10.0
-56333.811017564105,78.0
-31425.563067690102,64.0
-38561.77565239916,81.0
-46484.80524746062,85.0
-30496.6794022759,69.0
-54295.44812258981,35.0
-39243.204952692424,72.0
-41912.40075051287,67.0
-39578.63390694774,67.0
-34542.50138378643,33.0
-36098.47568701264,40.0
-54083.13725661805,66.0
-48437.00932009843,78.0
-52594.970665356246,44.0
-34118.9047829395,27.0
-38115.68375394152,35.0
-39836.95263878905,17.0
-53617.0298572395,19.0
-35244.05384292837,32.0
-59035.94976436114,23.0
-36787.852733326756,22.0
-37143.222089195624,31.0
-42928.82016891398,27.0
-29752.82133865057,58.0
-51327.93634802129,76.0
-28810.37134689627,30.0
-43047.7064484915,23.0
-32030.400174812257,68.0
-40670.613201389,43.0
-40899.49827943066,24.0
-60394.500516387445,51.0
-41369.79787205122,26.0
-35911.248042547,51.0
-35322.95214743943,42.0
-56050.76600575438,48.0
-40805.93838859428,47.0
-48341.07457495758,38.0
