sal_3_lc2vs0_iate,age
-16923.173348648626,34.0
-24425.473765904528,44.0
-26813.287085257885,42.0
-22971.782494882864,47.0
-30434.83555095693,46.0
-19014.31388860634,48.0
-21135.67245243467,37.0
-25064.60173021705,44.0
-18954.104150514177,45.0
-28194.13986779473,35.0
-32883.70415135079,34.0
-33020.416928181774,46.0
-32525.985681458304,49.0
-24633.58062771205,49.0
-20572.52381512164,47.0
-36636.6903340174,46.0
-17555.501491280273,38.0
-31485.7504858642,41.0
-20536.656198922283,48.0
-34848.43624643609,30.0
-33140.767210530285,35.0
-18915.670724752326,42.0
-22444.743926233212,40.0
-34698.07604360116,38.0
-32747.73627490861,46.0
-33888.49367149004,45.0
-29580.82900453663,34.0
-18323.126237372606,34.0
-17354.599964247187,40.0
-33587.9778927639,37.0
-23930.00487642102,47.0
-33918.897065245284,33.0
-24064.91024048072,41.0
-28599.879285158982,48.0
-22617.403866011686,40.0
-26760.31266227669,46.0
-28523.977503210084,45.0
-29689.342175152316,41.0
-24333.95942132083,37.0
-28051.683729842272,49.0
-20966.314051829286,50.0
-35107.40302738761,38.0
-24718.746705674734,44.0
-31007.018614486842,43.0
-38360.34580953767,48.0
-28311.669884017916,36.0
-37669.5838600071,37.0
-21405.66834304331,41.0
-16592.66641353112,45.0
-33450.55204961363,36.0
-17471.262165722364,46.0
-37137.58397309229,50.0
-21923.28151397136,48.0
-30828.706224825466,40.0
-24667.25379337976,33.0
-22678.739160996673,31.0
-35174.5575322707,34.0
-21545.54046553262,39.0
-24649.531248491527,45.0
-28022.864246839476,36.0
-20967.77655245453,38.0
-17746.153195591804,33.0
-36497.637017913316,50.0
-19097.233467196864,45.0
-21976.8759579138,47.0
-30872.56225774072,45.0
-18090.64426215939,33.0
-18841.164299183558,31.0
-19190.06217292416,47.0
-23247.02813776976,43.0
-20057.75509093124,34.0
-34324.00352331811,35.0
-30511.08580526404,41.0
-20522.356083726438,40.0
-32702.98119694244,42.0
-32789.47459294546,42.0
-24186.536804600983,49.0
-20651.164790592382,46.0
-19574.44515829937,37.0
-32075.655113101515,31.0
-34314.58282534281,48.0
-33689.62955848127,32.0
-21713.102529466618,31.0
-33391.29639365126,41.0
-22682.842654112552,49.0
-23359.659945902673,49.0
-17068.21834018603,36.0
-36442.229534095844,44.0
-18486.329863221203,33.0
-29583.80895821537,32.0
-24546.72731624168,30.0
-22186.848326690073,47.0
-31323.29892592713,48.0
-17505.222360101052,45.0
-31281.448169565963,35.0
-30257.350231226086,32.0
-25417.13148371489,32.0
-23066.809739908032,46.0
-17799.08467886717,40.0
-25778.00329100289,31.0
-31088.555894776062,36.0
-33800.56112386,34.0
-30599.72179447142,50.0
-20439.390652365517,41.0
-17926.37132732393,36.0
-32943.38421643246,35.0
-26887.64688985982,45.0
-26564.720933012642,40.0
-20654.138881536433,30.0
-36278.01584106205,47.0
-21975.87834698413,48.0
-30453.1153566327,46.0
-18908.661945263597,31.0
-25756.086927994722,40.0
-30013.166586930267,48.0
-18257.33008407926,31.0
-25420.590041746465,36.0
-22795.421936469542,39.0
-23598.70477967346,43.0
-35458.500697813426,36.0
-28563.96539222388,43.0
-31389.168392071217,36.0
-32726.425778772715,32.0
-23790.595898569143,30.0
-21951.301017329617,35.0
-24760.87626305456,34.0
-37401.671524043486,44.0
-23291.046996115707,49.0
-30701.015848488394,48.0
-24998.339483950564,46.0
-18884.64620914324,37.0
-25854.595764480502,37.0
-31753.981217445173,49.0
-19820.114339558066,34.0
-18714.02159538571,43.0
-25824.891686391118,35.0
-30891.02630385872,45.0
-32517.257835531134,42.0
-39701.48808272249,47.0
-18332.385908992903,43.0
-29960.59051524253,47.0
-17214.417108557696,42.0
-36177.21990484433,37.0
-24064.981167414146,35.0
-31483.828814994045,38.0
-30162.954272328545,39.0
-36096.88669638837,34.0
-18946.93057809726,31.0
-24654.12932456362,45.0
-19127.74131979531,46.0
-35416.210125972655,42.0
-18360.483591662036,41.0
-20193.058521134684,30.0
-38773.718847551965,49.0
-18346.801972787172,50.0
-22925.397760155975,33.0
-23612.941060778496,48.0
-27084.62480941761,45.0
-19544.370185633954,46.0
-21612.916693745232,47.0
-36245.84104163987,50.0
-30708.29626534351,36.0
-18087.91944276189,31.0
-32588.29256137771,43.0
-24075.31144021464,48.0
-34431.980609668724,33.0
-24945.022223528184,39.0
-35738.794172507995,31.0
-29829.82285947381,46.0
-25560.539285567524,44.0
-31348.484334438082,48.0
-20102.51836018442,35.0
-35755.371781015245,42.0
-31908.34682108796,45.0
-25091.551018122253,36.0
-21055.652617838212,50.0
-23451.37691214538,38.0
-29645.84121627949,35.0
-20331.57674173922,38.0
-33535.83693452503,48.0
-17144.5185199138,40.0
-24333.642118877295,46.0
-24547.32795343499,46.0
-17781.544533139466,32.0
-17830.439309417983,40.0
-36997.98661784583,44.0
-25549.84617822826,40.0
-18708.846126364027,50.0
-35646.02708737519,47.0
-36189.52141627112,39.0
-35348.293767616306,40.0
-32317.171788398613,35.0
-28416.038780262257,47.0
-22077.09522599433,40.0
-24272.11555946,45.0
-35895.650794437795,50.0
-20214.25218821059,43.0
-21162.219640713432,38.0
-30421.344664350225,40.0
-17237.179368172707,44.0
-21499.8958458932,41.0
-35510.55803274134,50.0
-22771.00928279478,38.0
-17097.446051477575,32.0
-21102.678430620097,44.0
-27016.19319630818,43.0
-22164.976634809034,46.0
-21926.192002733384,30.0
-24613.07288095734,41.0
-20531.701269762496,36.0
-27324.084388646414,48.0
-24893.070591976724,50.0
-35750.85661902303,30.0
-27086.356262313962,39.0
-31085.743779489003,50.0
-30626.44640636173,34.0
-32781.754479188356,44.0
-31675.75371245665,40.0
-33663.00143266491,48.0
-31041.79998028763,47.0
-16745.512149227485,43.0
-30640.41143761223,47.0
-20823.8755131891,37.0
-19549.932057223206,34.0
-29797.840426244828,42.0
-25809.52601585966,33.0
-18709.879957023677,34.0
-27892.109518381105,37.0
-24164.13680054403,42.0
-22015.582534858564,38.0
-24910.612177961928,31.0
-25406.288421787558,35.0
-30373.69424405735,42.0
-26988.13078437454,48.0
-17464.494334746716,32.0
-34460.94807325474,47.0
-30988.152019308494,47.0
-23970.6487537145,49.0
-31985.358947790006,41.0
-23528.637807394865,41.0
-38117.85813081161,32.0
-33383.29993965699,44.0
-34491.91812520511,45.0
-22318.37595455294,42.0
-26069.482645152628,47.0
-25057.60636625397,34.0
-30368.075630981584,33.0
-32634.073303459474,46.0
-18990.538380956346,30.0
-39946.58721678271,50.0
-17537.941676490216,32.0
-26505.52960404988,34.0
-22234.9160753933,48.0
-35433.735188455816,42.0
-29567.645790209153,39.0
-35782.64398638405,48.0
-33435.42393450406,37.0
-17840.292864884108,44.0
-37274.69177229203,38.0
-30679.660249045675,47.0
-34625.41364244597,30.0
-34390.48633066505,31.0
-31416.785164022316,37.0
-29435.291334807676,43.0
-33339.70336822906,48.0
-31814.91025452126,35.0
-26950.879503691038,39.0
-20366.525781711352,49.0
-17174.956261311127,33.0
-24272.51603163423,50.0
-36588.38879520891,43.0
-22104.767551239252,39.0
-23600.16177110964,40.0
-33402.1808908954,41.0
-18866.582853646392,33.0
-22947.10300683109,42.0
-27752.04361280307,47.0
-18297.921126128917,36.0
-32310.822045203637,50.0
-23365.730143646266,32.0
-24999.166856664837,41.0
-23659.257069095675,42.0
-20464.090225289638,42.0
-21838.591538077693,31.0
-32441.47437344666,44.0
-28922.36208082393,38.0
-31723.86211433229,38.0
-20507.161596865335,33.0
-22783.62581428657,45.0
-23763.657567541224,50.0
-32227.19155332949,48.0
-21122.76992230839,45.0
-35081.349376147,41.0
-21836.653574841046,40.0
-22385.37324564329,37.0
-25825.130051571978,43.0
-17825.749641771978,43.0
-30800.53468096065,42.0
-17254.086518439184,46.0
-25771.497528337895,40.0
-19029.88867844396,32.0
-24368.141695497754,39.0
-24495.5477164298,39.0
-35956.93471216934,49.0
-24649.072283847454,45.0
-21603.46430553527,43.0
-21256.253510462528,32.0
-33729.56457735936,50.0
-24351.426271325334,43.0
-28832.732047616475,44.0
-21397.157010313982,34.0
-17138.225312247334,47.0
-36054.39024772825,47.0
-23254.55299189582,40.0
-21390.001458619976,31.0
-37354.89894325769,43.0
-33791.64059710041,43.0
-17990.235311423876,42.0
-35001.05545522876,46.0
-23246.558005360792,34.0
-31375.28831363572,40.0
-17261.698068429054,31.0
-35567.61773931458,42.0
-17915.148345182497,41.0
-26439.323571318433,30.0
-25928.355752920324,48.0
-22884.554707200237,33.0
-18476.421854802327,40.0
-24326.689342353515,50.0
-20222.865430783924,31.0
-17200.018609793413,40.0
-28850.40591584659,44.0
-36164.88281237332,44.0
-31822.995456821096,35.0
-25554.812420882532,33.0
-23924.972257356712,32.0
-20002.302848302345,35.0
-22315.335881448045,50.0
-17368.814646283994,41.0
-33514.21884560794,42.0
-23047.61934667518,45.0
-21270.75000547251,49.0
-31850.01964603489,35.0
-34384.495531909786,48.0
-33983.91765996207,50.0
-29298.510805589984,40.0
-24793.049533300633,44.0
-32143.14928122615,45.0
-22191.965455883255,39.0
-24523.75261427706,35.0
-33477.47690190864,43.0
-19524.770043488912,45.0
-16630.68246482979,46.0
-31775.82425757001,49.0
-20858.093260298087,37.0
-24556.39046593369,35.0
-19746.07104937957,34.0
-23978.19302806983,36.0
-18467.691757584686,41.0
-24939.61982594581,41.0
-24714.475484911723,31.0
-37730.95346396453,45.0
-28812.558185630456,43.0
-31646.38317579156,31.0
-17223.85856501999,42.0
-23808.709910685284,47.0
-23294.00273801272,32.0
-34861.96231856798,40.0
-35271.94871293682,41.0
-25446.698785132583,36.0
-21335.24816733988,46.0
-18536.02453392845,41.0
-35459.12998666963,50.0
-34866.20709015558,45.0
-24826.559734036477,30.0
-21457.32338661053,39.0
-24881.6369097793,49.0
-32784.29941843513,45.0
-36527.89908523448,50.0
-25292.252543120725,43.0
-18333.45368536188,42.0
-23992.8420577819,39.0
-18215.074745563325,43.0
-16857.979465024688,44.0
-22809.695478292015,46.0
-35325.53712022155,48.0
-30554.80412742301,33.0
-25282.250539666667,42.0
-33496.12429899934,50.0
-18875.18662395545,38.0
-38901.350103013116,34.0
-34709.54928826596,49.0
-35884.987105877764,36.0
-26735.865939579788,35.0
-24886.710609124417,48.0
-18668.113175318427,35.0
-23983.027742650767,45.0
-21006.021851585025,31.0
-28527.691794503196,30.0
-17750.974706114364,33.0
-32889.13544476214,44.0
-27421.192125608362,48.0
-16997.47914335693,35.0
-31700.644281817997,30.0
-28675.43882016385,42.0
-20399.81135076302,36.0
-21433.241301852126,39.0
-16826.689372088324,47.0
-23349.62057563551,43.0
-19053.810505456113,49.0
-31217.788302612083,31.0
-31419.3032698472,34.0
-28155.851138984108,46.0
-24837.09915760895,47.0
-18118.063914796563,42.0
-24271.588515953215,39.0
-33410.66095054112,50.0
-28894.201839534475,36.0
-23939.88052612525,42.0
-34588.8091946519,44.0
-26151.565824168305,42.0
-38905.26098900591,46.0
-25957.58326125967,34.0
-18224.88855747487,48.0
-24001.63916857048,46.0
-25269.94383125838,37.0
-32523.289156860028,49.0
-17632.911888258015,38.0
-18609.872133844943,40.0
-27082.044173603925,30.0
-25399.14813495119,35.0
-31307.708225119073,47.0
-19155.934649616396,33.0
-23669.736183751695,35.0
-27900.621127439572,41.0
-24414.833268416252,42.0
-34379.15568258709,37.0
-26973.794099399805,33.0
-25003.89689095578,33.0
-23458.701833115127,48.0
-29809.532234562877,49.0
-29155.054639764985,50.0
-31971.70855864482,39.0
-18202.21043685688,41.0
-33975.88413682225,45.0
-21687.228072736056,42.0
-34195.89005924553,32.0
-30175.199403826286,32.0
-39182.26167133251,42.0
-27746.391895574536,39.0
-24574.89820069926,50.0
-22569.519516926513,42.0
-17080.46480176296,47.0
-20904.92230660756,49.0
-17096.581070273773,35.0
-19377.665541084498,30.0
-21503.051180472103,38.0
-23554.805306916845,48.0
-32293.485894022964,33.0
-24184.83731259716,40.0
-18462.258887142427,38.0
-29513.29419831714,49.0
-18548.83049122647,30.0
-34619.46225774937,47.0
-28402.68944984892,34.0
-23092.148908824773,46.0
-17776.84150529053,43.0
-25619.77347191784,50.0
-17648.445796054326,43.0
-37509.58131397917,49.0
-19586.519991439003,45.0
-32069.996009556955,33.0
-17443.201615350757,43.0
-30635.519336482954,31.0
-22801.87516739595,40.0
-22856.70042691033,50.0
-28096.423502783622,31.0
-31202.955702235602,46.0
-32344.90032745798,37.0
-34223.874399524866,50.0
-23823.928783225572,42.0
-34081.36783577045,45.0
-19156.006325953,50.0
-24306.726110050695,50.0
-22023.145829195153,50.0
-33312.33275978622,37.0
-23758.694199062353,49.0
-35778.23385859783,47.0
-32525.409397411124,46.0
-21167.538291902874,32.0
-31289.427913493135,45.0
-30899.248319121485,38.0
-28078.273921092372,40.0
-23364.910428319363,39.0
-21779.43084326812,31.0
-20952.240188486125,45.0
-19868.038498477246,38.0
-31332.09905877841,39.0
-17173.672144126078,44.0
-32050.872637169537,43.0
-32586.965394722258,42.0
-17189.270496326328,47.0
-33497.35655532183,43.0
-29953.582019252906,40.0
-17099.555035864483,46.0
-26076.865747304473,36.0
-32602.241926932293,46.0
-20108.44723008218,35.0
-29117.397192544544,40.0
-31371.83580456816,32.0
-24744.389682831847,47.0
-22049.042630646905,48.0
-17162.27616513976,46.0
-18089.020121199523,41.0
-23443.236942597672,32.0
-34456.219307044084,47.0
-35999.57588347563,49.0
-19002.22425103394,45.0
-37205.11878782792,46.0
-27532.38602189331,30.0
-35808.76354841757,32.0
-25964.45894177959,41.0
-19817.57314032056,36.0
-16982.349362743287,44.0
