sal_avg_lc1vs0_iate,earnx2
-463.513496485008,0.0
-1847.6121512813597,0.0
-3666.724739464621,0.0
-8612.12307443159,0.0
-2932.6937992341063,0.0
-5665.001479048336,0.0
-3441.4558967006274,0.0
-2838.081801430035,540.5292221533524
-5190.987333464111,0.0
-6679.015808655396,0.0
-21088.555720797518,0.0
-5050.337640104915,0.0
-4330.400558687103,1228.7335340854088
-4328.147398870946,0.0
-227.3310448535001,0.0
-3114.3760810520707,0.0
-2435.8406409209138,0.0
-16801.22053844198,0.0
-6820.418310267503,965.8503379932461
-13760.996006129913,1502.7000496557
-18046.204079078827,743.4988660048341
-2321.9146750212035,0.0
-13241.46132851449,1567.4865435882898
-3071.19154952596,0.0
-3206.1550970958815,731.6847828549727
-4154.286240049651,0.0
-15006.888634045421,0.0
-12021.335593992317,0.0
-2070.3202580666493,0.0
-18397.95356272177,702.8414013080481
-1889.9598735848053,0.0
-6092.692729795937,0.0
-7701.838036392345,1337.9946573057587
-4284.474753541315,0.0
-3070.9207159497064,0.0
-10186.839265724966,1054.856986464721
-4058.7263050805213,0.0
-4234.555661910751,0.0
-14841.704162924554,0.0
-4721.648946031489,0.0
-146.3326538080487,0.0
-4296.263003798102,1710.275913025411
-3968.027247398873,0.0
-5487.076290863111,1188.2006749697766
-10821.706583671672,941.0107736229702
-3549.0933660013325,0.0
-11176.520391528746,955.4429418040424
-396.6216945757328,0.0
-1308.7933614894812,0.0
-4321.738163391496,881.809880102695
-1679.3250543333627,0.0
-13825.385441420818,0.0
-9705.903919529803,0.0
-1941.5600032764141,1129.902604299713
-17026.261987989732,870.2730383209896
-5681.74233304389,0.0
-20707.033050715305,0.0
-2715.2386861927325,1131.9066236985716
-2681.99010470236,0.0
-2220.630708743636,0.0
-8836.78346681875,1590.0336091143665
-4080.6812910874987,0.0
-3567.75067401295,0.0
-61.33569109278403,0.0
-11229.120037878332,0.0
-5514.657729756766,1079.2784244259665
-8119.786103787981,0.0
-5653.523153591791,0.0
-3021.041312560856,0.0
-2202.385252410415,0.0
-13711.86613623781,0.0
-18989.89525567234,0.0
-3881.4391296977374,699.3713044043346
-8124.260113193132,0.0
-3051.0709837098966,0.0
-4554.147313564168,806.2559022403984
-2590.3474344504575,0.0
-6908.662810779986,0.0
-6718.468603575588,0.0
-20004.117829970786,1725.9521238724642
-4994.176749152037,890.8636534716501
-5496.55923926767,853.423201710562
-4302.962053225012,0.0
-5998.531895427333,0.0
-4408.920118722363,0.0
-3362.96784283539,0.0
-1128.8177198612439,0.0
-12334.234629367968,0.0
-12821.893128497695,0.0
-8054.5514265533075,0.0
-14090.634343899204,518.4271933300842
-7617.009346591939,0.0
-2796.7528572068677,663.1543926878377
-924.3493473975333,0.0
-6411.868072222465,0.0
-20986.804676169333,2196.159451190892
-3079.8646357343596,0.0
-11235.677003808369,0.0
-3300.177699021645,311.2415988003016
-6319.144300785712,1942.8596076604335
-7220.067168747152,1181.1751560047758
-3752.450922899925,0.0
-10122.392623717966,0.0
