sal_5_lc1vs0_iate,region
-2481.9990918268495,43.0
-1430.2026846162762,47.0
-4489.066068861717,61.0
-11449.086047238936,56.0
-2621.9158112681944,71.0
-9307.768394496368,68.0
-3663.882554510728,15.0
-2922.2717433481994,15.0
-8681.341162061635,12.0
-6274.984713808693,38.0
-23050.036448475887,52.0
-4468.773777198032,49.0
-1791.544694904027,38.0
-4944.384089321699,83.0
-985.7288185997254,53.0
-332.9000730049629,62.0
-3128.5858267013637,42.0
-20174.249270295943,77.0
-9694.514652801749,7.0
-15482.65631253578,60.0
-16864.316977723323,83.0
-3854.6605514252133,82.0
-15512.063404353617,24.0
-737.5592811277274,22.0
-3907.2066466053657,23.0
-3121.7491029205485,43.0
-15304.32706086959,42.0
-13543.905380875236,4.0
-2648.5947456058148,85.0
-17866.57769455155,15.0
-2403.451674007315,7.0
-6434.73448281351,47.0
-8296.69576024561,3.0
-5509.827570719333,58.0
-4641.313601073668,69.0
-11752.237241047436,51.0
-4379.075625140769,19.0
-3376.3762733938984,40.0
-18070.252683228307,63.0
-3868.6695721607903,30.0
-2411.7559709667385,79.0
-2800.2412569148146,67.0
-4610.403673240824,77.0
-3839.2066885664553,67.0
-13850.616232426319,52.0
-3205.912961450713,43.0
-13405.433064226892,64.0
-1393.8747596588864,18.0
-3827.2478162996267,45.0
-3340.8646766977945,51.0
-3220.8614755280187,26.0
-18159.677478107253,14.0
-11768.15836671055,27.0
-601.8838962788832,55.0
-19723.8513584647,17.0
-5725.515170755169,17.0
-20073.777211113367,75.0
-4066.4327409611055,60.0
-3625.4468209149654,62.0
-1856.2438022488477,22.0
-12507.116191895593,47.0
-5499.508275093274,16.0
-2988.3278667493832,38.0
-2417.048462230993,5.0
-13423.154585586632,80.0
-4529.740101638286,21.0
-12385.393034090346,33.0
-7667.121295823748,51.0
-4271.361729465954,17.0
-4112.1976155222665,77.0
-15459.894259582992,78.0
-15491.075196322374,33.0
-2381.7882978653433,9.0
-11096.739581289625,42.0
-1727.2109991136676,35.0
-2921.828590101006,64.0
-3254.8992132057465,62.0
