sal_9_lc2vs0_iate,unem_x0
7870.874531802361,23.0
12888.31944530725,16.0
533.8423601638247,4.0
-1375.4042867302223,8.0
2326.3934122477795,22.0
2189.1032991588672,20.0
6308.470549369706,2.0
7422.200161121675,20.0
2768.0959296571223,22.0
5783.8232725536645,13.0
-6503.029360579615,11.0
5259.368196432813,21.0
4258.426784341282,7.0
7442.142983665517,15.0
11407.064320834663,23.0
-1510.5974733271523,14.0
4786.14573972855,7.0
268.30291500480166,19.0
2812.513305606575,14.0
-14299.216998691398,12.0
3938.7411709633507,22.0
9903.44204291061,24.0
-468.4642055409872,16.0
1014.4725232456653,22.0
3490.897808633712,13.0
-990.3984104745596,23.0
-3846.847991681563,2.0
485.3361923592811,23.0
10165.330203671287,21.0
-2799.1980315123214,2.0
11917.406228366232,3.0
618.9191795214319,12.0
10810.338397599466,23.0
4113.437234271604,10.0
7502.008570958751,23.0
-520.5007288973543,9.0
8497.136296901012,2.0
3131.4967945946546,5.0
-3894.2167515392657,7.0
10345.932455492191,23.0
8109.94983462007,7.0
690.9116503369569,10.0
11306.908387927857,19.0
10928.188097720822,12.0
-7337.3799809622815,19.0
3026.654833039015,3.0
-3217.6829752884587,12.0
4691.455642526189,4.0
9828.21458093688,16.0
4783.484859219515,10.0
10922.347453858445,13.0
5038.277976958489,21.0
5364.634809299793,18.0
3858.4404426667506,2.0
-1887.9457014265129,3.0
7727.857015203586,20.0
-7451.419736903625,24.0
3144.751606235801,20.0
8544.08065323127,1.0
1473.3046484063984,21.0
286.29846981384026,13.0
4298.421442218057,19.0
1449.7054672341178,14.0
2458.0215681235823,17.0
5939.140853150055,1.0
8188.651597377383,22.0
-1372.7021021247883,8.0
7066.150737845894,8.0
8803.63143310327,4.0
10679.729853334135,10.0
1758.6255096828081,6.0
-3623.536330502402,23.0
9521.298228434054,1.0
-2659.213659020679,18.0
1967.8643507951167,14.0
9877.034288757308,8.0
6898.648807185147,19.0
-1569.7050754635648,16.0
-2376.735042950808,19.0
-8544.735303795649,2.0
7165.6263531346785,10.0
-317.21542523743256,0.0
6737.147800886679,16.0
9612.428422419647,2.0
12191.632820418617,23.0
11340.004034195721,12.0
5728.328925326718,20.0
-2174.6386915408552,5.0
1283.1444527377867,14.0
10608.865448603176,2.0
-3799.0736535541346,14.0
553.4506746018251,12.0
2023.901218245027,11.0
7551.769632087734,20.0
4051.4179886735483,10.0
-2934.424393040462,13.0
3214.2508965920197,17.0
3946.2919389520507,7.0
6056.635818602757,10.0
7770.722457303993,2.0
6478.699316412975,17.0
-1379.1351788689124,2.0
2294.4328499923276,9.0
12358.531680560793,12.0
4655.941009856789,12.0
-3891.095425748962,13.0
3932.3828403189636,12.0
9717.157341584574,13.0
-3240.620112561051,12.0
-5082.297162713987,22.0
8486.16743703295,11.0
2151.2009497591944,18.0
-2353.5049108673584,9.0
-2481.7316409909918,19.0
2082.5367536881686,17.0
5706.905711578855,11.0
6264.60368171377,12.0
8824.797762984275,10.0
10014.12434696534,23.0
130.7984595216717,10.0
9860.92061460393,21.0
5442.470261874625,14.0
-9264.433819091653,10.0
-6418.564596752042,11.0
-1091.1936663597508,2.0
8092.033773759564,23.0
-4632.540000564519,10.0
12669.287244286414,20.0
9442.381009430737,4.0
11692.161652937908,18.0
6803.723014819606,10.0
-4646.3824868039055,21.0
6456.761345825918,18.0
6995.265395697818,11.0
10364.520531165175,12.0
-898.1301999556158,3.0
8079.990285306178,14.0
