sal_avg_lc1vs0_iate,earnx1
-463.513496485008,994.6296221045262
-1847.6121512813597,1300.4341348500961
-3666.724739464621,0.0
-8612.12307443159,492.3538817265027
-2932.6937992341063,2596.67381526939
-5665.001479048336,1743.3766496691196
-3441.4558967006274,1039.4234270616687
-2838.081801430035,1419.020133168046
-5190.987333464111,308.4632670927226
-6679.015808655396,2554.7601949945533
-21088.555720797518,2765.2373708602654
-5050.337640104915,1786.5038800825016
-4330.400558687103,4123.048044576214
-4328.147398870946,1395.1766837062169
-227.3310448535001,420.0107521787132
-3114.3760810520707,4376.964995151424
-2435.8406409209138,1184.945230744679
-16801.22053844198,3715.7380208798586
-6820.418310267503,378.0834741638525
-13760.996006129913,3108.316098318286
-18046.204079078827,769.9988660048341
-2321.9146750212035,910.239285757953
-13241.46132851449,2629.4232436294387
-3071.19154952596,2238.7570409712052
-3206.1550970958815,709.4347828549727
-4154.286240049651,873.995710204487
-15006.888634045421,1690.0940197030131
-12021.335593992317,1226.2186615134185
-2070.3202580666493,652.8030681832854
-18397.95356272177,2937.58194917987
-1889.9598735848053,2933.2900913523317
-6092.692729795937,1989.3244952047917
-7701.838036392345,1307.7446573057587
-4284.474753541315,646.2121959290417
-3070.9207159497064,0.0
-10186.839265724966,3511.8582761996868
-4058.7263050805213,1569.1363630581277
-4234.555661910751,3450.7952958329715
-14841.704162924554,2248.629193036797
-4721.648946031489,1490.2089667020414
-146.3326538080487,406.920043469496
-4296.263003798102,2034.7310956304932
-3968.027247398873,1410.0891997538715
-5487.076290863111,3750.5435069296996
-10821.706583671672,2230.4758566951286
-3549.0933660013325,3511.577444488947
-11176.520391528746,1023.6929418040424
-396.6216945757328,2252.5949929505014
-1308.7933614894812,267.7472318830555
-4321.738163391496,920.309880102695
-1679.3250543333627,509.41359623887024
-13825.385441420818,905.626167649221
-9705.903919529803,1239.6646884008817
-1941.5600032764141,3896.952074690589
-17026.261987989732,3020.9048532883157
-5681.74233304389,1770.433009746093
-20707.033050715305,4439.016976393531
-2715.2386861927325,1106.9566236985715
-2681.99010470236,2143.1652462243183
-2220.630708743636,0.0
-8836.78346681875,377.3089922005976
-4080.6812910874987,216.7868816428233
-3567.75067401295,3644.500333135782
-61.33569109278403,2185.9098637779325
-11229.120037878332,1193.643901914762
-5514.657729756766,3724.4087790946874
-8119.786103787981,730.1109358289319
-5653.523153591791,1590.5991722408305
-3021.041312560856,1532.5232360976688
-2202.385252410415,1216.9844187595627
-13711.86613623781,859.0392251769102
-18989.89525567234,3142.994292176163
-3881.4391296977374,3797.5893637938043
-8124.260113193132,1555.2976861453074
-3051.0709837098966,1547.748552673466
-4554.147313564168,882.5059022403984
-2590.3474344504575,1829.0698868061627
-6908.662810779986,402.43950306456145
-6718.468603575588,317.9757201062457
-20004.117829970786,3865.406348016244
-4994.176749152037,2894.03642180361
-5496.55923926767,845.923201710562
-4302.962053225012,1650.205873539704
-5998.531895427333,1825.4446931141981
-4408.920118722363,1626.0212949641452
-3362.96784283539,1208.7697053764982
-1128.8177198612439,566.9900906170922
-12334.234629367968,4682.290441887248
-12821.893128497695,240.7149933096506
-8054.5514265533075,664.2237846495149
-14090.634343899204,2867.53144755519
-7617.009346591939,442.8385125205293
-2796.7528572068677,2807.971395043837
-924.3493473975333,1256.3626574195055
-6411.868072222465,741.724720768645
-20986.804676169333,3584.26512505135
-3079.8646357343596,3010.611175433708
-11235.677003808369,2587.518122154427
-3300.177699021645,687.2798371207239
-6319.144300785712,3325.3846116490586
-7220.067168747152,3885.5165319657294
-3752.450922899925,3118.5094691884606
-10122.392623717966,0.0
-2059.022433649012,1610.7965528499467
-4420.459952515184,264.3620012173714
-3657.864961302712,4390.757956561702
-14497.581488513384,3380.3116101393994
-3280.972619140175,1470.816911242664
-10016.712359354979,987.8505609529896
-14130.109560966343,4423.153950565993
-11526.239612007645,453.1240323812552
-9627.575265321331,1603.3845352473768
-10242.502781571558,812.25284176691
-12375.299110150592,2338.380544304794
-12775.022272749107,3702.113668595031
-2962.4747961838993,1845.613788518637
-5733.944012197649,2278.5928093437556
-412.16662863333386,1116.7100898874148
-4173.934912833149,1976.718486798094
-4446.523276926742,2231.6965290476446
-5546.287796963205,0.0
-6644.113947641672,3866.8370323292775
-20463.510461793707,2786.9547836456713
-11421.985827900826,2737.726228122845
-14588.283114557971,1210.3887612929552
-4296.9341605022455,2935.0728491090777
-15308.381580177347,5098.50802474683
-1918.6337455126786,1852.009870391848
-4904.122555143581,2403.482914224001
-3782.712618864375,2912.1876937018733
-4336.14058556478,349.9102956762794
-13019.588975640676,1451.6389287363331
-4701.720109369653,2968.241775512749
-1862.2777478242606,848.9642863203137
-1651.7998929613914,1481.5593096410134
-2245.9113882877136,2287.6647925387065
-5098.816434561996,3631.9355356134656
-16139.686901748268,3782.4596800225363
-7755.282672002699,6362.737570356154
-5407.08598283951,762.1782834752955
-4648.452389895047,2483.636468948697
-520.2555182121823,323.10971172688
-19495.373864824534,3501.0444075125847
-4733.99346998361,2899.807413048714
-5677.709380763718,2808.9262860911217
-5579.931288879409,1670.6519623891286
-21197.190502766305,2008.4562101978286
-14020.929154737749,824.6381678632073
-12981.516844003236,2271.652792940131
-2648.987215829232,965.0818207133022
-16753.22068041909,3260.6181967652697
-8524.629155095867,1601.9966033277824
-5975.722087964356,1552.4779077354196
-9125.532586995547,5401.506085271435
-7619.046303009428,1768.3211875139689
-2855.586163825934,1132.450330298676
-3025.8097797928276,1295.7139776466354
-2497.1665053223387,2049.0429534886102
-7184.193202091382,369.9836114847665
-2807.523195563472,1016.5442111006439
-3080.209531283679,5762.950825687305
-5494.654000863124,2819.6263751200436
