sal_avg_lc1vs0_iate,emplx1_3
-463.513496485008,1.0
-1847.6121512813597,2.0
-3666.724739464621,2.0
-8612.12307443159,3.0
-2932.6937992341063,1.0
-5665.001479048336,1.0
-3441.4558967006274,2.0
-2838.081801430035,2.0
-5190.987333464111,2.0
-6679.015808655396,1.0
-21088.555720797518,1.0
-5050.337640104915,2.0
-4330.400558687103,1.0
-4328.147398870946,2.0
-227.3310448535001,2.0
-3114.3760810520707,1.0
-2435.8406409209138,1.0
-16801.22053844198,1.0
-6820.418310267503,2.0
-13760.996006129913,1.0
-18046.204079078827,2.0
-2321.9146750212035,2.0
-13241.46132851449,1.0
-3071.19154952596,2.0
-3206.1550970958815,2.0
-4154.286240049651,3.0
-15006.888634045421,2.0
-12021.335593992317,1.0
-2070.3202580666493,2.0
-18397.95356272177,1.0
-1889.9598735848053,1.0
-6092.692729795937,2.0
-7701.838036392345,2.0
-4284.474753541315,2.0
-3070.9207159497064,2.0
-10186.839265724966,1.0
-4058.7263050805213,2.0
-4234.555661910751,1.0
-14841.704162924554,1.0
-4721.648946031489,2.0
-146.3326538080487,2.0
-4296.263003798102,2.0
-3968.027247398873,2.0
-5487.076290863111,1.0
-10821.706583671672,2.0
-3549.0933660013325,1.0
-11176.520391528746,2.0
-396.6216945757328,1.0
-1308.7933614894812,2.0
-4321.738163391496,2.0
-1679.3250543333627,2.0
-13825.385441420818,2.0
-9705.903919529803,2.0
-1941.5600032764141,1.0
-17026.261987989732,1.0
-5681.74233304389,1.0
-20707.033050715305,1.0
-2715.2386861927325,3.0
-2681.99010470236,1.0
-2220.630708743636,2.0
-8836.78346681875,2.0
-4080.6812910874987,2.0
-3567.75067401295,1.0
-61.33569109278403,1.0
-11229.120037878332,2.0
-5514.657729756766,1.0
-8119.786103787981,2.0
-5653.523153591791,1.0
-3021.041312560856,1.0
-2202.385252410415,1.0
-13711.86613623781,3.0
-18989.89525567234,1.0
-3881.4391296977374,1.0
-8124.260113193132,1.0
-3051.0709837098966,3.0
-4554.147313564168,2.0
-2590.3474344504575,2.0
-6908.662810779986,2.0
-6718.468603575588,3.0
-20004.117829970786,1.0
-4994.176749152037,1.0
-5496.55923926767,3.0
-4302.962053225012,1.0
-5998.531895427333,2.0
-4408.920118722363,2.0
-3362.96784283539,2.0
-1128.8177198612439,2.0
-12334.234629367968,1.0
-12821.893128497695,3.0
-8054.5514265533075,2.0
-14090.634343899204,1.0
-7617.009346591939,2.0
-2796.7528572068677,1.0
-924.3493473975333,1.0
-6411.868072222465,2.0
-20986.804676169333,1.0
-3079.8646357343596,1.0
-11235.677003808369,1.0
-3300.177699021645,2.0
-6319.144300785712,1.0
-7220.067168747152,1.0
-3752.450922899925,1.0
-10122.392623717966,2.0
-2059.022433649012,1.0
-4420.459952515184,2.0
-3657.864961302712,1.0
-14497.581488513384,1.0
-3280.972619140175,2.0
-10016.712359354979,2.0
-14130.109560966343,1.0
-11526.239612007645,2.0
-9627.575265321331,2.0
-10242.502781571558,2.0
-12375.299110150592,1.0
-12775.022272749107,1.0
-2962.4747961838993,1.0
-5733.944012197649,1.0
-412.16662863333386,2.0
-4173.934912833149,1.0
-4446.523276926742,2.0
-5546.287796963205,2.0
-6644.113947641672,1.0
-20463.510461793707,1.0
-11421.985827900826,1.0
-14588.283114557971,2.0
-4296.9341605022455,1.0
-15308.381580177347,1.0
-1918.6337455126786,1.0
-4904.122555143581,1.0
-3782.712618864375,1.0
-4336.14058556478,3.0
-13019.588975640676,2.0
-4701.720109369653,1.0
-1862.2777478242606,2.0
-1651.7998929613914,1.0
-2245.9113882877136,1.0
-5098.816434561996,1.0
-16139.686901748268,1.0
-7755.282672002699,1.0
-5407.08598283951,2.0
-4648.452389895047,1.0
-520.2555182121823,1.0
-19495.373864824534,1.0
-4733.99346998361,1.0
-5677.709380763718,1.0
-5579.931288879409,2.0
-21197.190502766305,1.0
-14020.929154737749,2.0
-12981.516844003236,1.0
-2648.987215829232,2.0
-16753.22068041909,1.0
-8524.629155095867,1.0
-5975.722087964356,1.0
-9125.532586995547,1.0
-7619.046303009428,1.0
-2855.586163825934,2.0
-3025.8097797928276,2.0
-2497.1665053223387,1.0
-7184.193202091382,2.0
-2807.523195563472,1.0
-3080.209531283679,1.0
-5494.654000863124,1.0
-1819.1616023078786,1.0
-13599.512198976117,2.0
-4661.803029523228,2.0
-4762.071432685161,2.0
-5145.8303435802845,1.0
-21717.09240546481,2.0
-3919.964005010719,2.0
-4024.195172315309,2.0
-2932.832439347376,2.0
-4971.014798354618,2.0
-2767.8809390932056,1.0
-5493.866697337418,1.0
-3395.332213811672,1.0
-2909.1529854074083,1.0
-9920.038541856886,1.0
-4852.356244613504,2.0
-5584.926950041488,2.0
-7964.870549707955,2.0
1188.264489757641,2.0
-10620.14815116794,1.0
-1895.3452563455148,1.0
-797.0658975308497,1.0
-2664.5307177555405,1.0
-14399.804235434925,2.0
-2840.982919313621,2.0
-294.82386166505825,1.0
-3326.16243834518,1.0
-17341.001304706522,3.0
-13342.804826578384,2.0
-6679.770675387857,1.0
-10378.034609233018,1.0
-7586.032266469161,2.0
-2138.3843792674666,1.0
-2962.947797366007,3.0
-9445.061591712045,1.0
-4628.850483957177,2.0
-2371.945529551689,2.0
-2504.6642034590986,2.0
-7650.088853001283,1.0
-10049.364534438411,2.0
-16409.512754677424,1.0
-2227.1544694534746,2.0
-7726.152897312457,1.0
-14604.01587291501,1.0
-6757.192295640221,1.0
-7165.033228111048,2.0
-996.4244833159028,1.0
-13969.073750347066,2.0
-11130.593381398496,1.0
-11059.005339752526,2.0
-20418.00601613143,1.0
-4505.262376376644,1.0
-2650.541807093163,3.0
-4300.2829864926025,1.0
-4476.765153839629,1.0
-5152.243767786587,2.0
-2561.134512646271,2.0
-7682.127741808816,1.0
-1111.2948748196618,1.0
-4978.012447428833,3.0
-2407.823753415889,2.0
-12672.240773153246,1.0
-6232.158946257013,1.0
-18260.908580148935,1.0
-12529.22791783786,2.0
-14267.555802736057,1.0
-3386.4387374681355,2.0
-2321.113462848197,1.0
-6625.325877134188,1.0
-6255.207636035607,1.0
-2312.351440555054,2.0
-4528.12110400387,1.0
-2136.024496009291,1.0
-3797.049319575912,1.0
-2549.244477343338,2.0
-1035.8719310758015,2.0
-16020.440062487536,1.0
-7332.0449117115495,1.0
-12498.667019472758,3.0
-7674.683263877325,1.0
-5373.937467221862,1.0
-686.1375662136179,2.0
-2780.854156387918,2.0
-7917.3120189264855,2.0
-15153.016100497083,1.0
-2322.729195925518,1.0
-13659.446268026304,2.0
-6929.011200109049,1.0
-4178.24318679288,1.0
-6760.580360149945,1.0
129.0258704716989,1.0
-3188.3456954588783,1.0
-9516.46720148789,1.0
-12148.93119437116,1.0
-17467.404146722078,1.0
-99.55215731127976,2.0
-9954.110087712743,1.0
-12340.991839544762,1.0
-22115.340534184277,1.0
-13646.644695816767,1.0
-19331.30150918461,1.0
-5221.6323170013475,2.0
-9035.514445965619,1.0
-5633.825468059045,1.0
-3150.3597379570047,1.0
61.60349985900598,1.0
-809.3600076635769,1.0
-5088.28188985917,1.0
-9845.0089091722,1.0
-2325.1764468510314,1.0
-1401.3863216818309,1.0
-5462.314517675968,1.0
-9208.440692572243,1.0
-12060.361812287852,2.0
-1877.1333062559233,1.0
-7939.821816474209,2.0
-4289.047389677109,1.0
-4329.475988185808,1.0
-6057.285302540814,1.0
-12858.643002236695,1.0
-3233.468108602967,1.0
-15721.164024572408,2.0
-4019.193578120883,2.0
-4551.624874001085,1.0
-12667.710940098934,3.0
-7407.42116595402,1.0
-791.8595690477705,1.0
-516.7286420895107,2.0
-4374.179819366849,3.0
-9612.92341891613,1.0
-3124.1194900100436,1.0
-4393.087762808688,2.0
-9281.123888493767,1.0
-13369.916645841364,1.0
-332.6247287640011,2.0
-4420.848347727806,2.0
843.4764231047986,1.0
-4501.6520178244255,3.0
-14574.756331154886,1.0
-5898.811925904288,1.0
-10915.62995720756,1.0
-3393.5474613805527,1.0
-1790.2938023615297,1.0
-6779.62190486842,1.0
-11186.295105876992,2.0
-2072.3387249033312,2.0
-4728.134292884335,3.0
-2464.544454967063,1.0
-4890.754711351303,2.0
-1975.4436891613843,1.0
-14353.168442913953,1.0
-5248.791732272066,2.0
-3258.65984380615,2.0
-14484.53520635545,1.0
-13719.42061313944,2.0
418.7795160312018,2.0
-5820.403460492718,2.0
-3923.809481553683,1.0
-6012.458123978593,1.0
-1908.310015637578,1.0
-9083.872791494337,2.0
-998.0694382643395,1.0
-6671.742299915236,2.0
-12379.881014613524,1.0
-4216.2192773216475,2.0
-6693.013615916121,2.0
-11071.2085680109,1.0
-2478.543754149246,2.0
-488.413374051133,2.0
-13691.72052806198,2.0
-14128.533776318436,2.0
-15912.337258743926,2.0
-6756.4589075064405,1.0
-8183.009400915584,1.0
