sal_5_lc1vs0_iate,unem_x0
-2481.9990918268495,23.0
-1430.2026846162762,16.0
-4489.066068861717,4.0
-11449.086047238936,8.0
-2621.9158112681944,22.0
-9307.768394496368,20.0
-3663.882554510728,2.0
-2922.2717433481994,20.0
-8681.341162061635,22.0
-6274.984713808693,13.0
-23050.036448475887,11.0
-4468.773777198032,21.0
-1791.544694904027,7.0
-4944.384089321699,15.0
-985.7288185997254,23.0
-332.9000730049629,14.0
-3128.5858267013637,7.0
-20174.249270295943,19.0
-9694.514652801749,14.0
-15482.65631253578,12.0
-16864.316977723323,22.0
-3854.6605514252133,24.0
-15512.063404353617,16.0
-737.5592811277274,22.0
-3907.2066466053657,13.0
-3121.7491029205485,23.0
-15304.32706086959,2.0
-13543.905380875236,23.0
-2648.5947456058148,21.0
-17866.57769455155,2.0
-2403.451674007315,3.0
-6434.73448281351,12.0
-8296.69576024561,23.0
-5509.827570719333,10.0
-4641.313601073668,23.0
-11752.237241047436,9.0
-4379.075625140769,2.0
-3376.3762733938984,5.0
-18070.252683228307,7.0
-3868.6695721607903,23.0
-2411.7559709667385,7.0
-2800.2412569148146,10.0
-4610.403673240824,19.0
-3839.2066885664553,12.0
-13850.616232426319,19.0
-3205.912961450713,3.0
-13405.433064226892,12.0
-1393.8747596588864,4.0
-3827.2478162996267,16.0
-3340.8646766977945,10.0
-3220.8614755280187,13.0
-18159.677478107253,21.0
-11768.15836671055,18.0
-601.8838962788832,2.0
-19723.8513584647,3.0
-5725.515170755169,20.0
-20073.777211113367,24.0
-4066.4327409611055,20.0
-3625.4468209149654,1.0
-1856.2438022488477,21.0
-12507.116191895593,13.0
-5499.508275093274,19.0
-2988.3278667493832,14.0
-2417.048462230993,17.0
-13423.154585586632,1.0
-4529.740101638286,22.0
-12385.393034090346,8.0
-7667.121295823748,8.0
-4271.361729465954,4.0
-4112.1976155222665,10.0
-15459.894259582992,6.0
-15491.075196322374,23.0
-2381.7882978653433,1.0
-11096.739581289625,18.0
-1727.2109991136676,14.0
-2921.828590101006,8.0
-3254.8992132057465,19.0
-10556.837650846033,16.0
-10455.722659357674,19.0
-20661.927004180106,2.0
-1423.1313431016351,10.0
-3351.387528416253,0.0
-5120.885342422156,16.0
-5935.030731679892,2.0
-4976.0319035312405,23.0
-3968.682633044399,12.0
-3634.456463656472,20.0
-9066.127307525749,5.0
-15018.688640553491,14.0
-8111.284690909317,2.0
-17642.50484838362,14.0
-10839.494059506758,12.0
-1867.112092734591,11.0
-3010.58230744502,20.0
-6071.455601997541,10.0
-21320.914805274697,13.0
-1710.138748034251,17.0
-12414.134823481707,7.0
-3599.0447080056374,10.0
-5926.637928848386,2.0
-5718.414619240622,17.0
-2509.7359093447667,2.0
-13663.1771612767,9.0
-4033.978686479327,12.0
-5100.974057773645,12.0
-2192.726906782671,13.0
-15263.631141748427,12.0
-3386.1423112113425,13.0
-12195.480706996037,12.0
-14172.420734003885,22.0
-14439.967598591506,11.0
-9048.159561008595,18.0
-13926.822995011875,9.0
-13700.278418759126,19.0
-12333.05242406501,17.0
-3675.057545060019,11.0
-5367.654395430776,12.0
138.4776854907468,10.0
-4687.764581692623,23.0
-1270.997471406965,10.0
-6269.418312184018,21.0
-4233.027892930539,14.0
-22212.101919735465,10.0
-13084.67588178134,11.0
-17165.329435814063,2.0
-2912.170621465182,23.0
-13504.384406074629,10.0
-3268.6385958975497,20.0
-3091.9152833653443,4.0
-3990.25896334791,18.0
-4787.805977663429,10.0
-13083.954220749194,21.0
-1282.4598854414908,18.0
-2866.3517518214044,11.0
-3235.3814262391174,12.0
-2167.875516107175,3.0
-5316.7737462200985,14.0
-19438.058438510867,20.0
-4579.149770817781,15.0
-9358.890585744632,23.0
-5203.818795432897,17.0
-3787.595076680779,11.0
-18966.873058341105,4.0
-4401.41584603144,24.0
-4131.751212488023,2.0
-4634.892212804394,3.0
-25827.080229285075,23.0
-16014.769338234188,7.0
-14562.973671890468,21.0
-3461.479854856258,1.0
-16302.53504056557,19.0
-9524.583472066335,20.0
-7341.373915371651,19.0
-7954.488198774543,15.0
-9140.948460039317,13.0
-2648.63698183188,14.0
-3812.09534316147,10.0
-3109.927187189409,17.0
-11121.07401745646,15.0
-2995.358495047498,22.0
1170.1312156810236,1.0
-3029.91906506361,18.0
-2758.081931164009,8.0
-18156.34535903604,19.0
-4643.473547032025,20.0
-1223.8552101226778,13.0
-5688.846360649893,6.0
-23838.634134453827,17.0
-3865.639866280335,8.0
-5035.879839467418,14.0
-2856.2286010098796,20.0
-5936.4591529422805,7.0
1549.8746490409649,6.0
-5037.703809441773,18.0
-2457.791259170148,7.0
-3744.4134273431137,14.0
-11780.249925911903,17.0
-5208.740962084879,15.0
-8283.285950736947,21.0
-9420.056949572649,23.0
-1351.4954124650162,6.0
-12359.355770980193,20.0
-1921.5972709595062,0.0
-3396.3153520985184,14.0
-2523.1013173419956,17.0
-19680.119143043317,21.0
-3662.9788562026733,15.0
-1813.8284066994177,14.0
-1929.4502405485655,0.0
-18473.376925254204,19.0
-10235.55657615969,12.0
-4467.038205499357,3.0
-10216.100215415927,23.0
-10398.435339800724,16.0
-1977.3450391388687,0.0
-371.8095684415348,15.0
-11178.479565200749,21.0
-4848.809083663544,24.0
-1455.7608402893638,20.0
-3504.6534266163035,1.0
-10608.856670115681,24.0
-14842.137517069898,21.0
-19043.144660105587,16.0
-3940.0068283597766,22.0
-11089.839073897609,23.0
-16045.222243166478,19.0
-8872.668920638253,22.0
-8764.232361529641,23.0
-744.5201364443092,15.0
-15853.751076890274,22.0
-13269.777642340361,0.0
-12175.955955306577,8.0
-20438.03779952736,13.0
-4208.2072426075065,20.0
-2088.049357156826,21.0
-3072.7941787421114,17.0
-3007.1361696807653,15.0
-4247.789874483329,16.0
394.90865578222656,7.0
-6220.286097535742,5.0
-2533.4913310290403,17.0
-4629.908943759723,10.0
-3580.119740847034,12.0
-15179.331531589365,5.0
-5250.554192597281,0.0
-19824.48843790569,19.0
-13961.771413975295,6.0
-15679.964204096266,20.0
-2473.6644484802437,3.0
-2549.048403292869,23.0
-4808.15456737716,9.0
-6112.866546040383,11.0
-2054.054733363866,12.0
-4116.815076209841,23.0
-4667.85781356056,20.0
-687.7678721856246,18.0
-1572.4739265848293,23.0
-2229.9449051810197,6.0
-17912.271224062046,6.0
-10959.5875081798,15.0
-13438.2518203146,14.0
-5765.292613450059,22.0
-1882.0292594248676,20.0
-1394.986552865009,11.0
-2766.4287728552717,24.0
-8227.80630448794,17.0
-15937.822211161463,16.0
-607.8791752062425,16.0
-15400.345359607194,9.0
-3285.0358730861008,1.0
-4761.178615956944,22.0
-6325.923551056334,23.0
-206.7304207981033,5.0
363.5642377079348,23.0
-11260.855429756597,19.0
-8150.214017385893,18.0
-17867.236586939463,18.0
-3513.256866762913,10.0
-9989.511869159283,4.0
-13382.944965331519,21.0
-21389.724762206322,9.0
-11758.275605579605,13.0
-19100.263322655494,10.0
-6242.6927389339435,19.0
-10874.925238689524,23.0
-4129.833897468074,9.0
-2596.7614304278704,9.0
-1086.7598052277945,5.0
-2887.4026447166516,16.0
-6424.322779887734,15.0
-7835.831431785344,2.0
-2423.0265647891483,19.0
-2090.327217969132,15.0
-1650.8826955134682,5.0
-11588.97676852504,23.0
-14319.735197210257,17.0
-1184.8228576933543,6.0
-10630.152127146837,14.0
-3438.786554015467,5.0
-4041.42137671212,24.0
-6687.02383169196,23.0
-14454.607006213711,15.0
-4734.885674987724,17.0
-17955.702257149896,14.0
-3712.3005452574143,7.0
-3253.506274047708,12.0
-13063.243422531772,2.0
-10105.650529150811,18.0
-2646.1694418109146,7.0
-945.998726484695,19.0
-3216.597459158531,11.0
-11214.495457371584,2.0
562.0227214579609,13.0
-4660.33154691372,4.0
-10652.437305047632,18.0
-14640.104054043743,8.0
-3278.789836188758,5.0
-3593.1129255839314,20.0
-1378.353035254715,22.0
-5383.3235308045205,17.0
-16577.660370664566,3.0
-6035.086094474353,20.0
-13306.992942208668,4.0
1282.0930186860023,15.0
-895.4255482932276,8.0
-9861.096318188434,18.0
-14449.518073712647,2.0
-359.490316730371,5.0
-4370.206142251963,14.0
-2754.691480296249,24.0
-5107.445476411392,9.0
-3976.125604953261,20.0
-15403.609459958532,23.0
-5156.614720654046,11.0
-4833.287929346809,4.0
-15437.340573491341,17.0
-16318.471846804152,15.0
-3409.260414836453,24.0
-4739.117269303188,11.0
-4042.8177896948737,3.0
-5205.5897897801115,24.0
-4121.094435166221,14.0
-6533.300609403781,15.0
-3292.025134088034,15.0
-6064.273024828792,6.0
-14099.482965617864,12.0
-3393.597639191945,16.0
-9504.931781505566,15.0
-13062.81157466616,18.0
-4747.6442926940645,6.0
-1592.0873906145646,14.0
-15913.178206146846,11.0
-19436.659771559407,4.0
-16837.368662845627,13.0
-6276.741810780377,10.0
-8180.637889668757,17.0
-11457.880855054631,6.0
-781.4556816971699,21.0
-2667.8126593894813,20.0
-13104.771248879924,10.0
-10665.173419655195,1.0
-14296.561815424193,22.0
-9758.488127115179,19.0
-2750.906093148442,22.0
-6469.244519392494,8.0
-5441.509169176772,19.0
-13599.701356621512,12.0
-4136.13600177582,24.0
-11604.125718343526,1.0
-4304.24579376874,11.0
-4330.072568825493,17.0
