sal_4_lc1vs0_iate,reg_ser
-19954.994972657823,44.13662518418517
-29146.199747354854,43.794759766421855
-31433.024744821378,56.00156836204996
-27478.65232829765,55.61319381311606
-38631.07140073946,54.13462065843544
-22278.891971705772,51.64208012290497
-24204.914854959992,51.239202675284645
-29354.02381021749,51.239202675284645
-22014.836454110347,41.1263774068312
-34361.42852146404,50.918617138569005
-41092.16190647378,40.58472706107023
-41180.24634598078,52.81671062158314
-40243.902418876496,50.918617138569005
-29150.136101467546,59.16605356399492
-24006.89860213164,58.17571650868259
-42258.863774141646,57.707357830393605
-19358.97379678562,51.62276087243585
-39115.205022963,40.50652664870855
-23448.822668852532,45.62378915966991
-38909.95974164018,46.71352130193502
-39702.48987425571,59.16605356399492
-22277.595721019636,40.424467677940896
-26288.686300898335,42.17211466032058
-40485.49538268829,41.04762817418116
-41330.13824445986,47.94886509813647
-42695.291425200194,44.13662518418517
-35916.118606586126,51.62276087243585
-16933.182969041547,43.199874437569264
-20584.131695808846,47.1570315638461
-39462.244365811326,51.239202675284645
-30001.400938728202,45.62378915966991
-42731.36462946981,43.794759766421855
-28006.185394030104,54.86573122936064
-33672.86151251089,59.47595778135059
-27860.55729002769,44.82253612444929
-30944.372178795915,40.1215023000053
-35320.908489962065,51.99242497994736
-33430.59998985071,56.19212068260055
-24506.14719153816,55.88635513910959
-33191.64899169733,56.45104328229763
-26019.55571569452,40.31705615821635
-43435.71137947413,54.89502272010587
-30099.32121515451,40.50652664870855
-37092.68920495329,54.89502272010587
-48867.95184566085,40.58472706107023
-32931.4167978592,44.13662518418517
-43936.631134135714,48.36277186842874
-25635.340856668423,57.91932836569297
-19938.7438978245,44.34699704539882
-40215.890883476284,40.1215023000053
-20843.122531205165,41.797024702686336
-48155.34635905884,42.793960732726966
-24846.135873147585,51.20649072287212
-36930.58623005346,49.76105210425247
-24443.686159512225,58.54521222112821
-24851.60330836227,58.54521222112821
-42264.1441729595,55.505871920133245
-25934.14454512942,46.71352130193502
-29381.163982017202,57.707357830393605
-33367.1485406172,41.04762817418116
-22718.19641481625,43.794759766421855
-20476.910250086356,49.64290509414352
-42881.4809853933,50.918617138569005
-23062.450465256836,41.48296305222163
-23895.023253822386,43.19639221231764
-37438.47640856294,55.918969385169504
-20028.154555522262,50.71721377412224
-22282.448281085213,40.1215023000053
-21578.085212128935,58.54521222112821
-29004.491318529384,40.50652664870855
-19161.916179614364,47.05410925021325
-42355.31251129725,50.71721377412224
-38286.969964331576,47.97189674292668
