sal_7_lc2vs0_iate,earnx2
-14966.329336529683,0.0
-22973.602023819152,0.0
-31733.93188014781,0.0
-23784.020122548165,0.0
-29944.32396814643,0.0
-20681.80668888066,0.0
-23681.351490448036,0.0
-28546.654518830932,540.5292221533524
-20567.674996668597,0.0
-29338.501468503535,0.0
-37211.55080423473,0.0
-35369.195541491725,0.0
-34309.532825619885,1228.7335340854088
-27423.338946637326,0.0
-18961.885957543196,0.0
-39463.14024115179,0.0
-20679.679856243343,0.0
-36166.90878704943,0.0
-22080.32337065613,965.8503379932461
-39338.87674069799,1502.7000496557
-29044.748833477326,743.4988660048341
-19700.84510706944,0.0
-24795.94758937326,1567.4865435882898
-34194.25163903,0.0
-28948.97805112872,731.6847828549727
-33628.75533818538,0.0
-33294.852698752,0.0
-20025.783157884176,0.0
-17856.080709183225,0.0
-38585.88319015798,702.8414013080481
-22370.934548846297,0.0
-32039.2368437174,0.0
-24069.211810925477,1337.9946573057587
-29842.934248331112,0.0
-22161.382840033668,0.0
-33219.19196148271,1054.856986464721
-27760.28955646064,0.0
-31177.093761748212,0.0
-27350.894723285004,0.0
-28034.107661718932,0.0
-20359.972304553197,0.0
-34541.64112295194,1710.275913025411
-26754.036650084316,0.0
-30874.663846205203,1188.2006749697766
-34585.75660814258,941.0107736229702
-26927.58953247995,0.0
-36652.213425502196,955.4429418040424
-18285.372275478203,0.0
-17442.544103720596,0.0
-30463.191571068164,881.809880102695
-16657.90181681644,0.0
-32040.6074986109,0.0
-21197.90645089332,0.0
-32588.122773595063,1129.902604299713
-26578.006107730056,870.2730383209896
-23218.005625506295,0.0
-39704.433482925,0.0
-21271.170734353345,1131.9066236985716
-25465.912919121565,0.0
-28596.26025118721,0.0
-22665.931379249843,1590.0336091143665
-21066.55732084836,0.0
-35013.121792810496,0.0
-20064.88736712063,0.0
-20857.614476816023,0.0
-33108.926922255145,1079.2784244259665
-20517.031086452855,0.0
-19197.080460761736,0.0
-20729.7660609866,0.0
-23107.12160189483,0.0
-19453.21552995719,0.0
-38084.04054120039,0.0
-29529.329986213503,699.3713044043346
-22484.351455840544,0.0
-30675.55461081333,0.0
-33363.28145670936,806.2559022403984
-25448.749172298063,0.0
-22894.35949529268,0.0
-22553.38728101235,0.0
-37491.15928986398,1725.9521238724642
-36149.867270031405,890.8636534716501
-34209.304842846796,853.423201710562
-19436.212252643218,0.0
-32619.86597012952,0.0
-21750.97084995175,0.0
-25916.046887157143,0.0
-17426.60891168377,0.0
-40688.684498072354,0.0
-18648.703599400906,0.0
-25881.03599099156,0.0
-27806.112891375404,518.4271933300842
-24455.246137663096,0.0
-33500.4284907447,663.1543926878377
-16460.58965374005,0.0
-32954.136652416535,0.0
-33500.045306037784,2196.159451190892
-24841.555114345305,0.0
-21723.17705283657,0.0
-19175.07905338329,311.2415988003016
-23429.35912283482,1942.8596076604335
-32975.936669674076,1181.1751560047758
-35549.58043522652,0.0
-27275.276467468335,0.0
-16713.97226740796,0.0
-21442.54551592349,0.0
-35493.14957629332,1339.908367683414
-28361.471609547003,0.0
-27977.76197152158,0.0
-22310.867776206764,0.0
-41703.021956636316,1311.9220553104692
-18115.556212351963,444.8740323812552
-30520.841696688767,0.0
-22383.30489932528,299.6053507362125
-27391.038716012386,0.0
-30482.184444501094,2118.5710349919664
-16140.944506896283,609.0351908202622
-24948.25791868456,561.008285187817
-22170.734026822098,0.0
-24077.454657327566,504.2597188884076
-35865.34185290223,0.0
-29533.165375587152,0.0
-32106.904963597204,0.0
-40909.76090863926,0.0
-27685.895276604446,861.9848112305598
-23729.4557662354,0.0
-23408.018002277036,1698.4077882800043
-40090.45493256462,0.0
-22923.627666203443,0.0
-30238.988034120244,721.524386536471
-23214.08718343938,859.8088860190923
-20489.144207420122,332.4102956762794
-29595.85554923718,0.0
-34370.52345497784,0.0
-18714.107478368234,0.0
-20530.438727294222,0.0
-25291.195962350273,0.0
-32740.912321432403,0.0
-37066.47654072732,1154.3587908605257
-44567.8969345635,0.0
-18244.624484849424,0.0
-29991.896742142584,0.0
-20591.640044699838,0.0
-38885.27217075933,0.0
-24391.6873963069,881.927705688603
-29050.044092376233,0.0
-27389.279705702298,2689.1307379420623
-38279.43432731289,0.0
-16973.613515319856,0.0
-25230.462323912758,0.0
-17530.980417495946,986.3818207133024
-34167.0660636239,1996.1352707668302
-16334.838565505765,0.0
-18837.1337218309,0.0
-40116.30681955657,2294.667515159643
-15598.965284308353,0.0
-24033.74170325663,0.0
-23473.727984680623,0.0
-30610.176604277578,0.0
-21040.861329422532,380.2336114847665
-22128.023700334743,0.0
-38094.18123398469,1611.6593270153612
-31359.66012065794,0.0
-16062.319616247729,0.0
-33346.167313692495,0.0
-24345.79314254358,564.4668643344776
-36546.22577570549,0.0
-23489.561316862848,0.0
-34146.69431385973,0.0
-28027.23536893401,1686.7967543562195
-28387.90810188125,0.0
-30684.367610828733,1678.7776393547206
-23672.386630141278,1034.3537427297526
-37790.0012301261,3766.7191105159764
-35955.089558193125,0.0
-19818.894868938405,0.0
-21708.130395705604,0.0
-23657.493000771174,0.0
-30543.46394771427,0.0
-22027.350877081444,0.0
-34491.71800575495,688.8488494225033
-15977.254627848164,0.0
-26320.37182235696,890.8794574994383
-25758.480335442582,0.0
-17049.729777952667,0.0
-17197.949674858442,0.0
-32433.418269739577,0.0
-30123.16606438526,0.0
-18377.977678973097,2109.7299584745024
-36408.464273278245,0.0
-35138.081173569444,0.0
-34227.562858182355,0.0
-33918.138071682784,1871.7443480847087
-32775.055709836364,0.0
-25051.71961719871,0.0
-23304.815759382454,1667.9300071817222
-39404.44282792874,0.0
-22146.53933430703,450.9625765324758
-23183.31493016401,0.0
-29617.39671786852,0.0
-17096.97843066672,270.17596490335
-23235.066145616423,0.0
-33141.430498449845,0.0
-22556.92128365537,0.0
-16322.550066771451,299.1459826495919
-21963.315217973937,0.0
-28790.523851664588,1039.333107255059
-21963.729193889165,0.0
-26094.915729027547,0.0
-25293.419623874175,0.0
-21506.78740651257,0.0
-29781.669050599114,0.0
-25262.80063509631,0.0
-39743.64801121347,0.0
-27212.47592479506,630.827006917535
-31674.276623735586,0.0
-35205.116235506954,1072.93208637974
-34397.76876360676,1853.6994765604766
-31220.76316882113,0.0
-33027.15997923037,919.9576490673018
-34945.86802995137,0.0
-19049.10719081107,0.0
-32117.350889936635,0.0
-19170.92622978521,0.0
-21912.70523440684,1197.1684393941343
-27374.22816647769,0.0
-27200.462110929973,0.0
-18544.909525667128,564.5306313240284
-32189.163145898376,0.0
-22852.096577941003,1605.0280404738737
-18586.87030423103,1065.4622500552975
-21853.413883297297,930.313636965405
-26627.664764552654,989.448420671538
-31251.308222061547,0.0
-31707.909991192242,2395.796622152421
-16111.16207917891,0.0
-35098.933224852975,2633.6063210511697
-28672.802309139544,699.0685334540223
-23907.205164017494,0.0
-34174.71085250409,1705.2582123461875
-27478.168880064797,0.0
-37087.208792923106,0.0
-40119.717426913536,1132.9039613223463
-36310.6802324155,2640.2721960852095
-22688.83606429539,0.0
-29385.63746481293,0.0
-24219.93453420772,0.0
-32460.519085166234,0.0
-33719.992470388956,0.0
-18601.688751474445,0.0
-43210.30053668612,0.0
-17418.518548837383,538.6953569978818
-28312.91474340868,0.0
-20520.934576178606,1451.6083540411623
-34497.30473056112,0.0
-32789.97645578809,633.9318655038511
-33027.232555069655,0.0
-37312.986059461095,0.0
-19092.58172848977,0.0
-41855.05878547112,3003.620893822808
