sal_8_lc1vs0_iate,unem_x0
11167.868259257046,23.0
12771.957345204471,16.0
11841.187714049378,4.0
1617.968606159733,8.0
15376.371816342333,22.0
5270.188628254141,20.0
7810.821964283548,2.0
11454.249122621677,20.0
5223.773363349358,22.0
6858.561316999911,13.0
-9663.407087839396,11.0
13103.389880014718,21.0
12097.438624185725,7.0
9239.958723800344,15.0
13179.650120999831,23.0
15951.153664678173,14.0
7427.495471244962,7.0
-4119.966476765889,19.0
3457.031927894268,14.0
149.75301320187828,12.0
-7275.184140058531,22.0
9168.374599985378,24.0
-6527.476172219996,16.0
16253.06630444137,22.0
16422.098656896098,13.0
15321.748210100406,23.0
-3628.3790012153804,2.0
-7685.33914703547,23.0
8542.158590066798,21.0
-7065.184392669891,2.0
13417.309769282518,3.0
12998.666689159663,12.0
2568.7150861865366,23.0
12279.068538371455,10.0
10663.407638331797,23.0
1095.6619204992649,9.0
12067.220113124811,2.0
10386.527880966234,5.0
-8197.01825143729,7.0
9743.291037672116,23.0
14279.19116152325,7.0
14794.790952362648,10.0
10036.081758972612,19.0
8987.524484473266,12.0
7326.728430899922,19.0
11604.632379663148,3.0
7237.069809009081,12.0
13521.910460926332,4.0
9899.389649886894,16.0
14346.91029943711,10.0
9607.420887526034,13.0
3960.7541193922407,21.0
-1098.8198283710453,18.0
15695.805463145483,2.0
-10103.924075965262,3.0
4873.903170252894,20.0
-10119.550203775365,24.0
9930.176085039036,20.0
12117.303287205885,1.0
14307.525232743563,21.0
-849.3356609478012,13.0
5920.908264161411,19.0
16037.714572977082,14.0
13084.792813569362,17.0
-3639.5539772658262,1.0
9855.060227088901,22.0
549.9976655498417,8.0
4726.265182714535,8.0
7877.773261743288,4.0
12524.709497428434,10.0
-8867.378615785194,6.0
-7506.689442051908,23.0
12763.370004946453,1.0
1619.2753376311625,18.0
16952.586810947876,14.0
12985.979106122411,8.0
12139.683843232853,19.0
3837.237699619423,16.0
4353.628110462144,19.0
-9290.58064887695,2.0
12831.288885232156,10.0
13583.732123190504,0.0
7672.509246332883,16.0
11537.930439930818,2.0
8362.743088578783,23.0
9711.303802441362,12.0
10845.005053034678,20.0
2223.4597978211614,5.0
-7659.024642038418,14.0
7128.8727086562285,2.0
-6177.261267735563,14.0
2460.750005272962,12.0
14837.793943726854,11.0
10900.626064283631,20.0
10242.312911182507,10.0
-13867.61397649689,13.0
10449.270811530761,17.0
-4391.145172541228,7.0
6673.694642479495,10.0
5673.9221085431545,2.0
7422.990399709222,17.0
14667.475859258248,2.0
4260.229912227757,9.0
11046.846845822121,12.0
4791.924340922253,12.0
12856.471075525775,13.0
-7114.332520317785,12.0
11741.83469197449,13.0
-3119.6094749634603,12.0
593.8974318770306,22.0
-4595.217101075695,11.0
3435.4916708516885,18.0
-2049.11310328492,9.0
-5906.212465413824,19.0
-1356.5836848097879,17.0
7336.410478598748,11.0
5587.694614556962,12.0
14094.563459363051,10.0
8104.70017772447,23.0
14575.299061197293,10.0
10185.705307368611,21.0
9923.596533601993,14.0
-8782.899481326223,10.0
-4325.231420049802,11.0
-8654.164955134473,2.0
8065.370206955173,23.0
-1427.5687038590304,10.0
12844.42968846703,20.0
11350.731881801208,4.0
8729.534494898195,18.0
5282.089207295203,10.0
-4442.644260204349,21.0
12433.054950437607,18.0
10421.137339640607,11.0
9960.430538200624,12.0
13284.649472183879,3.0
11546.43001320228,14.0
-4703.720901432263,20.0
9707.572709917242,15.0
3226.5888974507934,23.0
12025.131736449728,17.0
12202.326491154712,11.0
-7018.512868180425,4.0
8551.34070849262,24.0
10957.824660883196,2.0
9516.564192534079,3.0
-6488.933749894183,23.0
-9986.865752002355,7.0
-5749.706919058152,21.0
8247.90070913826,1.0
-3688.9606317434536,19.0
-2940.215648967772,20.0
4769.136620838929,19.0
8045.335866290989,15.0
-594.0959689374358,13.0
11045.410447200034,14.0
11414.206527203965,10.0
13601.044130271095,17.0
3197.019267559414,15.0
9211.498830425742,22.0
15229.525127637142,1.0
10344.825535744465,18.0
9097.148064625791,8.0
1273.5076695464586,19.0
7804.071290637474,20.0
14173.91962552975,13.0
7875.2201437963795,6.0
-9701.57616028957,17.0
13086.554359029333,8.0
8851.14676504765,14.0
15204.627993703765,20.0
5658.923837875872,7.0
15759.848461156082,6.0
12927.019404676892,18.0
10189.13450917025,7.0
8522.551407044433,14.0
-2634.856449695429,17.0
11549.217355514033,15.0
4819.152901777215,21.0
9283.308122543902,23.0
13996.392766927991,6.0
-2503.2197387483093,20.0
12223.453738120941,0.0
11216.74241141875,14.0
7313.239263975229,17.0
3631.991341340452,21.0
11976.332400224292,15.0
12088.619792477382,14.0
15497.161878560391,0.0
-3049.2448910049497,19.0
722.4218696006083,12.0
7794.387402353017,3.0
1561.7424894767523,23.0
4520.369864227847,16.0
12059.67891715074,0.0
15964.01522147964,15.0
-2166.308723415974,21.0
6194.4041440930505,24.0
16887.11945364291,20.0
7754.4902354853075,1.0
2013.6575770924453,24.0
7601.212240631117,21.0
-11326.192459188042,16.0
8563.919561000714,22.0
2419.9221857553994,23.0
-7872.149045564388,19.0
1971.2510318561326,22.0
2844.757471251287,23.0
13082.06532483796,15.0
-9227.724936566978,22.0
696.9874900008817,0.0
-2546.6015502030596,8.0
-8878.122559742851,13.0
9620.695550031947,20.0
16849.84264903405,21.0
12089.493210963783,17.0
13043.598631060984,15.0
11242.521395551878,16.0
16622.684151780824,7.0
5790.359743694289,5.0
9876.351715268207,17.0
11131.582618492881,10.0
10706.153723801463,12.0
-7077.034067584252,5.0
7809.140362500155,0.0
-13303.867871093673,19.0
-7548.373962584737,6.0
-5116.207110627948,20.0
8979.84019073832,3.0
10514.310634541278,23.0
3548.569186148839,9.0
5475.925773670423,11.0
15241.97403203178,12.0
8299.454486206225,23.0
9216.129707473825,20.0
13972.032989400592,18.0
15383.512543312689,23.0
14570.832154976433,6.0
-3796.039515473015,6.0
4826.727229838749,15.0
5387.337991267308,14.0
6157.397567286187,22.0
11427.727262022046,20.0
14209.535342194918,11.0
12801.9350206544,24.0
2866.2167290773573,17.0
-2767.2097982936402,16.0
16318.78644244302,16.0
