sal_8_lc2vs0_iate,unem_x0
-5247.61237191162,23.0
-5936.081268004897,16.0
-18919.441037239645,4.0
-14707.782499432617,8.0
-16469.15064708127,22.0
-12774.949402169917,20.0
-12053.51819014192,2.0
-14026.353314398892,20.0
-13983.383125352026,22.0
-13134.478561131986,13.0
-29884.652334278322,11.0
-17681.150924771908,21.0
-16609.6116737232,7.0
-11969.49722271879,15.0
-5950.023047619556,23.0
-21467.992990178907,14.0
-11945.720340139294,7.0
-23984.303139984087,19.0
-14270.983694386445,14.0
-31714.984435430924,12.0
-16666.270956639855,22.0
-9190.945167600374,24.0
-16119.659878602992,16.0
-17563.439508625903,22.0
-12709.421738549398,13.0
-17881.349442808172,23.0
-21270.396143409,2.0
-10635.591001845489,23.0
-6349.551233765739,21.0
-25672.877520447033,2.0
-6822.170593997486,3.0
-15317.612865724008,12.0
-7312.44221386747,23.0
-16567.308543593586,10.0
-10771.937303749975,23.0
-23206.795175427615,9.0
-11427.513352134136,2.0
-16042.078033573871,5.0
-17658.06812471561,7.0
-11169.2081233098,23.0
-11499.894941943663,7.0
-13532.379106039434,10.0
-10474.096448959794,19.0
-7399.015417263921,12.0
-21831.30318425617,19.0
-12068.484378545407,3.0
-16817.388918640914,12.0
-8416.273475017142,4.0
-9300.107912582045,16.0
-12865.209168249243,10.0
-7081.880304338444,13.0
-15828.94892623536,21.0
-10728.199476209445,18.0
-13929.317983234097,2.0
-13986.61467723364,3.0
-8806.614629841293,20.0
-31091.26887296683,24.0
-12631.794461756976,20.0
-10562.048830745494,1.0
-19426.966405927375,21.0
-13447.30051696412,13.0
-12487.276177898975,19.0
-16920.067990057403,14.0
-12532.962823379246,17.0
-9913.747962433376,1.0
-13732.531740885568,22.0
-13666.649579562234,8.0
-8937.991690188243,8.0
-11118.370337633278,4.0
-9831.196112755113,10.0
-10573.756448907981,6.0
-28880.51804557306,23.0
-10686.25073508826,1.0
-13103.616710817836,18.0
-17959.01024925051,14.0
-10071.496266680999,8.0
-13782.46557292678,19.0
-16474.894839209068,16.0
-15764.240231078948,19.0
-28745.982583084147,2.0
-17947.466423922444,10.0
-21472.93628477188,0.0
-6541.960065761237,16.0
-11658.795107039548,2.0
