sal_7_lc1vs0_iate,region
5953.581473813945,43.0
8464.159484895521,47.0
6955.343047811722,61.0
-2020.5311061799866,56.0
10542.252531731996,71.0
586.1306613070973,68.0
4807.944093878532,15.0
7682.542326626744,15.0
1447.4128988806024,12.0
3889.160303714727,38.0
-13394.278717608084,52.0
8937.643842383708,49.0
9798.967674830696,38.0
5767.038233563757,83.0
9222.468931014642,53.0
12962.039103616275,62.0
4298.5463141792625,42.0
-6621.019697649846,77.0
133.68620445255715,7.0
-3060.6652236598966,60.0
-10470.388925968799,83.0
5694.045952312681,82.0
-7517.611412784086,24.0
11040.959300204564,22.0
11872.05034125171,23.0
10152.859535544063,43.0
-7127.511350725146,42.0
-11020.03432546015,4.0
5034.745716134099,85.0
-10578.027809877753,15.0
9021.633432821927,7.0
8406.276128862872,47.0
278.76665326555303,3.0
8026.2134060793005,58.0
6758.007200695988,69.0
-1742.2094198848172,51.0
8594.167566480068,19.0
8082.334098990295,40.0
-10557.429991132147,63.0
6943.199170499402,30.0
9244.221824454078,79.0
11191.36275667878,67.0
6735.662395158109,77.0
7358.825751417266,67.0
5162.883729185534,52.0
8336.795607308964,43.0
2286.2286628231523,64.0
9865.436773882437,18.0
5945.2864227698765,45.0
9483.486279094846,51.0
5602.926294863125,26.0
278.7240398223512,14.0
-3430.0447231433486,27.0
11411.257030759025,55.0
-13931.246226538718,17.0
2317.3674088288203,17.0
-13012.4128266551,75.0
6456.48340913016,60.0
8592.023239682687,62.0
9119.19420782378,22.0
-3219.7497230973618,47.0
2397.4886960786343,16.0
12706.676142674845,38.0
8538.243984216904,5.0
-5304.0038690836245,80.0
6508.104397677311,21.0
-3988.5053650855634,33.0
1615.289563760261,51.0
4415.3708165775615,17.0
8835.536156199285,77.0
-12044.882760781256,78.0
-10803.475381155049,33.0
9145.399011089045,9.0
-2099.7586157564037,42.0
10908.435183384005,35.0
9230.27621807873,64.0
8265.641815684608,62.0
305.3775326601158,67.0
-1121.5174551133005,33.0
-14952.84147696511,79.0
8888.239247329333,83.0
7487.523067365499,61.0
4515.458127579723,31.0
8050.305828954646,66.0
5618.28913955684,36.0
6956.717943621493,28.0
6583.677596505942,54.0
-620.8995594502067,39.0
-11346.419775309856,70.0
3724.3961245651662,26.0
-9060.6659610383,74.0
-46.94769175680585,2.0
11725.2630929413,50.0
6737.310521582071,19.0
5973.998567087952,49.0
-16592.641741688924,54.0
7158.139647361583,74.0
-4138.537774801963,23.0
3321.413222094924,76.0
3018.14040708269,58.0
4475.890759536209,68.0
11147.871202982484,19.0
1441.9820689004682,65.0
6551.4836993799645,47.0
1620.2932177768207,39.0
