sal_8_lc1vs0_iate,region
11167.868259257046,43.0
12771.957345204471,47.0
11841.187714049378,61.0
1617.968606159733,56.0
15376.371816342333,71.0
5270.188628254141,68.0
7810.821964283548,15.0
11454.249122621677,15.0
5223.773363349358,12.0
6858.561316999911,38.0
-9663.407087839396,52.0
13103.389880014718,49.0
12097.438624185725,38.0
9239.958723800344,83.0
13179.650120999831,53.0
15951.153664678173,62.0
7427.495471244962,42.0
-4119.966476765889,77.0
3457.031927894268,7.0
149.75301320187828,60.0
-7275.184140058531,83.0
9168.374599985378,82.0
-6527.476172219996,24.0
16253.06630444137,22.0
16422.098656896098,23.0
15321.748210100406,43.0
-3628.3790012153804,42.0
-7685.33914703547,4.0
8542.158590066798,85.0
-7065.184392669891,15.0
13417.309769282518,7.0
12998.666689159663,47.0
2568.7150861865366,3.0
12279.068538371455,58.0
10663.407638331797,69.0
1095.6619204992649,51.0
12067.220113124811,19.0
10386.527880966234,40.0
-8197.01825143729,63.0
9743.291037672116,30.0
14279.19116152325,79.0
14794.790952362648,67.0
10036.081758972612,77.0
8987.524484473266,67.0
7326.728430899922,52.0
11604.632379663148,43.0
7237.069809009081,64.0
13521.910460926332,18.0
9899.389649886894,45.0
14346.91029943711,51.0
9607.420887526034,26.0
3960.7541193922407,14.0
-1098.8198283710453,27.0
15695.805463145483,55.0
-10103.924075965262,17.0
4873.903170252894,17.0
-10119.550203775365,75.0
9930.176085039036,60.0
12117.303287205885,62.0
14307.525232743563,22.0
-849.3356609478012,47.0
5920.908264161411,16.0
16037.714572977082,38.0
13084.792813569362,5.0
-3639.5539772658262,80.0
9855.060227088901,21.0
549.9976655498417,33.0
4726.265182714535,51.0
7877.773261743288,17.0
12524.709497428434,77.0
-8867.378615785194,78.0
-7506.689442051908,33.0
12763.370004946453,9.0
1619.2753376311625,42.0
16952.586810947876,35.0
12985.979106122411,64.0
12139.683843232853,62.0
3837.237699619423,67.0
4353.628110462144,33.0
-9290.58064887695,79.0
12831.288885232156,83.0
13583.732123190504,61.0
7672.509246332883,31.0
11537.930439930818,66.0
8362.743088578783,36.0
9711.303802441362,28.0
10845.005053034678,54.0
2223.4597978211614,39.0
-7659.024642038418,70.0
7128.8727086562285,26.0
-6177.261267735563,74.0
2460.750005272962,2.0
14837.793943726854,50.0
10900.626064283631,19.0
10242.312911182507,49.0
-13867.61397649689,54.0
10449.270811530761,74.0
-4391.145172541228,23.0
6673.694642479495,76.0
5673.9221085431545,58.0
7422.990399709222,68.0
14667.475859258248,19.0
4260.229912227757,65.0
11046.846845822121,47.0
4791.924340922253,39.0
12856.471075525775,25.0
-7114.332520317785,61.0
11741.83469197449,50.0
-3119.6094749634603,47.0
593.8974318770306,78.0
-4595.217101075695,36.0
3435.4916708516885,71.0
-2049.11310328492,55.0
-5906.212465413824,30.0
-1356.5836848097879,35.0
7336.410478598748,54.0
5587.694614556962,17.0
14094.563459363051,48.0
8104.70017772447,69.0
14575.299061197293,65.0
10185.705307368611,23.0
9923.596533601993,19.0
-8782.899481326223,38.0
-4325.231420049802,5.0
-8654.164955134473,45.0
8065.370206955173,7.0
-1427.5687038590304,17.0
12844.42968846703,64.0
11350.731881801208,19.0
8729.534494898195,11.0
5282.089207295203,20.0
-4442.644260204349,53.0
12433.054950437607,1.0
10421.137339640607,41.0
9960.430538200624,27.0
13284.649472183879,70.0
11546.43001320228,52.0
-4703.720901432263,66.0
9707.572709917242,9.0
3226.5888974507934,36.0
12025.131736449728,84.0
12202.326491154712,74.0
-7018.512868180425,42.0
8551.34070849262,45.0
10957.824660883196,26.0
9516.564192534079,32.0
-6488.933749894183,34.0
-9986.865752002355,56.0
-5749.706919058152,8.0
8247.90070913826,63.0
-3688.9606317434536,9.0
-2940.215648967772,34.0
4769.136620838929,54.0
8045.335866290989,1.0
-594.0959689374358,43.0
11045.410447200034,61.0
11414.206527203965,66.0
13601.044130271095,1.0
3197.019267559414,70.0
9211.498830425742,17.0
15229.525127637142,5.0
10344.825535744465,22.0
9097.148064625791,28.0
1273.5076695464586,24.0
7804.071290637474,9.0
14173.91962552975,4.0
7875.2201437963795,8.0
-9701.57616028957,54.0
13086.554359029333,72.0
8851.14676504765,38.0
15204.627993703765,68.0
5658.923837875872,50.0
15759.848461156082,81.0
12927.019404676892,68.0
10189.13450917025,18.0
8522.551407044433,25.0
-2634.856449695429,37.0
11549.217355514033,48.0
4819.152901777215,30.0
9283.308122543902,50.0
13996.392766927991,30.0
-2503.2197387483093,78.0
12223.453738120941,44.0
11216.74241141875,52.0
7313.239263975229,5.0
3631.991341340452,47.0
11976.332400224292,76.0
12088.619792477382,68.0
15497.161878560391,30.0
-3049.2448910049497,15.0
722.4218696006083,58.0
7794.387402353017,74.0
1561.7424894767523,27.0
4520.369864227847,62.0
12059.67891715074,27.0
15964.01522147964,2.0
-2166.308723415974,5.0
6194.4041440930505,40.0
16887.11945364291,26.0
7754.4902354853075,18.0
2013.6575770924453,20.0
7601.212240631117,34.0
-11326.192459188042,27.0
8563.919561000714,56.0
2419.9221857553994,59.0
-7872.149045564388,60.0
1971.2510318561326,47.0
2844.757471251287,4.0
13082.06532483796,73.0
-9227.724936566978,4.0
696.9874900008817,5.0
-2546.6015502030596,14.0
-8878.122559742851,42.0
9620.695550031947,41.0
16849.84264903405,13.0
12089.493210963783,74.0
13043.598631060984,10.0
11242.521395551878,76.0
16622.684151780824,12.0
5790.359743694289,44.0
9876.351715268207,60.0
11131.582618492881,17.0
10706.153723801463,54.0
-7077.034067584252,23.0
7809.140362500155,19.0
-13303.867871093673,9.0
-7548.373962584737,29.0
-5116.207110627948,52.0
8979.84019073832,14.0
10514.310634541278,65.0
3548.569186148839,41.0
5475.925773670423,61.0
15241.97403203178,21.0
8299.454486206225,39.0
9216.129707473825,46.0
13972.032989400592,80.0
15383.512543312689,6.0
14570.832154976433,3.0
-3796.039515473015,1.0
4826.727229838749,13.0
5387.337991267308,66.0
6157.397567286187,40.0
11427.727262022046,40.0
14209.535342194918,41.0
12801.9350206544,9.0
2866.2167290773573,23.0
-2767.2097982936402,51.0
16318.78644244302,17.0
-8077.681598420842,39.0
11233.058130398898,45.0
5044.598154564816,81.0
6558.3318931624035,33.0
14571.168674000844,35.0
15870.785335710094,51.0
3550.975675709905,53.0
1905.6826001721756,59.0
-7657.970113242925,11.0
13315.399984716143,25.0
6024.308093296446,25.0
-533.986853810331,49.0
-12882.27486438002,62.0
-506.21422033976705,58.0
-10433.114379962219,17.0
10247.760195243482,21.0
6072.701347280881,25.0
10922.71471672734,75.0
12047.166089315884,8.0
13798.514795623902,6.0
10842.397954611093,29.0
5690.696118728794,69.0
5590.443977908719,18.0
11337.650459474797,83.0
12927.815068894042,10.0
10565.716350723233,78.0
-2701.462843362995,64.0
-5117.621045908502,81.0
14169.817228634438,85.0
-790.1498889038323,69.0
13042.2397552045,35.0
