sal_3_lc1vs0_iate,olf_x0
-17415.1031705239,56.0
-25305.746235323335,85.0
-27814.00738551387,51.0
-23939.495178166268,54.0
-32443.469793722445,38.0
-19252.828301220972,28.0
-21754.414397683897,83.0
-26132.066732960135,52.0
-19583.607062069976,12.0
-29068.56497138829,39.0
-33507.81939066237,14.0
-34557.90536122679,71.0
-33206.990960703944,41.0
-25771.020703622424,51.0
-21224.217152578247,62.0
-40443.119240977925,17.0
-17639.679563740265,67.0
-32622.856521167563,1.0
-20722.610646580728,16.0
-35297.5177895776,31.0
-32741.071619922895,54.0
-19326.05310331602,40.0
-23070.99496129854,6.0
-36175.13211878299,56.0
-34617.33914352088,44.0
-36608.90174036606,47.0
-30837.182013579775,26.0
-17907.461941494585,59.0
-17942.07663414947,63.0
-34530.805564419235,15.0
-25160.126131207566,59.0
-35437.80081658537,38.0
-25256.23755639718,32.0
-30421.807644231583,57.0
-23428.232273581387,27.0
-27813.945823005313,33.0
-29688.119503097078,57.0
-30693.88810294368,21.0
-24291.688135672623,42.0
-28981.839002558616,18.0
-21607.353406322574,68.0
-37396.64686358427,30.0
-25870.094242852567,41.0
-32055.392412779005,30.0
-39685.59554082267,37.0
-29489.562612563448,26.0
-38482.96106569735,2.0
-22189.204744630057,75.0
-17004.71819721548,33.0
-35409.17293620383,40.0
-17823.56200956145,75.0
-37766.41872497764,37.0
-22640.68299875898,34.0
-32253.05936951845,71.0
-24654.80903645283,12.0
-23186.145612880962,75.0
-34743.95167606504,49.0
-22366.00685744034,33.0
-25836.235321440174,57.0
-29608.902779363212,71.0
-20837.19399697987,54.0
-17833.9782615763,35.0
-38674.99777111044,9.0
-19625.56066145896,24.0
-22575.15831563789,14.0
-31723.31485709041,81.0
-17990.528686408485,47.0
-19073.293046008315,31.0
-19171.713840372962,38.0
-24268.749474896184,44.0
-19316.23011260044,23.0
-35173.125778535265,26.0
-31740.68098378273,63.0
-21134.055669029673,41.0
-34694.17471644448,69.0
-34348.869748631536,55.0
-25489.38137249599,29.0
-21774.562287047534,7.0
-19630.555238780216,3.0
-32619.98634424249,9.0
-35605.72143464559,62.0
-35823.39271572521,38.0
-22163.002399586272,54.0
-34187.682101731305,69.0
-23796.58483179108,5.0
-24214.05996981355,54.0
-17390.836837062387,49.0
-37759.11185731662,28.0
-18055.12477987335,29.0
-30961.690124440465,33.0
-24125.136919558492,35.0
-23011.67190106832,57.0
-33437.35512490579,25.0
