earn_x0_lc2vs0_iate,region
402.61869073504147,43.0
366.0100724439353,47.0
163.8518999549147,61.0
296.89686479473323,56.0
176.4278736922687,71.0
520.9404115534439,15.0
389.0508508547497,15.0
314.98864408537213,12.0
160.44918410335296,38.0
181.1053914497443,52.0
87.15588390627511,49.0
87.00624820264386,38.0
185.5783285605771,53.0
79.79599521132161,62.0
297.9929767378393,42.0
137.46607725225033,77.0
247.31665372288555,7.0
157.71967612483422,60.0
447.7048995409559,83.0
390.13713693149646,82.0
259.00225868964753,24.0
46.50696629488766,22.0
172.91537985940738,23.0
245.9612133025576,43.0
252.56719883045682,42.0
344.4549021950641,4.0
364.08901457277244,85.0
217.19876985209783,15.0
198.31551701605414,7.0
122.17094534587318,47.0
301.4181478258839,3.0
67.08348904212573,58.0
315.3018547576386,69.0
84.64366400657397,51.0
200.12884786676256,19.0
67.49240935784307,40.0
199.1054902780786,63.0
241.07530876343623,30.0
269.14734737689673,79.0
7.555602283883104,67.0
400.1005354285779,77.0
132.99515649976325,67.0
-24.967151808784593,52.0
88.88604854023309,43.0
309.3232911041556,64.0
6.803231120547196,18.0
181.69455770506966,45.0
363.60250603239234,51.0
392.47704816335784,26.0
217.4648409051372,14.0
198.49686863041967,27.0
208.7559482436707,55.0
167.9478891268436,17.0
187.81554013011157,17.0
148.72327564199637,75.0
311.75524382163326,60.0
142.61480803941663,62.0
209.51868748524294,22.0
338.387729667707,47.0
221.38059597129808,16.0
65.34130368694866,38.0
124.51866729395871,5.0
422.9669392882884,80.0
133.86546316805394,21.0
313.66997541030685,33.0
340.4179413427343,51.0
228.61559251196803,17.0
311.5524664352671,77.0
463.0142686127832,78.0
125.0197672540038,33.0
158.16017258704585,9.0
222.48568765556837,42.0
115.6100756842153,35.0
313.96397046859516,64.0
18.66921270476908,62.0
229.65042773086665,67.0
197.771345164454,33.0
47.23410477642199,79.0
104.84165267656712,83.0
357.90698652512833,61.0
303.6996304248426,31.0
136.22639727804966,66.0
229.0580255014072,36.0
369.51649657820246,54.0
27.49908833161328,39.0
366.75151147316257,70.0
441.51364741509235,26.0
152.13491418642184,74.0
135.24382020303187,50.0
306.1772110215108,19.0
254.17728659383437,45.0
280.55004763435113,49.0
178.93274676602618,54.0
117.29114606225002,74.0
124.8665603515255,23.0
359.80794478110056,76.0
84.98544199086425,58.0
165.84306467943082,68.0
109.64503650781728,19.0
146.74019879848922,65.0
368.01530665870973,47.0
325.8495435417833,39.0
-26.361016166624893,25.0
116.33920930276079,61.0
317.8837612823156,50.0
505.6617235873639,47.0
-2.2733054729034734,78.0
234.67382534898525,36.0
244.43941967301612,71.0
381.57029569151484,55.0
125.6921243432688,30.0
185.4005322692725,35.0
67.71145622202295,54.0
140.69754329151453,17.0
426.222502511348,48.0
156.1653547449095,69.0
-30.27439747304868,65.0
105.42686062002,23.0
103.84252368528394,19.0
174.1130053566383,38.0
165.97991406161688,5.0
497.177163855852,45.0
153.08892373356437,7.0
94.79256953157926,17.0
290.4133318400806,64.0
97.27040452183832,19.0
192.86804834893394,11.0
342.696026950566,20.0
290.1987328032491,53.0
