sal_6_lc2vs0_iate,olf_x0
-24175.49952887165,56.0
-37644.306245692795,85.0
-41774.24885514537,51.0
-33907.70380927214,54.0
-42734.5016392938,38.0
-28256.048735470613,28.0
-33525.43909255674,83.0
-38386.15852157819,52.0
-28922.21267130518,12.0
-42930.72263612295,39.0
-49889.004325146045,14.0
-49697.368101668486,71.0
-48631.796164722735,41.0
-38963.88178028837,51.0
-30453.211026623034,62.0
-45703.173919374734,17.0
-27526.60382064696,67.0
-48369.575924528755,1.0
-30994.778630340537,16.0
-48887.46672207018,31.0
-45485.61834542888,54.0
-29956.69873805999,40.0
-35958.05474157458,6.0
-47727.25408362625,56.0
-45547.68203741657,44.0
-49336.160620156275,47.0
-44006.96607443006,26.0
-28746.232083108007,59.0
-26725.36900565235,63.0
-49844.62249313058,15.0
-34993.810378004586,59.0
-46933.609250371825,38.0
-38238.125144517304,32.0
-43118.61631691102,57.0
-34715.69681904313,27.0
-43306.858702936275,33.0
-42932.2512256228,57.0
-43760.05935382309,21.0
-36456.04356933512,42.0
-43460.075069463026,18.0
-32804.577091062376,68.0
-50095.18654631159,30.0
-40227.7906430085,41.0
-47496.92463854348,30.0
-50793.36457817829,37.0
-39838.197843851354,26.0
-48736.61675234159,2.0
-30380.601656884406,75.0
-25765.44589624832,33.0
-44451.463547010135,40.0
-27071.744359408982,75.0
-52616.62268830852,37.0
-32766.281007559654,34.0
-43637.05108317953,71.0
-37385.71304727884,12.0
-34893.187587386914,75.0
-54168.18276761321,49.0
-32226.48807958665,33.0
-37546.74613259119,57.0
-42173.35564754839,71.0
-32231.02645220509,54.0
-27745.50501997089,35.0
-44816.62856405995,9.0
-28552.125681694313,24.0
-34321.14290346238,14.0
-46466.44725565084,81.0
-26610.308041934426,47.0
-28978.79579667786,31.0
-30801.312837164383,38.0
-35727.48637397886,44.0
-30472.448577481337,23.0
-52496.91604240361,26.0
-44413.075345613484,63.0
-30634.99313903517,41.0
-45868.11240390013,69.0
-47756.72323454429,55.0
-37086.55974600767,29.0
-31441.539008799526,7.0
-28948.368448043933,3.0
-50926.39927797951,9.0
-49471.26665671471,62.0
-47430.628552300725,38.0
-30083.067410572563,54.0
-48478.117179467736,69.0
-35871.94100089845,5.0
-37563.28034263325,54.0
-23707.892965082465,49.0
-55013.9607892666,28.0
-26933.380652613858,29.0
-42432.77442821894,33.0
-36693.285560292585,35.0
-34466.385349774486,57.0
-44786.25271410722,25.0
-25079.710568834922,47.0
-46624.17207177593,64.0
-46233.45156641846,14.0
-35299.52875955108,66.0
-35808.700071558545,24.0
-26464.620291275576,63.0
-36561.3832011536,57.0
-46942.1852264604,20.0
-46674.430417963464,57.0
-44876.277831677835,48.0
-30663.01927852461,54.0
-27835.297745203658,59.0
-47036.156686293805,71.0
-41252.58504182754,58.0
-41706.08515700768,65.0
-30917.916080956824,38.0
-56756.140800150424,14.0
-33523.49029144741,47.0
-44064.05244497225,38.0
-28572.100246978916,14.0
-38838.61299412964,28.0
-45844.427912838466,18.0
-25459.206196933254,69.0
-35954.32114680067,57.0
-35254.42142447274,75.0
-36705.31006188789,41.0
-49044.7162852619,82.0
-44074.92769858142,34.0
-46598.44418384483,27.0
