sal_7_lc2vs0_iate,school
-14966.329336529681,10.0
-22973.602023819152,10.0
-31733.93188014781,10.0
-23784.020122548165,10.0
-29944.32396814643,12.0
-20681.806688880657,10.0
-23681.351490448036,8.0
-28546.654518830932,10.0
-20567.6749966686,10.0
-29338.50146850353,9.0
-37211.55080423472,10.0
-35369.195541491725,10.0
-34309.53282561989,9.0
-27423.338946637326,8.0
-18961.885957543196,10.0
-39463.14024115179,12.0
-20679.679856243347,9.0
-36166.90878704943,10.0
-22080.32337065613,10.0
-39338.87674069799,12.0
-29044.748833477326,9.0
-19700.845107069435,9.0
-24795.947589373252,9.0
-34194.25163903,12.0
-28948.978051128724,12.0
-33628.75533818539,12.0
-33294.85269875201,10.0
-20025.783157884176,9.0
-17856.080709183225,9.0
-38585.88319015798,10.0
-22370.934548846297,10.0
-32039.2368437174,12.0
-24069.211810925473,8.0
-29842.934248331112,9.0
-22161.382840033668,10.0
-33219.19196148272,10.0
-27760.28955646064,10.0
-31177.093761748212,10.0
-27350.894723285004,10.0
-28034.107661718932,8.0
-20359.972304553197,12.0
-34541.64112295194,12.0
-26754.036650084316,9.0
-30874.663846205203,9.0
-34585.75660814259,12.0
-26927.58953247995,12.0
-36652.21342550219,12.0
-18285.372275478203,12.0
-17442.544103720596,9.0
-30463.191571068168,12.0
-16657.901816816444,9.0
-32040.6074986109,10.0
-21197.90645089332,9.0
-32588.12277359507,12.0
-26578.006107730056,9.0
-23218.005625506295,9.0
-39704.433482925,10.0
-21271.17073435334,10.0
-25465.91291912157,10.0
-28596.26025118721,12.0
-22665.93137924984,10.0
-21066.55732084836,8.0
-35013.1217928105,12.0
-20064.88736712063,12.0
-20857.614476816023,8.0
-33108.92692225514,10.0
-20517.031086452855,10.0
-19197.08046076174,8.0
-20729.766060986596,8.0
-23107.12160189483,10.0
-19453.21552995719,9.0
-38084.04054120039,10.0
-29529.329986213503,10.0
-22484.351455840544,10.0
-30675.55461081333,12.0
-33363.28145670936,10.0
-25448.749172298056,10.0
-22894.359495292672,10.0
-22553.387281012354,12.0
-37491.15928986399,10.0
-36149.867270031405,10.0
-34209.304842846796,12.0
-19436.212252643218,10.0
-32619.86597012952,10.0
-21750.97084995175,8.0
-25916.04688715714,9.0
-17426.60891168377,10.0
-40688.684498072354,10.0
-18648.703599400906,9.0
-25881.035990991557,9.0
-27806.1128913754,10.0
-24455.246137663096,10.0
-33500.4284907447,12.0
-16460.58965374005,10.0
