sal_6_lc1vs0_iate,lmp_cw
4786.872201996116,3.0
4937.87493474165,3.0
4491.152950496435,2.0
-2632.9534004147313,4.0
6295.935285934222,3.0
-2279.549880175713,4.0
1765.0500781177957,3.0
4688.2744782647505,3.0
-638.9576443182382,4.0
960.9896371314971,3.0
-18236.03144106409,2.0
5589.539260932188,3.0
5523.929928554506,3.0
3044.6600191746147,4.0
5738.071236309972,4.0
9723.306466737911,3.0
1567.081583005752,2.0
-12953.701944487842,3.0
-2652.652873074645,1.0
-7147.628432542682,1.0
-13012.106493399757,1.0
2818.2069071708634,4.0
-10446.080726259752,4.0
7484.336287808139,3.0
7563.904390672153,4.0
6552.785888706549,4.0
-10088.094938680853,3.0
-9757.948007938514,1.0
2674.7150364409495,4.0
-13536.185591746458,3.0
5272.717361686055,3.0
3624.9324330982417,1.0
-1790.5499210627877,1.0
4450.627062331365,4.0
3305.514783733077,2.0
-4952.949111954732,4.0
3856.2134153104744,3.0
4582.272173993855,4.0
-13022.853196914615,2.0
3274.938842368805,4.0
6440.2186368124985,4.0
6379.169444053601,4.0
3022.208913924107,3.0
3647.860432091442,1.0
1213.3476412751952,3.0
4472.0675822993635,1.0
-625.4468351277974,1.0
5087.550125389053,2.0
3653.5182546119486,4.0
5794.630189021966,1.0
2954.959111921852,4.0
-3515.2100849879716,4.0
-5258.80000862891,4.0
7920.117367699964,1.0
-16237.205064735477,1.0
-1484.8822309506913,1.0
-17442.095032407662,1.0
2721.4020784109844,3.0
4197.474641707155,4.0
6680.968443067644,3.0
-4404.343353272665,1.0
-100.26183126314459,1.0
8645.319146987422,4.0
5775.252323229994,4.0
-7801.850264728622,4.0
3311.4756508859973,1.0
-5269.406740862252,3.0
-2103.465159099963,1.0
1423.4083593945159,4.0
4441.066818808058,3.0
-12212.603364041408,1.0
-14710.221032450838,4.0
5124.652344713599,2.0
-5095.864270302011,4.0
6891.059756759703,3.0
5808.817652304406,1.0
4665.370645478131,4.0
-1910.6901316000237,4.0
-2736.7668394826387,2.0
-16919.38506887057,2.0
6132.771242077288,2.0
4588.3405217631735,3.0
-151.8382505368918,1.0
4569.512182941555,1.0
1688.3861740438851,3.0
3296.7419693332295,3.0
3392.700723136222,2.0
-2851.718178426905,4.0
-11597.630430945095,3.0
-768.0156106042305,1.0
-12207.421863217565,1.0
-1153.9752578158332,4.0
6904.169317361218,4.0
4069.2872177568597,1.0
3090.1067243680372,2.0
-19985.985395021125,1.0
3112.800600554565,1.0
-8072.731749132867,4.0
656.5945063531718,1.0
-1372.943665715262,1.0
1792.7363295847736,1.0
6065.646419252873,1.0
-2464.685386153291,3.0
3195.0308217386364,3.0
-665.6062343062115,1.0
6736.237288929911,1.0
-11077.76233821836,2.0
3716.3082070790533,2.0
-6644.117470081756,1.0
-5866.20075913652,3.0
-7181.167611531336,2.0
-2199.796967185379,4.0
-8887.181049766526,2.0
-9770.454698552398,2.0
-6294.066371884856,4.0
159.15938019624286,1.0
-363.8276380789266,1.0
5281.9335272748585,4.0
2420.6234099556314,3.0
6051.087569260875,4.0
3188.027036552512,2.0
1827.9040803504686,4.0
-17381.645628536415,3.0
-8371.247620275932,1.0
-12521.679696084033,4.0
1436.7539807482935,1.0
-7563.259859603859,2.0
4426.744283714175,2.0
4197.543312816206,4.0
2291.868658165052,1.0
-334.64032086928296,3.0
-9193.829262261133,4.0
3901.672833191993,4.0
2290.68019967818,3.0
3601.5426088475147,4.0
4889.968415061785,3.0
4776.317397319319,3.0
-11383.712730189092,1.0
5345.62554010157,3.0
-369.9709447580432,3.0
5014.716319193913,4.0
4244.829693499269,3.0
-13335.411666802129,2.0
568.2271462547942,3.0
2873.590565807859,2.0
3744.966755755642,3.0
-17472.935686990473,2.0
-12522.449827529663,3.0
-9022.093225154546,4.0
1927.0611601503374,3.0
-9927.082041628997,3.0
-5262.839785365224,4.0
-2620.92764620186,1.0
3004.2085255513157,4.0
-4252.394767611783,4.0
2549.3645043564475,4.0
4224.07823645749,4.0
6065.821833518337,4.0
-3822.3889386733053,3.0
2254.8412594924766,2.0
9083.390159588915,4.0
2730.1015356678126,2.0
2522.8744711917225,2.0
-6675.619571720854,4.0
1516.7544096736456,2.0
3678.9038510865357,3.0
1636.3531959820157,3.0
-17603.85478488695,1.0
6151.87160310871,4.0
3326.5239687697267,1.0
6994.551797317554,1.0
-515.1958000604718,3.0
8205.681604173915,3.0
3847.0158588221566,4.0
2880.5922872683896,1.0
2531.63887742154,4.0
-7029.300356241162,1.0
3739.7013458415277,2.0
-591.1920712217352,3.0
1107.8634911683366,4.0
7296.11659145723,4.0
-6189.807873404587,3.0
4663.133189528242,4.0
4786.003601693124,2.0
1429.8211195725044,3.0
-5748.666451559575,4.0
5356.535101539683,4.0
4415.268886380886,2.0
8130.494540700656,4.0
-11122.954612065634,2.0
-4241.32823274867,3.0
3187.649546913588,1.0
-4141.795261008749,4.0
-2621.6192655842515,2.0
4365.166947262896,3.0
8698.74482709504,4.0
-5334.406731151377,4.0
-260.98879897110237,1.0
6647.206036553049,4.0
2252.8275506670607,3.0
-4101.508913815704,3.0
381.1246878691418,3.0
-15154.125817164386,3.0
2419.2046412574864,1.0
-4060.2453350468927,3.0
-11673.04070896917,1.0
-1629.8672975381996,2.0
-1567.2542411784952,1.0
6101.803355624065,4.0
