empl_ttl_lc1vs0_iate,school
2.734145806375841,10.0
2.733763901957773,10.0
1.8047185994631745,10.0
-1.029717771406037,10.0
3.1263610473491443,12.0
-0.058981509782432884,10.0
2.1657381144013694,8.0
2.401928456837493,10.0
0.680329556031509,10.0
0.37195152843697965,9.0
-4.363686717930491,10.0
2.21452928952114,10.0
2.0035232215322507,9.0
1.6775215354926198,8.0
3.3898256321744142,10.0
3.1597167322302515,12.0
1.8160974559504925,9.0
-2.8322023695092438,10.0
0.31319667351234637,10.0
-1.052660357486031,12.0
-3.418035729968002,9.0
1.8727026339508603,9.0
-3.1887759186564897,9.0
2.5694095597617066,12.0
2.4864635896142526,12.0
3.2491501166020456,12.0
-2.3362346525388267,10.0
-3.5079892821939023,9.0
1.7186309813768772,9.0
-3.52097133699613,10.0
2.159930645919081,10.0
1.852752758681513,12.0
0.3699076130875494,8.0
1.9178539657701823,9.0
2.160631450806557,10.0
-0.6261038013853719,10.0
1.958838942250689,10.0
1.1133342992970636,10.0
-3.1127059603657656,10.0
1.5423922903156317,8.0
3.5174852906647156,12.0
2.9496877725277306,12.0
1.74200635567575,9.0
0.8954916852513479,9.0
0.7716246688652904,12.0
2.154390187064358,12.0
-0.6513851198052913,12.0
3.2416538799148142,12.0
1.5732221021309907,9.0
1.3239619574093768,12.0
1.9383928982007543,9.0
-1.1622728423962667,10.0
-1.5424114689106698,9.0
2.1725584863025142,12.0
-4.478808731445759,9.0
1.5760814257680673,9.0
-3.9561255197591563,10.0
2.6333899770995877,10.0
2.024175826505865,10.0
2.7096023228420094,12.0
-0.7575994947977511,10.0
1.0004787119368705,8.0
3.3335154833598812,12.0
3.0111929052101143,12.0
-2.238033096824865,8.0
1.3876771887399806,10.0
-0.8839388127776777,10.0
0.7071918039126455,8.0
2.0430095790870952,8.0
2.2773127688955745,10.0
-3.8358260977714917,9.0
-3.3195286790854146,10.0
1.9655469046584093,10.0
0.0858018191278409,10.0
2.4478863556712835,12.0
0.9489983442379888,10.0
2.3315956124252897,10.0
0.0030516954447437072,10.0
-0.30996877286502356,12.0
-4.661176893015084,10.0
1.4034833898168673,10.0
1.7750928352639108,12.0
2.4342910999078353,10.0
1.1553952192663268,10.0
1.2000313072705389,8.0
