empl_ttl_lc2vs0_iate,region
6.163441855289333,43.0
6.87880017533317,47.0
9.149766558368407,61.0
10.266228597454887,56.0
6.951079501388164,71.0
9.276540923628799,68.0
7.587936880337879,15.0
7.8239298758118245,15.0
9.05462691847279,12.0
8.463603806471886,38.0
12.238035735549097,52.0
8.440010064652737,49.0
8.050065177574316,38.0
8.2896217224377,83.0
6.291101268481792,53.0
6.92899149797147,62.0
8.426213814631765,42.0
11.46385489592294,77.0
9.178250708932286,7.0
11.518279579254521,60.0
10.466459886200404,83.0
7.694643474159699,82.0
11.21283396314876,24.0
7.9991331377692205,22.0
7.8891407861503735,23.0
6.6931878857196985,43.0
10.93660616540008,42.0
9.782235246124374,4.0
7.931684855077413,85.0
11.84180630648341,15.0
7.086924827785264,7.0
7.865561097345541,47.0
6.868759102058374,3.0
8.499836797783319,58.0
7.395286182766324,69.0
11.28378208432106,51.0
7.675038135836944,19.0
9.617147448808797,40.0
10.976510798370676,63.0
7.923018652954744,30.0
7.0617831797824335,79.0
6.939410332171203,67.0
8.118218280697032,77.0
8.189016549476088,67.0
9.69768990961851,52.0
7.346375147974815,43.0
9.90441106339564,64.0
6.405912153003442,18.0
8.294342172997709,45.0
8.287528001714033,51.0
7.663514534262634,26.0
10.500518999022152,14.0
9.221198663496091,27.0
8.219600881683478,55.0
10.702213873666865,17.0
6.478314231639317,17.0
12.431458174677608,75.0
7.1795271862451004,60.0
8.063379017997919,62.0
8.28712537876436,22.0
9.580632096524058,47.0
8.600102786138653,16.0
6.055977332407223,38.0
8.281793776501878,5.0
9.460201935379366,80.0
7.730822168213375,21.0
8.904470076277926,33.0
7.605012115365937,51.0
7.900141785019246,17.0
7.384268257787621,77.0
9.293774331134758,78.0
11.60051210735136,33.0
7.30676886572005,9.0
9.050585209552782,42.0
8.707314336405636,35.0
8.723857045341706,64.0
8.174621595361153,62.0
10.024150581837524,67.0
9.976441157733113,33.0
12.946431242840182,79.0
8.803543464068701,83.0
8.319533050854536,61.0
5.36276071674245,31.0
8.029235731669095,66.0
7.751171251940067,36.0
8.082566372138862,28.0
7.633294555314956,54.0
12.101343456275874,39.0
8.96856112163362,70.0
8.187085734408871,26.0
10.368634827191713,74.0
9.907694107861598,2.0
7.829818379922157,50.0
7.031629432286003,19.0
8.68829868347227,49.0
11.74122960068575,54.0
7.161526849282808,74.0
10.105068916502445,23.0
8.046446463066893,76.0
7.06301375449098,58.0
9.39175110175957,68.0
8.617240414283625,19.0
9.444249928645432,65.0
