sal_avg_lc1vs0_iate,age
-463.5134964850075,34.0
-1847.6121512813606,44.0
-3666.724739464624,42.0
-8612.123074431593,47.0
-2932.6937992341045,46.0
-5665.001479048335,48.0
-3441.455896700628,37.0
-2838.081801430034,44.0
-5190.987333464111,45.0
-6679.015808655394,35.0
-21088.555720797518,34.0
-5050.337640104915,46.0
-4330.400558687103,49.0
-4328.147398870947,49.0
-227.3310448535001,47.0
-3114.376081052069,46.0
-2435.840640920914,38.0
-16801.22053844198,41.0
-6820.418310267503,48.0
-13760.996006129913,30.0
-18046.20407907882,35.0
-2321.9146750212035,42.0
-13241.461328514491,40.0
-3071.1915495259636,38.0
-3206.1550970958815,46.0
-4154.286240049652,45.0
-15006.888634045421,34.0
-12021.335593992317,34.0
-2070.320258066649,40.0
-18397.953562721774,37.0
-1889.9598735848067,47.0
-6092.692729795937,33.0
-7701.838036392345,41.0
-4284.4747535413135,48.0
-3070.9207159497073,40.0
-10186.839265724968,46.0
-4058.7263050805213,45.0
-4234.555661910754,41.0
-14841.704162924552,37.0
-4721.648946031485,49.0
-146.33265380804733,50.0
-4296.2630037981,38.0
-3968.027247398874,44.0
-5487.07629086311,43.0
-10821.706583671672,48.0
-3549.0933660013307,36.0
-11176.52039152875,37.0
-396.6216945757319,41.0
-1308.7933614894814,45.0
-4321.738163391497,36.0
-1679.3250543333627,46.0
-13825.385441420818,50.0
-9705.903919529801,48.0
-1941.5600032764141,40.0
-17026.261987989732,33.0
-5681.7423330438905,31.0
-20707.0330507153,34.0
-2715.2386861927334,39.0
-2681.9901047023614,45.0
-2220.630708743636,36.0
-8836.783466818752,38.0
-4080.681291087498,33.0
-3567.7506740129465,50.0
-61.335691092783236,45.0
-11229.120037878332,47.0
-5514.657729756771,45.0
-8119.786103787983,33.0
-5653.52315359179,31.0
-3021.041312560856,47.0
-2202.385252410416,43.0
-13711.866136237812,34.0
-18989.895255672345,35.0
-3881.4391296977374,41.0
-8124.260113193133,40.0
-3051.0709837098984,42.0
-4554.147313564168,42.0
-2590.3474344504584,49.0
-6908.662810779987,46.0
-6718.468603575587,37.0
-20004.11782997079,31.0
-4994.17674915204,48.0
-5496.559239267674,32.0
-4302.962053225012,31.0
-5998.531895427332,41.0
-4408.9201187223625,49.0
-3362.967842835391,49.0
-1128.8177198612432,36.0
-12334.234629367966,44.0
-12821.893128497695,33.0
-8054.551426553307,32.0
-14090.634343899208,30.0
-7617.00934659194,47.0
-2796.7528572068677,48.0
-924.3493473975327,45.0
-6411.868072222467,35.0
-20986.804676169333,32.0
-3079.8646357343596,32.0
-11235.67700380837,46.0
-3300.177699021644,40.0
-6319.144300785714,31.0
-7220.067168747151,36.0
-3752.450922899925,34.0
-10122.392623717966,50.0
-2059.022433649013,41.0
-4420.459952515183,36.0
-3657.864961302712,35.0
-14497.581488513384,45.0
-3280.972619140177,40.0
-10016.71235935498,30.0
-14130.109560966343,47.0
-11526.239612007646,48.0
-9627.575265321331,46.0
-10242.502781571557,31.0
-12375.299110150594,40.0
-12775.022272749104,48.0
-2962.474796183898,31.0
-5733.944012197651,36.0
-412.1666286333357,39.0
-4173.934912833149,43.0
-4446.523276926744,36.0
-5546.287796963205,43.0
-6644.11394764167,36.0
-20463.510461793707,32.0
-11421.98582790083,30.0
-14588.283114557971,35.0
-4296.934160502246,34.0
-15308.381580177347,44.0
-1918.6337455126795,49.0
-4904.122555143582,48.0
-3782.712618864375,46.0
-4336.140585564779,37.0
-13019.588975640676,37.0
-4701.720109369658,49.0
-1862.2777478242601,34.0
-1651.7998929613907,43.0
-2245.9113882877136,35.0
-5098.816434561995,45.0
-16139.686901748266,42.0
-7755.282672002702,47.0
-5407.08598283951,43.0
-4648.452389895047,47.0
-520.2555182121824,42.0
-19495.373864824538,37.0
-4733.99346998361,35.0
-5677.709380763717,38.0
-5579.931288879409,39.0
-21197.19050276631,34.0
-14020.929154737747,31.0
-12981.51684400324,45.0
-2648.987215829232,46.0
-16753.22068041909,42.0
-8524.629155095869,41.0
-5975.7220879643555,30.0
-9125.532586995547,49.0
-7619.046303009428,50.0
-2855.5861638259344,33.0
-3025.80977979283,48.0
-2497.1665053223405,45.0
-7184.193202091381,46.0
-2807.5231955634727,47.0
-3080.2095312836827,50.0
-5494.654000863123,36.0
-1819.1616023078777,31.0
-13599.512198976117,43.0
-4661.803029523229,48.0
-4762.071432685161,33.0
-5145.8303435802845,39.0
-21717.092405464806,31.0
-3919.964005010719,46.0
-4024.1951723153097,44.0
-2932.832439347372,48.0
-4971.014798354618,35.0
-2767.8809390932074,42.0
-5493.866697337419,45.0
-3395.3322138116737,36.0
-2909.152985407408,50.0
-9920.038541856888,38.0
-4852.356244613505,35.0
-5584.926950041488,38.0
-7964.870549707954,48.0
1188.2644897576415,40.0
-10620.148151167941,46.0
-1895.3452563455157,46.0
-797.0658975308482,32.0
-2664.530717755539,40.0
-14399.804235434925,44.0
-2840.982919313621,40.0
-294.823861665057,50.0
-3326.1624383451854,47.0
-17341.001304706522,39.0
-13342.804826578384,40.0
-6679.770675387863,35.0
-10378.034609233022,47.0
-7586.032266469163,40.0
-2138.3843792674684,45.0
-2962.947797366005,50.0
-9445.061591712047,43.0
-4628.850483957177,38.0
-2371.9455295516873,40.0
-2504.6642034590996,44.0
-7650.088853001282,41.0
-10049.364534438413,50.0
-16409.512754677424,38.0
-2227.1544694534746,32.0
-7726.152897312458,44.0
-14604.015872915012,43.0
-6757.192295640221,46.0
-7165.033228111049,30.0
-996.4244833159037,41.0
-13969.073750347066,36.0
-11130.593381398494,48.0
-11059.005339752528,50.0
-20418.006016131432,30.0
-4505.262376376648,39.0
-2650.541807093161,50.0
-4300.282986492604,34.0
-4476.765153839628,44.0
-5152.243767786587,40.0
-2561.134512646273,48.0
-7682.12774180882,47.0
-1111.2948748196623,43.0
-4978.012447428835,47.0
-2407.823753415889,37.0
-12672.240773153248,34.0
-6232.158946257014,42.0
-18260.90858014894,33.0
-12529.22791783786,34.0
-14267.555802736057,37.0
-3386.438737468137,42.0
-2321.1134628481977,38.0
-6625.325877134189,31.0
-6255.207636035606,35.0
-2312.351440555054,42.0
-4528.121104003869,48.0
-2136.02449600929,32.0
-3797.04931957591,47.0
-2549.24447734334,47.0
