sal_4_lc1vs0_iate,region
-19954.994972657827,43.0
-29146.199747354854,47.0
-31433.024744821378,61.0
-27478.65232829765,56.0
-38631.071400739456,71.0
-22278.891971705772,68.0
-24204.91485495999,15.0
-29354.023810217484,15.0
-22014.83645411035,12.0
-34361.42852146404,38.0
-41092.16190647378,52.0
-41180.24634598078,49.0
-40243.90241887649,38.0
-29150.136101467542,83.0
-24006.898602131638,53.0
-42258.86377414164,62.0
-19358.97379678562,42.0
-39115.205022963004,77.0
-23448.822668852525,7.0
-38909.95974164018,60.0
-39702.48987425571,83.0
-22277.595721019636,82.0
-26288.68630089834,24.0
-40485.49538268829,22.0
-41330.13824445986,23.0
-42695.291425200194,43.0
-35916.118606586126,42.0
-16933.182969041547,4.0
-20584.131695808846,85.0
-39462.24436581133,15.0
-30001.400938728202,7.0
-42731.36462946981,47.0
-28006.1853940301,3.0
-33672.86151251089,58.0
-27860.55729002769,69.0
-30944.37217879592,51.0
-35320.908489962065,19.0
-33430.59998985071,40.0
-24506.14719153816,63.0
-33191.64899169733,30.0
-26019.55571569452,79.0
-43435.71137947413,67.0
-30099.32121515451,77.0
-37092.68920495328,67.0
-48867.95184566085,52.0
-32931.4167978592,43.0
-43936.631134135714,64.0
-25635.340856668423,18.0
-19938.743897824497,45.0
-40215.890883476284,51.0
-20843.122531205165,26.0
-48155.34635905884,14.0
-24846.135873147585,27.0
-36930.58623005346,55.0
-24443.686159512225,17.0
-24851.603308362268,17.0
-42264.1441729595,75.0
-25934.14454512942,60.0
-29381.163982017206,62.0
-33367.14854061719,22.0
-22718.196414816248,47.0
-20476.91025008636,16.0
-42881.4809853933,38.0
-23062.450465256832,5.0
-23895.023253822386,80.0
-37438.476408562936,21.0
-20028.154555522262,33.0
-22282.448281085213,51.0
-21578.085212128935,17.0
-29004.491318529384,77.0
-19161.916179614364,78.0
-42355.31251129725,33.0
-38286.969964331576,9.0
-23219.39934211219,42.0
-40276.06833313756,35.0
-40653.01177477254,64.0
-29277.755578732165,62.0
-24437.16617639319,67.0
-23001.50384066586,33.0
-36828.82184882531,79.0
-43407.956008045185,83.0
-42444.72178561178,61.0
-25456.075792557956,31.0
-41790.7332086244,66.0
-28378.14712759695,36.0
-28610.61925682743,28.0
-20289.072054281078,54.0
-43252.25805043618,39.0
-17994.25904318059,70.0
-37273.63005590277,26.0
-23557.82748938075,74.0
-26805.23855871579,2.0
-38486.70263158987,50.0
-20696.658162808922,19.0
-38700.47776504463,49.0
-32520.88810432009,54.0
-29174.6581131945,74.0
-25847.44037667096,23.0
-20926.3503817867,76.0
-29005.290682213697,58.0
-38540.80501603817,68.0
-40390.8648748322,19.0
-36608.069451455754,65.0
-25266.91695858475,47.0
-20515.473725697644,39.0
-39193.508217323244,25.0
-29125.702428765264,61.0
-30662.350310109232,50.0
-21410.097568917823,47.0
-44401.01780148946,78.0
-23344.749371833754,36.0
-35620.21904822812,71.0
-20487.370193009214,55.0
-24723.575312031935,30.0
-36026.61394059506,35.0
-19669.750622641608,54.0
-26962.687607562715,17.0
-27694.23925830335,48.0
-28120.583065608593,69.0
-42346.80764931825,65.0
-36525.02962273515,23.0
-39711.53673832417,19.0
-40902.011845372705,38.0
-24463.112943982414,5.0
-22795.094523215826,45.0
-29474.590382009912,7.0
-46605.193635506876,17.0
-27902.653140790942,64.0
-37934.05470791469,19.0
-28784.449452564753,11.0
-21911.775665648893,20.0
-28329.962962774232,53.0
-39344.82879373412,1.0
-23745.22240499276,41.0
-21657.300540561264,27.0
-30804.820705720926,70.0
-38126.276444049894,52.0
-39965.943902988336,66.0
-48043.23311771627,9.0
-20769.945223571056,36.0
-35955.11218492224,84.0
-20999.269232136932,74.0
-43644.44064051098,42.0
-29902.566454377928,45.0
-39664.455005387776,26.0
-36296.26292663389,32.0
-44899.74327594796,34.0
-17736.17113495728,56.0
-27302.155159091253,8.0
-21557.79057050258,63.0
-45804.60548155397,9.0
-18710.606833931037,34.0
-23750.10884498017,54.0
-48994.49593139242,1.0
-20090.11731715608,43.0
-28313.13580071384,61.0
-30333.88988667966,66.0
-33447.28632039226,1.0
-23232.150737468866,70.0
-24301.78116973926,17.0
-43837.84654732479,5.0
-36334.953462382444,22.0
-20263.320743539043,28.0
-40750.95578135038,24.0
-27762.297664290476,9.0
-40863.97826170769,4.0
-28980.007882729016,8.0
-43228.78679631225,54.0
-38659.030588224225,72.0
-29201.527237314665,38.0
-37008.97955600907,68.0
-23593.9860465912,50.0
-42141.608103081686,81.0
-40595.400930948184,68.0
-29988.7571925097,18.0
-24385.879700643003,25.0
-23140.940000940205,37.0
-34992.250931340604,48.0
-23177.351409485644,30.0
-39142.840242985716,50.0
-21469.355887281192,30.0
-27163.531026358534,78.0
-28083.841983116108,44.0
-21089.527049553064,52.0
-19944.664269063833,5.0
-47067.52932416965,47.0
-29038.584909784156,76.0
-21398.63071506244,68.0
-41841.151484037786,30.0
-46254.31186633343,15.0
-43345.55398803193,58.0
-38928.31644487512,74.0
-34316.65969854869,27.0
-26483.68076618026,62.0
-29360.09497281368,27.0
-42691.63042123959,2.0
-23845.45452010575,5.0
-23835.2476162469,40.0
-37515.86272429696,26.0
-19998.338423806774,18.0
-24550.596687369063,20.0
-44756.27071563051,34.0
-23708.680956887612,27.0
-19822.098259624872,56.0
-23132.502355120858,59.0
-29637.959473515264,60.0
-23709.043235450485,47.0
-23970.952313882663,4.0
-28567.977578411537,73.0
-20073.29805695817,4.0
-33739.32066241169,5.0
-28190.43222497738,14.0
-41492.90325050259,42.0
-32571.75864412315,41.0
-38932.85943932321,13.0
-37227.65907986678,74.0
-40538.05308091623,10.0
-37827.61777742483,76.0
-41062.68504153834,12.0
-37451.853752968935,44.0
-19850.08040975699,60.0
-35935.7673079316,17.0
-25342.107360487855,54.0
-19410.871543998714,23.0
-36166.91440427528,19.0
-26214.392490470414,9.0
-17789.48106703441,29.0
-31829.09854022703,52.0
-28017.412508173773,14.0
-25437.19560786425,65.0
-28184.553477202036,41.0
-28326.383386133297,61.0
-37018.98392895064,21.0
-29552.98198367612,39.0
-20530.902703444146,46.0
-41891.28702666166,80.0
-36392.73719422451,6.0
-29464.62874308342,3.0
-38147.312504819565,1.0
-28355.19693607327,13.0
-45646.63825953689,66.0
-39261.76544734682,40.0
-42675.799036253855,40.0
-28427.035448655293,41.0
-31916.29505134864,9.0
-29507.743136531408,23.0
-35507.512977102786,51.0
-39905.825182137625,17.0
-19475.885751045353,39.0
-46093.64811071763,45.0
-19599.667721801612,81.0
-33051.95283813021,33.0
-26227.67631702051,35.0
-41309.13407623725,51.0
-33773.31629825411,53.0
-45467.75718434164,59.0
-40425.0344095465,11.0
-23687.155104972357,25.0
-42923.05116929684,25.0
-38121.43997316314,49.0
-39634.19327922301,62.0
-38670.58121767676,58.0
-37861.17507276045,17.0
-35446.274612963476,21.0
-41495.534521698864,25.0
-39178.5638419998,75.0
-32780.98340897794,8.0
-24205.797413871718,6.0
-20567.650146959753,29.0
-28206.363499623236,69.0
-43937.38951929916,18.0
-26829.09116271973,83.0
-29180.946958256383,10.0
-41522.24043012956,78.0
-18948.683159768676,64.0
-25291.340261115678,81.0
-33561.50561871195,85.0
-19963.3890520194,69.0
-39208.591691108915,35.0
-26501.772477155253,72.0
-27952.06935573028,67.0
-24271.785141066746,67.0
-23504.67116662152,33.0
-21646.63833302272,40.0
-42942.85459401954,66.0
-35734.69057592648,78.0
-36826.85968373189,44.0
-22364.99707139796,27.0
-28654.82896973724,35.0
-27693.00570713901,17.0
-41112.328589217315,19.0
-22014.19379540508,32.0
-42281.93730673126,23.0
-27254.879623000794,22.0
-22228.13139032884,31.0
-28358.405395706955,27.0
-22560.077489501287,58.0
-38368.032072790564,76.0
-19692.97555021827,30.0
