sal_3_lc2vs0_iate,unem_x0
-16923.173348648623,23.0
-24425.473765904528,16.0
-26813.287085257885,4.0
-22971.782494882864,8.0
-30434.83555095693,22.0
-19014.31388860634,20.0
-21135.67245243467,2.0
-25064.60173021705,20.0
-18954.104150514177,22.0
-28194.13986779473,13.0
-32883.70415135079,11.0
-33020.416928181774,21.0
-32525.985681458304,7.0
-24633.58062771205,15.0
-20572.523815121644,23.0
-36636.6903340174,14.0
-17555.501491280273,7.0
-31485.7504858642,19.0
-20536.656198922283,14.0
-34848.43624643609,12.0
-33140.767210530285,22.0
-18915.670724752323,24.0
-22444.743926233212,16.0
-34698.07604360116,22.0
-32747.736274908613,13.0
-33888.49367149004,23.0
-29580.82900453663,2.0
-18323.126237372606,23.0
-17354.599964247187,21.0
-33587.9778927639,2.0
-23930.004876421015,3.0
-33918.897065245284,12.0
-24064.91024048072,23.0
-28599.879285158982,10.0
-22617.403866011686,23.0
-26760.31266227669,9.0
-28523.977503210084,2.0
-29689.342175152316,5.0
-24333.95942132083,7.0
-28051.683729842276,23.0
-20966.314051829286,7.0
-35107.403027387605,10.0
-24718.746705674734,19.0
-31007.018614486842,12.0
-38360.34580953767,19.0
-28311.669884017916,3.0
-37669.5838600071,12.0
-21405.66834304331,4.0
-16592.666413531122,16.0
-33450.55204961363,10.0
-17471.262165722364,13.0
-37137.583973092296,21.0
-21923.28151397136,18.0
-30828.70622482546,2.0
-24667.25379337976,3.0
-22678.739160996673,20.0
-35174.5575322707,24.0
-21545.540465532617,20.0
-24649.531248491527,1.0
-28022.864246839476,21.0
-20967.77655245453,13.0
-17746.153195591804,19.0
-36497.637017913316,14.0
-19097.233467196864,17.0
-21976.8759579138,1.0
-30872.56225774072,22.0
-18090.644262159385,8.0
-18841.164299183558,8.0
-19190.06217292416,4.0
-23247.028137769757,10.0
-20057.75509093124,6.0
-34324.00352331811,23.0
-30511.08580526404,1.0
-20522.356083726438,18.0
-32702.98119694244,14.0
-32789.47459294545,8.0
-24186.536804600983,19.0
-20651.164790592382,16.0
-19574.44515829937,19.0
-32075.655113101515,2.0
-34314.58282534281,10.0
-33689.62955848127,0.0
-21713.102529466618,16.0
-33391.29639365125,2.0
-22682.842654112555,23.0
-23359.659945902673,12.0
-17068.21834018603,20.0
-36442.229534095844,5.0
-18486.329863221203,14.0
-29583.80895821537,2.0
-24546.727316241675,14.0
-22186.848326690073,12.0
-31323.29892592713,11.0
-17505.222360101052,20.0
-31281.448169565963,10.0
-30257.350231226083,13.0
-25417.13148371489,17.0
-23066.809739908032,7.0
-17799.084678867166,10.0
-25778.00329100289,2.0
-31088.555894776062,17.0
-33800.56112386,2.0
-30599.72179447142,9.0
-20439.390652365517,12.0
-17926.371327323926,12.0
-32943.38421643246,13.0
-26887.646889859825,12.0
-26564.720933012646,13.0
-20654.138881536433,12.0
-36278.01584106205,22.0
-21975.87834698413,11.0
-30453.115356632705,18.0
-18908.661945263597,9.0
-25756.086927994722,19.0
-30013.166586930267,17.0
-18257.33008407926,11.0
-25420.590041746465,12.0
-22795.421936469542,10.0
-23598.704779673462,23.0
-35458.500697813426,10.0
-28563.965392223883,21.0
-31389.168392071217,14.0
-32726.425778772715,10.0
-23790.595898569143,11.0
-21951.301017329617,2.0
-24760.87626305456,23.0
-37401.67152404349,10.0
-23291.046996115707,20.0
-30701.015848488394,4.0
-24998.339483950564,18.0
-18884.64620914324,10.0
-25854.595764480502,21.0
-31753.981217445173,18.0
-19820.114339558066,11.0
-18714.02159538571,12.0
-25824.891686391114,3.0
-30891.02630385872,14.0
-32517.257835531134,20.0
-39701.48808272249,15.0
-18332.385908992903,23.0
-29960.59051524253,17.0
-17214.417108557696,11.0
-36177.21990484433,4.0
-24064.981167414142,24.0
-31483.828814994045,2.0
-30162.954272328545,3.0
-36096.88669638837,23.0
-18946.93057809726,7.0
-24654.12932456362,21.0
-19127.74131979531,1.0
-35416.21012597265,19.0
-18360.483591662036,20.0
-20193.058521134684,19.0
-38773.718847551965,15.0
-18346.80197278717,13.0
-22925.397760155975,14.0
-23612.9410607785,10.0
-27084.62480941761,17.0
-19544.370185633954,15.0
-21612.916693745232,22.0
-36245.84104163987,1.0
-30708.29626534351,18.0
-18087.91944276189,8.0
-32588.292561377708,19.0
-24075.31144021464,20.0
-34431.980609668724,13.0
-24945.022223528184,6.0
-35738.794172507995,17.0
-29829.82285947381,8.0
-25560.539285567524,14.0
-31348.484334438082,20.0
-20102.518360184415,7.0
-35755.371781015245,6.0
-31908.34682108796,18.0
-25091.551018122253,7.0
-21055.652617838212,14.0
-23451.37691214538,17.0
-29645.84121627949,15.0
-20331.57674173922,21.0
-33535.83693452503,23.0
-17144.5185199138,6.0
-24333.642118877295,20.0
-24547.32795343499,0.0
-17781.544533139466,14.0
-17830.439309417983,17.0
-36997.98661784583,21.0
-25549.846178228265,15.0
-18708.846126364027,14.0
-35646.02708737519,0.0
-36189.52141627112,19.0
-35348.293767616306,12.0
-32317.171788398613,3.0
-28416.038780262257,23.0
-22077.095225994337,16.0
-24272.11555946,0.0
-35895.650794437795,15.0
-20214.25218821059,21.0
-21162.219640713432,24.0
-30421.344664350225,20.0
-17237.179368172707,1.0
-21499.895845893196,24.0
-35510.55803274134,21.0
-22771.00928279478,16.0
-17097.446051477575,22.0
-21102.678430620097,23.0
-27016.19319630818,19.0
-22164.976634809034,22.0
-21926.192002733384,23.0
-24613.07288095734,15.0
-20531.701269762496,22.0
-27324.084388646414,0.0
-24893.070591976724,8.0
-35750.85661902303,13.0
-27086.356262313962,20.0
-31085.743779489003,21.0
-30626.446406361734,17.0
-32781.754479188356,15.0
-31675.75371245665,16.0
-33663.00143266491,7.0
-31041.799980287633,5.0
-16745.512149227485,17.0
-30640.41143761223,10.0
-20823.8755131891,12.0
-19549.932057223206,5.0
-29797.840426244824,0.0
-25809.52601585966,19.0
-18709.879957023673,6.0
-27892.1095183811,20.0
-24164.13680054403,3.0
-22015.582534858564,23.0
-24910.612177961928,9.0
-25406.288421787554,11.0
-30373.694244057348,12.0
-26988.13078437454,23.0
-17464.494334746712,20.0
-34460.94807325474,18.0
-30988.152019308487,23.0
-23970.6487537145,6.0
-31985.358947790006,6.0
-23528.637807394865,15.0
-38117.85813081161,14.0
-33383.29993965699,22.0
-34491.91812520511,20.0
-22318.37595455294,11.0
-26069.482645152628,24.0
-25057.60636625397,17.0
-30368.075630981584,16.0
-32634.073303459474,16.0
-18990.53838095635,9.0
-39946.58721678271,1.0
-17537.941676490216,22.0
-26505.52960404988,23.0
-22234.9160753933,5.0
-35433.735188455816,23.0
-29567.645790209153,19.0
-35782.64398638405,18.0
-33435.42393450406,18.0
-17840.29286488411,10.0
-37274.69177229203,4.0
-30679.66024904567,21.0
-34625.41364244597,9.0
-34390.48633066505,13.0
-31416.785164022316,10.0
-29435.291334807676,19.0
-33339.70336822906,23.0
-31814.910254521255,9.0
-26950.879503691038,9.0
-20366.525781711352,5.0
-17174.956261311123,16.0
-24272.51603163423,15.0
-36588.38879520891,2.0
-22104.767551239252,19.0
-23600.161771109644,15.0
-33402.1808908954,5.0
-18866.58285364639,23.0
-22947.103006831087,17.0
-27752.043612803067,6.0
-18297.921126128917,14.0
-32310.822045203633,5.0
-23365.730143646266,24.0
-24999.166856664837,23.0
-23659.257069095678,15.0
-20464.090225289638,17.0
-21838.591538077693,14.0
-32441.474373446657,7.0
-28922.36208082393,12.0
-31723.86211433229,2.0
-20507.161596865335,18.0
-22783.62581428657,7.0
-23763.657567541224,19.0
-32227.19155332949,11.0
-21122.769922308387,2.0
-35081.349376147,13.0
-21836.653574841046,4.0
-22385.37324564329,18.0
-25825.130051571978,8.0
-17825.749641771974,5.0
-30800.53468096065,20.0
-17254.086518439184,22.0
-25771.497528337895,17.0
-19029.88867844396,3.0
-24368.141695497754,20.0
-24495.5477164298,4.0
-35956.93471216934,15.0
-24649.072283847447,8.0
-21603.46430553527,18.0
-21256.253510462528,2.0
-33729.56457735936,5.0
-24351.426271325334,14.0
-28832.732047616475,24.0
-21397.157010313982,9.0
-17138.225312247334,20.0
-36054.39024772825,23.0
-23254.552991895824,11.0
-21390.001458619976,4.0
-37354.89894325769,17.0
-33791.64059710041,15.0
-17990.235311423876,24.0
-35001.05545522876,11.0
-23246.558005360792,3.0
-31375.288313635712,24.0
-17261.698068429054,14.0
-35567.61773931457,15.0
-17915.148345182493,15.0
-26439.323571318433,6.0
-25928.355752920324,12.0
-22884.554707200237,16.0
-18476.421854802327,15.0
-24326.68934235352,18.0
-20222.865430783924,6.0
-17200.018609793413,14.0
-28850.40591584659,11.0
-36164.88281237332,4.0
-31822.995456821096,13.0
-25554.81242088253,10.0
-23924.972257356712,17.0
-20002.302848302345,6.0
-22315.335881448045,21.0
-17368.814646283998,20.0
-33514.21884560794,10.0
-23047.61934667518,1.0
-21270.75000547251,22.0
-31850.01964603489,19.0
-34384.495531909786,22.0
-33983.91765996207,8.0
-29298.510805589984,19.0
-24793.049533300633,12.0
-32143.14928122615,24.0
-22191.965455883255,1.0
-24523.75261427706,11.0
-33477.47690190863,17.0
-19524.770043488912,10.0
-16630.68246482979,17.0
-31775.82425757001,2.0
-20858.093260298087,2.0
-24556.39046593369,20.0
-19746.07104937957,7.0
-23978.19302806983,12.0
-18467.691757584686,17.0
-24939.61982594581,22.0
-24714.475484911723,23.0
-37730.95346396453,2.0
-28812.558185630456,6.0
-31646.38317579156,15.0
-17223.85856501999,20.0
-23808.709910685284,12.0
-23294.00273801272,11.0
-34861.96231856798,18.0
-35271.94871293682,14.0
-25446.698785132583,2.0
-21335.24816733988,14.0
-18536.02453392845,11.0
-35459.12998666963,6.0
-34866.20709015558,18.0
-24826.559734036477,20.0
-21457.32338661053,5.0
-24881.636909779296,21.0
-32784.29941843512,0.0
-36527.89908523448,4.0
-25292.252543120725,15.0
-18333.45368536188,12.0
-23992.842057781905,15.0
-18215.074745563325,5.0
-16857.979465024688,7.0
-22809.695478292015,14.0
-35325.53712022155,21.0
