sal_avg_lc1vs0_iate,reg_pro
-463.5134964850075,25.442805384741487
-1847.6121512813606,24.48031723822925
-3666.724739464624,38.30479248816428
-8612.123074431593,27.23029492891736
-2932.6937992341045,35.43969589984596
-5665.001479048335,36.021807982956105
-3441.455896700628,35.48794104479353
-2838.081801430034,35.48794104479353
-5190.987333464111,37.424879126959546
-6679.015808655394,23.634277318491872
-21088.555720797518,20.98878429639096
-5050.337640104915,26.28022836679576
-4330.400558687103,23.634277318491872
-4328.147398870947,39.70178544635895
-227.3310448535001,29.0419683726385
-3114.376081052069,33.9596994808174
-2435.840640920914,36.18644355251131
-16801.22053844198,33.190710519682085
-6820.418310267503,37.31673442662566
-13760.996006129913,22.876594638877435
-18046.20407907882,39.70178544635895
-2321.9146750212035,36.3573875871551
-13241.461328514491,20.146641489655405
-3071.1915495259636,38.77222685532345
-3206.1550970958815,25.46180534860576
-4154.286240049652,25.442805384741487
-15006.888634045421,36.18644355251131
-12021.335593992317,30.518765731198098
-2070.320258066649,27.11781509568906
-18397.953562721774,35.48794104479353
-1889.9598735848067,37.31673442662566
-6092.692729795937,24.48031723822925
-7701.838036392345,27.20170607688317
-4284.4747535413135,36.59621121258517
-3070.9207159497073,32.02921160100115
-10186.839265724968,38.061462197476885
-4058.7263050805213,25.91532590252785
-4234.555661910754,27.66410460043495
-14841.704162924552,34.59482682258063
-4721.648946031485,24.75709700399736
-146.33265380804733,34.0840234334754
-4296.2630037981,24.82275449516596
-3968.027247398874,33.190710519682085
-5487.07629086311,24.82275449516596
-10821.706583671672,20.98878429639096
-3549.0933660013307,25.442805384741487
-11176.52039152875,34.87097908415335
-396.6216945757319,25.9568290114522
-1308.7933614894814,36.895008747355305
-4321.738163391497,38.061462197476885
-1679.3250543333627,36.36929448528463
-13825.385441420818,23.84441056974409
-9705.903919529801,37.21455824969987
-1941.5600032764141,38.296041677123725
-17026.261987989732,30.93066410111383
-5681.7423330438905,30.93066410111383
-20707.0330507153,30.88527758713494
-2715.2386861927334,22.876594638877435
-2681.9901047023614,33.9596994808174
-2220.630708743636,38.77222685532345
-8836.783466818752,24.48031723822925
-4080.681291087498,37.12391018969001
-3567.7506740129465,23.634277318491872
-61.335691092783236,24.043591501893573
-11229.120037878332,39.689354456040704
-5514.657729756771,24.377349804657285
-8119.786103787983,36.66915348581493
-5653.52315359179,38.061462197476885
-3021.041312560856,30.93066410111383
-2202.385252410416,33.190710519682085
-13711.866136237812,33.2979334027342
-18989.895255672345,36.66915348581493
-3881.4391296977374,33.465850046515826
-8124.260113193133,36.18644355251131
-3051.0709837098984,38.59436571998607
-4554.147313564168,34.87097908415335
-2590.3474344504584,33.9596994808174
-6908.662810779987,24.82275449516596
-6718.468603575587,36.66915348581493
-20004.11782997079,34.0840234334754
-4994.17674915204,39.70178544635895
-5496.559239267674,38.30479248816428
-4302.962053225012,25.975826758331387
-5998.531895427332,25.6381268714252
-4408.9201187223625,29.199819087564737
-3362.967842835391,26.55757221818568
-1128.8177198612432,34.78150641425992
-12334.234629367966,34.24810373671474
-12821.893128497695,39.16550782865332
-8054.551426553307,36.36929448528463
-14090.634343899208,38.14609730811835
-7617.00934659194,28.60821615898056
-2796.7528572068677,32.14515376327497
-924.3493473975327,25.91532590252785
-6411.868072222467,26.28022836679576
-20986.804676169333,34.78150641425992
-3079.8646357343596,38.14609730811835
-11235.67700380837,25.46180534860576
-3300.177699021644,37.01842441720488
-6319.144300785714,36.59621121258517
-7220.067168747151,36.021807982956105
-3752.450922899925,25.91532590252785
-10122.392623717966,30.221990924441656
-2059.022433649013,24.48031723822925
-4420.459952515183,34.24810373671474
-3657.864961302712,20.12142523431465
-14497.581488513384,38.30479248816428
-3280.972619140177,32.14515376327497
-10016.71235935498,24.48031723822925
-14130.109560966343,33.2979334027342
-11526.239612007646,29.199819087564737
-9627.575265321331,35.43969589984596
-10242.502781571557,38.296041677123725
-12375.299110150594,24.75709700399736
-12775.022272749104,38.59436571998607
-2962.474796183898,34.78150641425992
-5733.944012197651,30.93066410111383
-412.1666286333357,32.03486507724899
-4173.934912833149,32.02921160100115
-4446.523276926744,30.221990924441656
-5546.287796963205,25.46180534860576
-6644.11394764167,25.91532590252785
-20463.510461793707,23.634277318491872
-11421.98582790083,24.043591501893573
-14588.283114557971,36.895008747355305
-4296.934160502246,37.31673442662566
-15308.381580177347,30.93066410111383
-1918.6337455126795,34.87097908415335
-4904.122555143582,25.91532590252785
-3782.712618864375,21.445839558321627
-4336.140585564779,39.63041727705111
-13019.588975640676,29.0419683726385
-4701.720109369658,26.716134404846965
-1862.2777478242601,28.179167977526696
-1651.7998929613907,37.21455824969987
-2245.9113882877136,39.16550782865332
-5098.816434561995,20.98878429639096
-16139.686901748266,25.6381268714252
-7755.282672002702,33.465850046515826
-5407.08598283951,29.199819087564737
-4648.452389895047,39.53053733424087
-520.2555182121824,38.14609730811835
