sal_5_lc2vs0_iate,school
-28715.249686179264,10.0
-41565.501973125996,10.0
-45772.818142885895,10.0
-38092.49604391925,10.0
-51264.53570445512,12.0
-31427.586397243245,10.0
-36321.626581250726,8.0
-42925.453129004156,10.0
-31801.108059058468,10.0
-48508.64573304874,9.0
-55624.60451616281,10.0
-55007.17634090209,10.0
-54994.699906349895,9.0
-42397.75749511925,8.0
-33971.06470117066,10.0
-57449.96176534514,12.0
-30471.792955020854,9.0
-53774.373127900595,10.0
-34413.43164460671,10.0
-56979.30476848636,12.0
-54862.498398136726,9.0
-32576.349227631345,9.0
-38390.6195125575,9.0
-58376.53989406924,12.0
-54424.272960833405,12.0
-56812.901297699864,12.0
-49155.88018186944,10.0
-31572.917694482236,9.0
-29560.64817528914,9.0
-55984.47487845683,10.0
-40860.47167776922,10.0
-56830.632379196046,12.0
-41598.787718314146,8.0
-48573.57234004096,9.0
-38769.7440509272,10.0
-46115.905968485546,10.0
-47968.37160784687,10.0
-50631.544597811204,10.0
-40771.60620038542,10.0
-47538.035132723126,8.0
-35389.99247527305,12.0
-57539.13597286692,12.0
-42903.002437973424,9.0
-52052.518781298415,9.0
-62298.25660100421,12.0
-47785.326820378184,12.0
-60560.801472904,12.0
-35776.19187495491,12.0
-28610.462477439338,9.0
-55915.250933526826,12.0
-30129.517317308568,9.0
-62057.93050466748,10.0
-36999.93456422009,9.0
-52017.118172786984,12.0
-41302.559001921,9.0
-38780.59998374518,9.0
-58994.0473697041,10.0
-36280.97437566454,10.0
-41931.33844080594,10.0
-47371.27750761547,12.0
-35760.5629610708,10.0
-30304.7843919838,8.0
-59684.60426132793,12.0
-32283.378069454506,12.0
-37197.107334372784,8.0
-51444.74602776311,10.0
-30302.800736185134,10.0
-32305.166432921542,8.0
-32455.52418078969,8.0
-39599.358166023994,10.0
-33856.77366023425,9.0
-57827.23328703434,10.0
-51422.94651442509,10.0
-33738.8754441185,10.0
-54932.46906915153,12.0
-54766.726933848535,10.0
-41413.195456283865,10.0
-34091.34259616438,10.0
-32469.271067910955,12.0
-54927.490690077604,10.0
-57389.9204764816,10.0
-55877.35000863322,12.0
-36792.01156735611,10.0
-55398.932277917804,10.0
-38943.12351971055,8.0
-39864.1106716816,9.0
-28596.413759058596,10.0
-60550.80640833221,10.0
-31374.760551440566,9.0
-50126.200210622774,9.0
-41096.69278549947,10.0
-37432.63442104671,10.0
-52491.99341423507,12.0
-29221.398805773177,10.0
-51986.86123558468,10.0
-50665.76135500006,9.0
-43611.50446925066,12.0
-38960.767030979485,9.0
-30182.19197143699,9.0
-44002.68352953189,10.0
-52296.89761674216,10.0
-56545.452278572375,12.0
-51659.57263205855,10.0
-34912.845481867014,10.0
-30394.991546714224,9.0
-55210.79585532325,12.0
-45314.943382418394,9.0
-45701.52394466546,10.0
-34701.91175948195,10.0
-60672.94457311327,10.0
-37952.1105548299,8.0
-50374.74332741147,10.0
-31704.67228474959,10.0
-42327.19908077008,10.0
-50366.3321242972,9.0
-31251.270175556772,10.0
-42793.2846417296,10.0
-38974.24598413349,10.0
-40406.4167087445,9.0
-59001.31917561736,12.0
-48211.94549755275,9.0
-53256.96902039188,10.0
-55153.56546992407,10.0
-40238.9957043749,10.0
-37624.2904469934,9.0
-42274.67087459546,10.0
-62164.259194059734,10.0
-39667.33855062847,10.0
-52014.77129809445,9.0
-42663.7279547773,10.0
-32640.73627842037,8.0
-43238.18087518902,10.0
-54252.249936752225,9.0
-33334.59829274801,10.0
-31823.39801214051,9.0
-43780.51205337726,12.0
-52248.53102550644,10.0
-55057.42840722152,10.0
