sal_avg_lc2vs0_iate,emplx1_1
-15864.205970432165,1.0
-23079.448995073464,1.0
-29980.72853019381,3.0
-24688.088857980354,1.0
-31388.18594660317,1.0
-20256.99488073739,1.0
-22349.181533099723,1.0
-26320.581606197768,1.0
-20451.587675426443,1.0
-29148.24776182525,1.0
-38144.07840543258,1.0
-34420.334339477435,1.0
-34014.21011732534,1.0
-25751.84132013822,1.0
-19017.880398452955,1.0
-37529.31505820887,1.0
-19002.55824331015,1.0
-35221.078551990446,1.0
-22080.246827442385,1.0
-40477.26435406655,1.0
-32631.5652657117,1.0
-19029.63783670187,1.0
-25133.888638097596,1.0
-35685.88729597314,1.0
-32132.18134569824,1.0
-35658.35592889748,1.0
-32906.85495893863,1.0
-20027.126965255997,1.0
-16803.6558044561,1.0
-37532.45800406932,1.0
-22628.97620752618,1.0
-34450.50266845961,1.0
-23602.634960387208,1.0
-30033.768250542795,1.0
-22920.06735976659,2.0
-31118.17147493957,1.0
-28262.537217533867,1.0
-31267.820384304137,1.0
-27346.607552115333,1.0
-27840.617332642338,1.0
-21286.91925297545,1.0
-35554.09421811897,1.0
-25175.513159132886,1.0
-29945.455455607786,1.0
-39743.946746744026,1.0
-28561.97126563842,1.0
-37970.696472985794,1.0
-20797.493768935376,1.0
-16587.56025767616,1.0
-32467.551917727505,1.0
-16797.45793660828,1.0
-36442.701887527655,1.0
-22117.836148699236,1.0
-31444.208516263105,1.0
-26732.55288146377,1.0
-22716.212583011722,1.0
-40530.335543376525,1.0
-22488.57718502459,1.0
-24790.52119555723,1.0
-30140.4015366195,3.0
-22918.038176249705,1.0
-19354.2682377322,1.0
-36142.39037368832,1.0
-20393.140922095776,1.0
-22293.437439738034,1.0
-31295.082571578605,1.0
-20101.573967742443,1.0
-19162.33903962958,1.0
-19787.295356166607,1.0
-22906.174107165858,2.0
-21052.519176178295,1.0
-38808.083536728314,1.0
-29810.166558622735,1.0
-22473.918470213837,1.0
-33507.6777368417,1.0
-31829.88030844733,1.0
-25237.679579268894,1.0
-23104.06811251522,1.0
-22081.196016998805,1.0
-37979.59917015615,1.0
-34995.76349042947,1.0
-35589.450862121645,1.0
-20697.770723661884,1.0
-32505.44856494393,1.0
-21932.254878575313,1.0
-23593.643836757004,1.0
-16964.10650257844,1.0
-40543.480172651165,1.0
-19312.65024649369,1.0
-27796.377875473594,1.0
-27500.613598387805,1.0
-24554.776336625437,1.0
-32520.850206108233,1.0
-16824.3416484617,1.0
-32587.980088671226,1.0
-33517.881293729515,1.0
-26051.360891609707,1.0
-23858.333984706318,1.0
-18213.954066905673,1.0
-25018.620571827207,1.0
-31973.254868333148,1.0
-35597.448588357314,1.0
-30801.491600067886,2.0
-18517.996399299016,1.0
-19336.99995829519,1.0
-35771.97619704387,1.0
-28047.425979227002,1.0
-26816.526757330066,1.0
-23052.68690393554,1.0
-41541.860191256535,1.0
-21184.673942052552,1.0
-31321.409019219554,1.0
-21758.202718630913,1.0
-28290.439951831282,1.0
-31379.829617112973,1.0
-17740.47816109449,1.0
-25219.908194808297,1.0
-22698.61776282266,1.0
-23497.426577564478,1.0
-36416.25610045083,1.0
-28089.385360127686,3.0
-32292.973612899194,1.0
-39394.277618404754,1.0
-27800.134995212575,1.0
-24117.97214953949,1.0
-24164.365092577507,1.0
-41387.434144411345,1.0
-22229.331040858433,1.0
-30129.40381875647,1.0
-23602.031188310528,1.0
-19842.367498940555,1.0
-29278.500201664618,1.0
-32732.504505267432,1.0
-19273.658504711166,1.0
-18726.105606477242,1.0
-27787.11607748128,1.0
-31757.031939499524,1.0
-36728.32676921325,1.0
-44654.11089912647,1.0
-18697.986172396817,1.0
-31167.304647128407,1.0
-19442.441566890477,2.0
-39858.75207249119,1.0
-25402.610900195985,1.0
-29231.153979537186,1.0
-28908.491158480218,1.0
-40519.35153550848,2.0
-19653.81535104702,1.0
-25598.366306086395,1.0
-18027.883660542495,1.0
-37025.31401092086,1.0
-18331.479572558477,1.0
-19665.17203717016,1.0
-42559.25047957989,1.0
-17812.705321016252,1.0
-24253.105110095825,1.0
-24088.141060390702,1.0
-29746.65807414698,1.0
-20911.549837833976,1.0
-21205.737461221564,3.0
-38413.41338272876,1.0
-30563.87614973414,1.0
-17554.9509269246,1.0
-34304.46579176466,1.0
-23598.646877815092,1.0
-37357.06098449345,1.0
-23786.07286480303,1.0
-37441.53275477267,1.0
-29253.647334505702,1.0
-25974.53942217343,1.0
-32316.80527833054,2.0
-21683.764758254474,1.0
-37214.43664300066,1.0
-34602.88070396159,1.0
-23168.017431625478,1.0
-21328.45391613416,1.0
-25073.88161590329,1.0
-30601.33798280394,1.0
-22358.930546578857,1.0
-34188.16782354881,2.0
-17291.565221853918,1.0
-25834.29674494286,1.0
-24794.07852226837,1.0
-18195.181592934823,1.0
-17328.86997338515,1.0
-36748.74001598495,1.0
-28816.127718355285,1.0
-19039.28032535408,1.0
-36592.665378802856,1.0
-37130.54561675689,1.0
-35748.54504375991,2.0
-32501.54779703864,1.0
-31887.030123000695,1.0
-25226.93569279217,1.0
-23638.719747154588,1.0
-38832.4282085867,1.0
-22084.45835536208,1.0
-21570.77928100913,3.0
-31469.93285184954,3.0
-16926.357318548322,1.0
-23083.903104272493,1.0
-37431.29219190116,1.0
-24142.751975698626,1.0
-16690.67322528664,1.0
-21969.360259825906,1.0
-28995.06476366699,1.0
-23057.162443222216,1.0
-26329.648204505524,1.0
-25869.66374554422,1.0
-22542.011865353765,1.0
-30503.054467971695,1.0
-26203.10556731477,1.0
-40877.11510656677,1.0
-27355.037119983746,1.0
-32674.86237774603,1.0
-33217.92480987256,1.0
-34690.53356317798,1.0
-31756.193663896724,1.0
-34319.58507517743,1.0
-34699.65862414087,1.0
-17477.2776996999,1.0
-31696.072052589036,3.0
-21364.054902770997,1.0
-21955.069615738226,1.0
-27557.185066960483,1.0
-28729.39909233735,1.0
-19361.135644009864,1.0
-32020.018217384135,1.0
-23840.055069581882,1.0
-20989.6723995314,1.0
-24357.04434394459,1.0
-26315.156063357783,1.0
-32904.38262366894,1.0
-28327.448307467395,1.0
-16741.062737124732,1.0
-34913.4243953576,1.0
-31324.465814273106,1.0
-24643.352065466468,1.0
-34167.82833060961,1.0
-26266.789805814446,1.0
-40553.43342052563,1.0
-39023.01614091758,1.0
