empl_ttl_lc1vs0_iate,lmp_cw
2.734145806375841,3.0
2.733763901957773,3.0
1.8047185994631745,2.0
-1.029717771406037,4.0
3.1263610473491443,3.0
-0.058981509782432884,4.0
2.1657381144013694,3.0
2.401928456837493,3.0
0.680329556031509,4.0
0.37195152843697965,3.0
-4.363686717930491,2.0
2.21452928952114,3.0
2.0035232215322507,3.0
1.6775215354926198,4.0
3.3898256321744142,4.0
3.1597167322302515,3.0
1.8160974559504925,2.0
-2.8322023695092438,3.0
0.31319667351234637,1.0
-1.052660357486031,1.0
-3.418035729968002,1.0
1.8727026339508603,4.0
-3.1887759186564897,4.0
2.5694095597617066,3.0
2.4864635896142526,4.0
3.2491501166020456,4.0
-2.3362346525388267,3.0
-3.5079892821939023,1.0
1.7186309813768772,4.0
-3.52097133699613,3.0
2.159930645919081,3.0
1.852752758681513,1.0
0.3699076130875494,1.0
1.9178539657701823,4.0
2.160631450806557,2.0
-0.6261038013853719,4.0
1.958838942250689,3.0
1.1133342992970636,4.0
-3.1127059603657656,2.0
1.5423922903156317,4.0
3.5174852906647156,4.0
2.9496877725277306,4.0
1.74200635567575,3.0
0.8954916852513479,1.0
0.7716246688652904,3.0
2.154390187064358,1.0
-0.6513851198052913,1.0
3.2416538799148142,2.0
1.5732221021309907,4.0
1.3239619574093768,1.0
1.9383928982007543,4.0
-1.1622728423962667,4.0
-1.5424114689106698,4.0
2.1725584863025142,1.0
-4.478808731445759,1.0
1.5760814257680673,1.0
-3.9561255197591563,1.0
2.6333899770995877,3.0
2.024175826505865,4.0
2.7096023228420094,3.0
-0.7575994947977511,1.0
1.0004787119368705,1.0
3.3335154833598812,4.0
3.0111929052101143,4.0
-2.238033096824865,4.0
1.3876771887399806,1.0
-0.8839388127776777,3.0
0.7071918039126455,1.0
2.0430095790870952,4.0
2.2773127688955745,3.0
-3.8358260977714917,1.0
-3.3195286790854146,4.0
1.9655469046584093,2.0
0.0858018191278409,4.0
2.4478863556712835,3.0
0.9489983442379888,1.0
2.3315956124252897,4.0
0.0030516954447437072,4.0
-0.30996877286502356,2.0
-4.661176893015084,2.0
1.4034833898168673,2.0
1.7750928352639108,3.0
2.4342910999078353,1.0
1.1553952192663268,1.0
1.2000313072705389,3.0
1.7024430779075965,3.0
2.1512849842218333,2.0
-1.2307092005259745,4.0
