sal_avg_lc2vs0_iate,unem_x0
-36028.47024729699,14.0
-24752.94284550479,11.0
-31033.340192639193,3.0
-29808.2541328202,4.0
-28716.04380670385,13.0
-24326.23160844118,15.0
-21559.821383999988,24.0
-19811.120732761374,24.0
-21842.824536444463,6.0
-30265.279178650206,6.0
-17453.43170576711,2.0
-34297.64668766115,0.0
-31646.851013432133,24.0
-18047.825642867745,1.0
-33928.35126815824,8.0
-32050.04782682535,1.0
-16881.198409055814,8.0
-25564.539933169628,21.0
-32103.571128735075,7.0
-19771.105017235852,6.0
-31023.949571477606,23.0
-36319.775518985305,22.0
-26091.057142215384,5.0
-21297.59716619175,2.0
-15210.303348372343,20.0
-18887.03046218081,23.0
-24453.81325365517,3.0
-35355.36427490684,4.0
-35893.16871320657,5.0
-18448.4610925473,12.0
-39920.83146312573,13.0
-31762.64901740518,5.0
-40237.42715937941,13.0
-28791.991657652354,0.0
-19867.887504621536,13.0
-16235.121550184478,11.0
-26600.585219057444,13.0
-27953.3255848946,10.0
-28412.754062925498,2.0
-28764.49535817086,1.0
-21927.51670752201,4.0
-41801.46670909636,11.0
-23210.396232604202,4.0
-40637.80080053439,2.0
-16582.711751716808,9.0
-36630.63956780231,20.0
-33737.72842194168,22.0
-22670.47675465238,10.0
-21938.560832725587,0.0
-37491.35176389892,3.0
-29097.833312872783,4.0
-27860.9175104542,3.0
-21741.354289219074,24.0
-29283.351689942006,13.0
-22706.62403303678,14.0
-37572.44457116661,9.0
-17337.887644966915,12.0
-35856.55973708677,8.0
-18824.357001006076,24.0
-23339.852071908568,21.0
-27171.45307069756,15.0
-19718.277027234475,18.0
-38525.3838910746,6.0
-26838.314168458914,1.0
-38025.29118321724,23.0
-30138.618929891796,18.0
-28107.04264644006,3.0
-22129.658228851356,13.0
-40687.0519198197,17.0
-34448.39482182628,3.0
-36228.346960952156,23.0
-18738.77369296232,10.0
-33920.21633211932,8.0
-36355.85285330192,9.0
-42139.588575692316,10.0
-36634.44939577872,11.0
-19178.5161998645,20.0
-20835.16500383385,2.0
-25276.482413051563,19.0
-28074.689011683524,3.0
-22184.65401576698,18.0
-23892.661422286248,17.0
-16380.013183115816,2.0
-25547.99254452874,9.0
-27252.484112525915,3.0
-37889.38953518832,23.0
-35716.79744647028,3.0
-35114.583168742334,21.0
-23280.69839989029,16.0
-21167.66375069553,6.0
-31302.6295527529,13.0
-32379.960438166294,22.0
-28277.031637831664,13.0
-42595.24857305233,16.0
-41795.25858835492,17.0
-19686.442055584786,3.0
-20667.644634644777,13.0
-36758.620643141636,14.0
-23367.753371505023,6.0
-24303.407789295263,14.0
-30060.40721655225,16.0
-18033.406224420367,11.0
-24372.58120340625,15.0
-27716.065619779598,15.0
-36681.55689817557,9.0
-17947.691747996905,5.0
-25189.012253804634,6.0
-27441.955733462826,6.0
-17987.84599819153,3.0
-24575.449165715938,2.0
-23168.856228127763,21.0
-27426.545981379415,22.0
-42729.10941167855,18.0
-20834.797746375203,8.0
-29629.381814699584,12.0
-35828.95791833682,6.0
-23164.779128400445,2.0
-19607.980259171643,5.0
-37268.40171723941,3.0
-18945.176872014457,24.0
-23822.061882428516,18.0
-22864.949915124034,21.0
-22351.140707802835,1.0
-39382.720539419744,18.0
-29647.253913779474,3.0
-39694.57353046854,21.0
-32639.44135666156,8.0
-29518.55554672575,5.0
-34114.8584029845,19.0
-27114.675540774573,3.0
-18762.12308172781,17.0
-35686.599306343596,9.0
-38244.756421001424,15.0
-27312.962237130097,11.0
-19437.455144827858,18.0
-19952.648654967496,5.0
-25460.69735080214,18.0
-36335.383883937044,15.0
-41064.180554860126,18.0
-17662.069466417917,19.0
-25107.728887324403,5.0
-27421.785716022147,19.0
-30528.681694376588,3.0
-25373.791292887166,11.0
-17134.798291728086,5.0
-34517.03950860063,17.0
-20723.23943486749,19.0
-25089.32917826325,14.0
-41308.994557842394,5.0
-24781.3625360149,20.0
-30333.001611000866,5.0
-32317.966988884367,22.0
-34090.83812517508,20.0
-22582.823878146257,23.0
-24908.361315245656,2.0
-22789.422365551196,11.0
-37160.65731205658,1.0
-28228.080722564304,13.0
-28636.07800674237,15.0
-28510.87099983369,6.0
-35612.60998644423,1.0
-29328.7021233806,19.0
-26374.500523810013,7.0
-36396.346831081864,6.0
-24622.34288408547,15.0
-36170.7214938624,1.0
-34827.39192052431,9.0
-35634.668522159634,17.0
-33462.92826981176,4.0
-39887.2631823135,14.0
-19381.604100957626,6.0
-30664.34978482691,14.0
-22698.479934319985,0.0
-25856.528196895946,10.0
-17538.840411361278,10.0
-27127.641768237278,1.0
-19701.243675240734,11.0
-21335.11962877374,20.0
-26252.3669442018,10.0
-32789.30213101095,1.0
-23184.918887403823,11.0
-26541.687011958446,1.0
-23800.5487441215,5.0
-19840.55615350826,8.0
-30347.570404977014,1.0
-20548.290301788868,2.0
-18189.19287436378,19.0
-17729.715417249918,10.0
-30268.365178554333,21.0
-20224.083197205808,12.0
-31822.7704198266,10.0
-28915.08785761232,6.0
-37658.84680168716,17.0
-30634.99753672995,11.0
-24379.265367022475,2.0
-26908.043939870957,4.0
-23382.901504242614,1.0
-29685.636727359237,24.0
-20628.292738122786,16.0
-16995.787002243298,22.0
-31887.67808899811,0.0
-39534.52156999067,19.0
-18065.81997733895,13.0
-37074.067851128835,3.0
-33119.33768817183,24.0
-16999.3624132243,19.0
-18271.672274050736,9.0
-29454.605780162266,21.0
-28344.722259641625,9.0
-31519.608106509306,8.0
-20572.50246331128,1.0
-40142.10340456237,17.0
-24151.224952621124,7.0
-37298.272142024274,15.0
-29622.767737689937,11.0
-23222.292368221006,9.0
-25518.186735651325,20.0
-32719.375219049234,6.0
-18916.09385552632,6.0
-19818.17875862393,15.0
-29834.721436869208,7.0
-32635.889001693242,11.0
-35878.62109782304,4.0
-18843.056712616624,24.0
-21203.007390661136,20.0
-39155.70630237989,19.0
-25817.278782438552,12.0
-30854.371974286456,5.0
-21710.629509675426,14.0
-33962.883403681815,12.0
-22797.54417734879,16.0
-28374.90544467837,19.0
-28199.2164794758,2.0
-18091.320620001174,6.0
-23926.819826806877,0.0
-31594.675915558844,19.0
-19598.57046447744,17.0
-31081.91475062297,3.0
-23007.43775983577,5.0
-36209.25396059961,22.0
-22260.15209542795,6.0
-20201.073469942152,19.0
-39526.38428312626,4.0
-32358.869900537018,2.0
-24038.980355560714,3.0
-30224.43996453983,15.0
-24636.93095569373,6.0
-27597.906014126544,3.0
-44546.564057694704,7.0
-23060.120902185216,17.0
-36908.0440136065,21.0
-24959.385748148456,12.0
-36064.01239576409,16.0
-26021.924159024817,10.0
-18747.445053431904,3.0
-24285.778381866396,24.0
-35843.263733854394,4.0
-22952.885329176712,11.0
-20719.602741329898,6.0
-41892.487956355006,16.0
-20018.521849845776,10.0
-25445.942228123666,1.0
-27640.32967536078,11.0
-20989.855352147944,17.0
-16315.678667928225,13.0
-31762.76172013089,0.0
-24821.93325267239,1.0
-21719.43408510835,2.0
-34611.91546403951,20.0
-34623.702984404255,21.0
-37039.01513384678,24.0
-40750.28870631155,17.0
-30116.418819170507,4.0
-25407.917067153678,23.0
-35206.47946258455,9.0
-18537.99140697308,7.0
-26231.93749268056,8.0
-18959.04369814082,5.0
-31115.808109150654,10.0
-36461.37183796498,8.0
-39771.01989367428,19.0
-31580.126265441806,16.0
-28863.167129201775,18.0
-25042.842825131607,13.0
-22131.0336165852,0.0
-23497.52728905621,9.0
-22027.245554147743,20.0
-29147.630561838778,23.0
-19949.83833324766,19.0
-21487.304847480107,15.0
-16691.2944257448,16.0
-26850.403565812823,14.0
-38741.5126856966,11.0
-36117.303444155856,2.0
-31176.36792333746,8.0
-36495.710693562156,19.0
-17270.385384370966,14.0
-16446.878968539124,15.0
-32467.637272159423,19.0
-19296.9750315253,8.0
-32179.105912789953,16.0
-32573.14434071765,6.0
-33651.073595996946,7.0
-23123.13584572587,9.0
-25662.91435749388,21.0
-39872.12766689854,2.0
-25056.5034852958,4.0
-36556.70452304551,24.0
-18109.347443698436,17.0
-25725.048802350648,4.0
-18666.900198182804,22.0
-21309.26569856132,3.0
-29157.7739605836,21.0
-35973.58653782534,22.0
-19636.92914000929,23.0
-23316.953401587252,1.0
-36479.14555216015,2.0
-33280.41386973279,15.0
-30969.441239797292,21.0
-42178.507553551244,4.0
-20728.132824674303,8.0
-30821.561748204393,1.0
-29518.539055986992,12.0
-31049.62343896227,24.0
-31039.793859730293,3.0
-25255.219612392793,19.0
-17578.7766506773,21.0
-27234.34561479508,16.0
-31801.635324798077,4.0
-40746.77130470479,9.0
-30013.49719865428,12.0
-19993.740878567056,1.0
-21206.161743182172,18.0
-23479.47090166181,2.0
-23378.50484591045,4.0
-15672.539818129548,16.0
-33463.313213636226,11.0
-37604.759686124424,22.0
-18125.514667946933,16.0
-20920.882924351776,8.0
-28091.551722721073,19.0
-37447.28578727484,16.0
-18508.028734503274,1.0
-19901.646655324686,5.0
-30939.078436926116,0.0
-25823.836234141494,5.0
-17066.893462843123,20.0
-35736.96788992213,4.0
-22455.775015878826,4.0
-19446.32114789565,24.0
-23131.630936543763,21.0
-36632.23226333656,23.0
-26910.790674808457,14.0
-28015.235852449558,9.0
-19173.89041619772,19.0
-31612.626149488642,11.0
-24259.393518203517,7.0
-36955.89341298513,7.0
-17992.87419282797,2.0
-41474.99695107936,2.0
-33277.62575713794,19.0
-17393.639617220415,7.0
-39744.6789088489,16.0
-20945.32824711163,14.0
-25939.605314914617,21.0
-34617.140866256406,16.0
-23173.453721307837,23.0
-29004.48417297468,1.0
-19146.631361798693,10.0
-39852.039789563365,13.0
-27722.33882791733,1.0
-26252.752813633717,6.0
-20327.53207864884,20.0
-28193.13760412635,14.0
-32039.882049614174,19.0
-35817.77199791495,10.0
-29258.1416111793,6.0
-27877.601720874143,16.0
-32447.947804281583,3.0
-32478.925865666177,21.0
-36756.947420827186,6.0
-20662.032736923244,23.0
-35823.494904963125,9.0
-19193.22209126515,8.0
-26736.006743816757,23.0
-25848.84706557914,12.0
-27461.03203076388,23.0
-33511.24704765742,6.0
-41617.243850677514,8.0
-34579.91005404314,22.0
-23341.68924041175,5.0
-36411.23844519297,21.0
-26751.93484770022,23.0
-38682.979991193664,19.0
-43420.03644446274,13.0
-22108.148012114973,8.0
-29712.214048760383,12.0
-26921.774013477803,17.0
-18915.134932917623,23.0
-25860.61313134829,15.0
-17342.91673387162,14.0
-31627.756794219502,16.0
-26811.942885215853,21.0
-29709.798113138644,13.0
-40350.86192901482,13.0
-29242.423812056993,9.0
-31987.24564156725,17.0
-22924.820934652857,0.0
-38167.72606057441,5.0
-23225.63038991531,3.0
-28496.18587597757,18.0
-36846.16688703694,17.0
-35434.44867631809,18.0
-35462.355982352645,24.0
-31049.16963366978,1.0
-26074.360844739356,6.0
-38734.228330425554,20.0
-24652.070379876757,21.0
-37859.532740220515,19.0
-33187.94129769641,22.0
-17784.099968118182,14.0
-39879.83282664899,6.0
-33946.6314149397,16.0
-19361.092126482687,23.0
-29986.291576514363,9.0
-18956.1113275792,14.0
-25487.014634560208,5.0
-28475.564575170854,15.0
-16256.002825699477,22.0
-23440.09054587091,7.0
-30206.357603297554,21.0
-40681.74783747911,1.0
-37134.45361107537,22.0
-22612.813560652277,16.0
-39312.08738882069,15.0
-32910.44494747124,13.0
-20183.96711769981,0.0
-23096.343077805628,23.0
-33526.361669646925,23.0
-32054.77840725411,13.0
-31841.53610469676,17.0
-16663.215138537686,22.0
-28192.81874163873,2.0
-28442.294082612934,22.0
-38667.33545832512,16.0
-32161.356599517145,5.0
-21558.61790088036,15.0
-31443.644211522274,5.0
-41376.88738529604,15.0
-33223.91228630688,7.0
-25146.796216059432,16.0
-38799.46050518623,22.0
-21990.18714089757,7.0
-31514.97345155264,12.0
-31018.67901046312,4.0
-31911.576387323643,10.0
-28733.48800447645,20.0
-24778.792300894434,22.0
-33999.66998903391,4.0
-23944.118490462104,22.0
-20411.11806307797,4.0
-34565.71075612836,16.0
-21141.661696228024,3.0
-26466.62469471379,22.0
-23059.741706105917,12.0
-19128.887740877777,0.0
-19495.602217804728,11.0
-28231.078383927852,20.0
-36138.35088244836,9.0
-24520.48815238117,6.0
-32832.68659300996,21.0
-22828.974186417498,1.0
-28510.47283597391,1.0
-39239.33240833557,18.0
-18102.181111481485,14.0
-25826.145471586064,9.0
-26962.21230325788,22.0
-26719.601918298096,13.0
-29279.901334401882,10.0
-18004.278448777994,20.0
-31527.43231709935,12.0
-26456.754040660286,18.0
-26481.512012490297,6.0
-37059.4356633599,17.0
-25817.805579237596,10.0
-31194.8632902796,9.0
-25546.977464969466,6.0
-17920.313956019734,18.0
-24155.269909910465,14.0
-32889.02325697219,18.0
-27175.413426901792,16.0
-25806.338905657143,4.0
-32283.42176976217,23.0
-22779.790991257098,3.0
-17531.14601140352,22.0
-32532.565138985632,6.0
-31784.273949243085,15.0
-23993.747102595495,17.0
-20845.465049506245,11.0
-18729.628440251854,21.0
-16764.575412920374,13.0
-26989.849551715026,15.0
-34266.110086839835,15.0
-34656.40089266417,8.0
-25639.136142778785,10.0
-29975.179607146463,23.0
-36560.09906275505,19.0
-25556.369004031723,17.0
-23451.227573597662,7.0
-24035.430575774622,7.0
-36106.673366977804,4.0
-20659.697366710014,18.0
-23575.44375018231,23.0
-28152.40724487065,6.0
-32442.68777688625,1.0
-23441.90871002415,8.0
-21209.90346405065,23.0
-29603.932665490443,10.0
-39257.49199836544,1.0
-31227.031585445075,10.0
-35374.599844905526,19.0
-17724.808878506203,21.0
-30901.97550325904,4.0
-27706.193896202534,3.0
-19153.31843447115,12.0
-21188.34413214285,10.0
-31688.109959445297,1.0
-22767.37878580708,24.0
-25686.020243083094,18.0
-37010.577228283495,12.0
-25474.30377109224,13.0
-19512.512614500552,11.0
-37118.153991100306,1.0
-38646.959796857715,11.0
-17346.457694312558,13.0
-16982.499735729867,11.0
-23567.524051925266,10.0
-32466.54654613618,11.0
-21358.84953313719,23.0
-33458.78015847996,19.0
-28611.595663136653,3.0
-30930.224929580494,24.0
-23887.323064978522,22.0
-44531.61944691643,4.0
-29957.090303506728,10.0
-19108.452622460358,8.0
-26687.08690492891,15.0
-37070.08084048216,6.0
-22258.37876516972,12.0
-33356.57217794,9.0
-34671.869822055116,20.0
-29965.30086833524,21.0
-20836.94710765492,16.0
-18663.41399501093,17.0
-29048.391009439518,19.0
-33764.50426628421,14.0
-22188.55226002986,16.0
-21266.2019207255,12.0
-18356.035224974516,6.0
-24390.08931179869,21.0
-23152.85672234549,15.0
-18091.594007024923,10.0
-16881.105154187102,23.0
-42730.26391309936,1.0
-19001.01516897813,8.0
-17914.905309637397,20.0
-39633.73383185431,23.0
-18819.39270063679,11.0
-28799.59629621238,7.0
-24305.743270244348,4.0
-20813.97540694236,0.0
-17004.36976549897,7.0
-24616.718539960344,20.0
-28511.78195197381,10.0
-19000.445519694364,1.0
-25988.068438512175,10.0
-41101.47526038082,18.0
-27519.268821314647,21.0
-25120.159070648868,14.0
-19969.299914884155,21.0
-27175.574366776364,8.0
-31439.534428386745,19.0
-31248.895949809772,19.0
-18147.570396537358,5.0
-26169.0913619575,4.0
