sal_3_lc2vs0_iate,earnx2
-16923.173348648623,0.0
-24425.473765904528,0.0
-26813.287085257885,0.0
-22971.782494882864,0.0
-30434.83555095693,0.0
-19014.31388860634,0.0
-21135.67245243467,0.0
-25064.60173021705,540.5292221533524
-18954.104150514177,0.0
-28194.13986779473,0.0
-32883.70415135079,0.0
-33020.416928181774,0.0
-32525.985681458304,1228.7335340854088
-24633.58062771205,0.0
-20572.523815121644,0.0
-36636.6903340174,0.0
-17555.501491280273,0.0
-31485.7504858642,0.0
-20536.656198922283,965.8503379932461
-34848.43624643609,1502.7000496557
-33140.767210530285,743.4988660048341
-18915.670724752323,0.0
-22444.743926233212,1567.4865435882898
-34698.07604360116,0.0
-32747.736274908613,731.6847828549727
-33888.49367149004,0.0
-29580.82900453663,0.0
-18323.126237372606,0.0
-17354.599964247187,0.0
-33587.9778927639,702.8414013080481
-23930.004876421015,0.0
-33918.897065245284,0.0
-24064.91024048072,1337.9946573057587
-28599.879285158982,0.0
-22617.403866011686,0.0
-26760.31266227669,1054.856986464721
-28523.977503210084,0.0
-29689.342175152316,0.0
-24333.95942132083,0.0
-28051.683729842276,0.0
-20966.314051829286,0.0
-35107.403027387605,1710.275913025411
-24718.746705674734,0.0
-31007.018614486842,1188.2006749697766
-38360.34580953767,941.0107736229702
-28311.669884017916,0.0
-37669.5838600071,955.4429418040424
-21405.66834304331,0.0
-16592.666413531122,0.0
-33450.55204961363,881.809880102695
-17471.262165722364,0.0
-37137.583973092296,0.0
-21923.28151397136,0.0
-30828.70622482546,1129.902604299713
-24667.25379337976,870.2730383209896
-22678.739160996673,0.0
-35174.5575322707,0.0
-21545.540465532617,1131.9066236985716
-24649.531248491527,0.0
-28022.864246839476,0.0
-20967.77655245453,1590.0336091143665
-17746.153195591804,0.0
-36497.637017913316,0.0
-19097.233467196864,0.0
-21976.8759579138,0.0
-30872.56225774072,1079.2784244259665
-18090.644262159385,0.0
-18841.164299183558,0.0
-19190.06217292416,0.0
-23247.028137769757,0.0
-20057.75509093124,0.0
-34324.00352331811,0.0
-30511.08580526404,699.3713044043346
-20522.356083726438,0.0
-32702.98119694244,0.0
-32789.47459294545,806.2559022403984
-24186.536804600983,0.0
-20651.164790592382,0.0
-19574.44515829937,0.0
-32075.655113101515,1725.9521238724642
-34314.58282534281,890.8636534716501
-33689.62955848127,853.423201710562
-21713.102529466618,0.0
-33391.29639365125,0.0
-22682.842654112555,0.0
-23359.659945902673,0.0
-17068.21834018603,0.0
-36442.229534095844,0.0
-18486.329863221203,0.0
-29583.80895821537,0.0
-24546.727316241675,518.4271933300842
-22186.848326690073,0.0
-31323.29892592713,663.1543926878377
