sal_3_lc1vs0_iate,school
-17415.1031705239,10.0
-25305.746235323335,10.0
-27814.00738551387,10.0
-23939.495178166268,10.0
-32443.469793722445,12.0
-19252.82830122097,10.0
-21754.414397683897,8.0
-26132.066732960135,10.0
-19583.607062069976,10.0
-29068.56497138829,9.0
-33507.81939066237,10.0
-34557.90536122679,10.0
-33206.99096070395,9.0
-25771.020703622424,8.0
-21224.217152578247,10.0
-40443.119240977925,12.0
-17639.679563740265,9.0
-32622.856521167563,10.0
-20722.610646580728,10.0
-35297.5177895776,12.0
-32741.071619922895,9.0
-19326.053103316015,9.0
-23070.99496129854,9.0
-36175.13211878299,12.0
-34617.33914352088,12.0
-36608.90174036606,12.0
-30837.182013579783,10.0
-17907.461941494585,9.0
-17942.076634149467,9.0
-34530.80556441923,10.0
-25160.126131207566,10.0
-35437.80081658537,12.0
-25256.237556397176,8.0
-30421.807644231587,9.0
-23428.232273581387,10.0
-27813.945823005313,10.0
-29688.119503097078,10.0
-30693.88810294368,10.0
-24291.688135672623,10.0
-28981.839002558616,8.0
-21607.353406322574,12.0
-37396.64686358426,12.0
-25870.09424285257,9.0
-32055.39241277901,9.0
-39685.59554082267,12.0
-29489.562612563448,12.0
-38482.96106569735,12.0
-22189.204744630057,12.0
-17004.71819721548,9.0
-35409.17293620383,12.0
-17823.56200956145,9.0
-37766.418724977644,10.0
-22640.68299875898,9.0
-32253.059369518443,12.0
-24654.80903645283,9.0
-23186.145612880962,9.0
-34743.95167606504,10.0
-22366.00685744034,10.0
-25836.235321440174,10.0
-29608.902779363212,12.0
-20837.193996979866,10.0
-17833.978261576296,8.0
-38674.99777111044,12.0
-19625.56066145896,12.0
-22575.15831563789,8.0
-31723.314857090405,10.0
-17990.528686408485,10.0
-19073.293046008315,8.0
-19171.713840372966,8.0
-24268.749474896184,10.0
-19316.23011260044,9.0
-35173.125778535265,10.0
-31740.680983782735,10.0
-21134.055669029676,10.0
-34694.17471644448,12.0
-34348.869748631536,10.0
-25489.38137249599,10.0
-21774.562287047534,10.0
-19630.555238780216,12.0
-32619.98634424249,10.0
-35605.72143464559,10.0
-35823.39271572521,12.0
-22163.002399586272,10.0
-34187.682101731305,10.0
-23796.58483179108,8.0
-24214.05996981355,9.0
-17390.836837062387,10.0
-37759.11185731662,10.0
-18055.12477987335,9.0
-30961.690124440465,9.0
-24125.136919558492,10.0
-23011.67190106832,10.0
-33437.35512490579,12.0
-17881.030393876736,10.0
-33106.05405113527,10.0
-30425.67651579465,9.0
-26532.194720630883,12.0
-23626.347544077973,9.0
-18047.51390479693,9.0
-27043.770758876657,10.0
-32383.900097214068,10.0
-34954.31052210095,12.0
-31535.080746157266,10.0
-21015.40937176602,10.0
-18038.882593094793,9.0
-34640.7001171462,12.0
-26915.01669979139,9.0
-27943.7573729496,10.0
-20478.67314990065,10.0
-37711.79195343254,10.0
-22276.114463611186,8.0
-31904.784204790005,10.0
-18602.566068983055,10.0
-25814.948807009358,10.0
-31223.664670909682,9.0
-18305.374613839165,10.0
-26326.29011465775,10.0
-23689.648935541714,10.0
-24599.362730920788,9.0
-37362.51892383423,12.0
-29962.803315762525,9.0
-32883.7248388344,10.0
-33750.42579383972,10.0
-23542.073494345506,10.0
-22152.7263848211,9.0
-25700.3328088512,10.0
-38308.33369388414,10.0
-24145.212758002905,10.0
-31793.43696941984,9.0
-25837.430523570038,10.0
-19157.002879969605,8.0
-26913.576223822907,10.0
-32877.94626428665,9.0
-20395.15824491409,10.0
-19362.52518916075,9.0
-27032.53802735584,12.0
-31681.00948524809,10.0
-32235.371393209927,10.0
-42791.6128859482,12.0
-18501.39014862413,10.0
-30991.77902560891,10.0
-17652.5697037227,10.0
-36721.276921074284,10.0
-25378.109334741133,10.0
-32692.207215944676,10.0
-31598.474629261982,9.0
-36237.45893387396,10.0
-18742.31240744461,8.0
-25619.711908691752,9.0
-19394.592974872787,9.0
-35703.267594153556,9.0
-18053.73147741477,9.0
-20366.641420268832,9.0
-41357.548724049746,12.0
-18358.731303464236,9.0
-23880.995560196454,10.0
-24958.688637512,10.0
-28464.256046333245,12.0
-20069.36254371567,10.0
-21971.942004177487,9.0
-38808.101895724176,12.0
-31684.665617708954,9.0
-18288.575203826487,10.0
-33715.663576600346,10.0
-24936.103381554185,9.0
-36147.30358287094,12.0
-26410.3445212574,9.0
-35034.05002580755,10.0
-31527.197632357173,10.0
-26163.732071928607,10.0
-33219.95842659876,12.0
-20955.366372953853,9.0
-37938.010837578244,12.0
-33506.875871770804,10.0
-26479.083158861453,12.0
-21536.58275337253,8.0
-23039.52112579772,10.0
-31140.779844910947,10.0
-20886.24662169238,12.0
-34789.333305024615,12.0
-17905.577966310884,12.0
-24899.320571254677,9.0
-25605.123899853206,10.0
-18114.958241335808,12.0
-17945.111117443175,8.0
-37662.71694330331,10.0
-26603.502939523187,10.0
-19098.781476578642,12.0
-37536.91973377703,12.0
-35960.159716556576,10.0
-34711.66000130545,10.0
-33599.739695265234,10.0
-29771.67694842146,10.0
-23143.42635123949,12.0
-25614.930742157314,10.0
-37973.67742381954,12.0
-20713.13054374513,9.0
-21424.43064549985,9.0
-33145.08491102029,12.0
-17592.622186101325,8.0
-22146.44539303411,10.0
-36278.20321887508,12.0
-23065.3060871968,8.0
-17446.66461033421,10.0
-21747.22060631561,10.0
-26633.990215076585,9.0
-22226.668302937793,10.0
-22077.032249184253,12.0
-25841.22435380471,12.0
-20339.356951571008,9.0
-28755.499363330186,10.0
-25262.01905205636,9.0
-35698.686757842195,10.0
-28235.322496173976,10.0
-33334.85922356422,12.0
-32456.45122834962,12.0
-34064.748379280805,10.0
-32911.42428773715,9.0
-35847.99981472389,12.0
-32479.7313775537,12.0
-17039.382665687368,9.0
-32333.458308285568,8.0
-21824.512703207067,10.0
-19284.074450224532,9.0
-30634.449808336394,9.0
-25411.01935720171,9.0
-18101.332843040444,9.0
-27768.756397002544,10.0
-25175.87040056248,10.0
-22847.276586498643,10.0
-25777.262460934864,10.0
-26562.991418311387,8.0
-32149.485106554515,12.0
-28071.003761016742,8.0
-17891.610931056584,10.0
-36968.07846133459,12.0
-32664.875634676668,12.0
-24919.42305630008,12.0
-32682.538634184843,10.0
-24849.0875427803,12.0
-39608.52793380992,12.0
-34984.97851883473,12.0
-36237.68102962763,10.0
-23241.93851241688,12.0
-27444.40963755038,10.0
-25938.6965319838,9.0
-31199.801290097443,10.0
-34723.26465777555,12.0
-18471.570013838016,9.0
