sal_8_lc2vs0_iate,school
-5247.612371911615,10.0
-5936.081268004896,10.0
-18919.441037239645,10.0
-14707.782499432618,10.0
-16469.15064708127,12.0
-12774.949402169912,10.0
-12053.51819014192,8.0
-14026.353314398888,10.0
-13983.383125352026,10.0
-13134.478561131988,9.0
-29884.652334278326,10.0
-17681.150924771908,10.0
-16609.611673723204,9.0
-11969.49722271879,8.0
-5950.023047619555,10.0
-21467.992990178907,12.0
-11945.720340139294,9.0
-23984.30313998409,10.0
-14270.983694386447,10.0
-31714.98443543093,12.0
-16666.270956639855,9.0
-9190.945167600374,9.0
-16119.659878602994,9.0
-17563.439508625903,12.0
-12709.421738549398,12.0
-17881.349442808176,12.0
-21270.396143409,10.0
-10635.591001845487,9.0
-6349.551233765742,9.0
-25672.877520447037,10.0
-6822.170593997485,10.0
-15317.612865724008,12.0
-7312.44221386747,8.0
-16567.308543593586,9.0
-10771.937303749975,10.0
-23206.795175427615,10.0
-11427.513352134136,10.0
-16042.078033573867,10.0
-17658.06812471561,10.0
-11169.2081233098,8.0
-11499.894941943663,12.0
-13532.379106039434,12.0
-10474.096448959792,9.0
-7399.015417263921,9.0
-21831.303184256176,12.0
-12068.484378545403,12.0
-16817.388918640918,12.0
-8416.27347501714,12.0
-9300.107912582052,9.0
-12865.209168249246,12.0
-7081.880304338444,9.0
-15828.948926235358,10.0
-10728.199476209445,9.0
-13929.317983234097,12.0
-13986.61467723364,9.0
-8806.614629841293,9.0
-31091.26887296683,10.0
-12631.794461756977,10.0
-10562.048830745493,10.0
-19426.966405927375,12.0
-13447.30051696412,10.0
-12487.276177898975,8.0
-16920.067990057407,12.0
-12532.962823379248,12.0
-9913.747962433377,8.0
-13732.531740885566,10.0
-13666.649579562232,10.0
-8937.991690188243,8.0
-11118.370337633276,8.0
-9831.196112755113,10.0
-10573.756448907983,9.0
-28880.51804557306,10.0
-10686.25073508826,10.0
-13103.616710817836,10.0
-17959.01024925051,12.0
-10071.496266680995,10.0
-13782.46557292678,10.0
-16474.89483920907,10.0
-15764.240231078948,12.0
-28745.982583084144,10.0
-17947.46642392244,10.0
-21472.93628477188,12.0
-6541.960065761239,10.0
-11658.795107039547,10.0
-7148.046106287589,8.0
-10323.71450867237,9.0
-9269.57857345864,10.0
-29115.64469282887,10.0
-9615.117265710232,9.0
-8861.114745064173,9.0
-17716.601925630002,10.0
-16340.103061847669,10.0
-14684.070456690177,12.0
-7644.1290129136205,10.0
-17645.626288756564,10.0
-21284.617047466774,9.0
-13330.575371410048,12.0
-12540.192397054574,9.0
-9402.80718760075,9.0
-9795.936310623623,10.0
-15211.71061492783,10.0
-18920.7873761804,12.0
-14363.490183207621,10.0
-3632.2607362219505,10.0
-11975.5970092164,9.0
-20815.78051022569,12.0
-14272.336117167273,9.0
-10667.303216113622,10.0
-14295.430723840464,10.0
-30380.561068380193,10.0
-7401.089893542667,8.0
-16763.29811102799,10.0
-16441.26604018639,10.0
-18094.53069026472,10.0
-16122.99698257296,9.0
-8268.88502805628,10.0
-10978.461832212244,10.0
-9573.332851260828,10.0
-9182.378284501126,9.0
-16127.620849373467,12.0
-9191.211403168276,9.0
-14354.187389724199,10.0
-31812.547204745133,10.0
-19965.426218763736,10.0
-13745.607386248455,9.0
-9055.757976269146,10.0
-29427.236427341748,10.0
-8861.753916954247,10.0
-11431.900734056579,9.0
-6804.923687760396,10.0
-10640.602832549694,8.0
-19197.80689807979,10.0
-13239.538872666702,9.0
-7698.705860482622,10.0
-8403.837158083614,9.0
-16925.87742997753,12.0
-15443.853765018846,10.0
-26489.770039860963,10.0
-32439.39309977882,12.0
-9836.641841166442,10.0
-17787.756900753462,10.0
-17199.62035261083,10.0
-28787.398711471516,10.0
-13611.636933011725,10.0
-8788.609005349892,10.0
-11707.752520868713,9.0
-28420.892329321316,10.0
-9017.434527057592,8.0
-12893.25721850593,9.0
-7726.069504399047,9.0
-21685.039040158696,9.0
-7890.7403567035935,9.0
-7962.825771936778,9.0
-27077.964692732858,12.0
-7457.032934422473,9.0
-14298.479671744844,10.0
-10487.060358118482,10.0
-17149.425189867266,12.0
-13012.51422609331,10.0
-8866.169842147421,9.0
-21995.158342164403,12.0
-11290.039315053964,9.0
-7097.706494466834,10.0
-18993.607231908132,10.0
-8388.517453040644,9.0
-22343.05848144555,12.0
-6146.817396132014,9.0
-21872.97693888677,10.0
-11145.459436193058,10.0
-10301.77133875581,10.0
-16830.292048571337,12.0
-12785.061973985476,9.0
-19173.380694941086,12.0
-19362.225473852606,10.0
-6088.104218178559,12.0
-9421.5776810159,8.0
-15276.869349586428,10.0
-14599.63079187974,10.0
-14156.733629994702,12.0
-14877.666594340306,12.0
-10112.261997573736,12.0
-13807.378141663183,9.0
-10901.51239981274,10.0
-10117.611447563948,12.0
-6599.896309034922,8.0
-16542.216259101882,10.0
-20199.750505257514,10.0
-10267.981567493429,12.0
-19153.81749064121,12.0
-20288.308055710193,10.0
-18895.14909662037,10.0
-15272.051621049512,10.0
-21392.667758497726,10.0
-17938.086812944384,12.0
-8430.20327802892,10.0
-23031.39159388643,12.0
-12745.25270896825,9.0
-10165.819450001156,9.0
-15900.627311473432,12.0
-8645.217809161126,8.0
-12984.767214183808,10.0
-22678.644256130694,12.0
-12553.461600753013,8.0
-7870.456317975893,10.0
-12354.101538333132,10.0
-15447.242214867218,9.0
-13091.270947482402,10.0
-20604.331757102816,12.0
-14024.604376438143,12.0
-13260.948915050809,9.0
-21352.241260470848,10.0
-14395.630409975367,9.0
-30349.750470750543,10.0
-12881.34391852099,10.0
-16578.238141267084,12.0
-19154.37144692294,12.0
-18229.152669806608,10.0
-15018.1853470422,9.0
-17301.961461203457,12.0
-23990.898393452295,12.0
-11056.504685815653,9.0
-16597.818338926856,8.0
-11770.202353452185,10.0
-13838.215397875068,9.0
-6466.339078840417,9.0
-18629.132361764947,9.0
-8669.234615590056,9.0
-23406.980721640513,10.0
-8639.964150338925,10.0
-6714.189602891527,10.0
-9544.328491507049,10.0
-11776.856009782197,8.0
-21263.35448351017,12.0
-14058.71011971784,8.0
-7546.58399120144,10.0
-16113.173700043415,12.0
-15881.890649145667,12.0
-12718.397934185292,12.0
-20185.887087490628,10.0
-17150.097886081712,12.0
-24757.70677391385,12.0
-29798.1994017042,12.0
-20384.863617014908,10.0
-12441.459563333276,12.0
-14798.931008320038,10.0
-9610.36008692729,9.0
-23187.07038385429,10.0
-22331.20727376756,12.0
-9488.747891050549,9.0
-30179.346763318874,12.0
-7244.082698264068,8.0
-9150.788263097835,9.0
-11799.152527468792,12.0
-16268.658613314292,12.0
-22380.22357793032,12.0
-21604.9235962588,9.0
-29719.833696293495,10.0
-12973.449497856614,12.0
-33493.590817236705,12.0
-18522.337818062115,10.0
-30993.655052159418,10.0
-29504.76323006754,12.0
-19224.5650513492,8.0
-13642.899254681617,8.0
-26183.787181146206,12.0
-19651.465173731063,10.0
-15427.758841724504,12.0
-8556.77618715023,12.0
-9642.86134411857,12.0
-22487.687341964578,12.0
-28573.236115605432,12.0
-11660.99601540523,10.0
-12145.541565862684,12.0
-13884.707737433182,10.0
-12437.81122027695,10.0
-11305.24462343619,9.0
-13739.371368635357,12.0
-12168.47334030227,10.0
-18305.867807532708,10.0
-10593.779767226268,10.0
-4984.45337993964,8.0
-12283.937185388724,9.0
-6498.370823426061,9.0
-12548.01225997064,9.0
-14458.021966030832,12.0
-18385.729123202476,10.0
-18850.55671256115,10.0
-17021.686091824035,12.0
-12616.094511257332,12.0
-15924.481621031186,12.0
-16433.288737653118,10.0
-9097.876990337665,9.0
-20795.352066945776,12.0
-12620.290854362527,9.0
-17872.522133639173,10.0
-12154.9898652225,9.0
-13712.255838571351,12.0
-18810.534803153787,10.0
-5272.951619042331,10.0
-9519.637469895091,10.0
-9583.414800101747,8.0
-7717.64720388795,9.0
-22897.316306229666,10.0
-19369.417154695504,12.0
-7349.774392798128,10.0
-13239.190753199604,10.0
-15867.883551343974,10.0
-19083.902216252725,12.0
-10353.148275399417,9.0
-18164.249432603992,12.0
-10635.380482886201,8.0
-6399.682032392456,9.0
-27883.20703057134,10.0
-12507.280434925471,9.0
-13488.913733835365,12.0
-25689.754537490568,10.0
-11869.396120393816,9.0
-10744.439545036937,12.0
-12634.276375277797,10.0
-9702.890797404832,10.0
-13451.20464631997,9.0
-8416.880279964531,10.0
-20398.911668669738,12.0
-8994.587364237319,10.0
-12031.890998611576,10.0
-16808.507633123198,9.0
-13716.854861026095,10.0
-9591.507493978785,10.0
-11801.540846688553,9.0
-13647.229290925457,12.0
-6007.517920702631,10.0
-7751.6843736968685,9.0
-16871.55959643263,10.0
-22162.547037649692,10.0
-13152.311620495791,10.0
-8408.862638611636,8.0
-15524.18048495705,10.0
-8511.104442313479,12.0
-10697.086766692446,10.0
-13466.56344927986,8.0
-18936.485052579355,10.0
-9321.861347273762,8.0
-27365.97255256632,12.0
-17641.439474239953,10.0
-13173.546640483848,10.0
-12984.968204797555,9.0
-14041.26375625298,9.0
-15183.294609146273,10.0
-16984.653303172345,10.0
-9811.930152948275,10.0
-20684.2220716874,10.0
-7652.882477888258,10.0
-8701.232653067818,10.0
-14185.504554727939,8.0
-18083.82530552208,12.0
-12204.860389453568,8.0
-13803.564765748444,10.0
-16402.001458629456,8.0
-11346.910105673991,10.0
-11945.724928544356,8.0
-10540.033448341766,10.0
-25636.652269811282,10.0
-19950.168112803138,12.0
-18811.42715373368,10.0
-11164.544089115667,10.0
-10637.244912902863,10.0
-18342.186512007887,10.0
-16575.276149631212,12.0
-23147.658564461733,12.0
-10156.016268337195,10.0
-13475.404843251616,10.0
-10308.68883531772,10.0
-16725.93041893442,10.0
-23164.046298493206,10.0
-9454.470672577369,10.0
-13562.718468205992,9.0
-20300.79607272757,12.0
-22764.74241142536,10.0
-15910.044534220458,10.0
-9395.86932504989,9.0
-8980.372178766549,9.0
-11136.248118964113,9.0
-13895.528447763718,10.0
-7738.899843455485,10.0
-19279.902963154913,10.0
-22081.677733577213,8.0
-13779.080537418202,9.0
-11452.126497073941,10.0
-18182.125134533857,10.0
-7083.425940641094,8.0
-32072.896556414147,12.0
-20627.962382324415,10.0
-28652.454556280187,10.0
-20669.127626837213,10.0
-15545.924647317785,12.0
-7428.789693200178,8.0
-13647.198382870587,12.0
-14988.02905183602,12.0
-20827.076922285887,10.0
-8452.022545071084,8.0
-15390.466773490729,10.0
-9683.35760150018,10.0
-7403.62181338266,9.0
-20061.0198590371,12.0
-13077.34875317586,10.0
-10590.129029123611,9.0
-11632.725467079465,10.0
-6734.673201628218,10.0
-7302.321070250548,9.0
-7810.035747625738,9.0
-17162.136589336984,9.0
-25476.260795333626,10.0
-21988.555106821397,12.0
-11166.241664283869,12.0
-7910.662334676592,9.0
-9733.57625611538,8.0
-12868.934052667271,9.0
-13873.022595682767,9.0
-6661.206450631079,9.0
-16167.371695401067,10.0
-11447.42107966998,9.0
-18084.964677247153,12.0
-9988.847640652777,9.0
-9368.632021776728,10.0
-5827.093824179359,10.0
-5003.0251594024885,8.0
-23107.5539368552,10.0
-14447.51718552368,12.0
-10258.56040834144,10.0
-10970.422942971509,10.0
-6895.0147981113405,10.0
-11549.514987842931,9.0
-10837.336226969317,9.0
-14362.079743160984,10.0
-10621.638642342861,9.0
-10210.753637743233,12.0
-19323.950747615912,12.0
-24168.066229639142,10.0
-21042.55507322466,10.0
-10036.547393993653,8.0
-16970.604281015392,10.0
-17486.138149170973,12.0
-14315.443150153023,12.0
-8198.000425903581,9.0
-13324.346641401728,10.0
-7966.101987445735,9.0
-17297.76687930281,12.0
-13531.948980179182,9.0
-28649.784425906942,12.0
-12066.032551957742,10.0
-14170.779485548039,10.0
-10487.066036869322,9.0
-12335.605389738514,10.0
-13203.434202823351,12.0
-10461.007210851214,9.0
-12742.310860615864,12.0
-13399.69378129887,9.0
-8139.477200356624,10.0
-31476.582581600393,10.0
-12766.611160660623,8.0
-15799.25269965826,10.0
-10934.927211852213,8.0
-8236.134012139592,10.0
-17851.82016277812,12.0
-14873.42200819841,12.0
-10794.465121761565,8.0
-11246.83950510717,9.0
-16720.38741446143,10.0
-10421.107934118132,8.0
-25534.640047663434,10.0
-6993.89121879927,8.0
-16800.25862474268,10.0
-6632.820569291825,10.0
-16272.792283466828,12.0
-17304.454967192396,10.0
-16921.588791457772,10.0
-21673.44329168299,10.0
-19516.430996098064,10.0
-20254.772464271213,10.0
-21850.400854302294,10.0
-9238.175248095107,10.0
-11547.17796218938,9.0
-6478.908484559624,10.0
-7871.342011448808,8.0
-15892.282682541247,12.0
-18816.859592285495,10.0
-16609.147448453423,10.0
-18628.88196258774,12.0
-23847.410910203263,10.0
-17145.167370449813,10.0
-13010.930824839947,10.0
-10001.400862660956,9.0
-12613.205751435766,12.0
-13737.616855619974,12.0
-10587.912192477217,12.0
-9898.427248533699,10.0
-14133.385338859625,12.0
-10860.80823786044,10.0
-10375.699529821955,10.0
-21348.50202114003,10.0
-11837.557178528285,9.0
-11410.577191194749,9.0
-14824.567392667219,9.0
-19146.893065526358,10.0
-7961.87537632763,8.0
-7632.144246618767,8.0
-12512.396067477679,10.0
-9110.955209994812,10.0
-16567.766849401312,10.0
-26917.81624794334,10.0
-14101.777579546317,8.0
-8015.1712730467225,8.0
-5401.526458729689,10.0
-12119.375251909492,12.0
-12974.83104869852,10.0
-17065.80960908339,10.0
-16255.475574917684,10.0
-8901.140692455974,10.0
-23844.04942824214,12.0
-21733.232083331874,10.0
-30087.04980653267,10.0
-18256.68919866642,10.0
-9759.01283065328,10.0
-7876.286516468197,10.0
-17336.275257161702,10.0
-21782.2044041431,10.0
-21251.820406075913,10.0
-11629.066547281998,9.0
-14906.256855894018,12.0
-30355.167965388333,10.0
-10503.940927763495,9.0
-24270.998487131816,12.0
-6501.974194244074,8.0
-21621.46822189141,10.0
-18710.642443738663,12.0
-8254.495215367107,9.0
-7752.902170039619,10.0
-23930.855679421376,10.0
-13317.209825555568,8.0
-18020.998223423085,9.0
-7021.057589817011,9.0
-10272.354025536351,9.0
-9280.69770200303,9.0
-21009.626040680363,10.0
-8699.49306648129,8.0
-19872.14675088752,10.0
-8975.928013789695,8.0
-15975.587855547277,12.0
-11004.495681885459,10.0
-11474.063491452423,10.0
-20776.588396227417,12.0
-17261.09486903074,10.0
-23130.285820869824,10.0
-12888.759963087436,10.0
-15381.539811068022,10.0
-9266.645934200438,8.0
-31307.860618373026,10.0
-18453.39563393996,10.0
-23822.48971991941,9.0
-12484.802677087631,9.0
-13510.163317187136,10.0
-21632.11139733076,10.0
-31527.230620609927,10.0
-20660.1424428348,12.0
-7725.196185735148,9.0
-13278.787352333025,10.0
-13061.711961613792,10.0
-11890.32754228611,9.0
-12332.491871859494,10.0
-8361.630935631736,10.0
-7905.593727749591,10.0
-15441.94715108194,10.0
-18912.837269555475,12.0
-25755.812061566518,10.0
-15840.729092333513,10.0
-18192.86039444358,8.0
-16798.139773879426,12.0
-11848.599455064419,8.0
-14783.879731470332,10.0
-24725.84906001819,10.0
-19766.127976055457,10.0
-26425.0667999515,12.0
-29692.202559649682,12.0
-9534.774041073248,10.0
-8825.079240077614,9.0
-24380.56067959943,10.0
-7731.436308035264,8.0
-11460.257022906168,12.0
-12802.122515688643,10.0
-10726.74829120722,12.0
-7254.219427193235,9.0
-16263.244379077085,10.0
-24944.067302296084,9.0
-12371.383624258608,10.0
-7224.435812840749,8.0
-9471.533875014698,9.0
-9963.312015067051,8.0
-17035.351637428994,10.0
-8664.31226344697,10.0
-11022.362187627452,10.0
-30456.619333530405,12.0
-9736.657313616883,10.0
-21470.81636215203,12.0
-19575.525066203107,10.0
-14826.194772244708,10.0
-10973.461272108165,9.0
-20583.354450427607,12.0
-11033.604373082584,12.0
-6599.415654737497,10.0
-12681.19281372131,10.0
-15732.0495743204,10.0
-29404.86984049213,10.0
-9559.378398212197,10.0
-31143.084558074686,10.0
-22902.15718005165,12.0
-22604.03183802537,12.0
-16915.939722805222,12.0
-11191.417155748293,10.0
-8978.235331695803,9.0
-16429.213055024382,12.0
-26213.76050238587,10.0
-11709.526116370434,10.0
-12439.792692651226,10.0
-10835.738331952725,12.0
-11902.54624297846,9.0
-22532.901552998635,9.0
-30817.799318397294,10.0
-6792.618443239096,10.0
-14875.22477562633,10.0
-12483.393493691472,12.0
-23997.017171664913,12.0
-12424.89724112162,12.0
-9340.011839772265,10.0
-15861.36122705902,12.0
-9658.358600707525,8.0
