sal_5_lc1vs0_iate,olf_x0
-2481.9990918268495,56.0
-1430.202684616277,85.0
-4489.066068861715,51.0
-11449.086047238934,54.0
-2621.9158112681944,38.0
-9307.768394496368,28.0
-3663.882554510727,83.0
-2922.271743348201,52.0
-8681.341162061635,12.0
-6274.98471380869,39.0
-23050.036448475887,14.0
-4468.773777198032,71.0
-1791.5446949040288,41.0
-4944.3840893217,51.0
-985.7288185997259,62.0
-332.9000730049738,17.0
-3128.5858267013627,67.0
-20174.249270295943,1.0
-9694.51465280175,16.0
-15482.656312535788,31.0
-16864.316977723323,54.0
-3854.6605514252137,40.0
-15512.06340435362,6.0
-737.5592811277274,56.0
-3907.2066466053693,44.0
-3121.7491029205485,47.0
-15304.32706086959,26.0
-13543.905380875236,59.0
-2648.5947456058157,63.0
-17866.57769455155,15.0
-2403.451674007313,59.0
-6434.734482813499,38.0
-8296.695760245611,32.0
-5509.827570719332,57.0
-4641.313601073667,27.0
-11752.237241047436,33.0
-4379.075625140771,57.0
-3376.3762733938984,21.0
-18070.252683228304,42.0
-3868.6695721607903,18.0
-2411.755970966738,68.0
-2800.2412569148146,30.0
-4610.403673240825,41.0
-3839.2066885664535,30.0
-13850.616232426319,37.0
-3205.912961450713,26.0
-13405.433064226892,2.0
-1393.8747596588855,75.0
-3827.2478162996267,33.0
-3340.8646766978018,40.0
-3220.861475528019,75.0
-18159.677478107256,37.0
-11768.15836671055,34.0
-601.8838962788832,71.0
-19723.851358464704,12.0
-5725.515170755166,75.0
-20073.777211113367,49.0
-4066.4327409611055,33.0
-3625.4468209149663,57.0
-1856.2438022488532,71.0
-12507.116191895593,54.0
-5499.508275093274,35.0
-2988.3278667493796,9.0
-2417.048462230992,24.0
-13423.154585586633,14.0
-4529.740101638286,81.0
-12385.393034090344,47.0
-7667.12129582375,31.0
-4271.361729465954,38.0
-4112.197615522266,44.0
-15459.894259582992,23.0
-15491.075196322374,26.0
-2381.7882978653433,63.0
-11096.739581289625,41.0
-1727.2109991136676,69.0
-2921.828590101006,55.0
-3254.8992132057447,29.0
-10556.837650846031,7.0
-10455.722659357674,3.0
-20661.927004180106,9.0
-1423.1313431016351,62.0
-3351.387528416253,38.0
-5120.885342422156,54.0
-5935.03073167989,69.0
-4976.0319035312405,5.0
-3968.6826330444,54.0
-3634.4564636564714,49.0
-9066.127307525754,28.0
-15018.688640553491,29.0
-8111.284690909315,33.0
-17642.504848383618,35.0
-10839.494059506756,57.0
-1867.112092734591,25.0
-3010.582307445021,47.0
-6071.455601997544,64.0
-21320.914805274697,14.0
-1710.138748034251,66.0
-12414.134823481705,24.0
-3599.044708005638,63.0
-5926.637928848386,57.0
-5718.414619240619,20.0
-2509.7359093447667,57.0
-13663.1771612767,48.0
-4033.978686479327,54.0
-5100.974057773646,59.0
-2192.726906782671,71.0
-15263.631141748427,58.0
-3386.1423112113443,65.0
-12195.480706996037,38.0
-14172.420734003883,14.0
-14439.967598591506,47.0
-9048.159561008597,38.0
-13926.822995011875,14.0
-13700.278418759124,28.0
-12333.052424065008,18.0
-3675.0575450600195,69.0
-5367.654395430778,57.0
138.4776854907468,75.0
-4687.764581692626,41.0
-1270.9974714069685,82.0
-6269.418312184014,34.0
-4233.027892930539,27.0
-22212.10191973546,15.0
-13084.67588178134,34.0
-17165.329435814063,57.0
-2912.170621465182,58.0
-13504.384406074629,45.0
-3268.638595897546,28.0
-3091.9152833653407,75.0
-3990.25896334791,43.0
-4787.805977663429,67.0
-13083.954220749194,23.0
-1282.4598854414962,47.0
-2866.351751821404,75.0
-3235.3814262391174,76.0
-2167.875516107175,47.0
-5316.7737462201,43.0
-19438.058438510867,58.0
-4579.149770817785,36.0
-9358.89058574463,42.0
-5203.818795432897,11.0
-3787.595076680778,15.0
-18966.8730583411,26.0
-4401.41584603144,5.0
-4131.751212488014,30.0
-4634.892212804394,23.0
-25827.08022928507,21.0
-16014.769338234188,11.0
-14562.973671890468,23.0
-3461.4798548562594,43.0
-16302.53504056557,48.0
-9524.583472066333,54.0
-7341.373915371651,2.0
-7954.488198774543,35.0
-9140.948460039317,29.0
-2648.636981831881,45.0
-3812.0953431614716,21.0
-3109.9271871894052,26.0
-11121.07401745646,12.0
-2995.3584950474965,83.0
1170.1312156810163,65.0
-3029.91906506361,62.0
-2758.081931164009,72.0
-18156.345359036037,14.0
-4643.473547032023,20.0
-1223.8552101226742,63.0
-5688.8463606498935,33.0
-23838.634134453823,7.0
-3865.639866280333,64.0
-5035.8798394674195,82.0
-2856.228601009876,50.0
-5936.4591529422805,22.0
1549.8746490409649,65.0
-5037.703809441777,46.0
-2457.791259170148,15.0
-3744.413427343114,53.0
-11780.249925911903,34.0
-5208.740962084883,40.0
-8283.285950736945,57.0
-9420.056949572649,6.0
-1351.4954124650155,63.0
-12359.35577098019,46.0
-1921.5972709595062,75.0
-3396.3153520985184,70.0
-2523.101317341995,64.0
-19680.119143043325,23.0
-3662.9788562026733,43.0
-1813.828406699417,76.0
-1929.4502405485691,9.0
-18473.376925254204,27.0
-10235.55657615969,56.0
-4467.038205499353,17.0
-10216.100215415925,42.0
-10398.435339800724,15.0
-1977.3450391388687,62.0
-371.8095684415348,62.0
-11178.479565200749,21.0
-4848.809083663544,58.0
-1455.7608402893638,24.0
-3504.6534266163044,49.0
-10608.856670115681,60.0
-14842.1375170699,57.0
-19043.144660105587,13.0
-3940.006828359777,38.0
-11089.839073897609,32.0
-16045.222243166476,31.0
-8872.668920638253,46.0
-8764.232361529641,22.0
-744.5201364443092,42.0
-15853.751076890274,11.0
-13269.777642340361,4.0
-12175.955955306577,32.0
-20438.03779952736,22.0
-4208.2072426075065,27.0
-2088.049357156826,44.0
-3072.7941787421114,22.0
-3007.1361696807653,34.0
-4247.789874483329,4.0
394.90865578222656,69.0
-6220.2860975357435,60.0
-2533.4913310290403,23.0
-4629.908943759721,20.0
-3580.1197408470325,16.0
-15179.331531589367,5.0
-5250.554192597281,17.0
