sal_4_lc1vs0_iate,school
-19954.994972657827,10.0
-29146.199747354854,10.0
-31433.024744821378,10.0
-27478.65232829765,10.0
-38631.071400739456,12.0
-22278.891971705772,10.0
-24204.91485495999,8.0
-29354.023810217488,10.0
-22014.83645411035,10.0
-34361.42852146404,9.0
-41092.16190647378,10.0
-41180.24634598078,10.0
-40243.90241887649,9.0
-29150.136101467546,8.0
-24006.898602131638,10.0
-42258.86377414164,12.0
-19358.973796785616,9.0
-39115.205022963,10.0
-23448.82266885253,10.0
-38909.95974164018,12.0
-39702.48987425571,9.0
-22277.595721019636,9.0
-26288.68630089834,9.0
-40485.49538268829,12.0
-41330.13824445986,12.0
-42695.29142520019,12.0
-35916.118606586126,10.0
-16933.182969041547,9.0
-20584.131695808843,9.0
-39462.244365811326,10.0
-30001.400938728202,10.0
-42731.36462946981,12.0
-28006.1853940301,8.0
-33672.86151251089,9.0
-27860.55729002769,10.0
-30944.372178795915,10.0
-35320.908489962065,10.0
-33430.59998985071,10.0
-24506.14719153816,10.0
-33191.64899169733,8.0
-26019.55571569452,12.0
-43435.71137947413,12.0
-30099.321215154516,9.0
-37092.68920495328,9.0
-48867.95184566085,12.0
-32931.4167978592,12.0
-43936.631134135714,12.0
-25635.340856668423,12.0
-19938.743897824497,9.0
-40215.890883476284,12.0
-20843.12253120516,9.0
-48155.346359058836,10.0
-24846.135873147585,9.0
-36930.58623005346,12.0
-24443.686159512225,9.0
-24851.60330836227,9.0
-42264.1441729595,10.0
-25934.14454512942,10.0
-29381.163982017206,10.0
-33367.14854061719,12.0
-22718.196414816248,10.0
-20476.910250086356,8.0
-42881.4809853933,12.0
-23062.450465256836,12.0
-23895.023253822386,8.0
-37438.47640856294,10.0
-20028.154555522262,10.0
-22282.448281085213,8.0
-21578.085212128935,8.0
-29004.491318529384,10.0
-19161.916179614364,9.0
-42355.31251129725,10.0
-38286.969964331576,10.0
-23219.39934211219,10.0
-40276.06833313756,12.0
-40653.01177477254,10.0
-29277.75557873216,10.0
-24437.16617639319,10.0
-23001.503840665864,12.0
-36828.82184882531,10.0
-43407.956008045185,10.0
-42444.72178561178,12.0
-25456.07579255796,10.0
-41790.7332086244,10.0
-28378.147127596952,8.0
-28610.61925682743,9.0
-20289.072054281078,10.0
-43252.25805043618,10.0
-17994.259043180595,9.0
-37273.63005590277,9.0
-23557.82748938075,10.0
-26805.23855871579,10.0
-38486.70263158987,12.0
-20696.658162808922,10.0
-38700.47776504462,10.0
-32520.88810432009,9.0
-29174.6581131945,12.0
-25847.44037667095,9.0
-20926.3503817867,9.0
-29005.290682213694,10.0
-38540.80501603817,10.0
-40390.8648748322,12.0
-36608.069451455754,10.0
-25266.916958584752,10.0
-20515.473725697644,9.0
-39193.508217323244,12.0
-29125.702428765264,9.0
-30662.350310109232,10.0
-21410.097568917823,10.0
-44401.017801489455,10.0
-23344.749371833757,8.0
-35620.21904822812,10.0
-20487.370193009214,10.0
-24723.575312031935,10.0
-36026.61394059506,9.0
-19669.750622641608,10.0
-26962.687607562715,10.0
-27694.23925830335,10.0
-28120.58306560859,9.0
-42346.80764931825,12.0
-36525.02962273515,9.0
-39711.53673832417,10.0
-40902.011845372705,10.0
-24463.112943982414,10.0
-22795.094523215826,9.0
-29474.590382009912,10.0
-46605.193635506876,10.0
-27902.65314079094,10.0
-37934.05470791469,9.0
-28784.449452564753,10.0
-21911.775665648893,8.0
-28329.96296277423,10.0
-39344.828793734116,9.0
-23745.22240499276,10.0
-21657.300540561264,9.0
-30804.820705720922,12.0
-38126.276444049894,10.0
-39965.943902988336,10.0
-48043.23311771627,12.0
-20769.94522357106,10.0
-35955.11218492224,10.0
-20999.269232136932,10.0
-43644.44064051098,10.0
-29902.566454377928,10.0
-39664.45500538778,10.0
-36296.26292663389,9.0
-44899.74327594796,10.0
-17736.17113495728,8.0
-27302.155159091253,9.0
-21557.79057050258,9.0
-45804.60548155397,9.0
-18710.606833931037,9.0
-23750.108844980172,9.0
-48994.49593139242,12.0
-20090.11731715608,9.0
-28313.13580071384,10.0
-30333.88988667966,10.0
-33447.28632039226,12.0
-23232.150737468866,10.0
-24301.78116973926,9.0
-43837.8465473248,12.0
-36334.953462382444,9.0
-20263.320743539047,10.0
-40750.95578135038,10.0
-27762.297664290476,9.0
-40863.97826170769,12.0
-28980.007882729016,9.0
-43228.78679631225,10.0
-38659.03058822422,10.0
-29201.527237314665,10.0
-37008.97955600907,12.0
-23593.9860465912,9.0
-42141.608103081686,12.0
-40595.40093094818,10.0
-29988.7571925097,12.0
-24385.879700643003,8.0
-23140.940000940205,10.0
-34992.250931340604,10.0
-23177.351409485644,12.0
-39142.84024298572,12.0
-21469.355887281192,12.0
-27163.531026358534,9.0
-28083.841983116108,10.0
-21089.527049553064,12.0
-19944.664269063836,8.0
-47067.52932416965,10.0
-29038.584909784156,10.0
-21398.63071506244,12.0
-41841.15148403778,12.0
-46254.31186633343,10.0
-43345.55398803193,10.0
