sal_5_lc1vs0_iate,lmp_cw
-2481.9990918268495,3.0
-1430.202684616277,3.0
-4489.066068861715,2.0
-11449.086047238934,4.0
-2621.9158112681944,3.0
-9307.768394496368,4.0
-3663.882554510727,3.0
-2922.271743348201,3.0
-8681.341162061635,4.0
-6274.98471380869,3.0
-23050.036448475887,2.0
-4468.773777198032,3.0
-1791.5446949040288,3.0
-4944.3840893217,4.0
-985.7288185997259,4.0
-332.9000730049738,3.0
-3128.5858267013627,2.0
-20174.249270295943,3.0
-9694.51465280175,1.0
-15482.656312535788,1.0
-16864.316977723323,1.0
-3854.6605514252137,4.0
-15512.06340435362,4.0
-737.5592811277274,3.0
-3907.2066466053693,4.0
-3121.7491029205485,4.0
-15304.32706086959,3.0
-13543.905380875236,1.0
-2648.5947456058157,4.0
-17866.57769455155,3.0
-2403.451674007313,3.0
-6434.734482813499,1.0
-8296.695760245611,1.0
-5509.827570719332,4.0
-4641.313601073667,2.0
-11752.237241047436,4.0
-4379.075625140771,3.0
-3376.3762733938984,4.0
-18070.252683228304,2.0
-3868.6695721607903,4.0
-2411.755970966738,4.0
-2800.2412569148146,4.0
-4610.403673240825,3.0
-3839.2066885664535,1.0
-13850.616232426319,3.0
-3205.912961450713,1.0
-13405.433064226892,1.0
-1393.8747596588855,2.0
-3827.2478162996267,4.0
-3340.8646766978018,1.0
-3220.861475528019,4.0
-18159.677478107256,4.0
-11768.15836671055,4.0
-601.8838962788832,1.0
-19723.851358464704,1.0
-5725.515170755166,1.0
-20073.777211113367,1.0
-4066.4327409611055,3.0
-3625.4468209149663,4.0
-1856.2438022488532,3.0
-12507.116191895593,1.0
-5499.508275093274,1.0
-2988.3278667493796,4.0
-2417.048462230992,4.0
-13423.154585586633,4.0
-4529.740101638286,1.0
-12385.393034090344,3.0
-7667.12129582375,1.0
-4271.361729465954,4.0
-4112.197615522266,3.0
-15459.894259582992,1.0
-15491.075196322374,4.0
-2381.7882978653433,2.0
-11096.739581289625,4.0
-1727.2109991136676,3.0
-2921.828590101006,1.0
-3254.8992132057447,4.0
-10556.837650846031,4.0
-10455.722659357674,2.0
-20661.927004180106,2.0
-1423.1313431016351,2.0
-3351.387528416253,3.0
-5120.885342422156,1.0
-5935.03073167989,1.0
-4976.0319035312405,3.0
-3968.6826330444,3.0
-3634.4564636564714,2.0
-9066.127307525754,4.0
-15018.688640553491,3.0
-8111.284690909315,1.0
-17642.504848383618,1.0
-10839.494059506756,4.0
-1867.112092734591,4.0
-3010.582307445021,1.0
-6071.455601997544,2.0
-21320.914805274697,1.0
-1710.138748034251,1.0
-12414.134823481705,4.0
-3599.044708005638,1.0
-5926.637928848386,1.0
-5718.414619240619,1.0
-2509.7359093447667,1.0
-13663.1771612767,3.0
-4033.978686479327,3.0
-5100.974057773646,1.0
-2192.726906782671,1.0
-15263.631141748427,2.0
-3386.1423112113443,2.0
-12195.480706996037,1.0
-14172.420734003883,3.0
-14439.967598591506,2.0
-9048.159561008597,4.0
-13926.822995011875,2.0
-13700.278418759124,2.0
-12333.052424065008,4.0
-3675.0575450600195,1.0
-5367.654395430778,1.0
138.4776854907468,4.0
-4687.764581692626,3.0
-1270.9974714069685,4.0
-6269.418312184014,2.0
-4233.027892930539,4.0
-22212.10191973546,3.0
-13084.67588178134,1.0
-17165.329435814063,4.0
-2912.170621465182,1.0
-13504.384406074629,2.0
-3268.638595897546,2.0
-3091.9152833653407,4.0
-3990.25896334791,1.0
-4787.805977663429,3.0
-13083.954220749194,4.0
-1282.4598854414962,4.0
-2866.351751821404,3.0
-3235.3814262391174,4.0
-2167.875516107175,3.0
-5316.7737462201,3.0
-19438.058438510867,1.0
-4579.149770817785,3.0
-9358.89058574463,3.0
-5203.818795432897,4.0
-3787.595076680778,3.0
-18966.8730583411,2.0
-4401.41584603144,3.0
-4131.751212488014,2.0
-4634.892212804394,3.0
-25827.08022928507,2.0
-16014.769338234188,3.0
-14562.973671890468,4.0
-3461.4798548562594,3.0
-16302.53504056557,3.0
-9524.583472066333,4.0
-7341.373915371651,1.0
-7954.488198774543,4.0
-9140.948460039317,4.0
-2648.636981831881,4.0
-3812.0953431614716,4.0
-3109.9271871894052,4.0
-11121.07401745646,3.0
-2995.3584950474965,2.0
1170.1312156810163,4.0
-3029.91906506361,2.0
-2758.081931164009,2.0
