sal_4_lc1vs0_iate,earnx1
-19954.994972657827,994.6296221045262
-29146.199747354854,1300.4341348500961
-31433.024744821378,0.0
-27478.65232829765,492.3538817265027
-38631.071400739456,2596.67381526939
-22278.891971705772,1743.3766496691196
-24204.91485495999,1039.4234270616687
-29354.023810217484,1419.020133168046
-22014.83645411035,308.4632670927226
-34361.42852146404,2554.7601949945533
-41092.16190647378,2765.2373708602654
-41180.24634598078,1786.5038800825016
-40243.90241887649,4123.048044576214
-29150.136101467542,1395.1766837062169
-24006.898602131638,420.0107521787132
-42258.86377414164,4376.964995151424
-19358.97379678562,1184.945230744679
-39115.205022963004,3715.7380208798586
-23448.822668852525,378.0834741638525
-38909.95974164018,3108.316098318286
-39702.48987425571,769.9988660048341
-22277.595721019636,910.239285757953
-26288.68630089834,2629.4232436294387
-40485.49538268829,2238.7570409712052
-41330.13824445986,709.4347828549727
-42695.291425200194,873.995710204487
-35916.118606586126,1690.0940197030131
-16933.182969041547,1226.2186615134185
-20584.131695808846,652.8030681832854
-39462.24436581133,2937.58194917987
-30001.400938728202,2933.2900913523317
-42731.36462946981,1989.3244952047917
-28006.1853940301,1307.7446573057587
-33672.86151251089,646.2121959290417
-27860.55729002769,0.0
-30944.37217879592,3511.8582761996868
-35320.908489962065,1569.1363630581277
-33430.59998985071,3450.7952958329715
-24506.14719153816,2248.629193036797
-33191.64899169733,1490.2089667020414
-26019.55571569452,406.920043469496
-43435.71137947413,2034.7310956304932
-30099.32121515451,1410.0891997538715
-37092.68920495328,3750.5435069296996
-48867.95184566085,2230.4758566951286
-32931.4167978592,3511.577444488947
-43936.631134135714,1023.6929418040424
-25635.340856668423,2252.5949929505014
-19938.743897824497,267.7472318830555
-40215.890883476284,920.309880102695
-20843.122531205165,509.41359623887024
-48155.34635905884,905.626167649221
-24846.135873147585,1239.6646884008817
-36930.58623005346,3896.952074690589
-24443.686159512225,3020.9048532883157
-24851.603308362268,1770.433009746093
-42264.1441729595,4439.016976393531
-25934.14454512942,1106.9566236985715
-29381.163982017206,2143.1652462243183
-33367.14854061719,0.0
-22718.196414816248,377.3089922005976
-20476.91025008636,216.7868816428233
-42881.4809853933,3644.500333135782
-23062.450465256832,2185.9098637779325
-23895.023253822386,1193.643901914762
-37438.476408562936,3724.4087790946874
-20028.154555522262,730.1109358289319
-22282.448281085213,1590.5991722408305
-21578.085212128935,1532.5232360976688
-29004.491318529384,1216.9844187595627
-19161.916179614364,859.0392251769102
-42355.31251129725,3142.994292176163
-38286.969964331576,3797.5893637938043
-23219.39934211219,1555.2976861453074
-40276.06833313756,1547.748552673466
-40653.01177477254,882.5059022403984
-29277.755578732165,1829.0698868061627
-24437.16617639319,402.43950306456145
-23001.50384066586,317.9757201062457
-36828.82184882531,3865.406348016244
-43407.956008045185,2894.03642180361
-42444.72178561178,845.923201710562
-25456.075792557956,1650.205873539704
-41790.7332086244,1825.4446931141981
-28378.14712759695,1626.0212949641452
-28610.61925682743,1208.7697053764982
-20289.072054281078,566.9900906170922
-43252.25805043618,4682.290441887248
-17994.25904318059,240.7149933096506
-37273.63005590277,664.2237846495149
-23557.82748938075,2867.53144755519
-26805.23855871579,442.8385125205293
-38486.70263158987,2807.971395043837
-20696.658162808922,1256.3626574195055
-38700.47776504463,741.724720768645
-32520.88810432009,3584.26512505135
-29174.6581131945,3010.611175433708
-25847.44037667096,2587.518122154427
-20926.3503817867,687.2798371207239
-29005.290682213697,3325.3846116490586
-38540.80501603817,3885.5165319657294
