sal_4_lc2vs0_iate,olf_x0
-28535.172231885124,56.0
-40917.13740829805,85.0
-44591.066538154744,51.0
-37923.12325229703,54.0
-51122.46640613159,38.0
-31548.459746523833,28.0
-35663.34597895253,83.0
-41972.841910345756,52.0
-31427.028690725285,12.0
-47156.29780902894,39.0
-54747.63659342422,14.0
-55038.99336016357,71.0
-54676.773585503404,41.0
-41367.01032443427,51.0
-34213.711539315605,62.0
-61488.227276058344,17.0
-29835.02617894834,67.0
-52789.09592102513,1.0
-34254.5289345223,16.0
-57814.8754599909,31.0
-54910.79622200837,54.0
-31963.19833393193,40.0
-37411.57875055263,6.0
-57925.49012985357,56.0
-54445.00756092029,44.0
-56474.11990844553,47.0
-49035.35483489944,26.0
-30829.68078277779,59.0
-29248.39098124716,63.0
-56089.873288503746,15.0
-40173.4286178182,59.0
-56430.909560445056,38.0
-40281.273832859704,32.0
-47538.301047931134,57.0
-37994.677269861175,27.0
-44579.27798464421,33.0
-47370.97961319996,57.0
-49756.54464235258,21.0
-40560.257978838854,42.0
-46776.61427297699,18.0
-35096.53042632254,68.0
-58279.07053511053,30.0
-41475.553856966886,41.0
-51821.782680530145,30.0
-63527.46621359194,37.0
-47050.90368055856,26.0
-62965.798903149,2.0
-35743.08555459799,75.0
-27933.039364145487,33.0
-55568.480484376945,40.0
-29626.25440066765,75.0
-61826.126812041504,37.0
-36678.13369771808,34.0
-51612.365846686036,71.0
-41050.47917236137,12.0
-38133.06453706531,75.0
-58446.575793066884,49.0
-36131.054846936604,33.0
-41079.624503326355,57.0
-46824.461613743304,71.0
-35125.53409752616,54.0
-30016.070425212944,35.0
-60934.601831358275,9.0
-32243.323666887605,24.0
-36876.48912131248,14.0
-51599.339548852164,81.0
-29916.092198996696,47.0
-31970.34772429963,31.0
-32521.265106282655,38.0
-38920.67581527283,44.0
-33593.03679674781,23.0
-57369.13056636481,26.0
-51254.08875562181,63.0
-33874.16264491021,41.0
-54466.702262307095,69.0
-54601.56889291966,55.0
-40427.252974417665,29.0
-33988.67115430745,7.0
-32363.92825775478,3.0
-53189.278347801366,9.0
-57505.9649915076,62.0
-55961.07438819202,38.0
-36353.19063530809,54.0
-55594.107470133655,69.0
-38160.66499509002,5.0
-39092.374468980226,54.0
-28534.603771417736,49.0
-60926.40695925029,28.0
-30738.42412338712,29.0
-48997.06673777303,33.0
-40713.32395594462,35.0
-37210.78627016464,57.0
-52433.29962782524,25.0
-29320.038910881693,47.0
-51791.5460728734,64.0
-50230.975775071565,14.0
-42693.88824078468,66.0
-38615.83513788745,24.0
-30022.800948624666,63.0
-42956.62765621567,57.0
-52069.05993804087,20.0
-56333.08041192281,57.0
-50973.19001020843,48.0
-34403.00363538356,54.0
-30147.256336978742,59.0
-55105.99917987408,71.0
-44740.03760529991,58.0
-44405.796231023225,65.0
-34495.09343315278,38.0
-60510.80691041208,14.0
-37244.6329700426,47.0
-50608.64811265613,38.0
-31278.50302803552,14.0
-42846.378521179475,28.0
-49900.26956038434,18.0
-30605.389100503497,69.0
-42267.64861220922,57.0
-38293.84723407638,75.0
-39567.00256931692,41.0
-59132.953086621885,82.0
-47652.302453896904,34.0
-52737.90910842185,27.0
-54539.748600258696,15.0
-39592.86305086875,34.0
-36679.84396837143,57.0
-41479.18819514195,58.0
-62363.97154500743,45.0
-38963.50305885414,28.0
-51307.31477944532,75.0
-41741.937320104815,43.0
-32127.69152689042,67.0
-42862.79872587646,23.0
-53523.43898259451,47.0
-33155.63837534923,75.0
-31502.316635537383,76.0
-43116.268793757656,47.0
-51894.69658671366,43.0
-54066.25659779493,58.0
-66169.62615278058,36.0
-30571.587325682936,42.0
-50221.05911029658,11.0
-28886.299628872915,15.0
-60593.527525074605,26.0
-40460.13686175663,5.0
-52726.84573317277,30.0
-50187.986304867234,23.0
-59895.47052639881,21.0
-31738.523201671156,11.0
-41094.45103142685,23.0
-32118.25124426702,43.0
-59085.26770958087,48.0
-30956.04418235428,54.0
-34100.03941729772,2.0
-64887.58002938191,35.0
-30960.380689244383,29.0
-38485.33502545621,45.0
-39573.032669027736,21.0
-45288.03513481606,26.0
-32232.355950032194,12.0
-36328.99415484973,83.0
-60482.99602936612,65.0
-51486.07576989959,62.0
-30331.52966882947,72.0
-54369.75193280236,14.0
-40118.62707780929,20.0
-57523.83718289361,63.0
-41848.92973092002,33.0
-59711.87582219261,7.0
-49893.99182852618,64.0
-42797.16262538865,82.0
-52060.89388195357,50.0
-33710.85623278428,22.0
-59816.85404447254,65.0
-53757.32936499022,46.0
-41816.05622310469,15.0
-35816.87992944504,53.0
-39266.79251192016,34.0
-49297.21476884415,40.0
-33641.50217870868,57.0
-55827.31762543899,6.0
-28605.831991951687,63.0
-40710.180563701055,46.0
-41110.2597004748,75.0
-30012.819068776967,70.0
-30276.391073048435,64.0
-61483.686583960836,23.0
-42760.02570570512,43.0
-31309.141736012356,76.0
-59549.15731334065,9.0
-60118.35862073146,27.0
-58876.76906393777,56.0
-53988.98561552647,17.0
-47223.128177076724,42.0
-36485.41602627235,15.0
-40646.42647417623,62.0
-59990.14643566707,62.0
-33869.78497207764,21.0
-35627.261242961875,58.0
-50811.54223499362,24.0
-29070.073781446234,49.0
-35622.94630124509,60.0
-58950.81596646356,57.0
-38086.13955222813,13.0
-28425.532809097658,38.0
-34706.59910768832,32.0
-44869.062670988205,31.0
-37210.38638192392,46.0
-36587.99859285549,22.0
-41361.31359069426,42.0
-34288.630532931005,11.0
-45679.355916130495,4.0
-41851.02808862491,32.0
-59658.88013916985,22.0
-45152.72716114298,27.0
-52063.3899929525,44.0
-51331.60963144906,22.0
-55181.45432125153,34.0
-52864.65167117927,4.0
-56091.993109613584,69.0
-51835.59054714459,60.0
-28235.960698799245,23.0
-50987.21153247397,20.0
-34975.40352107449,16.0
-32478.123862206565,5.0
-49798.300409143194,17.0
-42710.22468257176,14.0
-31294.40648494302,35.0
-46434.48020741414,22.0
-40413.84751722927,71.0
-36942.14067456237,52.0
