empl_ttl_lc1vs0_iate,region
-4.948054261668859,43.0
-4.578111859088714,47.0
-3.230183773696281,61.0
1.3276327758599846,56.0
-5.504426802571932,71.0
0.19740218502416718,68.0
-3.7681734953965305,15.0
-4.058591155271899,15.0
-0.6127430727358064,12.0
-1.3866245580209615,38.0
5.684290253260674,52.0
-3.9245604592515027,49.0
-4.249977880810943,38.0
-2.7508514322438367,83.0
-5.343410681848838,53.0
-5.859476615922035,62.0
-3.560316948943589,42.0
3.9605823782354577,77.0
-0.2781985129849933,7.0
1.2274432011773224,60.0
3.8812397465118122,83.0
-3.3427260873530398,82.0
4.9152560967964956,24.0
-4.71026634939384,22.0
-4.215989504466777,23.0
-5.861797327600664,43.0
3.195668435079152,42.0
5.222338304708721,4.0
-2.9020687387710535,85.0
4.280266659497552,15.0
-3.7225476618861912,7.0
-3.486853278044228,47.0
-1.3057265460516698,3.0
-3.2785683578171336,58.0
-3.342427794012711,69.0
1.3763720464244351,51.0
-4.010554469233904,19.0
-2.6537893485242208,40.0
4.728494152405938,63.0
-2.9711600162350447,30.0
-5.293375960119727,79.0
-5.378046175097144,67.0
-2.9478466195738484,77.0
-2.616589569519482,67.0
-1.1791202450774634,52.0
-4.311464470350409,43.0
-0.12053856032070254,64.0
-5.553943871730289,18.0
-2.5097217097954987,45.0
-2.955066446938946,51.0
-3.129404636961479,26.0
1.1985676546152861,14.0
1.93558641024354,27.0
-4.196079625440849,55.0
6.449172312966962,17.0
-3.0829091482839517,17.0
4.891619174263027,75.0
-4.391780743250741,60.0
-3.4463184400290006,62.0
-4.47581358746775,22.0
1.3776060924220008,47.0
-1.9133030567665479,16.0
-6.274316227690827,38.0
-4.837873860188848,5.0
3.386321604051256,80.0
-3.4899290176169884,21.0
1.63337041131164,33.0
-1.4524888182921771,51.0
-3.4897655460277974,17.0
-3.8998745555076644,77.0
5.436816063188527,78.0
3.7496934542546665,33.0
-4.248230258791732,9.0
0.31380723920020004,42.0
-4.149337294975304,35.0
-2.4455956673903776,64.0
-3.5938970168129813,62.0
0.12389493903963,67.0
1.0171740108050566,33.0
6.390183591814025,79.0
-3.450569901201286,83.0
-3.8400120684612906,61.0
-4.406178341738958,31.0
-2.9490994516832165,66.0
-1.9759975006251942,36.0
-3.1223764769021933,28.0
-3.9963374702913472,54.0
1.3313914137511298,39.0
5.8144092617826555,70.0
-0.6622089022793183,26.0
3.849187277029741,74.0
0.09658460201370933,2.0
-4.6117175715266345,50.0
-4.449272870511718,19.0
-2.736970506720067,49.0
7.193584233035986,54.0
-3.8302579895709554,74.0
3.20544308579557,23.0
-2.5526540996384313,76.0
-2.186318953991026,58.0
-1.2875165043921646,68.0
-4.0054989881365115,19.0
-0.09933864261648351,65.0
-4.973522661912383,47.0
-1.5365758327191974,39.0
-3.9842499680379637,25.0
3.976228403146549,61.0
-3.481802111213266,50.0
2.0519123979685157,47.0
1.209600134149532,78.0
3.686375956199354,36.0
-0.7506920493004086,71.0
2.7223543517259374,55.0
3.47577607850244,30.0
2.347982875400124,35.0
-3.835688449799336,54.0
-2.294756710314047,17.0
-5.388084664678197,48.0
-2.5804622695616173,69.0
-5.825823605192124,65.0
-2.945849181596061,23.0
-3.3863182264720795,19.0
5.302877003082863,38.0
1.9493689406136316,5.0
4.7848177038834745,45.0
-3.422833772512836,7.0
2.0196300685915873,17.0
-4.789290297255821,64.0
-3.1225787908962204,19.0
-2.7542017409301556,11.0
-2.1347439539077815,20.0
3.0914216505186207,53.0
-4.795990592082758,1.0
-4.998245575217604,41.0
-4.278209409956684,27.0
-4.092050333249997,70.0
-3.2722100341891887,52.0
2.4438923980872174,66.0
-2.5676675061993346,9.0
-0.39525542153435855,36.0
-2.2361339405144123,84.0
-3.3962974403455943,74.0
4.671032224318577,42.0
-2.583898500732019,45.0
-2.990697211185264,26.0
-2.0414398987498465,32.0
4.806125932089195,34.0
6.748201447424043,56.0
3.7894679019779454,8.0
-3.3856079351713264,63.0
2.075202057958157,9.0
2.5151356119067643,34.0
-1.7045473165222553,54.0
-1.736027195568866,1.0
1.9544020158678403,43.0
-4.195100790939596,61.0
-2.9251161280755014,66.0
-3.9771125514851056,1.0
0.7804339915306638,70.0
-4.196207775703746,17.0
-5.963996222178753,5.0
-2.9154894476629343,22.0
-4.819217837848504,28.0
0.6434907489571391,24.0
-2.2451766695921673,9.0
-5.40333234578869,4.0
-1.8240732902348062,8.0
5.839423864447731,54.0
-3.8809808342433607,72.0
-2.935752513403604,38.0
-3.4082253853417237,68.0
-1.9240905170665115,50.0
-6.525376664134832,81.0
-2.8982356651317174,68.0
-3.768901305765833,18.0
-3.657351657002427,25.0
1.1054301236187065,37.0
-3.9635794062600826,48.0
-0.6575358761725973,30.0
-1.0549530169501642,50.0
-4.859357644660357,30.0
2.695967769142177,78.0
-3.789473198961394,44.0
-5.312958761372919,52.0
-3.001068757194064,5.0
1.8580197523462871,47.0
-3.3267697586820573,76.0
-4.710930827280663,68.0
-5.672662178698555,30.0
3.119279809118429,15.0
1.2334641111728715,58.0
-1.5464767859255493,74.0
0.8846024877090359,27.0
0.5483731527076205,62.0
-3.5872585767655596,27.0
-6.129132733428465,2.0
2.5860555860194645,5.0
-3.0064827361830364,40.0
-5.360154867782068,26.0
-3.275435829628541,18.0
-0.12242576165035746,20.0
-1.8321317005955065,34.0
6.778383269599431,27.0
-3.430757263444404,56.0
0.3988516534721058,59.0
3.7985075210144816,60.0
-0.35320120747916817,47.0
-0.06712805079224937,4.0
-4.69465637484021,73.0
5.4014671529013665,4.0
1.9933471088557306,5.0
2.2576281182160307,14.0
5.3328510216888105,42.0
-3.5999264755149136,41.0
-6.02580791672063,13.0
-4.087424262173296,74.0
-4.456120488328172,10.0
-2.098928599130648,76.0
-4.7293451343931,12.0
-0.8199923672674787,44.0
-3.542253925406978,60.0
-2.0795152595447846,17.0
-3.5123309224653827,54.0
5.42985163057913,23.0
-1.7224151203419693,19.0
6.297568714241242,9.0
5.497706146338965,29.0
3.0398059508032,52.0
-3.2829535308042677,14.0
-4.6963646787342235,65.0
-1.8270437227196439,41.0
-1.3276463083995922,61.0
-5.096880742352143,21.0
-3.1109981298720415,39.0
-3.8806701846481606,46.0
-4.229016315321572,80.0
-5.167740311578169,6.0
-4.617690634643842,3.0
3.61852053702568,1.0
-0.34936895270848556,13.0
-0.33789798830967177,66.0
-1.562689292787315,40.0
-4.150981198349912,40.0
-5.312215122395466,41.0
-4.0104100369286115,9.0
-1.1677762421445999,23.0
2.7536013456969846,51.0
-5.238522494668645,17.0
5.7820500802829775,39.0
-2.9990774924327823,45.0
-1.5436167052238092,81.0
-2.253680882207651,33.0
-5.492204650527715,35.0
-5.338695764190625,51.0
0.40992576299615324,53.0
0.272103813581142,59.0
2.8716747633084747,11.0
-4.618145775944324,25.0
-0.6383058514248776,25.0
1.2733468422469771,49.0
6.077324551980071,62.0
1.4980953252309934,58.0
5.6278964487955445,17.0
-2.4331686039356297,21.0
-1.2111431572426774,25.0
-2.71974968245827,75.0
-3.25652839817716,8.0
-5.498342312152808,6.0
-4.512683429882857,29.0
-1.2148151437657715,69.0
-0.7286531190889631,18.0
-3.8195246641595273,83.0
-5.192844139742523,10.0
-3.908385187422441,78.0
2.4218161281265935,64.0
3.3886111716437974,81.0
-4.397670991452435,85.0
1.937040029338538,69.0
-3.202072738343905,35.0
-3.9989631905078067,72.0
-1.937203117539109,67.0
4.407895465923728,67.0
-3.6213206799207627,33.0
6.50490757232947,40.0
-6.140164103639021,66.0
-3.397623742570224,78.0
2.312671255111637,44.0
0.6156473137367242,27.0
-4.508205524360792,35.0
-5.639502430004038,17.0
-3.5012230893579055,19.0
1.747398623254672,32.0
-6.05360458925263,23.0
-2.011956465865725,22.0
0.6994977974461709,31.0
3.614430014115727,27.0
-4.391876464007556,58.0
-3.5505560028175864,76.0
-5.43002291255682,30.0
-3.050202636778661,23.0
6.860859059223523,68.0
-1.3674241686841095,43.0
2.381263002286357,24.0
-5.6440124312781155,51.0
-3.8127222396058302,26.0
-0.9817240845532982,51.0
1.7797336484081074,42.0
-5.3324492497838945,48.0
-2.6564966269549344,47.0
-5.428848085752703,38.0
-2.75491906747549,51.0
-3.00600139768932,66.0
1.898242702390692,20.0
-1.9563687013520346,10.0
-3.9440501010710864,68.0
1.8049284025555874,12.0
1.3433489028328993,79.0
-4.259617813032691,71.0
-3.550084653640216,19.0
-3.6228194831355234,21.0
-3.116118090076659,38.0
-3.904805121452798,15.0
-0.8751615828624315,63.0
-4.091898712751071,28.0
-2.598807015951532,49.0
3.749472592947343,85.0
-3.7134513464925525,25.0
0.8483982727408987,28.0
3.2305918712099384,63.0
-4.2484042290120625,20.0
-4.06591157167027,18.0
2.773470761133646,85.0
1.8953602894806894,24.0
2.4588556120175236,19.0
-1.5142385898266997,48.0
-0.5583808084974462,24.0
1.5309932795307508,17.0
-5.77137815649188,30.0
-3.89380444054099,72.0
1.2726261861978991,20.0
0.7657928968474039,79.0
4.420137802344582,40.0
-0.20833921090816832,3.0
-3.3979648313726942,83.0
-2.9375737524152665,14.0
-2.313691915140936,84.0
3.4522025232433955,66.0
-3.907929495489743,71.0
0.45903167775348885,12.0
-2.77765069060186,9.0
-3.7929227759504416,52.0
-5.097856488795054,67.0
-5.428756865698442,34.0
-2.779708523699015,17.0
0.8650434400063216,30.0
-1.3470609903713058,39.0
1.2717397511267414,72.0
5.449298550811998,66.0
-4.1057441937885555,24.0
-2.2799147158558646,37.0
-2.4356890442447425,79.0
1.4733173941328142,48.0
-4.410599476829763,67.0
-1.7726505402608712,39.0
-5.344425811761387,25.0
-3.7059000003996307,71.0
3.845983467653297,50.0
-5.629497611626541,65.0
-5.253804065167406,31.0
-2.827327361383268,6.0
-0.47007927100044733,79.0
0.13419640107677666,69.0
1.9924686873941257,17.0
-3.107887949508968,61.0
-2.9392552614380136,48.0
3.513910483094543,5.0
-1.0474647228894427,3.0
-3.3161580064317686,73.0
0.8318671556681245,76.0
-2.4883231285211695,65.0
-2.836182655243464,13.0
-2.495592100483428,42.0
-3.881747748499915,62.0
-4.4609868044244205,47.0
1.4885993862159714,11.0
0.3871114629349366,51.0
-0.9283323616781565,35.0
-2.7475427986454206,84.0
-3.4720384049100517,84.0
7.165042003869438,37.0
-0.14182548375193615,25.0
-4.782358551443862,63.0
5.4904617972008545,17.0
3.3237574702387005,73.0
-3.8533116225894,40.0
5.994489675214531,10.0
-4.705798512424085,30.0
-3.7959424836531843,74.0
3.6281310348992304,80.0
-1.5696255674299642,15.0
-5.052254530003686,79.0
-2.719143221421075,36.0
-2.732141786903701,5.0
-3.3638409835578162,53.0
-3.6408245958348546,13.0
-1.6263164859608958,60.0
-4.524585730301871,55.0
-5.051062862716847,66.0
-3.3979934600027084,77.0
-4.009990335206917,80.0
4.503346306299948,39.0
4.681498620133462,50.0
-0.178536285328331,76.0
-4.431796354834315,36.0
2.691548863099447,4.0
-2.1162114354187995,36.0
0.2888266760580791,8.0
-1.521947889752776,41.0
-2.583617080601151,19.0
-4.5387099717820565,36.0
-2.1474045761101834,4.0
-1.967445884071581,54.0
-1.1046360661382306,71.0
-5.126955936879025,2.0
-4.1414185129873005,19.0
-1.0970368027807986,41.0
-2.649066681806379,68.0
-4.3366027133896035,7.0
-4.2969513523184455,62.0
-2.482744980674674,33.0
-2.1945666035991374,41.0
-2.293724311162114,25.0
5.187010374084466,14.0
-4.079695300872553,20.0
2.4329041790555648,45.0
-4.292889717739166,63.0
-4.616842139614132,24.0
3.4681787631576935,60.0
2.578898393798064,36.0
3.7039160040164725,54.0
-3.780278801189927,82.0
-4.256311078161298,60.0
-6.464689102106622,78.0
2.039158323997919,72.0
-4.385537074471456,7.0
-3.644265007049574,34.0
-3.303239482818933,52.0
-1.870682324025188,9.0
-2.3565598636369844,35.0
-1.763862204513741,33.0
-2.9956929437293,17.0
-3.8930787482781932,12.0
-4.827950781659995,74.0
-5.1243009569213305,5.0
-1.9767936963148445,48.0
-4.1454069838724985,33.0
4.349936090885311,65.0
-3.272371853332306,46.0
5.721475891080037,69.0
6.39292893295946,30.0
1.1921423072844162,22.0
1.539048705091383,31.0
-3.9191634859331215,30.0
-5.04763094193383,3.0
-4.768518833712657,1.0
-3.1279763025301346,28.0
-3.9237546696381704,17.0
0.7026998173411969,55.0
-2.671430749056292,84.0
1.6934921192716477,37.0
3.225705777327759,59.0
-1.7304030225112719,39.0
-4.112629741582362,6.0
-3.741588768969919,33.0
1.5564816217025443,16.0
0.017174327457958327,78.0
1.7865084043889565,65.0
-3.607887499093878,29.0
-4.299352180623878,24.0
-4.963660183051558,54.0
-3.9290132368769037,51.0
1.7641385702599393,56.0
-4.902020921330532,14.0
-2.1690190795704964,34.0
-1.7274639053489964,4.0
2.9074210880405884,74.0
1.2257991417298666,68.0
-4.838452930126771,35.0
-2.7338926437613713,17.0
1.5344541237195228,77.0
-3.1158861668446165,33.0
-4.051497485628115,12.0
-4.676303285157022,27.0
-4.164956267573654,37.0
-4.97259073053099,30.0
-4.60330157887548,58.0
-0.7558592707129583,37.0
-2.4940792212042604,55.0
-4.031645712540168,72.0
3.2933451460579213,34.0
-3.2510272973711993,59.0
-3.2661468875873276,43.0
-2.826754556005829,21.0
0.40106234434740395,27.0
-2.216552392717929,36.0
-1.1364372188384961,47.0
-2.816327122398533,11.0
-2.78883109167267,11.0
-3.9057182993895565,38.0
4.474577271989352,67.0
3.40534350617678,12.0
-3.2871155195634847,10.0
-4.637658769350546,18.0
-4.4271112724197215,82.0
-4.20265405792476,38.0
-3.0814904724970713,42.0
0.2881758014122098,35.0
0.6719255423346691,6.0
-6.568161889442717,30.0
3.4601606511106544,47.0
5.282020500861752,8.0
2.6174073053069526,71.0
-4.036641081268447,16.0
-4.582837895846126,79.0
2.3478792578762073,21.0
1.0865331381424486,23.0
3.496863474794425,78.0
-2.0893506864101488,19.0
-0.16243927690797033,36.0
2.64846132185768,19.0
3.4010712228525155,76.0
-0.04547200251367256,85.0
-3.80992078553577,72.0
-4.9323263910287185,38.0
-5.514590856616369,20.0
-1.7959273190793446,77.0
-2.41617721069741,23.0
2.6892679935071317,57.0
6.052856520440151,56.0
5.268377685239561,66.0
-2.4086291442618633,78.0
-2.5478843843157835,77.0
-3.954108595859961,62.0
1.357244247124426,78.0
-2.979168257618821,30.0
1.1278060212057381,46.0
3.2942345871902647,54.0
-4.582024462815156,16.0
-1.6897827082749757,52.0
1.6589515785164877,54.0
-6.373647269674371,28.0
1.9622659363756714,75.0
-3.8832787097165946,21.0
-1.4285230057525893,25.0
-3.6858937062188564,73.0
6.570548108712626,63.0
4.597736320773852,11.0
0.6963286392553258,74.0
2.498433506603069,77.0
-3.1298083500482434,75.0
-3.344742678192409,16.0
-4.528799661946982,52.0
4.496361032875733,34.0
1.8204775325576117,37.0
6.868244083353314,3.0
-3.3135215966017486,83.0
-2.9758542915930457,25.0
-0.1262482386038284,25.0
1.825375877544806,6.0
-2.0557323475345015,66.0
-4.620388939137838,63.0
0.37260871520707495,5.0
-0.05996062702058058,18.0
4.012743138073272,33.0
3.1016642057424324,5.0
1.7565328173522823,64.0
-0.7324011617215809,18.0
-0.9909784664961091,60.0
