sal_5_lc2vs0_iate,unem_x0
-28715.249686179264,23.0
-41565.501973125996,16.0
-45772.818142885895,4.0
-38092.49604391926,8.0
-51264.53570445512,22.0
-31427.586397243245,20.0
-36321.626581250726,2.0
-42925.453129004156,20.0
-31801.108059058468,22.0
-48508.64573304874,13.0
-55624.60451616281,11.0
-55007.17634090209,21.0
-54994.699906349895,7.0
-42397.75749511925,15.0
-33971.06470117067,23.0
-57449.96176534514,14.0
-30471.792955020854,7.0
-53774.37312790059,19.0
-34413.43164460671,14.0
-56979.30476848637,12.0
-54862.498398136726,22.0
-32576.349227631345,24.0
-38390.6195125575,16.0
-58376.53989406924,22.0
-54424.272960833405,13.0
-56812.901297699864,23.0
-49155.88018186944,2.0
-31572.91769448224,23.0
-29560.64817528914,21.0
-55984.47487845683,2.0
-40860.47167776922,3.0
-56830.632379196046,12.0
-41598.787718314146,23.0
-48573.57234004096,10.0
-38769.7440509272,23.0
-46115.905968485546,9.0
-47968.37160784687,2.0
-50631.544597811204,5.0
-40771.60620038542,7.0
-47538.03513272312,23.0
-35389.99247527305,7.0
-57539.13597286692,10.0
-42903.002437973424,19.0
-52052.518781298415,12.0
-62298.25660100421,19.0
-47785.32682037818,3.0
-60560.801472904,12.0
-35776.19187495491,4.0
-28610.462477439338,16.0
-55915.250933526826,10.0
-30129.517317308568,13.0
-62057.930504667485,21.0
-36999.9345642201,18.0
-52017.118172786984,2.0
-41302.55900192101,3.0
-38780.59998374518,20.0
-58994.0473697041,24.0
-36280.97437566454,20.0
-41931.338440805936,1.0
-47371.27750761547,21.0
-35760.5629610708,13.0
-30304.7843919838,19.0
-59684.60426132793,14.0
-32283.378069454506,17.0
-37197.107334372784,1.0
-51444.74602776311,22.0
-30302.800736185134,8.0
-32305.166432921542,8.0
-32455.52418078969,4.0
-39599.358166024,10.0
-33856.77366023425,6.0
-57827.23328703434,23.0
-51422.9465144251,1.0
-33738.8754441185,18.0
-54932.46906915153,14.0
-54766.726933848535,8.0
-41413.195456283865,19.0
-34091.34259616437,16.0
-32469.271067910955,19.0
-54927.490690077604,2.0
-57389.9204764816,10.0
-55877.35000863322,0.0
-36792.01156735611,16.0
-55398.932277917804,2.0
-38943.12351971055,23.0
-39864.1106716816,12.0
-28596.413759058592,20.0
-60550.80640833221,5.0
-31374.760551440566,14.0
-50126.200210622774,2.0
-41096.69278549947,14.0
-37432.63442104671,12.0
-52491.99341423507,11.0
-29221.398805773173,20.0
-51986.86123558467,10.0
-50665.76135500007,13.0
-43611.50446925066,17.0
-38960.76703097949,7.0
-30182.19197143699,10.0
-44002.68352953189,2.0
-52296.89761674215,17.0
-56545.452278572375,2.0
-51659.57263205855,9.0
-34912.845481867014,12.0
-30394.99154671422,12.0
-55210.79585532325,13.0
-45314.943382418394,12.0
-45701.52394466547,13.0
-34701.91175948195,12.0
-60672.94457311327,22.0
-37952.1105548299,11.0
-50374.743327411474,18.0
-31704.672284749588,9.0
-42327.19908077008,19.0
-50366.3321242972,17.0
-31251.270175556772,11.0
-42793.2846417296,12.0
-38974.24598413349,10.0
-40406.4167087445,23.0
-59001.31917561738,10.0
-48211.94549755275,21.0
-53256.96902039189,14.0
-55153.56546992408,10.0
-40238.99570437491,11.0
-37624.2904469934,2.0
-42274.67087459547,23.0
-62164.259194059734,10.0
-39667.33855062847,20.0
-52014.77129809445,4.0
-42663.7279547773,18.0
-32640.73627842037,10.0
-43238.18087518902,21.0
-54252.24993675223,18.0
-33334.59829274801,11.0
-31823.39801214051,12.0
-43780.51205337726,3.0
-52248.53102550645,14.0
-55057.42840722152,20.0
-62651.83054914286,15.0
-30761.444930302412,23.0
-51274.14789678805,17.0
-28788.66817941276,11.0
-60119.619066311585,4.0
-41640.102321285536,24.0
-53467.22610338757,2.0
-50730.84308675654,3.0
-60527.72596346497,23.0
-31904.362523116746,7.0
-41503.91135932377,21.0
-32551.883297933127,1.0
-58923.56160052892,19.0
-31215.84115139151,20.0
-34697.748225772535,19.0
-62323.205092380085,15.0
-31216.21464160476,13.0
-39129.47066695505,14.0
-40820.98250950207,10.0
-46323.33266134393,17.0
-32417.749412483645,15.0
-36459.745936535925,22.0
-59821.21013647442,1.0
-52378.09714171653,18.0
-30694.714537425953,8.0
-54697.9185427256,19.0
-41171.5748840202,20.0
-57986.42254048781,13.0
-42980.22223180061,6.0
-59316.621832837845,17.0
-50086.66028685759,8.0
-43659.32483401623,14.0
-52447.27530406219,20.0
-34224.785418814914,7.0
-59490.235588855765,6.0
-54685.61951294278,18.0
-42209.24786724504,7.0
-36439.21384011111,14.0
-38420.18315601151,17.0
-50287.10396309862,15.0
-33538.64605089207,21.0
-54922.14816032328,23.0
-28771.83868331985,6.0
-41566.31556162753,20.0
-41729.36190838968,0.0
-30303.19001635342,14.0
-30971.535278098527,17.0
-61640.082234842936,21.0
-43706.60639052616,15.0
-31312.143512975563,14.0
-58777.999383823204,0.0
-59396.82876592381,19.0
-58605.386121267016,12.0
-54173.93622781098,3.0
-48203.087990308086,23.0
-36706.41293495585,16.0
-41252.97428597145,0.0
-59607.627381410275,15.0
-34228.46577858093,21.0
-36090.85972234757,24.0
-51286.32346384805,20.0
-29133.95607240176,1.0
-35772.79230682518,24.0
-58661.88934686985,21.0
-37835.46915149411,16.0
-28589.386403471286,22.0
-34945.52606602938,23.0
-45919.37433973939,19.0
-36935.29135171294,22.0
-36554.641972582176,23.0
-41802.934438511395,15.0
-35318.392965279134,22.0
-45999.32955195254,0.0
-42435.530973341825,8.0
-59748.96309965047,13.0
-45665.31358212522,20.0
-52460.170736522996,21.0
-51859.328809365135,17.0
-55584.94084572646,15.0
-53132.5203526928,16.0
-56358.439667228195,7.0
-51135.052190049486,5.0
-28482.677985806436,17.0
-50821.59223354857,10.0
-35380.60770382152,12.0
-33013.08221780132,5.0
-50183.74091684386,0.0
-43205.57509736745,19.0
-31612.74166475369,6.0
-46704.817711159296,20.0
-41128.92407936568,3.0
-37531.557321233915,23.0
-42429.73100793613,9.0
-43691.548086423696,11.0
-50601.82931032199,12.0
-45935.04049140933,23.0
-29397.008904208185,20.0
-57343.20286396248,18.0
-51738.066968725136,23.0
-40702.56896795514,6.0
-53151.73381818073,6.0
-39053.330592124854,15.0
-60802.72070355086,14.0
-54263.14238906717,22.0
-57446.85014037153,20.0
-37373.10408515264,11.0
-44766.04315102435,24.0
-43017.294075881364,17.0
-51423.391964083894,16.0
-55091.652510234344,16.0
-32015.384040561094,9.0
-63067.97220150839,1.0
-30165.021752562974,22.0
-45912.93807434887,23.0
-37297.45991755476,5.0
-59644.76009299832,23.0
-48355.985403433966,19.0
-59991.604978890835,18.0
-57282.54457584223,18.0
-30181.415629577557,10.0
-60647.179740427324,4.0
-50684.91417180546,21.0
-58311.41424339509,9.0
-55829.14887766866,13.0
-52540.70581406061,10.0
-49873.17072216084,19.0
-55452.761735022206,23.0
-53720.306714589475,9.0
-46053.34056726598,9.0
-33465.08709001107,5.0
-28640.639015597193,16.0
-40979.839103662074,15.0
-58761.55175783551,2.0
-37635.01504533409,19.0
-40445.14199574791,15.0
-56010.16579163025,5.0
-31371.930982226473,23.0
-39124.43705699159,17.0
-47561.61514914324,6.0
-30805.77045990318,14.0
-55044.671722635874,5.0
-40328.820057502526,24.0
-42607.31823389546,23.0
-39224.513650440786,15.0
-35137.02375118504,17.0
-36393.2565500581,14.0
-54237.66706017105,7.0
-49732.246937498494,12.0
-52571.790250361984,2.0
-34133.02854636857,18.0
-38342.94759502422,7.0
-39793.675739769,19.0
-54171.79131030961,11.0
-35186.123182125484,2.0
-59041.65023301141,13.0
-37383.6398892759,4.0
-36567.176838289386,18.0
-43423.63358862846,8.0
-29488.608618845297,5.0
-51786.956434447624,20.0
-28728.021933360607,22.0
-44026.75767679905,17.0
-32310.802899377093,3.0
-41383.61880264395,20.0
-40783.699530575796,4.0
-59604.95862828419,15.0
-42211.67720078374,8.0
-36491.59824294337,18.0
-35541.4186364126,2.0
-55644.27422154047,5.0
-42164.90732020772,14.0
-48644.24264766915,24.0
-37035.66293959229,9.0
-29520.778104798494,20.0
-60175.80177226868,23.0
-40467.35927284875,11.0
-35694.25849234307,4.0
-62535.5720954726,17.0
-55810.863722586655,15.0
-29325.890709384163,24.0
-58109.17368147272,11.0
-39350.13019037228,3.0
-53335.49326033819,24.0
-29183.764188705376,14.0
-58296.14480818971,15.0
-30173.239978544316,15.0
-44573.750430446555,6.0
-44590.831254360586,12.0
-39354.374449837094,16.0
-30920.918674212055,15.0
-40902.81547857896,18.0
-33722.02366983725,6.0
-28854.573966013377,14.0
-48790.76135267955,11.0
-60781.19616872599,4.0
-52932.13723819623,13.0
-43769.29207097237,10.0
-41164.99230156542,17.0
-33156.33508692235,6.0
-37313.19816950017,21.0
-29603.666016667157,20.0
-55182.83919534911,10.0
-38453.14354407356,1.0
-35437.71948990795,22.0
-52922.93532643164,19.0
-57302.37074731577,22.0
-57058.1761482939,8.0
-50129.63850371418,19.0
-42082.858450893786,12.0
-54230.424815575636,24.0
-37387.5785147757,1.0
-42078.48440957941,11.0
-56017.179490187526,17.0
-32836.279766912296,10.0
-28102.446351187577,17.0
-52988.10257254015,2.0
-34396.28496183982,2.0
-42145.32242601464,20.0
-32948.94718686836,7.0
-41277.73494444862,12.0
-31640.075481812393,17.0
-43250.48640211301,22.0
-42544.2053776624,23.0
-62501.94591845115,2.0
-47980.293647263454,6.0
-53438.377904608744,15.0
-29290.476062290163,20.0
-40546.710595450146,12.0
-38466.564150677725,11.0
-58702.82115932193,18.0
-58480.359484814835,14.0
-43224.349006520664,2.0
-36467.44082863019,14.0
-31234.721557889618,11.0
-57692.2191531752,6.0
-58933.429036826215,18.0
-43052.079457583815,20.0
-36144.89034667432,5.0
-42214.54912260525,21.0
-55598.19026179947,0.0
-60489.820082307764,4.0
-43678.24247446908,15.0
-31059.280225307033,12.0
-41466.58461700556,15.0
-30396.022349913856,5.0
-28635.090241840837,7.0
-38522.59997101303,14.0
-59679.207332003585,21.0
-52001.59498246189,6.0
-43279.97668571702,4.0
-55735.579058566946,20.0
-32517.952751827776,10.0
-60948.49754062819,21.0
-57910.79032323444,9.0
-60047.05667860758,8.0
-44375.274649755076,7.0
-41835.65035885676,8.0
-32099.662672253802,1.0
-40572.73983736985,18.0
-34874.36897592294,14.0
-47894.74336803074,19.0
-30640.564736759134,17.0
-55694.536859183136,6.0
-46928.419750739704,6.0
-29451.477646693093,8.0
-53387.2926030589,11.0
-49018.378567729254,11.0
-34647.489120397804,14.0
-36416.55378650219,4.0
-28602.9699040159,11.0
-40356.53827605245,20.0
-32861.938960056556,21.0
-51773.38234393599,2.0
-52914.134541173975,1.0
-46610.17439979459,19.0
-42091.33639710627,5.0
-30901.25374034355,18.0
-42254.26043688933,10.0
-54559.34706519151,22.0
-48434.18888204609,8.0
-41089.78652528752,10.0
-57994.8030801893,10.0
-45271.04561853029,10.0
-59000.9831840099,1.0
-44551.60134630702,6.0
-30699.25701478583,2.0
-40867.407607107816,11.0
-42890.84254643809,2.0
-56053.220023682836,17.0
-29172.57395128511,5.0
-30911.275691296134,5.0
-46553.30568968046,6.0
-43091.51009126988,4.0
-52589.693619141544,14.0
-33073.934661387924,5.0
-40211.809132907656,20.0
-46709.67457756543,18.0
-41235.67204959024,9.0
-57446.30800250353,22.0
-44978.97043082993,15.0
-42441.752534044244,18.0
-39111.03979245308,7.0
-51023.83075267968,4.0
-49158.68133972831,4.0
-53444.653703814554,17.0
-31211.562510322357,4.0
-57197.768549515924,1.0
-37638.24378512871,21.0
-56827.72270338197,2.0
-51702.140276086866,2.0
-61536.27535225736,16.0
-47661.78979147467,8.0
-41538.310929720974,5.0
-38724.72872240059,3.0
-28345.34405806085,16.0
-35423.81633280586,16.0
-29489.681943211075,3.0
-32283.70054510024,10.0
-36648.90407969007,4.0
-40183.8112355442,0.0
-54739.494656630384,16.0
-40804.43216133442,15.0
-30865.740233437988,9.0
-49137.749478269776,9.0
-30770.339913421016,10.0
-57221.720096307996,7.0
-48374.752544266186,21.0
-39472.80878213661,9.0
-30113.647786057816,3.0
-43678.16888717668,9.0
-30492.88979396741,15.0
-62394.962290977186,6.0
-32844.58450105405,22.0
-53778.402417827136,7.0
-29416.97331835586,14.0
-51640.03909077295,2.0
-38100.54585587649,16.0
-38716.86419690672,23.0
-47432.51331535808,15.0
-52590.75514640646,15.0
-55283.71172597821,22.0
-57588.0175394682,18.0
-40835.42107034304,21.0
-56230.997156075886,2.0
-32108.687433816194,2.0
-41665.96768080083,6.0
-37091.895350255145,3.0
-55393.85574817416,7.0
-39768.27373576281,22.0
-59654.66018840205,8.0
-54862.47144879312,14.0
-35904.919956558624,11.0
-53188.78302240845,3.0
-52179.4785917725,4.0
-47839.017962302605,13.0
-39661.335889040995,15.0
-36504.93909631015,24.0
-34944.140136400194,24.0
-33154.1693532854,6.0
-52792.358715127586,6.0
-29592.551486973047,2.0
-53809.291029792395,0.0
-55000.27688989549,24.0
-29516.09798359116,1.0
-55981.95600651821,8.0
-50112.936006178934,1.0
-29259.307018205007,8.0
-45002.17922186604,21.0
-54754.7027833786,7.0
-34389.54761327584,6.0
-49723.4364518629,23.0
-52768.1673290622,22.0
-42425.58400365441,5.0
-37570.21938458024,2.0
-28472.308416532305,20.0
-30114.880036727518,23.0
-40323.382812038064,3.0
-57457.67453208958,4.0
-59261.76396676236,5.0
-31544.546256429414,12.0
-59340.20684653721,13.0
-46655.08680652478,5.0
