sal_8_lc2vs0_iate,lmp_cw
-5247.612371911615,3.0
-5936.0812680048975,3.0
-18919.441037239645,2.0
-14707.782499432617,4.0
-16469.150647081267,3.0
-12774.949402169914,4.0
-12053.518190141918,3.0
-14026.35331439889,3.0
-13983.383125352026,4.0
-13134.47856113199,3.0
-29884.652334278326,2.0
-17681.150924771904,3.0
-16609.6116737232,3.0
-11969.497222718794,4.0
-5950.023047619555,4.0
-21467.992990178907,3.0
-11945.720340139294,2.0
-23984.303139984087,3.0
-14270.983694386445,1.0
-31714.984435430924,1.0
-16666.270956639855,1.0
-9190.945167600372,4.0
-16119.659878602992,4.0
-17563.4395086259,3.0
-12709.421738549398,4.0
-17881.349442808176,4.0
-21270.396143409,3.0
-10635.591001845487,1.0
-6349.551233765743,4.0
-25672.877520447037,3.0
-6822.170593997488,3.0
-15317.612865724008,1.0
-7312.442213867472,1.0
-16567.308543593586,4.0
-10771.937303749974,2.0
-23206.795175427615,4.0
-11427.513352134138,3.0
-16042.078033573867,4.0
-17658.06812471561,2.0
-11169.2081233098,4.0
-11499.894941943663,4.0
-13532.379106039432,4.0
-10474.096448959794,3.0
-7399.015417263921,1.0
-21831.30318425617,3.0
-12068.484378545405,1.0
-16817.388918640918,1.0
-8416.273475017142,2.0
-9300.107912582045,4.0
-12865.209168249241,1.0
-7081.880304338442,4.0
-15828.948926235356,4.0
-10728.199476209447,4.0
-13929.317983234097,1.0
-13986.614677233641,1.0
-8806.614629841297,1.0
-31091.268872966826,1.0
-12631.794461756974,3.0
-10562.048830745494,4.0
-19426.966405927375,3.0
-13447.30051696412,1.0
-12487.276177898975,1.0
-16920.067990057403,4.0
-12532.962823379243,4.0
-9913.747962433377,4.0
-13732.531740885564,1.0
-13666.649579562232,3.0
-8937.991690188243,1.0
-11118.370337633278,4.0
-9831.196112755113,3.0
-10573.756448907983,1.0
-28880.51804557306,4.0
-10686.250735088259,2.0
-13103.616710817836,4.0
-17959.01024925051,3.0
-10071.496266680995,1.0
-13782.465572926778,4.0
-16474.894839209068,4.0
-15764.240231078948,2.0
-28745.982583084147,2.0
-17947.466423922444,2.0
-21472.93628477188,3.0
-6541.9600657612355,1.0
-11658.795107039547,1.0
-7148.046106287589,3.0
-10323.714508672372,3.0
-9269.578573458637,2.0
-29115.64469282887,4.0
-9615.11726571023,3.0
-8861.114745064175,1.0
-17716.60192563,1.0
-16340.103061847669,4.0
-14684.070456690177,4.0
-7644.129012913617,1.0
-17645.62628875656,2.0
-21284.617047466774,1.0
-13330.57537141005,1.0
-12540.192397054576,4.0
-9402.807187600747,1.0
-9795.936310623623,1.0
-15211.710614927828,1.0
-18920.787376180393,1.0
-14363.490183207621,3.0
-3632.2607362219505,3.0
-11975.5970092164,1.0
-20815.78051022569,1.0
-14272.336117167273,2.0
-10667.303216113625,2.0
-14295.430723840462,1.0
-30380.561068380193,3.0
-7401.089893542664,2.0
-16763.298111027994,4.0
-16441.26604018639,2.0
-18094.53069026472,2.0
-16122.99698257296,4.0
-8268.885028056278,1.0
-10978.461832212244,1.0
-9573.332851260828,4.0
-9182.378284501126,3.0
-16127.620849373467,4.0
-9191.211403168274,2.0
-14354.187389724199,4.0
-31812.547204745133,3.0
-19965.426218763736,1.0
-13745.607386248457,4.0
-9055.757976269144,1.0
-29427.236427341748,2.0
-8861.753916954247,2.0
-11431.900734056582,4.0
-6804.923687760395,1.0
-10640.602832549692,3.0
-19197.80689807979,4.0
-13239.538872666702,4.0
-7698.705860482621,3.0
-8403.83715808361,4.0
-16925.87742997753,3.0
-15443.853765018846,3.0
-26489.770039860963,1.0
-32439.393099778827,3.0
-9836.64184116644,3.0
-17787.756900753462,4.0
-17199.62035261083,3.0
-28787.39871147152,2.0
-13611.636933011723,3.0
-8788.609005349892,2.0
-11707.752520868715,3.0
-28420.892329321316,2.0
-9017.434527057592,3.0
-12893.25721850593,4.0
-7726.069504399047,3.0
-21685.039040158692,3.0
-7890.740356703594,4.0
-7962.82577193678,1.0
-27077.96469273285,4.0
-7457.032934422472,4.0
-14298.479671744848,4.0
-10487.06035811848,4.0
-17149.425189867263,4.0
-13012.51422609331,3.0
-8866.169842147425,2.0
-21995.1583421644,4.0
-11290.039315053968,2.0
-7097.70649446683,2.0
-18993.60723190813,4.0
-8388.517453040644,2.0
-22343.058481445547,3.0
-6146.817396132016,3.0
-21872.97693888678,1.0
-11145.459436193058,4.0
-10301.771338755809,1.0
-16830.292048571337,1.0
-12785.061973985476,3.0
-19173.38069494109,3.0
-19362.225473852606,4.0
-6088.104218178562,1.0
-9421.5776810159,4.0
-15276.869349586428,1.0
-14599.63079187974,2.0
-14156.7336299947,3.0
-14877.666594340306,4.0
-10112.261997573736,4.0
-13807.37814166318,3.0
-10901.512399812744,4.0
-10117.611447563942,2.0
-6599.896309034922,3.0
-16542.21625910188,4.0
-20199.750505257514,4.0
-10267.981567493429,2.0
-19153.81749064121,4.0
-20288.308055710193,2.0
-18895.149096620367,3.0
-15272.051621049512,1.0
-21392.667758497722,4.0
-17938.086812944384,2.0
-8430.203278028921,3.0
-23031.391593886434,4.0
-12745.25270896825,4.0
-10165.81945000116,1.0
-15900.62731147343,4.0
-8645.217809161126,3.0
-12984.767214183808,3.0
-22678.644256130698,3.0
-12553.461600753013,3.0
-7870.456317975892,1.0
-12354.101538333134,3.0
-15447.242214867218,1.0
-13091.270947482402,2.0
-20604.331757102816,1.0
-14024.604376438147,4.0
-13260.948915050807,1.0
-21352.241260470848,4.0
-14395.630409975369,4.0
-30349.750470750543,1.0
-12881.343918520992,3.0
-16578.23814126708,4.0
-19154.37144692294,1.0
-18229.152669806608,2.0
-15018.185347042201,3.0
-17301.961461203457,4.0
-23990.89839345229,4.0
-11056.504685815653,4.0
-16597.818338926856,3.0
-11770.202353452183,4.0
-13838.215397875067,3.0
-6466.3390788404195,2.0
-18629.132361764947,1.0
-8669.234615590056,1.0
-23406.980721640517,2.0
-8639.964150338925,1.0
-6714.189602891527,2.0
-9544.32849150705,1.0
-11776.856009782197,3.0
-21263.35448351017,3.0
-14058.710119717842,2.0
-7546.583991201437,3.0
-16113.173700043419,2.0
-15881.890649145666,2.0
-12718.397934185294,4.0
-20185.887087490628,1.0
-17150.097886081716,3.0
-24757.70677391385,2.0
-29798.1994017042,3.0
-20384.863617014908,2.0
-12441.459563333276,4.0
-14798.931008320038,4.0
-9610.360086927289,1.0
-23187.07038385429,2.0
-22331.20727376756,4.0
-9488.747891050549,1.0
-30179.346763318874,4.0
-7244.082698264067,2.0
-9150.788263097837,2.0
-11799.152527468794,4.0
-16268.658613314296,3.0
-22380.22357793032,1.0
-21604.923596258803,4.0
-29719.833696293495,4.0
-12973.449497856614,4.0
-33493.5908172367,1.0
-18522.337818062115,3.0
-30993.655052159425,1.0
-29504.763230067536,3.0
-19224.5650513492,3.0
-13642.899254681619,3.0
-26183.787181146203,4.0
-19651.465173731063,3.0
-15427.758841724504,3.0
-8556.77618715023,4.0
-9642.861344118568,1.0
-22487.687341964578,4.0
-28573.236115605432,3.0
-11660.99601540523,2.0
-12145.541565862684,4.0
-13884.707737433182,3.0
