sal_9_lc2vs0_iate,olf_x0
7870.874531802361,56.0
12888.31944530725,85.0
533.8423601638269,51.0
-1375.4042867302232,54.0
2326.3934122477804,38.0
2189.1032991588672,28.0
6308.470549369706,83.0
7422.200161121675,52.0
2768.0959296571205,12.0
5783.823272553664,39.0
-6503.029360579615,14.0
5259.3681964328125,71.0
4258.426784341282,41.0
7442.142983665519,51.0
11407.064320834665,62.0
-1510.5974733271505,17.0
4786.14573972855,67.0
268.3029150048028,1.0
2812.5133056065756,16.0
-14299.216998691398,31.0
3938.741170963348,54.0
9903.44204291061,40.0
-468.4642055409877,6.0
1014.4725232456653,56.0
3490.8978086337133,44.0
-990.3984104745601,47.0
-3846.847991681564,26.0
485.3361923592802,59.0
10165.330203671287,63.0
-2799.1980315123237,15.0
11917.406228366232,59.0
618.919179521431,38.0
10810.338397599466,32.0
4113.437234271604,57.0
7502.008570958752,27.0
-520.5007288973547,33.0
8497.136296901012,57.0
3131.4967945946537,21.0
-3894.2167515392657,42.0
10345.932455492191,18.0
8109.949834620071,68.0
690.9116503369573,30.0
11306.908387927857,41.0
10928.188097720822,30.0
-7337.379980962282,37.0
3026.6548330390156,26.0
-3217.6829752884596,2.0
4691.455642526188,75.0
9828.21458093688,33.0
4783.484859219516,40.0
10922.347453858445,75.0
5038.277976958487,37.0
5364.634809299792,34.0
3858.4404426667516,71.0
-1887.945701426513,12.0
7727.8570152035845,75.0
-7451.419736903625,49.0
3144.7516062357986,33.0
8544.08065323127,57.0
1473.3046484063975,71.0
286.298469813838,54.0
4298.421442218056,35.0
1449.7054672341164,9.0
2458.021568123583,24.0
5939.140853150056,14.0
8188.651597377381,81.0
-1372.7021021247892,47.0
7066.150737845893,31.0
8803.631433103268,38.0
10679.729853334135,44.0
1758.6255096828063,23.0
-3623.536330502404,26.0
9521.298228434052,63.0
-2659.213659020679,41.0
1967.864350795117,69.0
9877.034288757306,55.0
6898.648807185147,29.0
-1569.7050754635657,7.0
-2376.735042950807,3.0
-8544.735303795649,9.0
7165.6263531346785,62.0
-317.2154252374339,38.0
6737.147800886677,54.0
9612.428422419647,69.0
12191.632820418621,5.0
11340.004034195721,54.0
5728.328925326716,49.0
-2174.638691540855,28.0
1283.1444527377844,29.0
10608.865448603174,33.0
-3799.0736535541355,35.0
553.4506746018214,57.0
2023.9012182450292,25.0
7551.769632087732,47.0
4051.417988673548,64.0
-2934.424393040462,14.0
3214.2508965920197,66.0
3946.29193895205,24.0
6056.6358186027555,63.0
7770.722457303993,57.0
6478.699316412977,20.0
-1379.1351788689126,57.0
2294.4328499923267,48.0
12358.53168056079,54.0
4655.941009856785,59.0
-3891.095425748962,71.0
3932.3828403189646,58.0
9717.157341584574,65.0
-3240.62011256105,38.0
-5082.297162713987,14.0
8486.16743703295,47.0
2151.2009497591944,38.0
-2353.5049108673593,14.0
-2481.73164099099,28.0
2082.53675368817,18.0
5706.9057115788555,69.0
6264.60368171377,57.0
8824.797762984275,75.0
10014.12434696534,41.0
130.79845952167398,82.0
9860.920614603929,34.0
5442.470261874624,27.0
-9264.433819091655,15.0
-6418.56459675204,34.0
-1091.1936663597503,57.0
8092.033773759563,58.0
-4632.540000564519,45.0
12669.287244286414,28.0
9442.381009430737,75.0
11692.16165293791,43.0
6803.723014819605,67.0
-4646.382486803907,23.0
6456.761345825919,47.0
6995.265395697819,75.0
10364.520531165172,76.0
-898.1301999556158,47.0
8079.9902853061785,43.0
-2340.720410793529,58.0
-15648.144848932327,36.0
3987.869222792226,42.0
4294.076758677501,11.0
2426.458167286859,15.0
-2929.9063879332543,26.0
5221.627952668914,5.0
13961.20674871016,30.0
9350.949854775065,23.0
-6207.302938360539,21.0
847.3047072608888,11.0
3071.5896839545553,23.0
11497.734136285257,43.0
-359.86192852487966,48.0
4381.6341810043905,54.0
9667.430174861616,2.0
-14163.136502259997,35.0
6925.729693848231,29.0
2912.9462186780465,45.0
8799.49309072417,21.0
1687.1970148551327,26.0
1579.5260985456844,12.0
10821.926117212988,83.0
-3650.864360540784,65.0
9742.557374548427,62.0
5598.796543119879,72.0
1782.7942411083159,14.0
11611.267291880478,20.0
-2816.382865802294,63.0
12658.26186353306,33.0
-1895.848120737769,7.0
8085.793884675193,64.0
9388.362409272688,82.0
902.1921831642206,50.0
6152.728202026661,22.0
-1667.2923622197354,65.0
2664.356391106516,46.0
7379.675199325185,15.0
10033.087680342445,53.0
-734.0312922779658,34.0
4988.045221822716,40.0
-2578.8027878017992,57.0
-88.54371670886667,6.0
4248.150829846613,63.0
4217.44419001134,46.0
8286.280026774273,75.0
4254.03489024628,70.0
10286.130656572557,64.0
2800.526312900224,23.0
2107.7065415638144,43.0
4695.561298385855,76.0
405.31906071623416,9.0
1081.7667769744103,27.0
3219.0485562604053,56.0
8844.012827097515,17.0
-1814.615609233366,42.0
-4349.950143424323,15.0
8600.428360279442,62.0
-4348.452473436278,62.0
1094.5334087371884,21.0
8779.405775839532,58.0
646.596916661055,24.0
8586.48828095243,49.0
-591.3895231410515,60.0
-4710.763342676902,57.0
445.970401180723,13.0
4910.516672193606,38.0
2358.653586102407,32.0
1437.7680200497002,31.0
2938.079091516204,46.0
-8395.42558829852,22.0
2075.0040578246635,42.0
447.85373117459085,11.0
-3228.1093540690213,4.0
4427.383271852272,32.0
-7114.979890831336,22.0
7061.14314453583,27.0
1837.0250127952,44.0
912.6396636893431,22.0
1228.0278277566852,34.0
6267.617815736814,4.0
2736.7396447922024,69.0
-5951.172459112926,60.0
8013.004725660968,23.0
4358.499729113307,20.0
5107.2766898788705,16.0
-1709.91859457987,5.0
13562.532573477354,17.0
-3626.436485153979,14.0
2598.154816194004,35.0
-3849.841344895957,22.0
7453.781889706177,71.0
7564.4558888394,52.0
5791.6884116462925,32.0
6422.0790736188355,46.0
-1855.2433382563042,59.0
8854.821233659895,42.0
6627.012596508388,56.0
1647.8078231043307,23.0
3004.6271976328794,72.0
6767.102917607672,43.0
599.3993622044277,11.0
-2948.788990907173,14.0
-10610.134833129054,44.0
-12486.235606336471,33.0
825.4345819751426,58.0
4593.216866175603,40.0
7486.159727045606,35.0
7768.15059486403,39.0
-3743.630288572103,43.0
-3255.5564362951436,71.0
-101.57680315661582,19.0
-11125.815826590193,54.0
6640.454592255234,74.0
10341.259449452053,37.0
5254.673113086505,79.0
3021.024045288132,33.0
-6622.319763715014,19.0
107.95776694022015,54.0
-5492.2751650964365,53.0
3883.5587262395256,21.0
-17132.95817254939,58.0
-385.88773943750425,45.0
-8708.68287159834,26.0
-9587.643172010658,21.0
-1015.6166305906575,12.0
6622.654262130878,37.0
-7039.103446531208,38.0
1977.136648394069,67.0
3206.5567947331583,28.0
6234.464792634397,54.0
2278.2618811639622,41.0
-4026.706499265396,39.0
-9354.102639877887,45.0
6290.125140542137,21.0
3769.8023610550063,31.0
7306.104691650577,24.0
1009.7633973574075,28.0
4064.145619361744,45.0
4208.645677454022,28.0
166.59137559366718,56.0
5547.24153245725,29.0
5687.537444276869,84.0
12950.826165410694,60.0
2388.7904644238474,20.0
10457.592080076436,42.0
-2278.919831186783,10.0
3425.8591219335913,52.0
2155.7838524988747,36.0
-1050.201287294503,11.0
-4137.53023152539,28.0
5132.981157804387,39.0
5011.833629560186,49.0
4713.166198328324,59.0
6633.333836185289,43.0
-6140.454725876483,39.0
6179.887043983196,16.0
-3136.2437539140656,19.0
4203.178224778612,30.0
2486.3580113204243,46.0
-168.76873663659387,45.0
10277.891156112499,62.0
9627.137941586094,60.0
1843.052696410055,6.0
8674.499347313238,78.0
-4291.134208485232,26.0
-1238.0297320934471,39.0
12402.830455325164,85.0
3018.5798635687424,60.0
-3401.8176103094897,54.0
1762.034229653456,67.0
9760.203950260555,54.0
1234.974242068656,26.0
8061.920553598784,64.0
11426.36474980316,16.0
-335.3499233541047,28.0
7033.492805924079,26.0
1646.649241562593,48.0
-257.0216532848053,30.0
7286.837308302047,15.0
4671.046364566128,43.0
5524.095966959541,12.0
3849.65850171927,50.0
6581.328119481404,40.0
5660.280355349743,45.0
-2233.394407005087,53.0
5796.934012230025,9.0
4552.28074985775,51.0
2163.5153962579056,8.0
757.7751206028793,80.0
1370.931125248966,58.0
4153.700651510757,33.0
1725.4113440482888,39.0
6863.218321142771,47.0
8627.352708122322,51.0
2597.9313660297485,7.0
-5703.033390866661,24.0
7131.89214080019,67.0
7584.245618730812,29.0
-2094.3701939378534,27.0
8161.852114336907,40.0
6052.314958352933,23.0
6644.302048211468,41.0
365.1456746521494,5.0
5474.48792324516,11.0
-10197.858831467975,53.0
5001.931065135401,29.0
7648.794127154766,17.0
7697.560333101914,24.0
3738.2260358896583,3.0
7438.6802950608535,53.0
-2166.985631533953,38.0
7973.671032119374,22.0
2638.2851422709277,62.0
8012.620696209714,55.0
7862.376184380142,27.0
7923.886195532081,47.0
-5133.170626862675,6.0
7616.13415771495,22.0
-1694.4300711423239,42.0
-2539.756301217124,57.0
5789.306105155323,25.0
10304.076840908467,26.0
7293.83957069964,60.0
-981.8655237410348,43.0
-1837.4045308119432,44.0
4435.131187108322,50.0
5399.157004214533,26.0
9322.10902383857,39.0
-5378.428120092789,50.0
1510.324846073872,41.0
-7134.543017663166,45.0
7557.746982546943,61.0
1073.8257809821607,51.0
4383.621261960076,59.0
1776.0631107414629,37.0
880.578402849766,17.0
7708.846585603475,38.0
-714.661111507432,15.0
-4720.225955216656,44.0
-1223.8412688219796,41.0
5162.4871166762,35.0
11768.651548513688,26.0
8482.326871732206,17.0
7840.472332725632,56.0
5110.969870191337,27.0
8838.449301911194,53.0
379.68739388937774,13.0
3621.3084676822323,48.0
9075.495236440027,28.0
7893.690640923686,40.0
1829.7752807416316,3.0
6139.319915369182,36.0
-15180.413717905183,16.0
3609.0018734331043,53.0
-3154.681572552434,18.0
-5994.7272504780885,59.0
2844.692504767045,21.0
4600.048661079143,31.0
3256.1980690204236,10.0
198.16285866176167,7.0
-4226.213555725402,7.0
7596.570348662116,59.0
4242.909964817165,38.0
8840.790176743423,17.0
8010.725185158978,52.0
-612.2265656447206,19.0
7324.426997175933,53.0
4764.4725153923155,38.0
6739.580235152255,66.0
8779.211184579965,69.0
12534.878263475819,61.0
11732.441604941869,58.0
1791.643445649468,14.0
-4930.588928986512,12.0
-4904.461721309304,18.0
5973.855663042643,84.0
5937.335360127498,32.0
9023.40231241914,58.0
5303.653756920916,42.0
5923.8001227588065,23.0
11576.2231022007,62.0
5867.412374429201,55.0
