sal_3_lc1vs0_iate,age
-17415.1031705239,34.0
-25305.746235323335,44.0
-27814.00738551387,42.0
-23939.495178166268,47.0
-32443.469793722445,46.0
-19252.82830122097,48.0
-21754.414397683897,37.0
-26132.066732960135,44.0
-19583.607062069976,45.0
-29068.56497138829,35.0
-33507.81939066237,34.0
-34557.90536122679,46.0
-33206.99096070395,49.0
-25771.020703622424,49.0
-21224.217152578247,47.0
-40443.119240977925,46.0
-17639.679563740265,38.0
-32622.856521167563,41.0
-20722.610646580728,48.0
-35297.5177895776,30.0
-32741.071619922895,35.0
-19326.053103316015,42.0
-23070.99496129854,40.0
-36175.13211878299,38.0
-34617.33914352088,46.0
-36608.90174036606,45.0
-30837.182013579783,34.0
-17907.461941494585,34.0
-17942.076634149467,40.0
-34530.80556441923,37.0
-25160.126131207566,47.0
-35437.80081658537,33.0
-25256.237556397176,41.0
-30421.807644231587,48.0
-23428.232273581387,40.0
-27813.945823005313,46.0
-29688.119503097078,45.0
-30693.88810294368,41.0
-24291.688135672623,37.0
-28981.839002558616,49.0
-21607.353406322574,50.0
-37396.64686358426,38.0
-25870.09424285257,44.0
-32055.39241277901,43.0
-39685.59554082267,48.0
-29489.562612563448,36.0
-38482.96106569735,37.0
-22189.204744630057,41.0
-17004.71819721548,45.0
-35409.17293620383,36.0
-17823.56200956145,46.0
-37766.418724977644,50.0
-22640.68299875898,48.0
-32253.059369518443,40.0
-24654.80903645283,33.0
-23186.145612880962,31.0
-34743.95167606504,34.0
-22366.00685744034,39.0
-25836.235321440174,45.0
-29608.902779363212,36.0
-20837.193996979866,38.0
-17833.978261576296,33.0
-38674.99777111044,50.0
-19625.56066145896,45.0
-22575.15831563789,47.0
-31723.314857090405,45.0
-17990.528686408485,33.0
-19073.293046008315,31.0
-19171.713840372966,47.0
-24268.749474896184,43.0
-19316.23011260044,34.0
-35173.125778535265,35.0
-31740.680983782735,41.0
-21134.055669029676,40.0
-34694.17471644448,42.0
-34348.869748631536,42.0
-25489.38137249599,49.0
-21774.562287047534,46.0
-19630.555238780216,37.0
-32619.98634424249,31.0
-35605.72143464559,48.0
-35823.39271572521,32.0
-22163.002399586272,31.0
-34187.682101731305,41.0
-23796.58483179108,49.0
-24214.05996981355,49.0
-17390.836837062387,36.0
-37759.11185731662,44.0
-18055.12477987335,33.0
-30961.690124440465,32.0
-24125.136919558492,30.0
-23011.67190106832,47.0
-33437.35512490579,48.0
-17881.030393876736,45.0
-33106.05405113527,35.0
-30425.67651579465,32.0
-26532.194720630883,32.0
-23626.347544077973,46.0
-18047.51390479693,40.0
-27043.770758876657,31.0
-32383.900097214068,36.0
-34954.31052210095,34.0
-31535.080746157266,50.0
-21015.40937176602,41.0
-18038.882593094793,36.0
-34640.7001171462,35.0
-26915.01669979139,45.0
-27943.7573729496,40.0
-20478.67314990065,30.0
-37711.79195343254,47.0
-22276.114463611186,48.0
-31904.784204790005,46.0
-18602.566068983055,31.0
-25814.948807009358,40.0
-31223.664670909682,48.0
-18305.374613839165,31.0
-26326.29011465775,36.0
-23689.648935541714,39.0
-24599.362730920788,43.0
-37362.51892383423,36.0
-29962.803315762525,43.0
-32883.7248388344,36.0
-33750.42579383972,32.0
-23542.073494345506,30.0
-22152.7263848211,35.0
-25700.3328088512,34.0
-38308.33369388414,44.0
-24145.212758002905,49.0
-31793.43696941984,48.0
-25837.430523570038,46.0
-19157.002879969605,37.0
-26913.576223822907,37.0
-32877.94626428665,49.0
-20395.15824491409,34.0
-19362.52518916075,43.0
-27032.53802735584,35.0
-31681.00948524809,45.0
-32235.371393209927,42.0
-42791.6128859482,47.0
-18501.39014862413,43.0
-30991.77902560891,47.0
-17652.5697037227,42.0
-36721.276921074284,37.0
-25378.109334741133,35.0
-32692.207215944676,38.0
-31598.474629261982,39.0
-36237.45893387396,34.0
-18742.31240744461,31.0
-25619.711908691752,45.0
-19394.592974872787,46.0
-35703.267594153556,42.0
-18053.73147741477,41.0
-20366.641420268832,30.0
-41357.548724049746,49.0
-18358.731303464236,50.0
-23880.995560196454,33.0
-24958.688637512,48.0
-28464.256046333245,45.0
-20069.36254371567,46.0
-21971.942004177487,47.0
-38808.101895724176,50.0
-31684.665617708954,36.0
-18288.575203826487,31.0
-33715.663576600346,43.0
-24936.103381554185,48.0
-36147.30358287094,33.0
-26410.3445212574,39.0
-35034.05002580755,31.0
-31527.197632357173,46.0
-26163.732071928607,44.0
-33219.95842659876,48.0
-20955.366372953853,35.0
-37938.010837578244,42.0
-33506.875871770804,45.0
-26479.083158861453,36.0
-21536.58275337253,50.0
-23039.52112579772,38.0
-31140.779844910947,35.0
-20886.24662169238,38.0
-34789.333305024615,48.0
-17905.577966310884,40.0
-24899.320571254677,46.0
-25605.123899853206,46.0
-18114.958241335808,32.0
-17945.111117443175,40.0
-37662.71694330331,44.0
-26603.502939523187,40.0
-19098.781476578642,50.0
-37536.91973377703,47.0
-35960.159716556576,39.0
-34711.66000130545,40.0
-33599.739695265234,35.0
-29771.67694842146,47.0
-23143.42635123949,40.0
-25614.930742157314,45.0
