sal_4_lc2vs0_iate,unem_x0
-28535.172231885124,23.0
-40917.13740829805,16.0
-44591.066538154744,4.0
-37923.123252297024,8.0
-51122.46640613159,22.0
-31548.459746523833,20.0
-35663.34597895253,2.0
-41972.841910345756,20.0
-31427.02869072528,22.0
-47156.29780902894,13.0
-54747.63659342422,11.0
-55038.99336016357,21.0
-54676.773585503404,7.0
-41367.010324434275,15.0
-34213.711539315605,23.0
-61488.227276058344,14.0
-29835.02617894834,7.0
-52789.09592102513,19.0
-34254.52893452231,14.0
-57814.8754599909,12.0
-54910.79622200837,22.0
-31963.19833393193,24.0
-37411.57875055263,16.0
-57925.49012985357,22.0
-54445.00756092029,13.0
-56474.119908445515,23.0
-49035.35483489944,2.0
-30829.68078277779,23.0
-29248.39098124716,21.0
-56089.87328850374,2.0
-40173.4286178182,3.0
-56430.909560445056,12.0
-40281.273832859704,23.0
-47538.301047931134,10.0
-37994.677269861175,23.0
-44579.27798464421,9.0
-47370.97961319997,2.0
-49756.54464235258,5.0
-40560.257978838854,7.0
-46776.61427297699,23.0
-35096.53042632254,7.0
-58279.07053511053,10.0
-41475.553856966886,19.0
-51821.782680530145,12.0
-63527.46621359194,19.0
-47050.903680558564,3.0
-62965.798903149,12.0
-35743.08555459799,4.0
-27933.039364145487,16.0
-55568.48048437694,10.0
-29626.254400667647,13.0
-61826.1268120415,21.0
-36678.13369771808,18.0
-51612.365846686036,2.0
-41050.47917236136,3.0
-38133.064537065315,20.0
-58446.575793066884,24.0
-36131.054846936604,20.0
-41079.624503326355,1.0
-46824.461613743304,21.0
-35125.53409752616,13.0
-30016.070425212944,19.0
-60934.601831358275,14.0
-32243.323666887605,17.0
-36876.48912131248,1.0
-51599.339548852164,22.0
-29916.0921989967,8.0
-31970.34772429963,8.0
-32521.265106282655,4.0
-38920.67581527283,10.0
-33593.03679674781,6.0
-57369.13056636481,23.0
-51254.08875562181,1.0
-33874.16264491021,18.0
-54466.702262307095,14.0
-54601.56889291966,8.0
-40427.252974417665,19.0
-33988.67115430745,16.0
-32363.92825775478,19.0
-53189.278347801366,2.0
-57505.9649915076,10.0
-55961.07438819202,0.0
-36353.1906353081,16.0
-55594.107470133655,2.0
-38160.66499509002,23.0
-39092.374468980226,12.0
-28534.603771417736,20.0
-60926.40695925029,5.0
-30738.42412338712,14.0
-48997.06673777303,2.0
-40713.32395594462,14.0
-37210.78627016464,12.0
-52433.29962782524,11.0
-29320.038910881693,20.0
-51791.5460728734,10.0
-50230.975775071565,13.0
-42693.88824078468,17.0
-38615.83513788745,7.0
-30022.800948624663,10.0
-42956.62765621567,2.0
-52069.059938040875,17.0
-56333.08041192281,2.0
-50973.19001020843,9.0
-34403.00363538357,12.0
-30147.256336978742,12.0
-55105.99917987408,13.0
-44740.03760529991,12.0
-44405.796231023225,13.0
-34495.09343315278,12.0
-60510.80691041208,22.0
-37244.6329700426,11.0
-50608.64811265613,18.0
-31278.50302803552,9.0
-42846.378521179475,19.0
-49900.26956038434,17.0
-30605.389100503493,11.0
-42267.64861220922,12.0
-38293.84723407637,10.0
-39567.00256931692,23.0
-59132.953086621885,10.0
-47652.302453896904,21.0
-52737.909108421845,14.0
-54539.74860025869,10.0
-39592.86305086875,11.0
-36679.84396837143,2.0
-41479.18819514195,23.0
-62363.97154500743,10.0
-38963.50305885414,20.0
-51307.31477944531,4.0
-41741.937320104815,18.0
-32127.691526890416,10.0
-42862.798725876455,21.0
-53523.43898259451,18.0
-33155.63837534923,11.0
-31502.316635537383,12.0
-43116.268793757656,3.0
-51894.69658671366,14.0
-54066.25659779493,20.0
-66169.62615278058,15.0
-30571.587325682936,23.0
-50221.059110296585,17.0
-28886.299628872915,11.0
-60593.5275250746,4.0
-40460.13686175663,24.0
-52726.84573317277,2.0
-50187.98630486724,3.0
-59895.47052639881,23.0
-31738.523201671156,7.0
-41094.45103142685,21.0
-32118.25124426702,1.0
-59085.26770958087,19.0
-30956.04418235428,20.0
-34100.03941729772,19.0
-64887.58002938191,15.0
-30960.380689244383,13.0
-38485.33502545621,14.0
-39573.03266902774,10.0
-45288.03513481606,17.0
-32232.355950032194,15.0
-36328.99415484973,22.0
-60482.99602936611,1.0
-51486.07576989959,18.0
-30331.52966882947,8.0
-54369.751932802355,19.0
-40118.62707780929,20.0
-57523.83718289361,13.0
-41848.92973092002,6.0
-59711.87582219261,17.0
-49893.991828526174,8.0
-42797.16262538865,14.0
-52060.89388195357,20.0
-33710.85623278428,7.0
-59816.85404447254,6.0
-53757.32936499022,18.0
-41816.05622310469,7.0
-35816.87992944504,14.0
-39266.79251192016,17.0
-49297.21476884415,15.0
-33641.50217870867,21.0
-55827.31762543899,23.0
-28605.831991951687,6.0
-40710.180563701055,20.0
-41110.2597004748,0.0
-30012.819068776967,14.0
-30276.391073048435,17.0
-61483.686583960836,21.0
-42760.02570570512,15.0
-31309.14173601236,14.0
-59549.15731334065,0.0
-60118.35862073146,19.0
-58876.76906393777,12.0
-53988.98561552647,3.0
-47223.12817707672,23.0
-36485.41602627235,16.0
-40646.42647417623,0.0
-59990.14643566706,15.0
-33869.78497207764,21.0
-35627.261242961875,24.0
-50811.54223499363,20.0
-29070.073781446234,1.0
-35622.94630124509,24.0
-58950.81596646356,21.0
-38086.13955222813,16.0
-28425.532809097658,22.0
-34706.59910768832,23.0
-44869.062670988205,19.0
-37210.386381923934,22.0
-36587.99859285549,23.0
-41361.31359069426,15.0
-34288.630532931005,22.0
-45679.3559161305,0.0
-41851.02808862491,8.0
-59658.88013916985,13.0
-45152.727161142975,20.0
-52063.3899929525,21.0
-51331.60963144906,17.0
-55181.45432125153,15.0
-52864.65167117927,16.0
-56091.993109613584,7.0
-51835.59054714459,5.0
-28235.960698799245,17.0
-50987.21153247397,10.0
-34975.40352107449,12.0
-32478.12386220656,5.0
-49798.300409143194,0.0
-42710.22468257176,19.0
-31294.40648494302,6.0
-46434.48020741414,20.0
-40413.84751722927,3.0
-36942.14067456237,23.0
-41363.2227326766,9.0
-42536.79634076993,11.0
-50409.60418314176,12.0
-45183.105572911736,23.0
-29132.814913842572,20.0
-57990.8356464785,18.0
-51624.70993922518,23.0
-39937.58946447844,6.0
-53232.498875165635,6.0
-39261.42256739462,15.0
-63150.16858501912,14.0
-55834.077908552936,22.0
-57874.15158136292,20.0
-37214.22383429842,11.0
-43517.02713668889,24.0
-41698.53357755949,17.0
-50335.13241280692,16.0
-55071.67319994114,16.0
-31585.73884020841,9.0
-66421.01963403425,1.0
-29634.11538641225,22.0
-44568.68537159427,23.0
-37055.35915852231,5.0
-59756.36272764155,23.0
-49473.346040696895,19.0
-59766.2127674965,18.0
-55948.31425099386,18.0
-30002.97379113662,10.0
-61911.70429718904,4.0
-50933.40689802842,21.0
-57946.632170094366,9.0
-57509.82221693675,13.0
-52507.563013300765,10.0
-49035.54197742554,19.0
-55723.4553019367,23.0
-53300.26926503271,9.0
-45096.297017909696,9.0
-33708.98897800076,5.0
-28688.511832080207,16.0
-40887.94732272587,15.0
-60919.67033478833,2.0
-37089.70601456078,19.0
-39754.83840451921,15.0
-56333.811017564105,5.0
-31425.5630676901,23.0
-38561.77565239916,17.0
-46484.805247460616,6.0
-30496.679402275895,14.0
-54295.44812258981,5.0
-39243.204952692424,24.0
-41912.40075051287,23.0
-39578.63390694774,15.0
-34542.50138378643,17.0
-36098.47568701264,14.0
-54083.13725661805,7.0
-48437.009320098434,12.0
-52594.97066535624,2.0
-34118.9047829395,18.0
-38115.68375394152,7.0
-39836.95263878904,19.0
-53617.0298572395,11.0
-35244.05384292837,2.0
-59035.94976436113,13.0
-36787.852733326756,4.0
-37143.222089195624,18.0
-42928.82016891398,8.0
-29752.821338650567,5.0
-51327.93634802129,20.0
-28810.37134689627,22.0
-43047.7064484915,17.0
-32030.400174812254,3.0
-40670.613201389,20.0
-40899.49827943066,4.0
-60394.500516387445,15.0
-41369.79787205122,8.0
-35911.248042547,18.0
-35322.95214743943,2.0
-56050.76600575438,5.0
-40805.93838859428,14.0
-48341.07457495759,24.0
-36179.22730856229,9.0
-29059.059687249868,20.0
-60095.422450001366,23.0
-39100.15430451167,11.0
-35657.137009334925,4.0
-62146.74502085656,17.0
-55952.34349971492,15.0
-29751.501087818586,24.0
-58744.40953537137,11.0
-38738.931012872694,3.0
-52580.86217211095,24.0
-28879.049845184825,14.0
-59043.75172870707,15.0
-30116.762767217246,15.0
-43853.57175281983,6.0
-43708.92196592066,12.0
-38616.771451599874,16.0
-30853.173260118077,15.0
-40478.72052190181,18.0
-33782.40756190102,6.0
-28630.13626033401,14.0
-48209.89870082562,11.0
-60120.692053628925,4.0
-52853.67406294877,13.0
-42608.548460627295,10.0
-40132.15396453894,17.0
-33260.76639463841,6.0
-37111.684888297874,21.0
-29273.629251860257,20.0
-55667.51416082788,10.0
-38332.422265876434,1.0
-35681.31392313099,22.0
-53287.88588846786,19.0
-57475.77139868676,22.0
-57015.52803808499,8.0
-49055.349933538775,19.0
-41385.69875800921,12.0
-53772.62222248055,24.0
-36820.07464685822,1.0
-40940.79612836364,11.0
-55960.07578136187,17.0
-32683.239722810562,10.0
-27948.76085311513,17.0
-53070.61288267889,2.0
-34309.63540569359,2.0
-41181.72661141937,20.0
-32950.63555006507,7.0
-40245.13889530317,12.0
-31192.418132771832,17.0
-41616.64765040414,22.0
-41377.991059488195,23.0
-62848.08221257478,2.0
-47564.35614752073,6.0
-53037.76222915432,15.0
-29221.379892955112,20.0
-39724.22087896541,12.0
-38898.11163767874,11.0
-58562.52168560731,18.0
-58941.70125389714,14.0
-42284.06263325779,2.0
-35668.67947284247,14.0
-31041.814877568584,11.0
-58991.124468811264,6.0
-58792.37008313186,18.0
-41631.87234752899,20.0
-35842.24458258529,5.0
-41891.20881339818,21.0
-55053.82243716665,0.0
-60856.31040915788,4.0
-42444.64691402629,15.0
-30858.999614536886,12.0
-40318.98443840466,15.0
-30427.41492617264,5.0
-28362.601981205757,7.0
-38221.106611493684,14.0
-58809.651445625794,21.0
-50902.60561134422,6.0
-42357.84281070084,4.0
-55941.818764762276,20.0
-31997.45378963175,10.0
-64717.775798823306,21.0
-58418.27833236145,9.0
-60186.80733633153,8.0
-44153.13753509203,7.0
-41493.17158879239,8.0
-31536.572089153633,1.0
-40207.02432968165,18.0
-35152.574783778095,14.0
-47104.32441971736,19.0
-30034.751165496906,17.0
-55211.196384902374,6.0
-46095.36800423721,6.0
-28670.01015339695,8.0
-53183.122377655105,11.0
-48298.51038375472,11.0
-34384.298121460015,14.0
-35822.52451189594,4.0
-28274.041867765485,11.0
-39312.273377397505,20.0
-32147.284935649455,21.0
-51719.6901932483,2.0
-52291.50656470189,1.0
-47045.107720204156,19.0
-41500.18906537586,5.0
-30449.616737931377,18.0
-40790.737782247284,10.0
-55372.401530079704,22.0
-47897.81614284977,8.0
-40196.692081173256,10.0
-58199.18689240969,10.0
-43626.6108160818,10.0
-64852.15794137567,1.0
-43239.854811957586,6.0
-30771.367948461855,2.0
-40220.55441207775,11.0
-42035.87686069045,2.0
-54918.54484577093,17.0
-29331.502379274796,5.0
-30962.16798448716,5.0
-45472.800380952634,6.0
-42086.56693456104,4.0
-52169.226814523354,14.0
-32202.674248717827,5.0
-39747.840776445024,20.0
-46308.34551685513,18.0
-40766.39881328867,9.0
-57487.57568615262,22.0
-44727.46955267918,15.0
-41796.34834726095,18.0
-39339.79657122983,7.0
-49997.07216152002,4.0
-48647.70324227595,4.0
-53421.014270706895,17.0
-30689.35094119703,4.0
-57097.458756617256,1.0
-36717.554931769904,21.0
-56809.28160539322,2.0
-50471.15113186186,2.0
-65588.94855758359,16.0
-46299.292998401565,8.0
-41078.60256529815,5.0
-38105.02246969707,3.0
-28613.250185756388,16.0
-35146.773751651155,16.0
-28721.651630359753,3.0
-32271.239598336742,10.0
-36060.11748819488,4.0
-39309.45234783266,0.0
-53831.87563498973,16.0
-40615.41401548039,15.0
-30698.272334627312,9.0
-49241.33368467829,9.0
-31064.68273936795,10.0
-57535.78636081418,7.0
-47594.077514432625,21.0
-38794.78284640704,9.0
-29947.967832286617,3.0
-42520.54971670527,9.0
-29854.64821933341,15.0
-62698.622779388155,6.0
-32717.700337279734,22.0
-53436.6263718675,7.0
-29365.608552057463,14.0
-50946.422372937945,2.0
-37881.05370094672,16.0
-38111.11323008292,23.0
-46722.59082088963,15.0
-51984.277372865356,15.0
-54568.45925915553,22.0
-57717.83778825219,18.0
-39945.0629654374,21.0
-56807.851113351775,2.0
-32137.509010287336,2.0
-40699.0171055528,6.0
-36849.174575105935,3.0
-55332.952238391896,7.0
-39448.24856524209,22.0
-59800.99134670796,8.0
-54557.30044329127,14.0
-35242.83100672737,11.0
-52280.21038523967,3.0
-51829.712850313124,4.0
-47116.12057754614,13.0
-39028.307233391926,15.0
-36307.604741173185,24.0
-34893.25375602408,24.0
-33098.39388350959,6.0
-52183.6207694436,6.0
-28988.898335099955,2.0
-53212.342949814134,0.0
-54901.239852431696,24.0
-29164.163041354015,1.0
-56286.772903909514,8.0
-49598.9257116534,1.0
-28892.802663737446,8.0
-43628.146909992865,21.0
-54553.07179641238,7.0
-33884.71558184476,6.0
-48863.664347957274,23.0
-52005.03666425255,22.0
-41460.301381835765,5.0
-37070.29592194788,2.0
-28711.169988075126,20.0
-30360.198253250826,23.0
-39308.44660634728,3.0
-57712.23600236485,4.0
-60058.76483438263,5.0
-31799.5124815367,12.0
-62331.813693029995,13.0
-45823.01017171881,5.0
-59774.96850267016,13.0
-43099.716794692584,0.0
-33291.27782207086,13.0
-28499.851373391553,11.0
-40897.07425523356,13.0
-40172.03506180154,10.0
-40015.98173833554,2.0
-47907.525934174766,1.0
-32716.277149684593,4.0
-61261.37174485565,11.0
-38002.41674988871,4.0
-62830.19354790912,2.0
-29506.396531326187,9.0
-56748.96390894838,20.0
-53536.81806650362,22.0
-38506.81162606761,10.0
-38222.82627786738,0.0
-57405.94880417225,3.0
-46117.88355154743,4.0
-40411.00761223331,3.0
-37545.72872296212,24.0
-50515.0152759581,13.0
-38128.71034140256,14.0
-59976.45420734243,9.0
-29262.044264820557,12.0
-55852.046634874816,8.0
-32480.51651642647,24.0
-36192.93889363139,21.0
-44403.12058051227,15.0
-31197.762121936034,18.0
-62063.308838370554,6.0
-40516.126074079104,1.0
-58772.46798808553,23.0
-49904.414633028886,18.0
-43771.477355601746,3.0
-36845.88041425131,13.0
-60487.57586180042,17.0
-55917.77462329353,3.0
-55640.7137228163,23.0
-29557.161124087303,10.0
-57065.26384130893,8.0
-56765.49964031542,9.0
-61834.86299539058,10.0
-57576.44302303785,11.0
-31966.425249709766,20.0
-32942.11581700925,2.0
-40323.58856844129,19.0
-45273.341727070874,3.0
-35368.39135171345,18.0
-40925.76794247952,17.0
-28527.049415250636,2.0
-39324.884731839935,9.0
-41624.73911768063,3.0
-57696.494999761904,23.0
-60560.709094805774,3.0
-56823.996478265515,21.0
-34334.56611511267,16.0
-33397.73604929031,6.0
-51950.92648451801,13.0
-45372.90987949469,22.0
-41836.28545614419,13.0
-66754.325207061,16.0
-61628.71139676674,17.0
-32807.20513454085,3.0
-34480.78745244909,13.0
-57080.23812685479,14.0
-39202.8170559337,6.0
-39571.20544829304,14.0
-49951.74715893161,16.0
-30100.897331118096,11.0
-42057.1854740764,15.0
-42837.70416045057,15.0
-54681.56922762553,9.0
-28090.114799035477,5.0
-42438.24568964615,6.0
-46620.35105472108,6.0
-29052.424224641756,3.0
-35627.274760681925,2.0
-41134.71718803539,21.0
-45378.4942773013,22.0
-63720.2747959584,18.0
-35007.60829939198,8.0
-41959.64259845807,12.0
-55995.379205297286,6.0
-35433.31423987117,2.0
-32026.961080713736,5.0
-59030.414250988135,3.0
-30871.275438194727,24.0
-41850.49012454605,18.0
-35252.65253508008,21.0
-33026.0229346932,1.0
-57860.475265143774,18.0
-51588.98782797577,3.0
-56133.56409062912,21.0
-46607.95643280929,8.0
-42246.28931822904,5.0
-55305.42599865717,19.0
-45711.31983566599,3.0
-30436.363863147686,17.0
-59666.09940353944,9.0
-56781.54611615407,15.0
-44916.84962866889,11.0
-29132.40943229369,18.0
-32733.509780276283,5.0
-41098.148410894515,18.0
-56783.7876008756,15.0
