sal_8_lc2vs0_iate,unem_x0
-5247.612371911615,23.0
-5936.081268004896,16.0
-18919.441037239645,4.0
-14707.782499432618,8.0
-16469.15064708127,22.0
-12774.949402169912,20.0
-12053.51819014192,2.0
-14026.353314398888,20.0
-13983.383125352026,22.0
-13134.478561131988,13.0
-29884.652334278326,11.0
-17681.150924771908,21.0
-16609.611673723204,7.0
-11969.49722271879,15.0
-5950.023047619555,23.0
-21467.992990178907,14.0
-11945.720340139294,7.0
-23984.30313998409,19.0
-14270.983694386447,14.0
-31714.98443543093,12.0
-16666.270956639855,22.0
-9190.945167600374,24.0
-16119.659878602994,16.0
-17563.439508625903,22.0
-12709.421738549398,13.0
-17881.349442808176,23.0
-21270.396143409,2.0
-10635.591001845487,23.0
-6349.551233765742,21.0
-25672.877520447037,2.0
-6822.170593997485,3.0
-15317.612865724008,12.0
-7312.44221386747,23.0
-16567.308543593586,10.0
-10771.937303749975,23.0
-23206.795175427615,9.0
-11427.513352134136,2.0
-16042.078033573867,5.0
-17658.06812471561,7.0
-11169.2081233098,23.0
-11499.894941943663,7.0
-13532.379106039434,10.0
-10474.096448959792,19.0
-7399.015417263921,12.0
-21831.303184256176,19.0
-12068.484378545403,3.0
-16817.388918640918,12.0
-8416.27347501714,4.0
-9300.107912582052,16.0
-12865.209168249246,10.0
-7081.880304338444,13.0
-15828.948926235358,21.0
-10728.199476209445,18.0
-13929.317983234097,2.0
-13986.61467723364,3.0
-8806.614629841293,20.0
-31091.26887296683,24.0
-12631.794461756977,20.0
-10562.048830745493,1.0
-19426.966405927375,21.0
-13447.30051696412,13.0
-12487.276177898975,19.0
-16920.067990057407,14.0
-12532.962823379248,17.0
-9913.747962433377,1.0
-13732.531740885566,22.0
-13666.649579562232,8.0
-8937.991690188243,8.0
-11118.370337633276,4.0
-9831.196112755113,10.0
-10573.756448907983,6.0
-28880.51804557306,23.0
-10686.25073508826,1.0
-13103.616710817836,18.0
-17959.01024925051,14.0
-10071.496266680995,8.0
-13782.46557292678,19.0
-16474.89483920907,16.0
-15764.240231078948,19.0
-28745.982583084144,2.0
-17947.46642392244,10.0
-21472.93628477188,0.0
-6541.960065761239,16.0
-11658.795107039547,2.0
-7148.046106287589,23.0
-10323.71450867237,12.0
-9269.57857345864,20.0
-29115.64469282887,5.0
-9615.117265710232,14.0
-8861.114745064173,2.0
-17716.601925630002,14.0
-16340.103061847669,12.0
-14684.070456690177,11.0
-7644.1290129136205,20.0
-17645.626288756564,10.0
-21284.617047466774,13.0
-13330.575371410048,17.0
-12540.192397054574,7.0
-9402.80718760075,10.0
-9795.936310623623,2.0
-15211.71061492783,17.0
-18920.7873761804,2.0
