sal_3_lc2vs0_iate,lmp_cw
-16923.173348648623,3.0
-24425.473765904528,3.0
-26813.287085257885,2.0
-22971.782494882864,4.0
-30434.83555095693,3.0
-19014.31388860634,4.0
-21135.67245243467,3.0
-25064.60173021705,3.0
-18954.104150514177,4.0
-28194.13986779473,3.0
-32883.70415135079,2.0
-33020.416928181774,3.0
-32525.985681458304,3.0
-24633.58062771205,4.0
-20572.523815121644,4.0
-36636.6903340174,3.0
-17555.501491280273,2.0
-31485.7504858642,3.0
-20536.656198922283,1.0
-34848.43624643609,1.0
-33140.767210530285,1.0
-18915.670724752323,4.0
-22444.743926233212,4.0
-34698.07604360116,3.0
-32747.736274908613,4.0
-33888.49367149004,4.0
-29580.82900453663,3.0
-18323.126237372606,1.0
-17354.599964247187,4.0
-33587.9778927639,3.0
-23930.004876421015,3.0
-33918.897065245284,1.0
-24064.91024048072,1.0
-28599.879285158982,4.0
-22617.403866011686,2.0
-26760.31266227669,4.0
-28523.977503210084,3.0
-29689.342175152316,4.0
-24333.95942132083,2.0
-28051.683729842276,4.0
-20966.314051829286,4.0
-35107.403027387605,4.0
-24718.746705674734,3.0
-31007.018614486842,1.0
-38360.34580953767,3.0
-28311.669884017916,1.0
-37669.5838600071,1.0
-21405.66834304331,2.0
-16592.666413531122,4.0
-33450.55204961363,1.0
-17471.262165722364,4.0
-37137.583973092296,4.0
-21923.28151397136,4.0
-30828.70622482546,1.0
-24667.25379337976,1.0
-22678.739160996673,1.0
-35174.5575322707,1.0
-21545.540465532617,3.0
-24649.531248491527,4.0
-28022.864246839476,3.0
-20967.77655245453,1.0
-17746.153195591804,1.0
-36497.637017913316,4.0
-19097.233467196864,4.0
-21976.8759579138,4.0
-30872.56225774072,1.0
-18090.644262159385,3.0
-18841.164299183558,1.0
-19190.06217292416,4.0
-23247.028137769757,3.0
-20057.75509093124,1.0
-34324.00352331811,4.0
-30511.08580526404,2.0
-20522.356083726438,4.0
-32702.98119694244,3.0
-32789.47459294545,1.0
-24186.536804600983,4.0
-20651.164790592382,4.0
-19574.44515829937,2.0
-32075.655113101515,2.0
-34314.58282534281,2.0
-33689.62955848127,3.0
-21713.102529466618,1.0
-33391.29639365125,1.0
-22682.842654112555,3.0
-23359.659945902673,3.0
-17068.21834018603,2.0
-36442.229534095844,4.0
-18486.329863221203,3.0
-29583.80895821537,1.0
-24546.727316241675,1.0
-22186.848326690073,4.0
-31323.29892592713,4.0
-17505.222360101052,1.0
-31281.448169565963,2.0
-30257.350231226083,1.0
-25417.13148371489,1.0
-23066.809739908032,4.0
-17799.084678867166,1.0
-25778.00329100289,1.0
-31088.555894776062,1.0
-33800.56112386,1.0
-30599.72179447142,3.0
-20439.390652365517,3.0
-17926.371327323926,1.0
-32943.38421643246,1.0
-26887.646889859825,2.0
-26564.720933012646,2.0
-20654.138881536433,1.0
-36278.01584106205,3.0
-21975.87834698413,2.0
-30453.115356632705,4.0
-18908.661945263597,2.0
-25756.086927994722,2.0
-30013.166586930267,4.0
-18257.33008407926,1.0
-25420.590041746465,1.0
-22795.421936469542,4.0
-23598.704779673462,3.0
-35458.500697813426,4.0
-28563.965392223883,2.0
-31389.168392071217,4.0
-32726.425778772715,3.0
-23790.595898569143,1.0
-21951.301017329617,4.0
-24760.87626305456,1.0
-37401.67152404349,2.0
-23291.046996115707,2.0
-30701.015848488394,4.0
-24998.339483950564,1.0
-18884.64620914324,3.0
-25854.595764480502,4.0
-31753.981217445173,4.0
-19820.114339558066,3.0
-18714.02159538571,4.0
-25824.891686391114,3.0
-30891.02630385872,3.0
-32517.257835531134,1.0
-39701.48808272249,3.0
-18332.385908992903,3.0
-29960.59051524253,4.0
-17214.417108557696,3.0
-36177.21990484433,2.0
-24064.981167414142,3.0
-31483.828814994045,2.0
-30162.954272328545,3.0
-36096.88669638837,2.0
-18946.93057809726,3.0
-24654.12932456362,4.0
-19127.74131979531,3.0
-35416.21012597265,3.0
-18360.483591662036,4.0
-20193.058521134684,1.0
-38773.718847551965,4.0
-18346.80197278717,4.0
-22925.397760155975,4.0
-23612.9410607785,4.0
-27084.62480941761,4.0
-19544.370185633954,3.0
-21612.916693745232,2.0
-36245.84104163987,4.0
-30708.29626534351,2.0
-18087.91944276189,2.0
-32588.292561377708,4.0
-24075.31144021464,2.0
-34431.980609668724,3.0
-24945.022223528184,3.0
-35738.794172507995,1.0
-29829.82285947381,4.0
-25560.539285567524,1.0
-31348.484334438082,1.0
-20102.518360184415,3.0
-35755.371781015245,3.0
-31908.34682108796,4.0
-25091.551018122253,1.0
-21055.652617838212,4.0
-23451.37691214538,1.0
-29645.84121627949,2.0
-20331.57674173922,3.0
-33535.83693452503,4.0
-17144.5185199138,4.0
-24333.642118877295,3.0
-24547.32795343499,4.0
-17781.544533139466,2.0
-17830.439309417983,3.0
-36997.98661784583,4.0
-25549.846178228265,4.0
-18708.846126364027,2.0
-35646.02708737519,4.0
-36189.52141627112,2.0
-35348.293767616306,3.0
-32317.171788398613,1.0
-28416.038780262257,4.0
-22077.095225994337,2.0
-24272.11555946,3.0
-35895.650794437795,4.0
-20214.25218821059,4.0
-21162.219640713432,1.0
-30421.344664350225,4.0
-17237.179368172707,3.0
-21499.895845893196,3.0
-35510.55803274134,3.0
-22771.00928279478,3.0
-17097.446051477575,1.0
-21102.678430620097,3.0
-27016.19319630818,1.0
-22164.976634809034,2.0
-21926.192002733384,1.0
-24613.07288095734,4.0
-20531.701269762496,1.0
-27324.084388646414,4.0
-24893.070591976724,4.0
-35750.85661902303,1.0
-27086.356262313962,3.0
-31085.743779489003,4.0
-30626.446406361734,1.0
-32781.754479188356,2.0
-31675.75371245665,3.0
-33663.00143266491,4.0
-31041.799980287633,4.0
-16745.512149227485,4.0
-30640.41143761223,3.0
-20823.8755131891,4.0
-19549.932057223206,3.0
-29797.840426244824,2.0
-25809.52601585966,1.0
-18709.879957023673,1.0
-27892.1095183811,2.0
-24164.13680054403,1.0
-22015.582534858564,2.0
-24910.612177961928,1.0
