empl_ttl_lc1vs0_iate,emplx2_2
2.734145806375841,2.0
2.733763901957773,2.0
1.8047185994631745,2.0
-1.029717771406037,2.0
3.1263610473491443,2.0
-0.058981509782432884,2.0
2.1657381144013694,2.0
2.401928456837493,1.0
0.680329556031509,2.0
0.37195152843697965,2.0
-4.363686717930491,2.0
2.21452928952114,2.0
2.0035232215322507,2.0
1.6775215354926198,2.0
3.3898256321744142,2.0
3.1597167322302515,2.0
1.8160974559504925,2.0
-2.8322023695092438,2.0
0.31319667351234637,1.0
-1.052660357486031,2.0
-3.418035729968002,2.0
1.8727026339508603,3.0
-3.1887759186564897,1.0
2.5694095597617066,2.0
2.4864635896142526,2.0
3.2491501166020456,2.0
-2.3362346525388267,2.0
-3.5079892821939023,2.0
1.7186309813768772,2.0
-3.52097133699613,1.0
2.159930645919081,2.0
1.852752758681513,2.0
0.3699076130875494,1.0
1.9178539657701823,2.0
2.160631450806557,2.0
-0.6261038013853719,2.0
1.958838942250689,2.0
1.1133342992970636,2.0
-3.1127059603657656,2.0
1.5423922903156317,2.0
3.5174852906647156,2.0
2.9496877725277306,1.0
1.74200635567575,2.0
0.8954916852513479,2.0
0.7716246688652904,2.0
2.154390187064358,2.0
-0.6513851198052913,2.0
3.2416538799148142,2.0
1.5732221021309907,2.0
1.3239619574093768,2.0
1.9383928982007543,2.0
-1.1622728423962667,2.0
-1.5424114689106698,2.0
2.1725584863025142,2.0
-4.478808731445759,3.0
1.5760814257680673,2.0
-3.9561255197591563,2.0
2.6333899770995877,1.0
2.024175826505865,2.0
2.7096023228420094,2.0
-0.7575994947977511,1.0
1.0004787119368705,2.0
3.3335154833598812,2.0
3.0111929052101143,2.0
-2.238033096824865,2.0
1.3876771887399806,2.0
-0.8839388127776777,2.0
0.7071918039126455,2.0
2.0430095790870952,2.0
2.2773127688955745,2.0
-3.8358260977714917,2.0
-3.3195286790854146,2.0
1.9655469046584093,1.0
0.0858018191278409,2.0
2.4478863556712835,2.0
0.9489983442379888,2.0
2.3315956124252897,2.0
0.0030516954447437072,2.0
-0.30996877286502356,2.0
-4.661176893015084,2.0
1.4034833898168673,1.0
1.7750928352639108,2.0
2.4342910999078353,2.0
1.1553952192663268,2.0
1.2000313072705389,2.0
1.7024430779075965,2.0
2.1512849842218333,2.0
-1.2307092005259745,2.0
-3.9381129904370615,2.0
-0.22093567851775786,2.0
-2.713483141468007,1.0
0.029239094146691347,2.0
2.740999037576027,1.0
2.3455685052241786,2.0
1.1346567536375023,2.0
-5.513495984190348,1.0
2.1101217634670375,2.0
-2.155157257750108,2.0
1.3280505353346077,1.0
0.6186390937022539,1.0
0.020186536323699045,2.0
1.8339527168136254,2.0
0.22482520246320048,2.0
2.7561219455990296,3.0
0.8202144820340863,2.0
1.7463896876155114,2.0
-2.8833254532353116,2.0
2.0118319536341644,2.0
-1.0963495455229477,2.0
-1.1580040826449007,2.0
-2.4936147456200564,2.0
0.48854783723903505,2.0
-2.02326340563947,2.0
-2.4397440413060982,2.0
-1.8834638766699028,1.0
1.9182878558125425,2.0
1.0012685552394918,2.0
3.385887926836761,2.0
1.4692268757746358,1.0
3.189163429042102,2.0
1.33550000840608,2.0
1.3067182558223882,2.0
-4.269919966918624,2.0
-0.7899331161557186,2.0
-3.0742455485485447,2.0
1.7937287233276165,1.0
-1.6982975347151386,2.0
3.0072161216860893,2.0
1.453420912734048,1.0
1.2275433543629357,2.0
1.0186954040056821,1.0
-2.422986626340272,2.0
2.4985732514110555,2.0
2.672069364521887,2.0
2.49969368759018,2.0
