sal_6_lc2vs0_iate,region
-24175.49952887165,43.0
-37644.306245692795,47.0
-41774.24885514537,61.0
-33907.70380927214,56.0
-42734.5016392938,71.0
-28256.048735470617,68.0
-33525.43909255674,15.0
-38386.15852157819,15.0
-28922.212671305177,12.0
-42930.72263612295,38.0
-49889.004325146045,52.0
-49697.36810166848,49.0
-48631.796164722735,38.0
-38963.88178028837,83.0
-30453.21102662303,53.0
-45703.173919374734,62.0
-27526.60382064696,42.0
-48369.575924528755,77.0
-30994.778630340534,7.0
-48887.46672207018,60.0
-45485.61834542888,83.0
-29956.69873805999,82.0
-35958.05474157458,24.0
-47727.25408362624,22.0
-45547.68203741657,23.0
-49336.16062015627,43.0
-44006.96607443006,42.0
-28746.232083108003,4.0
-26725.36900565235,85.0
-49844.62249313057,15.0
-34993.81037800458,7.0
-46933.609250371825,47.0
-38238.125144517304,3.0
-43118.61631691102,58.0
-34715.69681904313,69.0
-43306.858702936275,51.0
-42932.2512256228,19.0
-43760.05935382309,40.0
-36456.04356933512,63.0
-43460.075069463026,30.0
-32804.577091062376,79.0
-50095.18654631158,67.0
-40227.790643008484,77.0
-47496.92463854348,67.0
-50793.36457817829,52.0
-39838.19784385135,43.0
-48736.61675234159,64.0
-30380.601656884406,18.0
-25765.44589624832,45.0
-44451.463547010135,51.0
-27071.744359408982,26.0
-52616.62268830852,14.0
-32766.281007559654,27.0
-43637.05108317953,55.0
-37385.713047278834,17.0
-34893.187587386914,17.0
-54168.18276761321,75.0
-32226.48807958665,60.0
-37546.74613259119,62.0
-42173.35564754839,22.0
-32231.02645220509,47.0
-27745.505019970893,16.0
-44816.62856405995,38.0
-28552.125681694317,5.0
-34321.14290346238,80.0
-46466.44725565084,21.0
-26610.308041934426,33.0
-28978.795796677863,51.0
-30801.312837164387,17.0
-35727.48637397886,77.0
-30472.448577481337,78.0
-52496.91604240361,33.0
-44413.075345613484,9.0
-30634.99313903517,42.0
-45868.11240390013,35.0
-47756.72323454428,64.0
-37086.559746007675,62.0
-31441.539008799526,67.0
-28948.368448043933,33.0
-50926.39927797951,79.0
-49471.26665671471,83.0
-47430.628552300725,61.0
-30083.067410572567,31.0
-48478.117179467736,66.0
-35871.94100089845,36.0
-37563.280342633254,28.0
-23707.892965082465,54.0
-55013.960789266595,39.0
-26933.38065261386,70.0
-42432.77442821894,26.0
-36693.285560292585,74.0
-34466.385349774486,2.0
-44786.25271410722,50.0
-25079.710568834926,19.0
-46624.17207177593,49.0
-46233.45156641846,54.0
-35299.52875955108,74.0
-35808.700071558545,23.0
-26464.620291275576,76.0
-36561.3832011536,58.0
-46942.18522646041,68.0
-46674.430417963464,19.0
-44876.27783167784,65.0
-30663.01927852461,47.0
-27835.297745203658,39.0
-47036.156686293805,25.0
-41252.58504182754,61.0
-41706.08515700768,50.0
-30917.916080956824,47.0
-56756.140800150424,78.0
-33523.49029144741,36.0
-44064.05244497225,71.0
-28572.100246978916,55.0
-38838.61299412964,30.0
-45844.427912838466,35.0
-25459.206196933254,54.0
-35954.32114680067,17.0
-35254.42142447274,48.0
-36705.31006188789,69.0
-49044.7162852619,65.0
-44074.92769858142,23.0
-46598.44418384484,19.0
-51041.560231243166,38.0
-36334.03089323542,5.0
-33730.45394348713,45.0
-35663.69404776575,7.0
-55256.355434022145,17.0
-33959.41011419097,64.0
-45131.711262820245,19.0
-36383.00137175684,11.0
-30431.63508481698,20.0
-40053.09437501714,53.0
-48537.00407197849,1.0
-29042.93553744034,41.0
-29748.818174300355,27.0
-37583.180674232506,70.0
-45988.29620504166,52.0
-50384.097949919706,66.0
-52298.37787601455,9.0
-27322.253794218806,36.0
-42404.428585398484,84.0
-25714.127125417253,74.0
-52129.721384704266,42.0
-37304.716939091944,45.0
-42863.735731969544,26.0
-41616.10155153617,32.0
-54397.02143367274,34.0
-28901.283680590088,56.0
-37581.84039552411,8.0
-28445.553355556403,63.0
-50894.5371310801,9.0
-28073.291036995714,34.0
-30813.74342648845,54.0
-51903.20241512929,1.0
-28084.10543842707,43.0
-32640.12836811746,61.0
-37837.75123007351,66.0
-42179.717086609235,1.0
-29229.47968735139,70.0
-33671.093802582705,17.0
-48366.69803060971,5.0
-46392.25539186809,22.0
-26317.350223363497,28.0
-48966.12679603104,24.0
-37944.1405332426,9.0
-49612.61240443101,4.0
-38780.54199167172,8.0
-50084.41572928107,54.0
-44187.79812516427,72.0
-40178.351282885116,38.0
-44837.22278068063,68.0
-32846.81272520968,50.0
-47147.437706873214,81.0
-49010.286102464524,68.0
-33849.7539239778,18.0
-33787.20849211842,25.0
-34119.15296952366,37.0
-44452.10339274182,48.0
-30406.226199304292,30.0
-46718.6433847827,50.0
-24661.863252022256,30.0
-38670.63323031997,78.0
-37653.1560824022,44.0
-26194.511381582768,52.0
-27855.763699169158,5.0
-52066.3997061515,47.0
-40562.967979282635,76.0
-27279.111206599326,68.0
-46798.96552854667,30.0
-50990.670063998856,15.0
-49154.00253862896,58.0
-47001.59175623381,74.0
-44276.33899082257,27.0
-33226.15976730837,62.0
-35430.64183751465,27.0
-49370.738800467836,2.0
-32043.759534852517,5.0
-33164.82168862068,40.0
-42852.588568691564,26.0
-25702.899815960132,18.0
-31685.291752264257,20.0
-49720.96129593102,34.0
-34882.68883714876,27.0
-23130.806153935693,56.0
-31071.82535200734,59.0
-42845.80014854521,60.0
-32389.58610553824,47.0
-33608.27163528458,4.0
