sal_8_lc2vs0_iate,age
-5247.612371911615,34.0
-5936.081268004896,44.0
-18919.441037239645,42.0
-14707.782499432618,47.0
-16469.15064708127,46.0
-12774.949402169912,48.0
-12053.51819014192,37.0
-14026.353314398888,44.0
-13983.383125352026,45.0
-13134.478561131988,35.0
-29884.652334278326,34.0
-17681.150924771908,46.0
-16609.611673723204,49.0
-11969.49722271879,49.0
-5950.023047619555,47.0
-21467.992990178907,46.0
-11945.720340139294,38.0
-23984.30313998409,41.0
-14270.983694386447,48.0
-31714.98443543093,30.0
-16666.270956639855,35.0
-9190.945167600374,42.0
-16119.659878602994,40.0
-17563.439508625903,38.0
-12709.421738549398,46.0
-17881.349442808176,45.0
-21270.396143409,34.0
-10635.591001845487,34.0
-6349.551233765742,40.0
-25672.877520447037,37.0
-6822.170593997485,47.0
-15317.612865724008,33.0
-7312.44221386747,41.0
-16567.308543593586,48.0
-10771.937303749975,40.0
-23206.795175427615,46.0
-11427.513352134136,45.0
-16042.078033573867,41.0
-17658.06812471561,37.0
-11169.2081233098,49.0
-11499.894941943663,50.0
-13532.379106039434,38.0
-10474.096448959792,44.0
-7399.015417263921,43.0
-21831.303184256176,48.0
-12068.484378545403,36.0
-16817.388918640918,37.0
-8416.27347501714,41.0
-9300.107912582052,45.0
-12865.209168249246,36.0
-7081.880304338444,46.0
-15828.948926235358,50.0
-10728.199476209445,48.0
-13929.317983234097,40.0
-13986.61467723364,33.0
-8806.614629841293,31.0
-31091.26887296683,34.0
-12631.794461756977,39.0
-10562.048830745493,45.0
-19426.966405927375,36.0
-13447.30051696412,38.0
-12487.276177898975,33.0
-16920.067990057407,50.0
-12532.962823379248,45.0
-9913.747962433377,47.0
-13732.531740885566,45.0
-13666.649579562232,33.0
-8937.991690188243,31.0
-11118.370337633276,47.0
-9831.196112755113,43.0
-10573.756448907983,34.0
-28880.51804557306,35.0
-10686.25073508826,41.0
-13103.616710817836,40.0
-17959.01024925051,42.0
-10071.496266680995,42.0
-13782.46557292678,49.0
-16474.89483920907,46.0
-15764.240231078948,37.0
-28745.982583084144,31.0
-17947.46642392244,48.0
-21472.93628477188,32.0
-6541.960065761239,31.0
-11658.795107039547,41.0
-7148.046106287589,49.0
-10323.71450867237,49.0
-9269.57857345864,36.0
-29115.64469282887,44.0
-9615.117265710232,33.0
-8861.114745064173,32.0
-17716.601925630002,30.0
-16340.103061847669,47.0
-14684.070456690177,48.0
-7644.1290129136205,45.0
-17645.626288756564,35.0
-21284.617047466774,32.0
-13330.575371410048,32.0
-12540.192397054574,46.0
-9402.80718760075,40.0
-9795.936310623623,31.0
-15211.71061492783,36.0
-18920.7873761804,34.0
-14363.490183207621,50.0
-3632.2607362219505,41.0
-11975.5970092164,36.0
-20815.78051022569,35.0
-14272.336117167273,45.0
-10667.303216113622,40.0
-14295.430723840464,30.0
-30380.561068380193,47.0
-7401.089893542667,48.0
-16763.29811102799,46.0
-16441.26604018639,31.0
-18094.53069026472,40.0
-16122.99698257296,48.0
-8268.88502805628,31.0
-10978.461832212244,36.0
-9573.332851260828,39.0
-9182.378284501126,43.0
-16127.620849373467,36.0
-9191.211403168276,43.0
-14354.187389724199,36.0
-31812.547204745133,32.0
-19965.426218763736,30.0
-13745.607386248455,35.0
-9055.757976269146,34.0
-29427.236427341748,44.0
-8861.753916954247,49.0
-11431.900734056579,48.0
-6804.923687760396,46.0
-10640.602832549694,37.0
-19197.80689807979,37.0
-13239.538872666702,49.0
-7698.705860482622,34.0
-8403.837158083614,43.0
-16925.87742997753,35.0
-15443.853765018846,45.0
-26489.770039860963,42.0
-32439.39309977882,47.0
-9836.641841166442,43.0
-17787.756900753462,47.0
-17199.62035261083,42.0
-28787.398711471516,37.0
-13611.636933011725,35.0
-8788.609005349892,38.0
-11707.752520868713,39.0
-28420.892329321316,34.0
-9017.434527057592,31.0
-12893.25721850593,45.0
-7726.069504399047,46.0
-21685.039040158696,42.0
-7890.7403567035935,41.0
-7962.825771936778,30.0
-27077.964692732858,49.0
-7457.032934422473,50.0
-14298.479671744844,33.0
-10487.060358118482,48.0
-17149.425189867266,45.0
-13012.51422609331,46.0
-8866.169842147421,47.0
-21995.158342164403,50.0
-11290.039315053964,36.0
-7097.706494466834,31.0
-18993.607231908132,43.0
-8388.517453040644,48.0
-22343.05848144555,33.0
-6146.817396132014,39.0
-21872.97693888677,31.0
-11145.459436193058,46.0
-10301.77133875581,44.0
-16830.292048571337,48.0
-12785.061973985476,35.0
-19173.380694941086,42.0
-19362.225473852606,45.0
-6088.104218178559,36.0
-9421.5776810159,50.0
-15276.869349586428,38.0
-14599.63079187974,35.0
-14156.733629994702,38.0
-14877.666594340306,48.0
-10112.261997573736,40.0
-13807.378141663183,46.0
-10901.51239981274,46.0
-10117.611447563948,32.0
-6599.896309034922,40.0
-16542.216259101882,44.0
-20199.750505257514,40.0
-10267.981567493429,50.0
-19153.81749064121,47.0
-20288.308055710193,39.0
-18895.14909662037,40.0
-15272.051621049512,35.0
-21392.667758497726,47.0
-17938.086812944384,40.0
-8430.20327802892,45.0
-23031.39159388643,50.0
-12745.25270896825,43.0
-10165.819450001156,38.0
-15900.627311473432,40.0
-8645.217809161126,44.0
-12984.767214183808,41.0
-22678.644256130694,50.0
-12553.461600753013,38.0
-7870.456317975893,32.0
-12354.101538333132,44.0
-15447.242214867218,43.0
-13091.270947482402,46.0
