empl_ttl_lc2vs0_iate,emplx2_4
6.163441855289333,2.0
6.87880017533317,2.0
9.149766558368407,2.0
10.266228597454887,2.0
6.951079501388164,2.0
9.276540923628799,2.0
7.587936880337879,2.0
7.8239298758118245,2.0
9.05462691847279,2.0
8.463603806471886,2.0
12.238035735549097,2.0
8.440010064652737,2.0
8.050065177574316,2.0
8.2896217224377,2.0
6.291101268481792,2.0
6.92899149797147,2.0
8.426213814631765,2.0
11.46385489592294,2.0
9.178250708932286,2.0
11.518279579254521,2.0
10.466459886200404,2.0
7.694643474159699,2.0
11.21283396314876,2.0
7.9991331377692205,2.0
7.8891407861503735,2.0
6.6931878857196985,2.0
10.93660616540008,2.0
9.782235246124374,2.0
7.931684855077413,2.0
11.84180630648341,2.0
7.086924827785264,2.0
7.865561097345541,2.0
6.868759102058374,2.0
8.499836797783319,2.0
7.395286182766324,2.0
11.28378208432106,2.0
7.675038135836944,2.0
9.617147448808797,2.0
10.976510798370676,2.0
7.923018652954744,2.0
7.0617831797824335,2.0
6.939410332171203,1.0
8.118218280697032,2.0
8.189016549476088,2.0
9.69768990961851,2.0
7.346375147974815,2.0
9.90441106339564,2.0
6.405912153003442,2.0
8.294342172997709,2.0
8.287528001714033,2.0
7.663514534262634,2.0
10.500518999022152,2.0
9.221198663496091,2.0
8.219600881683478,2.0
10.702213873666865,2.0
6.478314231639317,2.0
12.431458174677608,2.0
7.1795271862451004,2.0
8.063379017997919,2.0
8.28712537876436,2.0
9.580632096524058,2.0
8.600102786138653,2.0
6.055977332407223,2.0
8.281793776501878,2.0
9.460201935379366,2.0
7.730822168213375,2.0
8.904470076277926,2.0
7.605012115365937,2.0
7.900141785019246,2.0
7.384268257787621,2.0
9.293774331134758,2.0
11.60051210735136,2.0
7.30676886572005,2.0
9.050585209552782,2.0
8.707314336405636,2.0
8.723857045341706,2.0
8.174621595361153,2.0
10.024150581837524,2.0
9.976441157733113,2.0
12.946431242840182,1.0
8.803543464068701,2.0
8.319533050854536,1.0
5.36276071674245,2.0
8.029235731669095,2.0
7.751171251940067,2.0
8.082566372138862,2.0
7.633294555314956,2.0
12.101343456275874,2.0
8.96856112163362,2.0
8.187085734408871,2.0
10.368634827191713,2.0
