sal_9_lc2vs0_iate,earnx2
7870.874531802361,0.0
12888.31944530725,0.0
533.8423601638269,0.0
-1375.4042867302232,0.0
2326.3934122477804,0.0
2189.1032991588672,0.0
6308.470549369706,0.0
7422.200161121675,540.5292221533524
2768.0959296571205,0.0
5783.823272553664,0.0
-6503.029360579615,0.0
5259.3681964328125,0.0
4258.426784341282,1228.7335340854088
7442.142983665519,0.0
11407.064320834665,0.0
-1510.5974733271505,0.0
4786.14573972855,0.0
268.3029150048028,0.0
2812.5133056065756,965.8503379932461
-14299.216998691398,1502.7000496557
3938.741170963348,743.4988660048341
9903.44204291061,0.0
-468.4642055409877,1567.4865435882898
1014.4725232456653,0.0
3490.8978086337133,731.6847828549727
-990.3984104745601,0.0
-3846.847991681564,0.0
485.3361923592802,0.0
10165.330203671287,0.0
-2799.1980315123237,702.8414013080481
11917.406228366232,0.0
618.919179521431,0.0
10810.338397599466,1337.9946573057587
4113.437234271604,0.0
7502.008570958752,0.0
-520.5007288973547,1054.856986464721
8497.136296901012,0.0
3131.4967945946537,0.0
-3894.2167515392657,0.0
10345.932455492191,0.0
8109.949834620071,0.0
690.9116503369573,1710.275913025411
11306.908387927857,0.0
10928.188097720822,1188.2006749697766
-7337.379980962282,941.0107736229702
3026.6548330390156,0.0
-3217.6829752884596,955.4429418040424
4691.455642526188,0.0
9828.21458093688,0.0
4783.484859219516,881.809880102695
10922.347453858445,0.0
5038.277976958487,0.0
5364.634809299792,0.0
3858.4404426667516,1129.902604299713
-1887.945701426513,870.2730383209896
7727.8570152035845,0.0
-7451.419736903625,0.0
3144.7516062357986,1131.9066236985716
8544.08065323127,0.0
1473.3046484063975,0.0
286.298469813838,1590.0336091143665
4298.421442218056,0.0
1449.7054672341164,0.0
2458.021568123583,0.0
5939.140853150056,0.0
8188.651597377381,1079.2784244259665
-1372.7021021247892,0.0
7066.150737845893,0.0
8803.631433103268,0.0
10679.729853334135,0.0
1758.6255096828063,0.0
-3623.536330502404,0.0
9521.298228434052,699.3713044043346
-2659.213659020679,0.0
1967.864350795117,0.0
9877.034288757306,806.2559022403984
6898.648807185147,0.0
-1569.7050754635657,0.0
-2376.735042950807,0.0
-8544.735303795649,1725.9521238724642
7165.6263531346785,890.8636534716501
-317.2154252374339,853.423201710562
6737.147800886677,0.0
9612.428422419647,0.0
12191.632820418621,0.0
11340.004034195721,0.0
5728.328925326716,0.0
-2174.638691540855,0.0
1283.1444527377844,0.0
10608.865448603174,0.0
-3799.0736535541355,518.4271933300842
553.4506746018214,0.0
2023.9012182450292,663.1543926878377
7551.769632087732,0.0
4051.417988673548,0.0
-2934.424393040462,2196.159451190892
3214.2508965920197,0.0
3946.29193895205,0.0
6056.6358186027555,311.2415988003016
7770.722457303993,1942.8596076604335
6478.699316412977,1181.1751560047758
-1379.1351788689126,0.0
2294.4328499923267,0.0
12358.53168056079,0.0
4655.941009856785,0.0
-3891.095425748962,1339.908367683414
3932.3828403189646,0.0
9717.157341584574,0.0
-3240.62011256105,0.0
-5082.297162713987,1311.9220553104692
8486.16743703295,444.8740323812552
2151.2009497591944,0.0
-2353.5049108673593,299.6053507362125
-2481.73164099099,0.0
2082.53675368817,2118.5710349919664
5706.9057115788555,609.0351908202622
6264.60368171377,561.008285187817
8824.797762984275,0.0
10014.12434696534,504.2597188884076
130.79845952167398,0.0
9860.920614603929,0.0
5442.470261874624,0.0
-9264.433819091655,0.0
-6418.56459675204,861.9848112305598
-1091.1936663597503,0.0
8092.033773759563,1698.4077882800043
-4632.540000564519,0.0
12669.287244286414,0.0
9442.381009430737,721.524386536471
11692.16165293791,859.8088860190923
6803.723014819605,332.4102956762794
-4646.382486803907,0.0
6456.761345825919,0.0
6995.265395697819,0.0
10364.520531165172,0.0
-898.1301999556158,0.0
8079.9902853061785,0.0
-2340.720410793529,1154.3587908605257
-15648.144848932327,0.0
3987.869222792226,0.0
4294.076758677501,0.0
2426.458167286859,0.0
-2929.9063879332543,0.0
5221.627952668914,881.927705688603
13961.20674871016,0.0
9350.949854775065,2689.1307379420623
-6207.302938360539,0.0
847.3047072608888,0.0
3071.5896839545553,0.0
11497.734136285257,986.3818207133024
-359.86192852487966,1996.1352707668302
4381.6341810043905,0.0
9667.430174861616,0.0
-14163.136502259997,2294.667515159643
6925.729693848231,0.0
2912.9462186780465,0.0
8799.49309072417,0.0
1687.1970148551327,0.0
1579.5260985456844,380.2336114847665
10821.926117212988,0.0
-3650.864360540784,1611.6593270153612
9742.557374548427,0.0
5598.796543119879,0.0
1782.7942411083159,0.0
11611.267291880478,564.4668643344776
-2816.382865802294,0.0
12658.26186353306,0.0
-1895.848120737769,0.0
8085.793884675193,1686.7967543562195
9388.362409272688,0.0
902.1921831642206,1678.7776393547206
6152.728202026661,1034.3537427297526
-1667.2923622197354,3766.7191105159764
2664.356391106516,0.0
7379.675199325185,0.0
10033.087680342445,0.0
-734.0312922779658,0.0
4988.045221822716,0.0
-2578.8027878017992,0.0
-88.54371670886667,688.8488494225033
4248.150829846613,0.0
4217.44419001134,890.8794574994383
8286.280026774273,0.0
4254.03489024628,0.0
10286.130656572557,0.0
2800.526312900224,0.0
2107.7065415638144,0.0
4695.561298385855,2109.7299584745024
405.31906071623416,0.0
1081.7667769744103,0.0
3219.0485562604053,0.0
8844.012827097515,1871.7443480847087
-1814.615609233366,0.0
-4349.950143424323,0.0
8600.428360279442,1667.9300071817222
-4348.452473436278,0.0
1094.5334087371884,450.9625765324758
8779.405775839532,0.0
646.596916661055,0.0
8586.48828095243,270.17596490335
-591.3895231410515,0.0
-4710.763342676902,0.0
445.970401180723,0.0
4910.516672193606,299.1459826495919
2358.653586102407,0.0
1437.7680200497002,1039.333107255059
2938.079091516204,0.0
-8395.42558829852,0.0
2075.0040578246635,0.0
447.85373117459085,0.0
-3228.1093540690213,0.0
4427.383271852272,0.0
-7114.979890831336,0.0
7061.14314453583,630.827006917535
1837.0250127952,0.0
912.6396636893431,1072.93208637974
1228.0278277566852,1853.6994765604766
6267.617815736814,0.0
2736.7396447922024,919.9576490673018
-5951.172459112926,0.0
8013.004725660968,0.0
4358.499729113307,0.0
5107.2766898788705,0.0
-1709.91859457987,1197.1684393941343
13562.532573477354,0.0
-3626.436485153979,0.0
2598.154816194004,564.5306313240284
-3849.841344895957,0.0
7453.781889706177,1605.0280404738737
7564.4558888394,1065.4622500552975
5791.6884116462925,930.313636965405
6422.0790736188355,989.448420671538
-1855.2433382563042,0.0
