sal_7_lc1vs0_iate,school
5953.581473813945,10.0
8464.159484895521,10.0
6955.343047811723,10.0
-2020.5311061799885,10.0
10542.252531732,12.0
586.1306613070965,10.0
4807.944093878533,8.0
7682.542326626743,10.0
1447.4128988806017,10.0
3889.160303714729,9.0
-13394.278717608086,10.0
8937.64384238371,10.0
9798.9676748307,9.0
5767.038233563757,8.0
9222.468931014644,10.0
12962.039103616271,12.0
4298.5463141792625,9.0
-6621.019697649848,10.0
133.68620445255715,10.0
-3060.6652236598966,12.0
-10470.3889259688,9.0
5694.045952312681,9.0
-7517.611412784086,9.0
11040.959300204564,12.0
11872.050341251706,12.0
10152.859535544063,12.0
-7127.51135072515,10.0
-11020.03432546015,9.0
5034.745716134099,9.0
-10578.027809877753,10.0
9021.633432821927,10.0
8406.276128862879,12.0
278.7666532655526,8.0
8026.213406079296,9.0
6758.007200695989,10.0
-1742.209419884818,10.0
8594.167566480071,10.0
8082.334098990295,10.0
-10557.429991132149,10.0
6943.1991704994,8.0
9244.221824454078,12.0
11191.362756678776,12.0
6735.6623951581105,9.0
7358.825751417266,9.0
5162.883729185538,12.0
8336.795607308963,12.0
2286.228662823156,12.0
9865.436773882439,12.0
5945.286422769877,9.0
9483.486279094846,12.0
5602.926294863124,9.0
278.7240398223548,10.0
-3430.044723143349,9.0
11411.257030759025,12.0
-13931.246226538722,9.0
2317.367408828821,9.0
-13012.412826655102,10.0
6456.48340913016,10.0
8592.023239682687,10.0
9119.19420782378,12.0
-3219.7497230973604,10.0
2397.4886960786343,8.0
12706.676142674845,12.0
8538.243984216904,12.0
-5304.003869083626,8.0
6508.104397677313,10.0
-3988.5053650855625,10.0
1615.289563760261,8.0
4415.370816577562,8.0
8835.536156199287,10.0
-12044.882760781256,9.0
-10803.47538115505,10.0
9145.399011089048,10.0
-2099.758615756404,10.0
10908.435183384003,12.0
9230.276218078732,10.0
8265.641815684607,10.0
305.3775326601144,10.0
-1121.5174551132998,12.0
-14952.841476965112,10.0
8888.239247329333,10.0
7487.5230673655005,12.0
4515.458127579724,10.0
8050.305828954644,10.0
5618.28913955684,8.0
6956.717943621493,9.0
6583.677596505942,10.0
-620.8995594502067,10.0
-11346.419775309852,9.0
3724.396124565168,9.0
-9060.665961038301,10.0
-46.94769175680631,10.0
11725.2630929413,12.0
6737.310521582071,10.0
5973.998567087954,10.0
-16592.64174168892,9.0
7158.139647361583,12.0
-4138.537774801963,9.0
3321.413222094924,9.0
3018.140407082692,10.0
4475.890759536211,10.0
11147.871202982484,12.0
1441.9820689004682,10.0
6551.4836993799645,10.0
1620.2932177768216,9.0
10490.319074607369,12.0
-7935.27964374306,9.0
7556.40197964511,10.0
-5977.4594084478085,10.0
-1740.9561587619573,10.0
-5542.375007229215,8.0
1121.4808871324658,10.0
-6385.0161249033035,10.0
-6364.392670408337,10.0
-3489.575487743363,9.0
3742.4638845146133,10.0
3074.8483730289327,10.0
9979.366507432816,10.0
5533.110744655709,9.0
9823.65763616631,12.0
6577.993484535513,9.0
5862.389109399184,10.0
-12961.286293817773,10.0
-5472.733050946316,10.0
-11683.999950984786,9.0
5717.610708694823,10.0
-3715.9043121376853,10.0
9022.569713096254,10.0
7454.575807808329,9.0
7252.301254713005,10.0
1852.4210790244097,8.0
-6870.356304760773,10.0
8391.760362137902,9.0
6847.527707469282,10.0
6412.894216880855,9.0
8870.213662638742,12.0
7670.251758343303,10.0
-5976.995920697224,10.0
9822.331382048487,12.0
251.97204107390098,10.0
7838.198811300014,10.0
7607.586528126606,10.0
-10442.107289919993,10.0
5973.11448329485,10.0
8059.315437646961,10.0
7434.233084097896,9.0
-11164.433449379263,10.0
-13643.476062710737,8.0
-6236.0808879952,9.0
4556.775943447266,9.0
-5082.410795351803,9.0
-4846.802279973035,9.0
1733.2615248744528,9.0
7794.59885867859,12.0
-2882.255970064876,9.0
7618.4948519457785,10.0
7989.862394188701,10.0
10467.058148143095,12.0
-665.6656395489822,10.0
5703.648481241107,9.0
12897.941861335292,12.0
6198.907156404188,9.0
4765.629443735439,10.0
-417.3079182288584,10.0
4698.79089952637,9.0
8866.6447242677,12.0
4319.054381165927,9.0
-12724.567034007585,10.0
9073.126065666132,10.0
6161.213741594822,10.0
10039.369923039816,12.0
