sal_5_lc1vs0_iate,unem_x0
-2481.9990918268495,23.0
-1430.202684616277,16.0
-4489.066068861715,4.0
-11449.086047238934,8.0
-2621.9158112681944,22.0
-9307.768394496368,20.0
-3663.882554510727,2.0
-2922.271743348201,20.0
-8681.341162061635,22.0
-6274.98471380869,13.0
-23050.036448475887,11.0
-4468.773777198032,21.0
-1791.5446949040288,7.0
-4944.3840893217,15.0
-985.7288185997259,23.0
-332.9000730049738,14.0
-3128.5858267013627,7.0
-20174.249270295943,19.0
-9694.51465280175,14.0
-15482.656312535788,12.0
-16864.316977723323,22.0
-3854.6605514252137,24.0
-15512.06340435362,16.0
-737.5592811277274,22.0
-3907.2066466053693,13.0
-3121.7491029205485,23.0
-15304.32706086959,2.0
-13543.905380875236,23.0
-2648.5947456058157,21.0
-17866.57769455155,2.0
-2403.451674007313,3.0
-6434.734482813499,12.0
-8296.695760245611,23.0
-5509.827570719332,10.0
-4641.313601073667,23.0
-11752.237241047436,9.0
-4379.075625140771,2.0
-3376.3762733938984,5.0
-18070.252683228304,7.0
-3868.6695721607903,23.0
-2411.755970966738,7.0
-2800.2412569148146,10.0
-4610.403673240825,19.0
-3839.2066885664535,12.0
-13850.616232426319,19.0
-3205.912961450713,3.0
-13405.433064226892,12.0
-1393.8747596588855,4.0
-3827.2478162996267,16.0
-3340.8646766978018,10.0
-3220.861475528019,13.0
-18159.677478107256,21.0
-11768.15836671055,18.0
-601.8838962788832,2.0
-19723.851358464704,3.0
-5725.515170755166,20.0
-20073.777211113367,24.0
-4066.4327409611055,20.0
-3625.4468209149663,1.0
-1856.2438022488532,21.0
-12507.116191895593,13.0
-5499.508275093274,19.0
-2988.3278667493796,14.0
-2417.048462230992,17.0
-13423.154585586633,1.0
-4529.740101638286,22.0
-12385.393034090344,8.0
-7667.12129582375,8.0
-4271.361729465954,4.0
-4112.197615522266,10.0
-15459.894259582992,6.0
-15491.075196322374,23.0
-2381.7882978653433,1.0
-11096.739581289625,18.0
-1727.2109991136676,14.0
-2921.828590101006,8.0
-3254.8992132057447,19.0
-10556.837650846031,16.0
-10455.722659357674,19.0
-20661.927004180106,2.0
-1423.1313431016351,10.0
-3351.387528416253,0.0
-5120.885342422156,16.0
-5935.03073167989,2.0
-4976.0319035312405,23.0
-3968.6826330444,12.0
-3634.4564636564714,20.0
-9066.127307525754,5.0
-15018.688640553491,14.0
-8111.284690909315,2.0
-17642.504848383618,14.0
-10839.494059506756,12.0
-1867.112092734591,11.0
-3010.582307445021,20.0
-6071.455601997544,10.0
-21320.914805274697,13.0
-1710.138748034251,17.0
-12414.134823481705,7.0
-3599.044708005638,10.0
-5926.637928848386,2.0
-5718.414619240619,17.0
-2509.7359093447667,2.0
-13663.1771612767,9.0
-4033.978686479327,12.0
-5100.974057773646,12.0
-2192.726906782671,13.0
-15263.631141748427,12.0
-3386.1423112113443,13.0
-12195.480706996037,12.0
-14172.420734003883,22.0
-14439.967598591506,11.0
-9048.159561008597,18.0
-13926.822995011875,9.0
-13700.278418759124,19.0
-12333.052424065008,17.0
-3675.0575450600195,11.0
-5367.654395430778,12.0
138.4776854907468,10.0
-4687.764581692626,23.0
-1270.9974714069685,10.0
-6269.418312184014,21.0
-4233.027892930539,14.0
