sal_4_lc1vs0_iate,unem_x0
-19954.994972657827,23.0
-29146.199747354854,16.0
-31433.024744821378,4.0
-27478.65232829765,8.0
-38631.071400739456,22.0
-22278.891971705772,20.0
-24204.914854959992,2.0
-29354.023810217488,20.0
-22014.83645411035,22.0
-34361.42852146404,13.0
-41092.16190647379,11.0
-41180.24634598078,21.0
-40243.902418876496,7.0
-29150.136101467542,15.0
-24006.898602131638,23.0
-42258.86377414164,14.0
-19358.97379678562,7.0
-39115.205022963004,19.0
-23448.82266885253,14.0
-38909.95974164018,12.0
-39702.48987425571,22.0
-22277.595721019636,24.0
-26288.68630089834,16.0
-40485.49538268829,22.0
-41330.13824445986,13.0
-42695.29142520019,23.0
-35916.118606586126,2.0
-16933.182969041547,23.0
-20584.131695808846,21.0
-39462.244365811326,2.0
-30001.4009387282,3.0
-42731.36462946981,12.0
-28006.185394030104,23.0
-33672.861512510884,10.0
-27860.55729002769,23.0
-30944.37217879592,9.0
-35320.908489962065,2.0
-33430.59998985071,5.0
-24506.14719153816,7.0
-33191.64899169733,23.0
-26019.55571569452,7.0
-43435.71137947413,10.0
-30099.32121515451,19.0
-37092.68920495328,12.0
-48867.95184566086,19.0
-32931.4167978592,3.0
-43936.631134135714,12.0
-25635.340856668423,4.0
-19938.743897824497,16.0
-40215.890883476284,10.0
-20843.122531205165,13.0
-48155.34635905884,21.0
-24846.135873147585,18.0
-36930.58623005346,2.0
-24443.686159512225,3.0
-24851.603308362268,20.0
-42264.1441729595,24.0
-25934.14454512942,20.0
-29381.163982017206,1.0
-33367.1485406172,21.0
-22718.19641481625,13.0
-20476.910250086356,19.0
-42881.4809853933,14.0
-23062.450465256836,17.0
-23895.023253822386,1.0
-37438.47640856294,22.0
-20028.154555522262,8.0
-22282.44828108521,8.0
-21578.085212128935,4.0
-29004.491318529384,10.0
-19161.916179614364,6.0
-42355.31251129725,23.0
-38286.969964331576,1.0
-23219.39934211219,18.0
-40276.06833313756,14.0
-40653.01177477254,8.0
-29277.755578732165,19.0
-24437.166176393195,16.0
-23001.50384066586,19.0
-36828.82184882531,2.0
-43407.956008045185,10.0
-42444.72178561178,0.0
-25456.075792557953,16.0
-41790.7332086244,2.0
-28378.147127596952,23.0
-28610.619256827435,12.0
-20289.072054281078,20.0
-43252.25805043618,5.0
-17994.259043180595,14.0
-37273.63005590277,2.0
-23557.82748938075,14.0
-26805.23855871579,12.0
-38486.70263158987,11.0
-20696.658162808922,20.0
-38700.47776504463,10.0
-32520.88810432009,13.0
-29174.6581131945,17.0
-25847.44037667095,7.0
-20926.3503817867,10.0
-29005.290682213697,2.0
-38540.80501603817,17.0
-40390.8648748322,2.0
-36608.069451455754,9.0
-25266.916958584752,12.0
-20515.473725697644,12.0
-39193.508217323244,13.0
-29125.702428765264,12.0
-30662.350310109232,13.0
-21410.097568917823,12.0
-44401.01780148946,22.0
-23344.749371833754,11.0
-35620.21904822812,18.0
-20487.370193009214,9.0
-24723.575312031935,19.0
-36026.61394059506,17.0
-19669.750622641608,11.0
-26962.687607562715,12.0
-27694.23925830335,10.0
-28120.583065608593,23.0
-42346.80764931826,10.0
-36525.02962273515,21.0
-39711.53673832417,14.0
-40902.011845372705,10.0
-24463.11294398241,11.0
-22795.094523215826,2.0
-29474.590382009912,23.0
-46605.193635506876,10.0
-27902.653140790942,20.0
-37934.05470791469,4.0
-28784.449452564753,18.0
-21911.775665648893,10.0
-28329.96296277423,21.0
-39344.82879373412,18.0
-23745.22240499276,11.0
-21657.300540561264,12.0
-30804.820705720926,3.0
-38126.276444049894,14.0
-39965.943902988336,20.0
-48043.23311771627,15.0
-20769.945223571056,23.0
-35955.11218492224,17.0
-20999.269232136932,11.0
-43644.44064051098,4.0
-29902.566454377928,24.0
-39664.455005387776,2.0
-36296.26292663389,3.0
-44899.74327594796,23.0
-17736.17113495728,7.0
-27302.155159091253,21.0
-21557.79057050258,1.0
-45804.60548155397,19.0
-18710.606833931037,20.0
-23750.10884498017,19.0
