sal_4_lc2vs0_iate,lmp_cw
-28535.172231885124,3.0
-40917.13740829805,3.0
-44591.066538154744,2.0
-37923.12325229703,4.0
-51122.46640613159,3.0
-31548.459746523833,4.0
-35663.34597895253,3.0
-41972.841910345756,3.0
-31427.028690725285,4.0
-47156.29780902894,3.0
-54747.63659342422,2.0
-55038.99336016357,3.0
-54676.773585503404,3.0
-41367.01032443427,4.0
-34213.711539315605,4.0
-61488.227276058344,3.0
-29835.02617894834,2.0
-52789.09592102513,3.0
-34254.5289345223,1.0
-57814.8754599909,1.0
-54910.79622200837,1.0
-31963.19833393193,4.0
-37411.57875055263,4.0
-57925.49012985357,3.0
-54445.00756092029,4.0
-56474.11990844553,4.0
-49035.35483489944,3.0
-30829.68078277779,1.0
-29248.39098124716,4.0
-56089.873288503746,3.0
-40173.4286178182,3.0
-56430.909560445056,1.0
-40281.273832859704,1.0
-47538.301047931134,4.0
-37994.677269861175,2.0
-44579.27798464421,4.0
-47370.97961319996,3.0
-49756.54464235258,4.0
-40560.257978838854,2.0
-46776.61427297699,4.0
-35096.53042632254,4.0
-58279.07053511053,4.0
-41475.553856966886,3.0
-51821.782680530145,1.0
-63527.46621359194,3.0
-47050.90368055856,1.0
-62965.798903149,1.0
-35743.08555459799,2.0
-27933.039364145487,4.0
-55568.480484376945,1.0
-29626.25440066765,4.0
-61826.126812041504,4.0
-36678.13369771808,4.0
-51612.365846686036,1.0
-41050.47917236137,1.0
-38133.06453706531,1.0
-58446.575793066884,1.0
-36131.054846936604,3.0
-41079.624503326355,4.0
-46824.461613743304,3.0
-35125.53409752616,1.0
-30016.070425212944,1.0
-60934.601831358275,4.0
-32243.323666887605,4.0
-36876.48912131248,4.0
-51599.339548852164,1.0
-29916.092198996696,3.0
-31970.34772429963,1.0
-32521.265106282655,4.0
-38920.67581527283,3.0
-33593.03679674781,1.0
-57369.13056636481,4.0
-51254.08875562181,2.0
-33874.16264491021,4.0
-54466.702262307095,3.0
-54601.56889291966,1.0
-40427.252974417665,4.0
-33988.67115430745,4.0
-32363.92825775478,2.0
-53189.278347801366,2.0
-57505.9649915076,2.0
-55961.07438819202,3.0
-36353.19063530809,1.0
-55594.107470133655,1.0
-38160.66499509002,3.0
-39092.374468980226,3.0
-28534.603771417736,2.0
-60926.40695925029,4.0
-30738.42412338712,3.0
-48997.06673777303,1.0
-40713.32395594462,1.0
-37210.78627016464,4.0
-52433.29962782524,4.0
-29320.038910881693,1.0
-51791.5460728734,2.0
-50230.975775071565,1.0
-42693.88824078468,1.0
-38615.83513788745,4.0
-30022.800948624666,1.0
-42956.62765621567,1.0
-52069.05993804087,1.0
-56333.08041192281,1.0
-50973.19001020843,3.0
-34403.00363538356,3.0
-30147.256336978742,1.0
-55105.99917987408,1.0
-44740.03760529991,2.0
-44405.796231023225,2.0
-34495.09343315278,1.0
-60510.80691041208,3.0
-37244.6329700426,2.0
-50608.64811265613,4.0
-31278.50302803552,2.0
-42846.378521179475,2.0
-49900.26956038434,4.0
-30605.389100503497,1.0
-42267.64861220922,1.0
-38293.84723407638,4.0
-39567.00256931692,3.0
-59132.953086621885,4.0
-47652.302453896904,2.0
-52737.90910842185,4.0
-54539.748600258696,3.0
-39592.86305086875,1.0
-36679.84396837143,4.0
-41479.18819514195,1.0
-62363.97154500743,2.0
-38963.50305885414,2.0
-51307.31477944532,4.0
-41741.937320104815,1.0
-32127.69152689042,3.0
-42862.79872587646,4.0
-53523.43898259451,4.0
-33155.63837534923,3.0
-31502.316635537383,4.0
-43116.268793757656,3.0
-51894.69658671366,3.0
-54066.25659779493,1.0
-66169.62615278058,3.0
-30571.587325682936,3.0
-50221.05911029658,4.0
-28886.299628872915,3.0
-60593.527525074605,2.0
-40460.13686175663,3.0
-52726.84573317277,2.0
-50187.986304867234,3.0
-59895.47052639881,2.0
-31738.523201671156,3.0
-41094.45103142685,4.0
-32118.25124426702,3.0
-59085.26770958087,3.0
-30956.04418235428,4.0
-34100.03941729772,1.0
-64887.58002938191,4.0
-30960.380689244383,4.0
-38485.33502545621,4.0
-39573.032669027736,4.0
-45288.03513481606,4.0
-32232.355950032194,3.0
-36328.99415484973,2.0
-60482.99602936612,4.0
-51486.07576989959,2.0
-30331.52966882947,2.0
-54369.75193280236,4.0
-40118.62707780929,2.0
-57523.83718289361,3.0
-41848.92973092002,3.0
-59711.87582219261,1.0
-49893.99182852618,4.0
-42797.16262538865,1.0
-52060.89388195357,1.0
-33710.85623278428,3.0
-59816.85404447254,3.0
-53757.32936499022,4.0
-41816.05622310469,1.0
-35816.87992944504,4.0
-39266.79251192016,1.0
-49297.21476884415,2.0
-33641.50217870868,3.0
-55827.31762543899,4.0
-28605.831991951687,4.0
-40710.180563701055,3.0
-41110.2597004748,4.0
-30012.819068776967,2.0
-30276.391073048435,3.0
-61483.686583960836,4.0
-42760.02570570512,4.0
