sal_9_lc1vs0_iate,sex
14604.222855989387,2.0
16079.616100807285,2.0
14825.567995479241,2.0
5201.377158654617,1.0
21034.787789041566,2.0
6678.253010518829,1.0
10124.59420540467,2.0
14547.579720849662,2.0
7621.9251257278065,1.0
10938.560990733053,2.0
-7626.9503287332445,1.0
17834.569626340344,2.0
17021.09852064174,2.0
11501.567155469642,2.0
15927.887500681569,2.0
22472.476251307304,2.0
9170.39122250781,2.0
-1553.7421135216357,1.0
5482.390842011303,1.0
3745.205947594828,1.0
-5959.504952518336,1.0
11381.986633182374,2.0
-3174.720565017204,1.0
21864.91338534279,2.0
21560.33713773788,2.0
21910.031690306587,2.0
-2480.583424573061,1.0
-6690.461006188957,1.0
10364.222075229836,2.0
-5269.9308014985345,1.0
16500.722567894703,2.0
17341.191844798836,2.0
6084.983302038242,2.0
14874.798803847863,2.0
13073.969859904199,2.0
4592.100608854642,1.0
16067.118553037688,2.0
14996.558461278415,2.0
-5493.981369838661,1.0
13282.413706957244,2.0
18679.652262102394,2.0
21383.322865717877,2.0
12793.952524843946,2.0
14240.123612740495,2.0
13597.846100813182,1.0
16536.69453439193,2.0
8765.860425876326,1.0
17302.496039799204,2.0
11936.976773062373,2.0
19125.285058552745,2.0
11743.702278590506,2.0
8077.346425802844,1.0
543.001063671225,1.0
20579.993573892723,2.0
-9516.815142135158,1.0
7408.7807716117695,2.0
-7338.309339158062,1.0
13779.607264057144,2.0
15025.244693328976,2.0
18797.848373685385,2.0
2816.726565254266,1.0
6915.25145379109,2.0
22524.36889315603,2.0
17405.56963668079,2.0
-1702.900218182629,1.0
15350.616403885815,2.0
1693.5251232992887,1.0
5289.618106045916,2.0
9964.215904891887,2.0
15655.176582056598,2.0
-7976.259704017433,1.0
-6528.332709147727,1.0
18192.43727771492,2.0
3436.902125555923,1.0
20757.52314291689,2.0
18116.36001170434,2.0
14844.840718117941,2.0
5904.617780932572,1.0
5160.210920379753,1.0
-8393.854103662597,1.0
18103.105807743053,2.0
17688.13243557815,2.0
10115.904345092884,2.0
16175.758331746943,2.0
10655.994556523654,2.0
12734.979635201416,2.0
12396.515649788565,2.0
5239.7508028114335,1.0
-7881.8491217575975,1.0
9407.949748130903,2.0
-5894.391762775057,1.0
5505.874120468472,1.0
20680.872550816886,2.0
13322.566466515917,2.0
14094.67541000489,2.0
-11745.96179440396,1.0
14820.127260773981,2.0
-393.3864181938493,1.0
8120.395962662996,2.0
9741.010677434864,2.0
12359.903522189827,2.0
19492.12985465266,2.0
7831.45103536869,1.0
14393.045282322444,2.0
6523.021678814862,2.0
20134.320774194362,2.0
-4547.0460193745885,1.0
15430.467885991293,2.0
217.48138053634057,1.0
4895.866433907651,1.0
-3088.2888994067393,1.0
6937.792913531682,1.0
-1617.200011570334,1.0
-333.0088649852901,1.0
1564.2244910077884,1.0
9177.379201005837,2.0
10000.649356652124,2.0
17859.471006864987,2.0
11856.16006270864,2.0
20401.98862392589,2.0
13476.102265517517,2.0
13520.250852951274,2.0
-7155.7438413698555,1.0
-380.32507382303606,1.0
-7186.128666816803,1.0
