sal_5_lc2vs0_iate,region
-28715.24968617926,43.0
-41565.501973125996,47.0
-45772.818142885895,61.0
-38092.49604391925,56.0
-51264.53570445512,71.0
-31427.586397243245,68.0
-36321.626581250726,15.0
-42925.453129004156,15.0
-31801.108059058468,12.0
-48508.64573304873,38.0
-55624.60451616281,52.0
-55007.176340902086,49.0
-54994.699906349895,38.0
-42397.75749511925,83.0
-33971.06470117066,53.0
-57449.96176534514,62.0
-30471.792955020857,42.0
-53774.373127900595,77.0
-34413.43164460671,7.0
-56979.30476848636,60.0
-54862.498398136726,83.0
-32576.349227631345,82.0
-38390.6195125575,24.0
-58376.53989406924,22.0
-54424.272960833405,23.0
-56812.901297699864,43.0
-49155.88018186944,42.0
-31572.917694482236,4.0
-29560.64817528914,85.0
-55984.47487845683,15.0
-40860.47167776923,7.0
-56830.632379196046,47.0
-41598.787718314146,3.0
-48573.57234004096,58.0
-38769.7440509272,69.0
-46115.905968485546,51.0
-47968.37160784688,19.0
-50631.544597811204,40.0
-40771.60620038542,63.0
-47538.03513272312,30.0
-35389.99247527305,79.0
-57539.13597286692,67.0
-42903.002437973424,77.0
-52052.518781298415,67.0
-62298.25660100421,52.0
-47785.32682037818,43.0
-60560.801472904,64.0
-35776.19187495491,18.0
-28610.462477439338,45.0
-55915.250933526826,51.0
-30129.517317308568,26.0
-62057.930504667485,14.0
-36999.9345642201,27.0
-52017.118172786984,55.0
-41302.559001921,17.0
-38780.59998374518,17.0
-58994.0473697041,75.0
-36280.97437566454,60.0
-41931.338440805936,62.0
-47371.27750761547,22.0
-35760.5629610708,47.0
-30304.7843919838,16.0
-59684.60426132793,38.0
-32283.378069454506,5.0
-37197.107334372784,80.0
-51444.74602776311,21.0
-30302.800736185134,33.0
-32305.166432921542,51.0
-32455.52418078969,17.0
-39599.358166023994,77.0
-33856.77366023425,78.0
-57827.23328703434,33.0
-51422.9465144251,9.0
-33738.8754441185,42.0
-54932.46906915153,35.0
-54766.72693384853,64.0
-41413.195456283865,62.0
-34091.34259616437,67.0
-32469.271067910955,33.0
-54927.49069007761,79.0
-57389.9204764816,83.0
-55877.35000863322,61.0
-36792.01156735611,31.0
-55398.932277917804,66.0
-38943.12351971055,36.0
-39864.1106716816,28.0
-28596.413759058596,54.0
-60550.80640833221,39.0
-31374.760551440566,70.0
-50126.200210622774,26.0
-41096.69278549947,74.0
-37432.63442104671,2.0
-52491.99341423507,50.0
-29221.398805773177,19.0
-51986.86123558468,49.0
-50665.76135500006,54.0
-43611.50446925066,74.0
-38960.767030979485,23.0
-30182.191971436987,76.0
-44002.68352953189,58.0
-52296.89761674215,68.0
-56545.452278572375,19.0
-51659.572632058545,65.0
-34912.845481867014,47.0
-30394.991546714224,39.0
-55210.79585532326,25.0
-45314.943382418394,61.0
-45701.52394466546,50.0
-34701.91175948195,47.0
-60672.94457311327,78.0
-37952.1105548299,36.0
-50374.74332741147,71.0
-31704.67228474959,55.0
-42327.19908077008,30.0
-50366.3321242972,35.0
-31251.270175556772,54.0
-42793.2846417296,17.0
-38974.24598413349,48.0
-40406.416708744495,69.0
-59001.31917561736,65.0
-48211.94549755275,23.0
-53256.96902039188,19.0
-55153.56546992408,38.0
-40238.99570437491,5.0
-37624.2904469934,45.0
-42274.67087459547,7.0
-62164.259194059734,17.0
-39667.33855062847,64.0
-52014.77129809445,19.0
-42663.72795477731,11.0
-32640.73627842037,20.0
-43238.18087518902,53.0
-54252.249936752225,1.0
-33334.598292748015,41.0
-31823.39801214051,27.0
-43780.51205337726,70.0
-52248.53102550645,52.0
-55057.42840722151,66.0
-62651.83054914286,9.0
-30761.444930302412,36.0
-51274.14789678805,84.0
-28788.66817941276,74.0
-60119.619066311585,42.0
-41640.102321285536,45.0
-53467.22610338757,26.0
-50730.84308675654,32.0
-60527.72596346497,34.0
-31904.362523116746,56.0
-41503.91135932378,8.0
-32551.883297933124,63.0
-58923.56160052892,9.0
-31215.84115139151,34.0
-34697.748225772535,54.0
-62323.205092380085,1.0
-31216.21464160476,43.0
-39129.47066695505,61.0
-40820.98250950207,66.0
-46323.33266134393,1.0
-32417.749412483645,70.0
-36459.745936535925,17.0
-59821.210136474416,5.0
-52378.09714171652,22.0
-30694.714537425956,28.0
-54697.9185427256,24.0
-41171.5748840202,9.0
-57986.42254048781,4.0
-42980.22223180061,8.0
-59316.621832837845,54.0
-50086.66028685759,72.0
-43659.32483401624,38.0
-52447.27530406219,68.0
-34224.785418814914,50.0
-59490.235588855765,81.0
-54685.61951294279,68.0
-42209.24786724504,18.0
-36439.21384011111,25.0
-38420.18315601151,37.0
-50287.10396309862,48.0
-33538.64605089207,30.0
-54922.14816032328,50.0
-28771.838683319857,30.0
-41566.315561627525,78.0
-41729.36190838968,44.0
-30303.19001635342,52.0
-30971.53527809853,5.0
-61640.082234842936,47.0
-43706.60639052616,76.0
-31312.143512975563,68.0
-58777.99938382319,30.0
-59396.82876592381,15.0
-58605.386121267016,58.0
-54173.93622781098,74.0
-48203.087990308086,27.0
-36706.41293495585,62.0
-41252.97428597145,27.0
-59607.62738141026,2.0
-34228.46577858094,5.0
-36090.85972234757,40.0
-51286.32346384805,26.0
-29133.95607240176,18.0
-35772.792306825184,20.0
-58661.88934686986,34.0
-37835.46915149411,27.0
-28589.38640347129,56.0
-34945.52606602938,59.0
-45919.3743397394,60.0
-36935.29135171294,47.0
-36554.641972582176,4.0
-41802.934438511395,73.0
-35318.39296527914,4.0
-45999.32955195254,5.0
-42435.530973341825,14.0
-59748.96309965047,42.0
-45665.31358212522,41.0
-52460.170736522996,13.0
-51859.328809365135,74.0
-55584.94084572645,10.0
-53132.5203526928,76.0
-56358.4396672282,12.0
-51135.052190049486,44.0
-28482.677985806433,60.0
-50821.59223354857,17.0
-35380.60770382152,54.0
-33013.08221780132,23.0
-50183.74091684386,19.0
-43205.57509736745,9.0
-31612.74166475369,29.0
-46704.817711159296,52.0
-41128.92407936568,14.0
-37531.557321233915,65.0
-42429.73100793613,41.0
-43691.548086423696,61.0
-50601.829310322006,21.0
-45935.04049140933,39.0
-29397.00890420819,46.0
-57343.20286396248,80.0
-51738.06696872513,6.0
-40702.56896795514,3.0
-53151.73381818073,1.0
-39053.330592124854,13.0
-60802.72070355086,66.0
-54263.14238906717,40.0
-57446.85014037153,40.0
-37373.10408515264,41.0
-44766.04315102434,9.0
-43017.294075881364,23.0
-51423.39196408389,51.0
-55091.652510234344,17.0
-32015.384040561094,39.0
-63067.972201508375,45.0
-30165.021752562974,81.0
-45912.93807434887,33.0
-37297.45991755476,35.0
-59644.76009299832,51.0
-48355.985403433966,53.0
-59991.60497889083,59.0
-57282.54457584223,11.0
-30181.415629577557,25.0
-60647.179740427324,25.0
-50684.91417180546,49.0
-58311.41424339509,62.0
-55829.14887766866,58.0
-52540.70581406061,17.0
-49873.17072216083,21.0
-55452.761735022206,25.0
-53720.306714589475,75.0
-46053.34056726598,8.0
-33465.08709001107,6.0
-28640.639015597197,29.0
-40979.83910366209,69.0
-58761.55175783551,18.0
-37635.01504533409,83.0
-40445.1419957479,10.0
-56010.16579163025,78.0
-31371.93098222647,64.0
-39124.4370569916,81.0
-47561.61514914325,85.0
-30805.77045990318,69.0
-55044.671722635874,35.0
-40328.820057502526,72.0
-42607.31823389546,67.0
-39224.513650440786,67.0
-35137.02375118504,33.0
-36393.256550058104,40.0
-54237.66706017105,66.0
-49732.246937498494,78.0
-52571.79025036199,44.0
-34133.02854636857,27.0
-38342.94759502422,35.0
-39793.675739769,17.0
-54171.791310309614,19.0
-35186.12318212549,32.0
-59041.6502330114,23.0
-37383.639889275895,22.0
-36567.176838289386,31.0
-43423.63358862846,27.0
-29488.608618845297,58.0
-51786.956434447624,76.0
-28728.021933360615,30.0
-44026.75767679905,23.0
-32310.802899377097,68.0
-41383.61880264395,43.0
-40783.6995305758,24.0
-59604.95862828419,51.0
-42211.67720078374,26.0
-36491.59824294337,51.0
-35541.41863641261,42.0
-55644.27422154049,48.0
-42164.90732020772,47.0
-48644.24264766914,38.0
-37035.66293959229,51.0
-29520.778104798497,66.0
-60175.80177226867,20.0
-40467.35927284875,10.0
-35694.25849234306,68.0
-62535.5720954726,12.0
-55810.86372258664,79.0
-29325.890709384163,71.0
-58109.17368147272,19.0
-39350.130190372285,21.0
-53335.49326033819,38.0
-29183.764188705376,15.0
-58296.14480818972,63.0
-30173.239978544316,28.0
-44573.750430446555,49.0
-44590.83125436058,85.0
-39354.374449837094,25.0
-30920.918674212055,28.0
-40902.81547857896,63.0
-33722.02366983725,20.0
-28854.573966013377,18.0
-48790.761352679554,85.0
-60781.19616872599,24.0
-52932.13723819623,19.0
-43769.29207097237,48.0
-41164.99230156542,24.0
-33156.33508692235,17.0
-37313.19816950016,30.0
-29603.666016667157,72.0
-55182.8391953491,20.0
-38453.14354407356,79.0
-35437.71948990795,40.0
-52922.93532643164,3.0
-57302.37074731576,83.0
-57058.1761482939,14.0
-50129.63850371418,84.0
-42082.858450893786,66.0
-54230.424815575636,71.0
-37387.578514775705,12.0
-42078.48440957941,9.0
-56017.17949018752,52.0
-32836.279766912296,67.0
-28102.446351187577,34.0
-52988.10257254014,17.0
-34396.28496183982,30.0
-42145.32242601464,39.0
-32948.94718686836,72.0
-41277.73494444862,66.0
-31640.075481812393,24.0
-43250.48640211301,37.0
-42544.2053776624,79.0
-62501.94591845115,48.0
-47980.293647263454,67.0
-53438.37790460874,39.0
-29290.476062290163,25.0
-40546.710595450146,71.0
-38466.564150677725,50.0
-58702.82115932193,65.0
-58480.35948481485,31.0
-43224.34900652067,6.0
-36467.44082863019,79.0
-31234.72155788962,69.0
-57692.21915317521,17.0
-58933.429036826215,61.0
-43052.07945758381,48.0
-36144.89034667432,5.0
-42214.54912260524,3.0
-55598.190261799464,73.0
-60489.82008230775,76.0
-43678.24247446908,65.0
-31059.280225307037,13.0
-41466.58461700556,42.0
-30396.022349913856,62.0
-28635.090241840837,47.0
-38522.59997101303,11.0
-59679.207332003585,51.0
-52001.59498246189,35.0
-43279.976685717025,84.0
-55735.57905856695,84.0
-32517.95275182778,37.0
-60948.49754062819,25.0
-57910.79032323444,63.0
-60047.05667860758,17.0
-44375.274649755076,73.0
-41835.65035885676,40.0
-32099.662672253806,10.0
-40572.73983736985,30.0
-34874.36897592294,74.0
-47894.74336803074,80.0
-30640.56473675913,15.0
-55694.536859183136,79.0
-46928.419750739704,36.0
-29451.477646693093,5.0
-53387.2926030589,53.0
-49018.378567729254,13.0
-34647.489120397804,60.0
-36416.55378650219,55.0
-28602.969904015903,66.0
-40356.538276052444,77.0
-32861.938960056556,80.0
-51773.38234393599,39.0
-52914.134541173975,50.0
-46610.17439979459,76.0
-42091.33639710627,36.0
-30901.253740343553,4.0
-42254.26043688933,36.0
-54559.347065191505,8.0
-48434.18888204609,41.0
-41089.78652528753,19.0
-57994.803080189304,36.0
-45271.04561853029,4.0
-59000.98318400989,54.0
-44551.60134630702,71.0
-30699.25701478583,2.0
-40867.407607107816,19.0
-42890.84254643809,41.0
-56053.220023682836,68.0
-29172.57395128511,7.0
-30911.275691296134,62.0
-46553.30568968046,33.0
-43091.51009126988,41.0
-52589.693619141544,25.0
-33073.934661387924,14.0
-40211.809132907656,20.0
-46709.674577565434,45.0
-41235.67204959024,63.0
-57446.30800250353,24.0
-44978.97043082993,60.0
-42441.75253404425,36.0
-39111.03979245308,54.0
-51023.83075267968,82.0
-49158.68133972831,60.0
-53444.653703814554,78.0
-31211.56251032236,72.0
-57197.768549515924,7.0
-37638.24378512871,34.0
-56827.722703381965,52.0
-51702.140276086866,9.0
-61536.27535225736,35.0
-47661.78979147468,33.0
-41538.310929720974,17.0
-38724.72872240059,12.0
-28345.344058060855,74.0
-35423.81633280586,5.0
-29489.68194321107,48.0
-32283.700545100248,33.0
-36648.90407969007,65.0
-40183.8112355442,46.0
-54739.494656630384,69.0
-40804.43216133442,30.0
-30865.740233437988,22.0
-49137.74947826976,31.0
-30770.33991342102,30.0
-57221.720096307996,3.0
-48374.752544266186,1.0
-39472.80878213661,28.0
-30113.647786057816,17.0
-43678.168887176675,55.0
-30492.88979396741,84.0
-62394.962290977186,37.0
-32844.58450105405,59.0
-53778.402417827136,39.0
-29416.97331835586,6.0
-51640.03909077295,33.0
-38100.545855876495,16.0
-38716.86419690672,78.0
-47432.51331535808,65.0
-52590.75514640646,29.0
-55283.71172597821,24.0
-57588.0175394682,54.0
-40835.42107034304,51.0
-56230.997156075886,56.0
-32108.6874338162,14.0
-41665.96768080083,34.0
-37091.895350255145,4.0
-55393.85574817416,74.0
-39768.27373576281,68.0
-59654.66018840205,35.0
-54862.47144879312,17.0
-35904.919956558624,77.0
-53188.78302240843,33.0
-52179.478591772495,12.0
-47839.017962302605,27.0
-39661.335889040995,37.0
-36504.93909631015,30.0
-34944.140136400194,58.0
-33154.169353285404,37.0
-52792.358715127586,55.0
-29592.551486973047,72.0
-53809.291029792395,34.0
-55000.27688989549,59.0
-29516.09798359116,43.0
-55981.95600651821,21.0
-50112.936006178934,27.0
-29259.307018205007,36.0
-45002.17922186604,47.0
-54754.7027833786,11.0
-34389.54761327585,11.0
-49723.4364518629,38.0
-52768.1673290622,67.0
-42425.58400365441,12.0
-37570.21938458024,10.0
-28472.308416532305,18.0
-30114.880036727518,82.0
-40323.382812038064,38.0
-57457.67453208958,42.0
-59261.76396676236,35.0
-31544.546256429418,6.0
-59340.20684653721,30.0
-46655.08680652478,47.0
-59855.99484700586,8.0
-43940.46728764572,71.0
-33448.75832722381,16.0
-28547.11184444002,79.0
-40628.025873931634,21.0
-40179.49948740159,23.0
-40004.44462582783,78.0
-48605.05193896657,19.0
-32800.47844276104,36.0
-61458.45340528108,19.0
-37926.99866039834,76.0
-59312.74164113241,85.0
-30095.31346054504,72.0
-57081.62389825001,38.0
-53924.94323592739,20.0
-39714.15294658809,77.0
-39060.71759872596,23.0
-58091.29109448372,57.0
-46598.44641888968,56.0
-41357.419881096386,66.0
-38398.87458567514,78.0
-51214.274847945955,77.0
-38786.03791666984,62.0
-59321.10533866542,78.0
-29570.95244446349,30.0
-55278.103360590016,46.0
-32423.413765514935,54.0
-36423.939832865835,16.0
-45907.26079526348,52.0
-31291.632667714024,54.0
-60198.040457002586,28.0
-40463.4296919785,75.0
-59170.14352073849,21.0
