sal_9_lc2vs0_iate,unem_x0
7870.874531802361,23.0
12888.31944530725,16.0
533.8423601638269,4.0
-1375.4042867302232,8.0
2326.3934122477804,22.0
2189.1032991588672,20.0
6308.470549369706,2.0
7422.200161121675,20.0
2768.0959296571205,22.0
5783.823272553664,13.0
-6503.029360579615,11.0
5259.3681964328125,21.0
4258.426784341282,7.0
7442.142983665519,15.0
11407.064320834665,23.0
-1510.5974733271505,14.0
4786.14573972855,7.0
268.3029150048028,19.0
2812.5133056065756,14.0
-14299.216998691398,12.0
3938.741170963348,22.0
9903.44204291061,24.0
-468.4642055409877,16.0
1014.4725232456653,22.0
3490.8978086337133,13.0
-990.3984104745601,23.0
-3846.847991681564,2.0
485.3361923592802,23.0
10165.330203671287,21.0
-2799.1980315123237,2.0
11917.406228366232,3.0
618.919179521431,12.0
10810.338397599466,23.0
4113.437234271604,10.0
7502.008570958752,23.0
-520.5007288973547,9.0
8497.136296901012,2.0
3131.4967945946537,5.0
-3894.2167515392657,7.0
10345.932455492191,23.0
8109.949834620071,7.0
690.9116503369573,10.0
11306.908387927857,19.0
10928.188097720822,12.0
-7337.379980962282,19.0
3026.6548330390156,3.0
-3217.6829752884596,12.0
4691.455642526188,4.0
9828.21458093688,16.0
4783.484859219516,10.0
10922.347453858445,13.0
5038.277976958487,21.0
5364.634809299792,18.0
3858.4404426667516,2.0
-1887.945701426513,3.0
7727.8570152035845,20.0
-7451.419736903625,24.0
3144.7516062357986,20.0
8544.08065323127,1.0
1473.3046484063975,21.0
286.298469813838,13.0
4298.421442218056,19.0
1449.7054672341164,14.0
2458.021568123583,17.0
5939.140853150056,1.0
8188.651597377381,22.0
-1372.7021021247892,8.0
7066.150737845893,8.0
8803.631433103268,4.0
10679.729853334135,10.0
1758.6255096828063,6.0
-3623.536330502404,23.0
9521.298228434052,1.0
-2659.213659020679,18.0
1967.864350795117,14.0
9877.034288757306,8.0
6898.648807185147,19.0
-1569.7050754635657,16.0
-2376.735042950807,19.0
-8544.735303795649,2.0
7165.6263531346785,10.0
-317.2154252374339,0.0
6737.147800886677,16.0
9612.428422419647,2.0
12191.632820418621,23.0
11340.004034195721,12.0
5728.328925326716,20.0
-2174.638691540855,5.0
1283.1444527377844,14.0
10608.865448603174,2.0
-3799.0736535541355,14.0
553.4506746018214,12.0
2023.9012182450292,11.0
7551.769632087732,20.0
4051.417988673548,10.0
-2934.424393040462,13.0
3214.2508965920197,17.0
3946.29193895205,7.0
6056.6358186027555,10.0
7770.722457303993,2.0
6478.699316412977,17.0
-1379.1351788689126,2.0
2294.4328499923267,9.0
12358.53168056079,12.0
4655.941009856785,12.0
-3891.095425748962,13.0
3932.3828403189646,12.0
9717.157341584574,13.0
-3240.62011256105,12.0
-5082.297162713987,22.0
8486.16743703295,11.0
2151.2009497591944,18.0
-2353.5049108673593,9.0
-2481.73164099099,19.0
2082.53675368817,17.0
5706.9057115788555,11.0
6264.60368171377,12.0
8824.797762984275,10.0
10014.12434696534,23.0
130.79845952167398,10.0
9860.920614603929,21.0
5442.470261874624,14.0
-9264.433819091655,10.0
-6418.56459675204,11.0
-1091.1936663597503,2.0
8092.033773759563,23.0
-4632.540000564519,10.0
12669.287244286414,20.0
9442.381009430737,4.0
11692.16165293791,18.0
6803.723014819605,10.0
-4646.382486803907,21.0
6456.761345825919,18.0
6995.265395697819,11.0
10364.520531165172,12.0
-898.1301999556158,3.0
8079.9902853061785,14.0
