sal_avg_lc1vs0_iate,emplx1_4
-463.5134964850088,2.0
-1847.6121512813597,2.0
-3666.724739464621,3.0
-8612.123074431589,2.0
-2932.6937992341063,2.0
-5665.001479048335,1.0
-3441.4558967006283,2.0
-2838.081801430033,2.0
-5190.987333464111,2.0
-6679.015808655397,2.0
-21088.555720797514,2.0
-5050.337640104914,2.0
-4330.400558687104,1.0
-4328.147398870947,2.0
-227.33104485349918,2.0
-3114.376081052067,2.0
-2435.8406409209147,2.0
-16801.22053844198,1.0
-6820.4183102675015,2.0
-13760.996006129913,2.0
-18046.204079078823,2.0
-2321.914675021204,2.0
-13241.46132851449,1.0
-3071.19154952596,2.0
-3206.1550970958797,2.0
-4154.286240049654,3.0
-15006.888634045417,2.0
-12021.335593992317,2.0
-2070.320258066651,2.0
-18397.95356272177,2.0
-1889.9598735848076,1.0
-6092.692729795937,2.0
-7701.838036392345,2.0
-4284.474753541316,2.0
-3070.9207159497073,2.0
-10186.839265724966,1.0
-4058.726305080523,2.0
-4234.555661910751,1.0
-14841.704162924554,2.0
-4721.648946031491,2.0
-146.3326538080487,2.0
-4296.263003798102,2.0
-3968.027247398874,2.0
-5487.076290863112,1.0
-10821.706583671672,2.0
-3549.093366001329,1.0
-11176.520391528746,2.0
-396.6216945757337,1.0
-1308.7933614894825,2.0
-4321.738163391496,2.0
-1679.3250543333636,2.0
-13825.385441420818,2.0
-9705.903919529801,2.0
-1941.5600032764123,1.0
-17026.261987989732,1.0
-5681.7423330438905,2.0
-20707.033050715305,1.0
-2715.2386861927334,3.0
-2681.990104702361,2.0
-2220.630708743636,2.0
-8836.78346681875,2.0
-4080.6812910874987,2.0
-3567.7506740129465,3.0
-61.335691092783804,1.0
-11229.120037878332,2.0
-5514.657729756771,1.0
-8119.786103787981,1.0
-5653.52315359179,2.0
-3021.041312560856,2.0
-2202.385252410416,2.0
-13711.866136237812,2.0
-18989.895255672345,2.0
-3881.439129697739,1.0
-8124.260113193132,2.0
-3051.0709837098966,1.0
-4554.147313564172,2.0
-2590.347434450458,1.0
-6908.662810779984,2.0
-6718.468603575586,3.0
-20004.117829970786,1.0
-4994.176749152037,1.0
-5496.559239267674,3.0
-4302.962053225012,2.0
-5998.531895427335,2.0
-4408.9201187223625,1.0
-3362.9678428353914,2.0
-1128.817719861244,2.0
-12334.234629367968,1.0
-12821.893128497693,2.0
-8054.5514265533075,2.0
-14090.634343899204,1.0
-7617.009346591939,2.0
-2796.7528572068677,2.0
-924.3493473975336,2.0
-6411.8680722224635,2.0
-20986.80467616933,1.0
-3079.8646357343596,1.0
-11235.677003808367,1.0
-3300.177699021645,2.0
-6319.144300785714,1.0
-7220.067168747151,1.0
-3752.450922899925,2.0
-10122.392623717966,2.0
-2059.022433649013,3.0
-4420.459952515183,2.0
-3657.8649613027137,1.0
-14497.581488513386,1.0
-3280.9726191401787,2.0
-10016.71235935498,2.0
-14130.109560966343,1.0
-11526.239612007645,2.0
-9627.575265321335,2.0
-10242.502781571557,2.0
-12375.299110150592,2.0
-12775.02227274911,1.0
-2962.4747961838993,1.0
-5733.944012197651,2.0
-412.16662863333204,2.0
-4173.93491283315,2.0
-4446.523276926744,2.0
-5546.2877969632045,2.0
-6644.11394764167,1.0
-20463.510461793707,2.0
-11421.985827900828,1.0
-14588.283114557971,2.0
-4296.9341605022455,1.0
-15308.381580177347,1.0
-1918.6337455126795,2.0
-4904.122555143582,1.0
-3782.712618864375,1.0
-4336.14058556478,2.0
-13019.588975640676,2.0
-4701.720109369657,2.0
-1862.277747824261,2.0
-1651.7998929613916,2.0
-2245.911388287712,2.0
-5098.816434561998,1.0
-16139.68690174827,1.0
-7755.282672002702,1.0
-5407.085982839509,2.0
-4648.452389895047,2.0
-520.2555182121828,2.0
-19495.373864824534,2.0
-4733.99346998361,1.0
-5677.70938076372,2.0
-5579.93128887941,2.0
-21197.190502766305,1.0
-14020.929154737749,2.0
-12981.516844003236,2.0
-2648.987215829233,2.0
-16753.22068041909,2.0
-8524.629155095867,1.0
-5975.7220879643555,2.0
-9125.532586995549,1.0
-7619.04630300943,1.0
-2855.5861638259353,2.0
-3025.8097797928294,2.0
-2497.1665053223387,1.0
-7184.19320209138,2.0
-2807.5231955634727,2.0
-3080.2095312836827,1.0
-5494.654000863124,2.0
-1819.1616023078786,1.0
-13599.512198976117,2.0
-4661.803029523229,2.0
-4762.071432685163,2.0
-5145.830343580285,1.0
-21717.092405464806,2.0
-3919.96400501072,2.0
-4024.1951723153097,2.0
-2932.832439347376,2.0
-4971.014798354618,2.0
-2767.8809390932092,2.0
-5493.866697337421,2.0
-3395.332213811673,1.0
-2909.1529854074092,1.0
-9920.038541856888,1.0
-4852.3562446135065,2.0
-5584.9269500414875,2.0
-7964.870549707955,2.0
1188.2644897576397,2.0
-10620.148151167941,1.0
-1895.3452563455157,1.0
-797.06589753085,2.0
-2664.530717755541,1.0
-14399.804235434925,2.0
-2840.982919313622,2.0
-294.8238616650581,2.0
-3326.1624383451854,2.0
-17341.001304706522,2.0
-13342.80482657838,1.0
-6679.770675387863,2.0
-10378.034609233022,1.0
-7586.03226646916,2.0
-2138.384379267468,1.0
-2962.947797366005,2.0
-9445.061591712047,2.0
-4628.850483957178,2.0
-2371.9455295516855,2.0
-2504.6642034591005,2.0
-7650.088853001282,2.0
-10049.36453443841,2.0
-16409.512754677424,2.0
-2227.154469453475,2.0
-7726.152897312457,2.0
-14604.015872915012,1.0
-6757.192295640221,2.0
-7165.033228111048,2.0
-996.4244833159028,1.0
-13969.073750347063,2.0
-11130.593381398494,2.0
-11059.005339752528,2.0
-20418.00601613143,1.0
-4505.262376376648,2.0
-2650.541807093163,2.0
-4300.282986492606,1.0
-4476.765153839633,2.0
-5152.243767786587,2.0
-2561.1345126462747,2.0
-7682.127741808819,2.0
-1111.2948748196632,2.0
-4978.012447428833,2.0
-2407.823753415889,1.0
-12672.240773153248,1.0
