sal_5_lc1vs0_iate,age
-2481.9990918268495,34.0
-1430.202684616277,44.0
-4489.066068861715,42.0
-11449.086047238934,47.0
-2621.9158112681944,46.0
-9307.768394496368,48.0
-3663.882554510727,37.0
-2922.271743348201,44.0
-8681.341162061635,45.0
-6274.98471380869,35.0
-23050.036448475887,34.0
-4468.773777198032,46.0
-1791.5446949040288,49.0
-4944.3840893217,49.0
-985.7288185997259,47.0
-332.9000730049738,46.0
-3128.5858267013627,38.0
-20174.249270295943,41.0
-9694.51465280175,48.0
-15482.656312535788,30.0
-16864.316977723323,35.0
-3854.6605514252137,42.0
-15512.06340435362,40.0
-737.5592811277274,38.0
-3907.2066466053693,46.0
-3121.7491029205485,45.0
-15304.32706086959,34.0
-13543.905380875236,34.0
-2648.5947456058157,40.0
-17866.57769455155,37.0
-2403.451674007313,47.0
-6434.734482813499,33.0
-8296.695760245611,41.0
-5509.827570719332,48.0
-4641.313601073667,40.0
-11752.237241047436,46.0
-4379.075625140771,45.0
-3376.3762733938984,41.0
-18070.252683228304,37.0
-3868.6695721607903,49.0
-2411.755970966738,50.0
-2800.2412569148146,38.0
-4610.403673240825,44.0
-3839.2066885664535,43.0
-13850.616232426319,48.0
-3205.912961450713,36.0
-13405.433064226892,37.0
-1393.8747596588855,41.0
-3827.2478162996267,45.0
-3340.8646766978018,36.0
-3220.861475528019,46.0
-18159.677478107256,50.0
-11768.15836671055,48.0
-601.8838962788832,40.0
-19723.851358464704,33.0
-5725.515170755166,31.0
-20073.777211113367,34.0
-4066.4327409611055,39.0
-3625.4468209149663,45.0
-1856.2438022488532,36.0
-12507.116191895593,38.0
-5499.508275093274,33.0
-2988.3278667493796,50.0
-2417.048462230992,45.0
-13423.154585586633,47.0
-4529.740101638286,45.0
-12385.393034090344,33.0
-7667.12129582375,31.0
-4271.361729465954,47.0
-4112.197615522266,43.0
-15459.894259582992,34.0
-15491.075196322374,35.0
-2381.7882978653433,41.0
-11096.739581289625,40.0
-1727.2109991136676,42.0
-2921.828590101006,42.0
-3254.8992132057447,49.0
-10556.837650846031,46.0
-10455.722659357674,37.0
-20661.927004180106,31.0
-1423.1313431016351,48.0
-3351.387528416253,32.0
-5120.885342422156,31.0
-5935.03073167989,41.0
-4976.0319035312405,49.0
-3968.6826330444,49.0
-3634.4564636564714,36.0
-9066.127307525754,44.0
-15018.688640553491,33.0
-8111.284690909315,32.0
-17642.504848383618,30.0
-10839.494059506756,47.0
-1867.112092734591,48.0
-3010.582307445021,45.0
-6071.455601997544,35.0
-21320.914805274697,32.0
-1710.138748034251,32.0
-12414.134823481705,46.0
-3599.044708005638,40.0
-5926.637928848386,31.0
-5718.414619240619,36.0
-2509.7359093447667,34.0
-13663.1771612767,50.0
-4033.978686479327,41.0
-5100.974057773646,36.0
-2192.726906782671,35.0
-15263.631141748427,45.0
-3386.1423112113443,40.0
-12195.480706996037,30.0
-14172.420734003883,47.0
-14439.967598591506,48.0
-9048.159561008597,46.0
-13926.822995011875,31.0
-13700.278418759124,40.0
-12333.052424065008,48.0
-3675.0575450600195,31.0
-5367.654395430778,36.0
138.4776854907468,39.0
-4687.764581692626,43.0
-1270.9974714069685,36.0
-6269.418312184014,43.0
-4233.027892930539,36.0
-22212.10191973546,32.0
-13084.67588178134,30.0
-17165.329435814063,35.0
-2912.170621465182,34.0
-13504.384406074629,44.0
-3268.638595897546,49.0
-3091.9152833653407,48.0
-3990.25896334791,46.0
-4787.805977663429,37.0
-13083.954220749194,37.0
-1282.4598854414962,49.0
-2866.351751821404,34.0
-3235.3814262391174,43.0
-2167.875516107175,35.0
-5316.7737462201,45.0
-19438.058438510867,42.0
-4579.149770817785,47.0
-9358.89058574463,43.0
-5203.818795432897,47.0
-3787.595076680778,42.0
-18966.8730583411,37.0
-4401.41584603144,35.0
-4131.751212488014,38.0
-4634.892212804394,39.0
-25827.08022928507,34.0
-16014.769338234188,31.0
-14562.973671890468,45.0
-3461.4798548562594,46.0
-16302.53504056557,42.0
-9524.583472066333,41.0
-7341.373915371651,30.0
-7954.488198774543,49.0
-9140.948460039317,50.0
-2648.636981831881,33.0
-3812.0953431614716,48.0
-3109.9271871894052,45.0
-11121.07401745646,46.0
-2995.3584950474965,47.0
1170.1312156810163,50.0
-3029.91906506361,36.0
-2758.081931164009,31.0
-18156.345359036037,43.0
-4643.473547032023,48.0
-1223.8552101226742,33.0
-5688.8463606498935,39.0
-23838.634134453823,31.0
-3865.639866280333,46.0
-5035.8798394674195,44.0
-2856.228601009876,48.0
-5936.4591529422805,35.0
1549.8746490409649,42.0
-5037.703809441777,45.0
-2457.791259170148,36.0
-3744.413427343114,50.0
-11780.249925911903,38.0
-5208.740962084883,35.0
-8283.285950736945,38.0
-9420.056949572649,48.0
-1351.4954124650155,40.0
-12359.35577098019,46.0
-1921.5972709595062,46.0
-3396.3153520985184,32.0
-2523.101317341995,40.0
-19680.119143043325,44.0
-3662.9788562026733,40.0
-1813.828406699417,50.0
-1929.4502405485691,47.0
-18473.376925254204,39.0
-10235.55657615969,40.0
-4467.038205499353,35.0
-10216.100215415925,47.0
-10398.435339800724,40.0
-1977.3450391388687,45.0
-371.8095684415348,50.0
-11178.479565200749,43.0
-4848.809083663544,38.0
-1455.7608402893638,40.0
-3504.6534266163044,44.0
-10608.856670115681,41.0
-14842.1375170699,50.0
-19043.144660105587,38.0
-3940.006828359777,32.0
-11089.839073897609,44.0
-16045.222243166476,43.0
-8872.668920638253,46.0
-8764.232361529641,30.0
-744.5201364443092,41.0
-15853.751076890274,36.0
-13269.777642340361,48.0
-12175.955955306577,50.0
-20438.03779952736,30.0
-4208.2072426075065,39.0
-2088.049357156826,50.0
-3072.7941787421114,34.0
-3007.1361696807653,44.0
-4247.789874483329,40.0
394.90865578222656,48.0
-6220.2860975357435,47.0
-2533.4913310290403,43.0
-4629.908943759721,47.0
-3580.1197408470325,37.0
-15179.331531589367,34.0
-5250.554192597281,42.0
-19824.488437905693,33.0
-13961.771413975295,34.0
-15679.964204096266,37.0
-2473.6644484802455,42.0
-2549.048403292868,38.0
-4808.15456737716,31.0
-6112.866546040383,35.0
-2054.0547333638588,42.0
-4116.815076209839,48.0
-4667.857813560561,32.0
-687.7678721856246,47.0
-1572.4739265848257,47.0
-2229.9449051810225,49.0
-17912.271224062046,41.0
-10959.5875081798,41.0
-13438.251820314601,32.0
-5765.292613450059,44.0
-1882.0292594248713,45.0
-1394.986552865008,42.0
-2766.4287728552736,47.0
-8227.806304487944,34.0
-15937.822211161463,33.0
-607.8791752062425,46.0
-15400.345359607194,30.0
-3285.035873086108,50.0
-4761.178615956945,32.0
-6325.923551056338,34.0
-206.7304207981033,48.0
363.56423770793845,42.0
-11260.855429756597,39.0
-8150.214017385899,48.0
-17867.23658693946,37.0
-3513.256866762912,44.0
-9989.51186915928,38.0
-13382.944965331519,47.0
-21389.724762206322,30.0
-11758.275605579602,31.0
-19100.263322655494,37.0
-6242.692738933947,43.0
-10874.925238689526,48.0
-4129.8338974680755,35.0
-2596.7614304278686,39.0
-1086.7598052277945,49.0
-2887.402644716652,33.0
-6424.322779887732,50.0
-7835.83143178534,43.0
-2423.0265647891474,39.0
-2090.327217969132,40.0
-1650.8826955134682,41.0
-11588.97676852504,33.0
-14319.735197210255,42.0
-1184.8228576933507,47.0
-10630.152127146837,36.0
-3438.786554015467,50.0
-4041.421376712118,32.0
-6687.023831691961,41.0
-14454.607006213711,42.0
-4734.885674987725,42.0
-17955.702257149893,31.0
-3712.300545257418,44.0
-3253.506274047706,38.0
-13063.24342253177,38.0
-10105.650529150811,33.0
-2646.1694418109146,45.0
-945.998726484695,50.0
-3216.597459158531,48.0
-11214.495457371586,45.0
562.0227214579536,41.0
-4660.33154691372,40.0
-10652.437305047632,37.0
-14640.104054043744,43.0
-3278.789836188758,43.0
-3593.1129255839314,42.0
-1378.353035254715,46.0
-5383.323530804522,40.0
-16577.660370664562,32.0
-6035.0860944743545,39.0
-13306.99294220867,39.0
1282.0930186859987,49.0
-895.4255482932294,45.0
-9861.096318188434,43.0
-14449.518073712647,32.0
-359.49031673036734,50.0
-4370.2061422519655,43.0
-2754.691480296251,44.0
-5107.445476411393,34.0
-3976.12560495326,47.0
-15403.609459958532,47.0
-5156.614720654046,40.0
-4833.287929346809,31.0
-15437.34057349134,43.0
-16318.471846804154,43.0
-3409.2604148364517,42.0
-4739.117269303191,46.0
-4042.817789694872,34.0
-5205.589789780113,40.0
-4121.094435166221,31.0
-6533.300609403777,42.0
-3292.025134088034,41.0
-6064.273024828792,30.0
-14099.482965617866,48.0
-3393.597639191945,33.0
-9504.931781505566,40.0
-13062.811574666157,50.0
-4747.6442926940645,31.0
-1592.0873906145648,40.0
-15913.178206146846,44.0
-19436.659771559407,44.0
-16837.36866284563,35.0
-6276.741810780376,33.0
-8180.6378896687565,32.0
-11457.880855054631,35.0
-781.4556816971717,50.0
-2667.812659389481,41.0
-13104.771248879926,42.0
-10665.173419655195,45.0
-14296.56181542419,49.0
-9758.488127115183,35.0
-2750.906093148442,48.0
-6469.2445193924905,50.0
-5441.509169176774,40.0
-13599.701356621514,44.0
-4136.13600177582,45.0
-11604.125718343526,39.0
-4304.245793768739,35.0
-4330.072568825493,43.0
-3490.73510715522,45.0
-2075.3832241213286,46.0
-3254.2667459916283,49.0
-11112.708143403132,37.0
-6296.898415198479,35.0
-10192.005783543897,34.0
-17727.51690545312,36.0
-5012.679561102739,41.0
-5851.130895425837,41.0
-4035.6571233417944,31.0
-14816.066706769656,45.0
-3541.8141563497575,43.0
-6427.332189568377,31.0
-3233.1390493057415,42.0
-3411.4342215337892,47.0
-17123.447583290104,32.0
-1172.1130016023271,40.0
552.286057597561,41.0
-5655.806847844576,36.0
-10581.430701767214,46.0
-8830.358392823542,41.0
-14815.27737180389,50.0
-2398.1236783427194,45.0
-6263.18017822456,30.0
-12975.890850990038,39.0
-5679.533639377378,49.0
-2349.9636917536445,45.0
-10436.331630234665,50.0
-4508.205293029219,43.0
-4692.289544992702,42.0
-5379.539947228283,39.0
-4057.6713351638714,43.0
-2892.4590521762034,44.0
-12588.963599358947,46.0
-11477.6680872867,48.0
-5311.800841091539,33.0
